,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
139,Sergiño Dest\5976f83e,us USA,DFFW,Barcelona,21-100,2000,12.0,812,14,182,337,355,45,728,24,47,51.1,25,1,607,3401,2117,111,30,16,22,25,629,577,91.7,59,Matches
140,Boulaye Dia\244bc2c8,sn SEN,FW,Villarreal,25-087,1996,9.7,309,3,26,141,159,69,298,13,17,76.5,13,0,213,1030,454,21,5,8,27,21,387,229,59.2,92,Matches
141,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,25-054,1996,11.3,516,101,276,230,30,13,499,2,3,66.7,3,0,266,1712,870,27,0,1,2,2,256,247,96.5,3,Matches
142,Javier Díaz\17a1299d,es ESP,GK,Sevilla,24-272,1997,1.0,34,31,34,0,0,0,28,0,0,,0,0,22,60,20,0,0,0,0,0,23,23,100.0,0,Matches
143,Víctor Díaz\3624ce4c,es ESP,DF,Granada,33-244,1988,8.7,521,90,302,214,37,5,490,2,3,66.7,2,1,294,1388,757,16,5,0,2,1,339,330,97.3,1,Matches
144,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,24-163,1997,5.3,157,8,17,86,68,16,152,4,7,57.1,4,0,101,479,263,11,6,1,19,8,246,119,48.4,39,Matches
145,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,28-048,1993,18.8,610,557,610,2,0,0,412,0,0,,0,0,253,1295,828,0,0,0,0,0,213,212,99.5,0,Matches
146,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,34-279,1987,23.0,914,791,904,11,1,1,676,0,0,,0,0,461,2179,1283,0,0,0,0,0,433,431,99.5,0,Matches
147,Djené\a4971d84,tg TOG,DF,Getafe,30-042,1991,20.6,992,110,458,525,70,10,972,11,11,100.0,11,0,599,3142,1425,59,19,1,2,7,552,539,97.6,2,Matches
148,Naïs Djouahra\3594a357,fr FRA,MF,Real Sociedad,22-080,1999,0.2,16,1,2,10,6,0,16,0,0,,0,0,11,101,32,2,1,0,1,0,11,9,81.8,1,Matches
149,Marko Dmitrović\ac295d9e,rs SRB,GK,Sevilla,30-018,1992,4.0,143,121,142,1,0,0,118,0,0,,0,0,70,201,77,0,0,0,0,0,76,76,100.0,0,Matches
150,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,31-098,1990,1.8,61,55,61,0,0,0,33,0,0,,0,0,20,100,51,0,0,0,0,0,17,17,100.0,0,Matches
151,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,21-041,2001,3.0,169,21,103,70,3,1,164,1,2,50.0,1,0,100,631,378,8,0,0,0,1,117,114,97.4,0,Matches
152,Domingos Duarte\93090f69,pt POR,DF,Granada,26-338,1995,7.6,329,76,203,126,10,6,309,1,3,33.3,1,0,148,735,368,7,0,0,1,1,169,161,95.3,0,Matches
153,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,32-253,1989,10.3,577,100,363,230,12,8,555,0,0,,0,0,319,1478,807,9,0,0,0,2,372,366,98.4,1,Matches
154,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,26-116,1995,18.0,1033,78,334,497,238,12,844,0,3,0.0,1,0,449,2036,1000,49,20,3,6,7,490,439,89.6,15,Matches
155,Unai Dufur\c261b5dd,es ESP,DF,Osasuna,23-041,1999,1.0,60,5,19,40,2,1,60,0,0,,0,0,31,126,49,2,0,0,0,0,35,34,97.1,0,Matches
156,Hugo Duro\37e103f8,es ESP,MFFW,Valencia,22-093,1999,13.7,456,14,64,194,223,48,447,9,16,56.3,10,0,262,746,337,15,6,4,43,38,502,297,59.2,59,Matches
157,Hugo Duro\37e103f8,es ESP,DFMF,Getafe,22-093,1999,0.1,6,0,0,0,6,5,6,0,0,,0,0,2,5,2,0,0,0,0,0,5,5,100.0,2,Matches
158,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,27-320,1994,16.6,989,142,519,494,52,10,940,5,7,71.4,5,0,620,4069,2199,54,8,0,2,4,631,615,97.5,6,Matches
159,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,29-280,1992,17.8,879,30,137,331,477,40,744,23,51,45.1,27,4,531,3151,1823,98,29,16,42,30,653,509,77.9,64,Matches
160,Emerson\df8b52a5,br BRA,DF,Barcelona,23-028,1999,1.0,82,1,20,50,16,1,69,0,1,0.0,0,0,55,215,103,4,1,0,1,0,56,55,98.2,4,Matches
161,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,24-255,1997,6.1,143,11,18,71,60,26,137,2,8,25.0,2,0,66,255,130,6,2,1,11,5,220,95,43.2,31,Matches
162,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,28-321,1993,3.0,120,12,30,72,24,1,120,0,1,0.0,0,0,54,291,148,5,1,0,3,2,65,52,80.0,1,Matches
163,Aarón Escandell\67669ce7,es ESP,GK,Granada,26-137,1995,3.2,135,118,133,2,0,0,83,0,0,,0,0,46,285,175,0,0,0,0,0,36,36,100.0,0,Matches
164,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,32-162,1989,6.2,341,7,93,191,72,7,289,2,4,50.0,2,0,178,820,448,19,4,2,2,10,211,169,80.1,13,Matches
165,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,30-037,1992,23.0,1326,111,518,552,329,30,1076,11,22,50.0,11,1,639,3589,1998,73,30,4,20,17,617,554,89.8,54,Matches
166,Estanis\ace50e9f,es ESP,FW,Barcelona,18-171,2003,0.1,3,0,1,2,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,4,1,25.0,0,Matches
167,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,24-021,1998,11.2,816,34,205,399,260,25,702,13,19,68.4,13,1,493,2401,1173,54,23,6,11,12,555,483,87.0,39,Matches
168,Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,20-056,2001,6.4,309,0,46,106,195,60,304,29,47,61.7,30,2,275,1837,1263,60,18,23,23,22,299,232,77.6,50,Matches
169,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,36-001,1986,6.1,186,7,13,96,82,30,181,3,5,60.0,3,0,101,330,139,8,2,4,22,10,296,146,49.3,28,Matches
170,Fali\72a84002,es ESP,DFMF,Cádiz,28-183,1993,13.7,537,86,265,253,37,7,510,1,3,33.3,3,0,240,1178,622,16,1,0,3,4,275,259,94.2,4,Matches
171,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,19-103,2002,2.4,144,0,8,52,93,20,135,3,5,60.0,3,0,108,549,372,23,6,6,8,6,148,120,81.1,22,Matches
172,Aleix Febas\38126309,es ESP,MF,Mallorca,26-009,1996,1.3,73,1,6,55,15,2,72,3,4,75.0,3,0,57,244,139,8,2,1,2,4,55,49,89.1,6,Matches
173,Nabil Fekir\bece776f,fr FRA,MF,Betis,28-208,1993,19.5,1210,4,66,563,663,121,1077,32,67,47.8,35,2,925,4853,2619,142,46,40,58,57,1138,895,78.6,152,Matches
174,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,32-271,1989,11.1,644,85,327,328,24,14,622,3,3,100.0,3,0,375,2048,971,24,2,0,0,4,391,374,95.7,3,Matches
175,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,22-093,1999,7.5,380,5,25,196,194,36,361,13,27,48.1,13,2,295,1628,1062,59,24,6,17,14,390,311,79.7,49,Matches
176,Aitor Fernández\a01c3d54,es ESP,GK,Levante,30-284,1991,13.0,415,365,409,8,0,0,299,0,0,,0,0,183,627,418,0,0,0,0,0,159,159,100.0,0,Matches
177,Álex Fernández\aa677a35,es ESP,MFFW,Cádiz,29-119,1992,16.3,883,35,230,499,214,22,820,7,16,43.8,11,0,551,3052,1585,67,23,3,15,20,592,534,90.2,26,Matches
178,Fernando\41f32541,br BRA,MFDF,Sevilla,34-201,1987,18.5,1304,116,482,750,151,12,1273,7,10,70.0,7,2,861,3597,1778,53,22,0,11,8,941,915,97.2,18,Matches
179,Fidel\eb82b6f1,es ESP,MF,Elche,32-107,1989,16.0,883,32,166,472,308,34,828,16,34,47.1,17,2,628,3189,1987,96,31,7,30,36,758,638,84.2,57,Matches
180,José Fontán\1827a42d,es ESP,DF,Celta Vigo,22-000,2000,2.0,157,14,63,99,3,1,152,0,0,,0,0,105,502,296,11,1,0,0,0,117,116,99.1,0,Matches
181,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,28-325,1993,2.0,92,3,24,53,19,0,68,1,1,100.0,1,0,36,162,73,4,1,0,2,3,50,43,86.0,1,Matches
182,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,28-325,1993,15.2,728,57,224,365,188,12,593,10,15,66.7,11,2,390,2187,1324,52,19,1,8,14,380,340,89.5,14,Matches
183,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,24-030,1998,15.0,996,53,328,555,191,13,834,17,22,77.3,17,0,590,3403,1895,71,25,2,9,16,596,557,93.5,15,Matches
184,Enric Franquesa\40883e3a,es ESP,DF,Levante,24-350,1997,6.0,269,9,67,145,68,2,225,5,11,45.5,5,1,145,839,488,24,5,1,7,5,172,139,80.8,10,Matches
185,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,24-356,1997,14.7,627,18,104,259,311,61,599,24,62,38.7,28,2,442,2352,1569,79,25,19,32,29,555,400,72.1,94,Matches
186,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,27-084,1994,22.6,1598,43,461,788,485,23,1331,43,66,65.2,47,2,1004,5853,3602,164,51,11,27,45,1017,908,89.3,39,Matches
187,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MF,Mallorca,28-189,1993,13.8,860,33,184,565,164,5,827,17,27,63.0,17,1,571,2667,1385,60,23,0,8,15,602,555,92.2,23,Matches
188,Thiago Galhardo\766f48dd,br BRA,FWMF,Celta Vigo,32-206,1989,5.7,195,6,19,81,99,29,193,5,10,50.0,5,2,97,358,174,7,2,0,11,10,266,139,52.3,39,Matches
189,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,29-107,1992,18.6,768,16,136,251,422,106,761,11,29,37.9,13,2,488,2939,1936,88,23,34,24,15,687,500,72.8,132,Matches
190,Dani García\240d3a0b,es ESP,MF,Athletic Club,31-263,1990,18.3,953,50,197,615,173,15,940,3,4,75.0,3,0,525,1873,882,35,13,0,8,12,616,592,96.1,20,Matches
