,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
274,Vinicius Júnior\7111d552,br BRA,FWMF,Real Madrid,21-214,2000,18.8,29,20,15,11,3,6,33,18.2,27,356,96,27.0,100,138,118,22,3,0,19,9,38,1,0,Matches
275,Jutglà\2a9f6b4d,es ESP,FW,Barcelona,23-010,1999,3.3,3,2,0,1,2,1,3,33.3,2,45,17,37.8,4,18,23,3,1,0,2,2,5,0,0,Matches
276,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,29-032,1993,12.6,39,31,24,13,2,17,32,53.1,15,216,74,34.3,78,119,19,18,6,0,12,27,66,26,1,Matches
277,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,20-357,2001,11.3,6,4,2,4,0,3,21,14.3,18,159,41,25.8,20,92,47,12,1,0,11,10,16,5,0,Matches
278,Kike\e897d8ba,es ESP,FW,Osasuna,32-078,1989,15.4,12,8,3,2,7,3,15,20.0,12,234,60,25.6,23,94,117,14,3,0,11,9,21,10,0,Matches
279,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,20-107,2001,1.9,2,1,2,0,0,0,3,0.0,3,56,14,25.0,19,28,9,4,1,0,3,3,5,4,0,Matches
280,Koke\55126f3b,es ESP,MF,Atlético Madrid,30-034,1992,16.9,32,20,9,19,4,13,41,31.7,28,267,91,34.1,89,130,48,25,4,0,21,15,47,19,0,Matches
281,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,28-361,1993,10.3,42,27,17,23,2,10,24,41.7,14,170,66,38.8,58,92,20,15,3,0,12,28,70,19,0,Matches
282,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,23-091,1998,16.6,16,10,10,5,1,7,14,50.0,7,117,42,35.9,62,44,11,17,4,0,13,40,56,55,2,Matches
283,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,32-038,1990,14.9,22,13,9,11,2,9,17,52.9,8,229,61,26.6,67,127,35,8,2,1,6,14,36,8,0,Matches
284,Takefusa Kubo\16aa3654,jp JPN,FWMF,Mallorca,20-252,2001,9.0,7,7,4,3,0,1,12,8.3,11,156,44,28.2,45,53,58,18,0,0,18,9,16,3,0,Matches
285,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,32-098,1989,20.9,22,11,15,7,0,11,25,44.0,14,135,39,28.9,83,51,1,33,16,1,17,24,46,109,1,Matches
286,Diego Lainez\bf12926c,mx MEX,FWMF,Betis,21-247,2000,0.8,1,1,0,0,1,0,3,0.0,3,16,2,12.5,3,6,7,1,0,0,1,0,1,0,0,Matches
287,Érik Lamela\abe66106,ar ARG,FW,Sevilla,29-344,1992,6.7,23,19,10,11,2,4,11,36.4,7,150,51,34.0,37,74,39,11,0,0,11,4,27,3,0,Matches
288,Toni Lato\8e088e04,es ESP,DFMF,Valencia,24-082,1997,5.2,10,5,6,3,1,7,12,58.3,5,96,30,31.3,47,33,16,10,1,0,9,10,20,15,0,Matches
289,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,25-092,1996,22.0,21,12,15,4,2,8,21,38.1,13,174,64,36.8,108,57,9,30,10,0,20,32,53,107,1,Matches
290,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,28-363,1993,23.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,0,1,Matches
291,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,30-084,1991,3.5,3,3,2,1,0,1,4,25.0,3,49,15,30.6,13,27,9,3,0,0,3,4,7,3,0,Matches
292,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,30-267,1991,15.0,20,10,11,8,1,6,12,50.0,6,137,35,25.5,77,52,8,24,10,0,14,33,53,88,1,Matches
293,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,28-283,1993,18.6,37,23,19,12,6,22,43,51.2,21,235,76,32.3,82,104,49,40,9,1,31,31,68,43,0,Matches
294,Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,26-091,1995,11.8,21,12,9,9,3,6,17,35.3,11,219,67,30.6,54,104,61,19,1,0,18,14,35,4,0,Matches
295,Ruben Lendinez\755da865,es ESP,DF,Valencia,18-334,2003,0.5,2,2,2,0,0,0,1,0.0,1,10,2,20.0,5,4,1,1,0,0,1,1,3,3,0,Matches
296,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,26-239,1995,5.0,11,8,7,4,0,3,4,75.0,1,78,33,42.3,31,43,4,7,2,0,5,9,20,10,0,Matches
297,Javier Llabrés\38b0cf42,,FW,Mallorca,,,1.0,3,3,1,1,1,1,2,50.0,1,10,4,40.0,2,5,3,0,0,0,0,0,3,0,0,Matches
298,Marcos Llorente\02c15616,es ESP,DFMF,Atlético Madrid,27-012,1995,13.0,28,19,13,12,3,12,21,57.1,9,170,71,41.8,67,64,39,21,5,0,16,16,44,22,0,Matches
299,Giovani Lo Celso\d7553721,ar ARG,MF,Villarreal,25-308,1996,0.2,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0,Matches
300,Julen Lobete\a952a529,es ESP,FWMF,Real Sociedad,21-146,2000,3.1,4,3,2,1,1,0,3,0.0,3,75,30,40.0,16,27,32,6,1,0,5,0,4,0,0,Matches
301,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,23-309,1998,7.1,20,8,7,10,3,11,22,50.0,11,89,33,37.1,32,38,19,16,1,0,15,13,33,11,0,Matches
302,David López\f03f284b,es ESP,MFDF,Espanyol,32-125,1989,5.8,21,14,11,9,1,9,15,60.0,6,86,31,36.0,41,39,6,10,6,0,4,7,28,18,0,Matches
303,Diego López\73683fa9,es ESP,GK,Espanyol,40-100,1981,22.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,1,Matches
304,Javi López\e9ada8cf,es ESP,DF,Alavés,20-041,2002,4.5,9,7,6,3,0,3,5,60.0,2,93,19,20.4,52,34,7,12,1,0,11,10,19,12,0,Matches
305,Unai López\88050721,es ESP,MF,Rayo Vallecano,26-104,1995,7.6,17,9,5,12,0,5,17,29.4,12,145,44,30.3,35,79,31,8,0,0,8,10,27,4,0,Matches
306,Anthony Lozano\38699c72,hn HON,FWMF,Cádiz,28-292,1993,12.1,8,7,2,3,3,1,8,12.5,7,156,39,25.0,15,88,53,12,2,0,10,4,12,4,0,Matches
307,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,26-262,1995,15.4,28,11,20,7,1,14,30,46.7,16,201,51,25.4,101,79,21,25,3,0,22,29,57,35,0,Matches
308,José Luis Morales\4a478107,es ESP,FWMF,Levante,34-203,1987,17.2,17,11,5,5,7,7,27,25.9,20,285,60,21.1,50,132,103,20,0,0,20,11,28,6,0,Matches
309,Florentino Luís\881cd6be,pt POR,MF,Getafe,22-176,1999,7.5,33,21,19,10,4,11,26,42.3,15,193,47,24.4,82,94,17,14,1,0,13,21,54,12,1,Matches
310,Luismi\acf5410c,es ESP,FW,Sevilla,20-264,2001,0.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,Matches
311,Darwin Machís\ed6ea4d9,ve VEN,MFFW,Granada,29-004,1993,10.1,14,7,7,4,3,4,11,36.4,7,130,34,26.2,42,55,33,14,0,0,14,16,30,10,0,Matches
312,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,24-214,1997,18.7,54,40,27,21,6,16,23,69.6,7,216,85,39.4,93,91,32,45,8,0,37,46,100,38,0,Matches
313,Nemanja Maksimović\00b28772,rs SRB,MF,Getafe,27-016,1995,22.1,42,29,20,17,5,16,40,40.0,24,418,119,28.5,98,239,81,56,10,0,46,50,92,28,0,Matches
314,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,30-234,1991,15.3,40,19,24,13,3,7,18,38.9,11,218,76,34.9,94,95,29,27,7,0,20,24,64,59,0,Matches
315,Mickael Malsa\bbc19252,mq MTQ,MF,Levante,26-122,1995,7.9,33,22,15,16,2,11,24,45.8,13,162,50,30.9,60,88,14,21,6,0,15,13,46,10,0,Matches
316,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,21-135,2000,7.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Atlético Madrid,28-021,1994,0.4,2,1,1,0,1,0,0,,0,4,1,25.0,2,1,1,0,0,0,0,0,2,0,0,Matches
318,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,30-112,1991,8.0,8,5,2,5,1,0,1,0.0,1,39,14,35.9,16,18,5,11,7,2,4,5,13,25,1,Matches
319,Maranhão\ae86d473,br BRA,FWMF,Valencia,25-114,1996,5.9,6,3,1,4,1,1,3,33.3,2,135,27,20.0,19,62,54,9,0,0,9,6,12,3,0,Matches
320,Nikola Maraš\b9d0446f,rs SRB,DF,Rayo Vallecano,26-054,1995,4.1,3,2,1,2,0,2,4,50.0,2,29,11,37.9,12,16,1,15,7,0,8,11,14,19,0,Matches
321,Marcelo\603116a7,br BRA,DF,Real Madrid,33-275,1988,1.5,4,2,1,1,2,2,2,100.0,0,15,7,46.7,5,5,5,2,0,0,2,5,9,4,0,Matches
322,Iván Marcone\b14f755d,ar ARG,MF,Elche,31-253,1990,6.5,17,11,12,5,0,7,15,46.7,8,74,24,32.4,37,32,5,12,3,0,9,11,28,14,0,Matches
323,Óscar de Marcos\9f323c71,es ESP,DF,Athletic Club,32-303,1989,8.7,24,16,12,8,4,12,18,66.7,6,113,32,28.3,46,46,21,16,1,0,15,14,38,19,0,Matches
324,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,27-022,1995,12.3,15,12,13,2,0,6,15,40.0,9,79,28,35.4,52,24,3,14,12,0,2,13,28,56,0,Matches
325,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,28-194,1993,1.3,1,1,1,0,0,0,0,,0,12,1,8.3,2,5,5,0,0,0,0,0,1,0,0,Matches
326,Roger Martí\0ae4e09a,es ESP,FW,Levante,31-039,1991,14.8,13,9,2,8,3,2,13,15.4,11,256,60,23.4,11,131,114,6,0,0,6,4,17,5,0,Matches
327,Anthony Martial\8b788c01,fr FRA,FW,Sevilla,26-068,1995,0.8,0,0,0,0,0,0,0,,0,12,3,25.0,1,7,4,0,0,0,0,2,2,0,0,Matches
328,Martín\cbec0059,es ESP,MF,Cádiz,22-347,1999,1.3,1,1,0,1,0,0,0,,0,21,6,28.6,11,9,1,1,0,0,1,3,4,2,0,Matches
329,Andrés Martín\2ae30661,es ESP,FWMF,Rayo Vallecano,22-215,1999,2.1,1,0,0,1,0,1,2,50.0,1,41,10,24.4,6,19,16,2,0,0,2,3,4,0,0,Matches
330,Carlos Martín\64035864,es ESP,DF,Atlético Madrid,19-295,2002,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,1,0,Matches
331,Iván Martín\ae48c5cb,es ESP,MF,Alavés,22-362,1999,1.8,3,1,1,1,1,1,1,100.0,0,29,8,27.6,5,13,11,2,0,0,2,1,4,0,0,Matches
332,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,30-270,1991,17.9,21,11,13,6,2,8,15,53.3,7,122,42,34.4,75,42,5,25,8,0,17,35,56,97,0,Matches
333,Javi Martínez\3672b352,es ESP,MFFW,Osasuna,22-051,1999,5.0,12,7,5,6,1,6,14,42.9,8,101,26,25.7,29,44,28,7,1,0,6,11,23,5,0,Matches
334,Pablo Martínez\ecc77652,es ESP,MF,Levante,23-354,1998,7.3,13,8,6,5,2,6,16,37.5,10,148,31,20.9,36,83,29,11,3,0,8,14,27,5,0,Matches
335,Omar Mascarell\11fd2b75,es ESP,MF,Elche,29-009,1993,16.8,26,12,7,16,3,11,32,34.4,21,283,76,26.9,93,163,27,47,12,0,35,27,53,35,0,Matches
336,Jaime Mata\02319ad7,es ESP,FW,Getafe,33-110,1988,7.2,10,4,4,2,4,0,5,0.0,5,110,26,23.6,14,45,51,5,2,0,3,5,15,5,0,Matches
337,Luís Maximiano\3318286e,pt POR,GK,Granada,23-037,1999,18.8,2,0,2,0,0,2,2,100.0,0,3,0,0.0,3,0,0,0,0,0,0,0,2,1,2,Matches
338,Borja Mayoral\64e8ed6d,es ESP,FW,Getafe,24-312,1997,1.4,1,1,0,0,1,1,1,100.0,0,25,6,24.0,0,11,14,1,0,0,1,1,2,0,0,Matches
339,Jordi Mboula\4887118d,es ESP,FW,Mallorca,22-332,1999,4.8,5,3,2,2,1,1,6,16.7,5,81,27,33.3,17,33,31,10,2,0,8,2,7,0,0,Matches
340,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,24-172,1997,7.6,6,2,2,2,2,0,5,0.0,5,72,23,31.9,23,31,18,6,0,0,6,2,8,3,0,Matches
341,Gonzalo Melero\3902e91b,es ESP,MF,Levante,28-040,1994,10.1,18,11,7,10,1,9,15,60.0,6,139,40,28.8,51,67,21,13,5,0,8,7,25,16,0,Matches
342,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,25-035,1997,19.4,47,27,17,20,10,16,54,29.6,38,447,139,31.1,109,209,129,46,5,0,41,31,78,22,0,Matches
343,Édgar Méndez\aed746df,es ESP,FWMF,Alavés,32-040,1990,8.9,18,8,6,10,2,7,16,43.8,9,173,38,22.0,37,78,58,10,0,0,10,10,28,9,0,Matches
344,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,26-248,1995,12.4,15,12,9,4,2,6,15,40.0,9,87,30,34.5,43,27,17,18,1,0,17,21,36,10,0,Matches
345,Fran Mérida\0e50f929,es ESP,MF,Espanyol,31-344,1990,1.6,3,0,3,0,0,2,3,66.7,1,26,2,7.7,12,9,5,2,0,0,2,2,5,1,0,Matches
346,Mikel Merino\d080ed5e,es ESP,MF,Real Sociedad,25-234,1996,17.6,43,30,11,26,6,11,29,37.9,18,293,97,33.1,72,158,63,30,7,0,23,22,65,39,0,Matches
347,Martín Merquelanz\ddd5348b,es ESP,FW,Rayo Vallecano,26-244,1995,1.9,3,2,3,0,0,3,6,50.0,3,30,5,16.7,6,14,10,3,0,0,3,0,3,1,0,Matches
348,Matt Miazga\9fc0f253,us USA,DF,Alavés,26-207,1995,8.3,11,7,6,5,0,4,8,50.0,4,63,26,41.3,37,25,1,19,10,0,9,9,20,57,1,Matches
349,Miguel\6763373d,es ESP,FWMF,Alavés,22-161,1999,6.2,7,6,1,5,1,3,11,27.3,8,145,34,23.4,23,62,60,6,2,0,4,1,8,7,0,Matches
350,Éder Militão\2784f898,br BRA,DF,Real Madrid,24-024,1998,22.0,41,25,25,8,8,17,30,56.7,13,191,63,33.0,102,69,20,29,14,0,15,45,86,81,2,Matches
351,Luis Milla\19c36442,es ESP,MF,Granada,27-127,1994,16.5,31,19,19,11,1,9,31,29.0,22,304,101,33.2,127,137,40,21,3,0,18,26,57,20,0,Matches
352,Pere Milla\335039a2,es ESP,MFFW,Elche,29-141,1992,8.4,14,7,7,5,2,5,21,23.8,16,173,39,22.5,46,83,44,11,0,0,11,14,28,11,0,Matches
353,Santi Mina\0b90bb97,es ESP,FW,Celta Vigo,26-066,1995,18.8,19,12,3,12,4,1,22,4.5,21,346,87,25.1,61,166,119,26,3,0,23,12,31,16,0,Matches
354,Óscar Mingueza\056269d7,es ESP,DF,Barcelona,22-274,1999,8.2,20,10,11,9,0,13,23,56.5,10,112,38,33.9,60,38,14,18,1,0,17,12,32,17,1,Matches
355,Rafa Mir\bbf5c11b,es ESP,FW,Sevilla,24-238,1997,14.9,4,4,1,2,1,0,5,0.0,5,190,52,27.4,13,75,102,5,3,0,2,3,7,13,0,Matches
356,Jorge Miramón\7f4c7c9f,es ESP,DF,Levante,32-254,1989,10.4,16,11,8,7,1,7,20,35.0,13,116,38,32.8,53,44,19,17,1,0,16,31,47,20,0,Matches
357,Juan Miranda\ead61f73,es ESP,DF,Betis,22-023,2000,5.8,16,9,10,3,3,5,15,33.3,10,92,26,28.3,48,26,18,12,3,0,9,8,24,23,0,Matches
358,Stefan Mitrović\e6777e6b,rs SRB,DF,Getafe,31-265,1990,17.2,10,6,6,4,0,4,7,57.1,3,94,31,33.0,64,26,4,25,12,0,13,30,40,56,1,Matches
359,Luka Modrić\6025fab1,hr CRO,MF,Real Madrid,36-155,1985,14.1,15,10,6,6,3,4,12,33.3,8,182,57,31.3,43,93,46,11,4,0,7,20,35,3,0,Matches
360,Johan Mojica\608f2092,co COL,DF,Elche,29-174,1992,21.0,27,15,22,3,2,8,16,50.0,8,232,67,28.9,128,69,35,28,3,0,25,30,57,37,0,Matches
361,Jorge Molina\43f71e77,es ESP,FW,Granada,39-295,1982,13.6,6,4,1,2,3,0,7,0.0,7,137,40,29.2,13,70,54,11,3,0,8,5,11,6,0,Matches
362,Jon Moncayola\9939e168,es ESP,MF,Osasuna,23-274,1998,19.6,22,9,11,8,3,8,25,32.0,17,344,87,25.3,104,174,66,32,5,0,27,19,41,26,0,Matches
363,Monchu\8ac501f5,es ESP,MF,Granada,22-151,1999,7.4,11,8,4,7,0,6,12,50.0,6,176,38,21.6,50,104,22,15,3,0,12,3,14,6,0,Matches
364,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,25-041,1997,9.9,13,5,8,3,2,7,13,53.8,6,75,30,40.0,33,30,12,14,2,0,12,13,26,14,0,Matches
365,Ángel Montoro\719384c1,es ESP,MF,Granada,33-231,1988,12.0,18,12,12,4,2,7,19,36.8,12,197,58,29.4,72,97,28,15,1,0,14,10,28,26,2,Matches
366,Martín Montoya\5cec2487,es ESP,DF,Betis,30-303,1991,5.8,18,9,11,6,1,9,20,45.0,11,93,27,29.0,45,33,15,12,0,0,12,12,30,18,0,Matches
367,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,23-149,1998,0.6,0,0,0,0,0,0,2,0.0,2,23,7,30.4,8,14,1,1,0,0,1,0,0,0,0,Matches
368,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,29-221,1992,11.7,15,11,6,8,1,5,15,33.3,10,156,46,29.5,58,67,31,14,1,0,13,31,46,12,1,Matches
369,Álex Moreno\16e9d0ea,es ESP,DF,Betis,28-248,1993,15.8,47,25,31,9,7,16,29,55.2,13,225,69,30.7,108,73,44,41,5,0,36,30,77,49,1,Matches
370,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,29-310,1992,10.9,5,3,3,2,0,1,6,16.7,5,92,29,31.5,10,51,31,7,1,0,6,5,10,13,0,Matches
371,Tete Morente\004d185e,es ESP,MF,Elche,25-069,1996,9.3,17,10,9,7,1,5,15,33.3,10,177,43,24.3,44,80,53,15,0,0,15,7,24,8,0,Matches
372,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,19-023,2003,0.8,4,2,0,4,0,1,4,25.0,3,30,6,20.0,9,17,4,1,0,0,1,2,6,3,0,Matches
373,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,23-030,1999,11.0,28,20,9,16,3,8,25,32.0,17,197,54,27.4,88,96,13,20,5,0,15,15,43,22,0,Matches
374,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,28-043,1993,5.2,10,7,2,5,3,0,7,0.0,7,80,26,32.5,10,37,33,9,0,0,9,1,11,6,0,Matches
375,Loren Morón\3aa4a3be,es ESP,FW,Betis,28-043,1993,0.0,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches
376,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,17-229,2004,1.2,3,2,3,0,0,1,2,50.0,1,19,2,10.5,13,5,1,1,0,0,1,6,9,0,0,Matches
377,Toni Moya\9e098912,es ESP,MF,Alavés,23-328,1998,12.4,20,14,9,8,3,9,30,30.0,21,284,69,24.3,87,160,37,25,7,0,18,21,41,20,0,Matches
378,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,29-054,1992,17.5,23,13,6,13,4,13,23,56.5,10,211,55,26.1,40,103,68,15,0,0,15,15,38,3,0,Matches
379,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,24-179,1997,12.8,28,15,14,12,2,12,24,50.0,12,173,61,35.3,67,85,21,18,1,0,17,17,45,31,1,Matches
380,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,29-260,1992,10.6,20,6,13,7,0,6,9,66.7,3,97,37,38.1,57,35,5,17,7,0,10,15,35,38,0,Matches
381,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,27-293,1994,1.0,0,0,0,0,0,0,0,,0,11,4,36.4,0,6,5,0,0,0,0,0,0,0,0,Matches
382,Yunus Musah\b51b1b9c,us USA,MFFW,Valencia,19-074,2002,8.0,15,5,3,8,4,5,14,35.7,9,182,35,19.2,45,90,47,13,1,0,12,6,21,4,0,Matches
383,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,29-300,1992,7.1,11,4,6,5,0,4,7,57.1,3,54,22,40.7,30,22,2,5,2,0,3,13,24,41,0,Matches
384,Nacho\2946f9a1,es ESP,DF,Real Madrid,32-024,1990,9.4,8,4,6,1,1,3,11,27.3,8,67,22,32.8,31,30,6,15,9,0,6,20,28,36,0,Matches
385,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,19-305,2002,2.2,7,4,3,1,3,2,4,50.0,2,59,14,23.7,12,28,19,2,0,0,2,1,8,3,0,Matches
386,Ximo Navarro\8db394aa,es ESP,DF,Alavés,32-019,1990,7.9,12,6,9,1,2,5,8,62.5,3,95,22,23.2,59,25,11,13,2,0,11,13,25,36,2,Matches
387,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,36-082,1985,9.2,6,2,4,2,0,2,6,33.3,4,52,14,26.9,25,22,5,15,1,0,14,11,17,20,0,Matches
388,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,25-043,1996,14.9,38,25,22,16,0,15,36,41.7,21,335,73,21.8,122,190,23,23,8,0,15,27,65,55,0,Matches
389,Álvaro Negredo\63b0ca6b,es ESP,FW,Cádiz,36-175,1985,12.0,1,0,0,1,0,1,6,16.7,5,104,23,22.1,10,53,41,11,4,0,7,4,5,15,0,Matches
390,Neto\a9dc785c,br BRA,GK,Barcelona,32-207,1989,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
391,Carlos Neva\8d47bb39,es ESP,DF,Granada,25-244,1996,18.8,31,19,22,9,0,13,25,52.0,12,174,46,26.4,109,58,7,54,7,0,47,41,72,57,1,Matches
392,Saúl Ñíguez\c14bc029,es ESP,DFMF,Atlético Madrid,27-082,1994,2.2,7,4,2,3,2,4,5,80.0,1,50,17,34.0,14,30,6,6,1,0,5,2,9,1,0,Matches
393,Fernando Niño\81d5c497,es ESP,FW,Mallorca,21-110,2000,8.1,8,4,6,1,1,1,7,14.3,6,134,37,27.6,20,54,60,9,2,0,7,4,12,11,0,Matches
394,Peru Nolaskoain\857cb4f3,es ESP,MF,Athletic Club,23-109,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
395,Nolito\b2d0ec1b,es ESP,MF,Celta Vigo,35-119,1986,11.0,15,11,10,3,2,9,29,31.0,20,163,50,30.7,38,85,40,26,1,0,25,10,25,4,0,Matches
396,Randy Ntekja\a6103274,fr FRA,FW,Rayo Vallecano,24-067,1997,9.0,6,5,3,1,2,1,7,14.3,6,195,45,23.1,23,81,91,14,1,0,13,3,9,2,0,Matches
397,Unai Núñez\be170419,es ESP,DF,Athletic Club,25-012,1997,5.4,7,4,5,0,2,2,5,40.0,3,38,13,34.2,21,13,4,7,5,0,2,8,15,16,0,Matches
398,Allan Nyom\97572117,cm CMR,DF,Getafe,33-277,1988,2.7,3,3,2,1,0,2,3,66.7,1,27,6,22.2,11,14,2,7,1,0,6,4,7,6,0,Matches
399,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,29-035,1993,22.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
400,Lucas Ocampos\a08b974a,ar ARG,FW,Sevilla,27-215,1994,14.8,34,18,18,12,4,15,31,48.4,16,238,69,29.0,76,95,67,26,3,0,23,19,53,13,0,Matches
401,Brian Oliván\a3e4bf46,es ESP,DF,Mallorca,27-316,1994,13.5,27,13,20,4,3,10,16,62.5,6,146,36,24.7,76,51,19,12,3,0,9,24,51,44,0,Matches
402,Mathías Olivera\41c12f75,uy URU,DF,Getafe,24-103,1997,19.1,51,36,24,19,8,25,40,62.5,15,407,138,33.9,154,176,77,49,3,0,46,45,96,45,0,Matches
403,Javier Ontiveros\a83d8b0c,es ESP,MFFW,Osasuna,24-155,1997,0.4,0,0,0,0,0,0,2,0.0,2,9,3,33.3,1,3,5,0,0,0,0,0,0,0,1,Matches
404,Pedro Ortiz\f9358b61,es ESP,MF,Sevilla,21-176,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,0,2,0,0,0,0,0,0,1,0,Matches
405,Milutin Osmajić\375ed9d7,me MNE,FWMF,Cádiz,22-201,1999,2.9,3,2,0,3,0,0,0,,0,47,10,21.3,5,27,15,0,0,0,0,2,5,4,0,Matches
406,Jesús Owono\d6e3d7fb,gq EQG,GK,Alavés,20-347,2001,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
407,Mikel Oyarzabal\8c3c640c,es ESP,FWMF,Real Sociedad,24-296,1997,14.0,18,11,8,8,2,3,15,20.0,12,192,58,30.2,39,70,83,12,1,0,11,7,25,11,0,Matches
408,Fernando Pacheco\97852360,es ESP,GK,Alavés,29-269,1992,19.9,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
409,Jon Pacheco\44150beb,es ESP,DF,Real Sociedad,21-034,2001,0.6,3,2,1,2,0,2,2,100.0,0,7,4,57.1,5,2,0,0,0,0,0,5,8,3,0,Matches
410,Gavi Paez\19cae58d,es ESP,MFFW,Barcelona,17-190,2004,13.4,26,19,9,10,7,8,20,40.0,12,267,73,27.3,57,131,79,26,0,0,26,14,40,10,0,Matches
411,Helibelton Palacios\ac8b2421,co COL,DF,Elche,28-247,1993,15.8,46,26,36,9,1,17,33,51.5,16,212,67,31.6,140,60,12,29,4,1,25,29,75,44,0,Matches
412,Isaac Palazón Camacho\49dbab27,es ESP,FWMF,Rayo Vallecano,27-046,1994,16.8,33,20,14,17,2,10,39,25.6,29,316,92,29.1,76,151,89,31,4,0,27,21,54,14,0,Matches
413,Daniel Parejo\7460ca0d,es ESP,MF,Villarreal,32-301,1989,17.5,27,18,14,9,4,9,33,27.3,24,276,87,31.5,75,145,56,28,2,0,26,21,48,13,2,Matches
414,Raúl Parra\647d39d2,es ESP,DF,Cádiz,22-077,1999,0.1,1,1,1,0,0,1,2,50.0,1,5,2,40.0,5,0,0,0,0,0,0,1,2,0,0,Matches
415,Javier Pastore\881ef58c,ar ARG,MF,Elche,32-236,1989,4.3,3,1,1,1,1,2,5,40.0,3,87,21,24.1,31,31,25,5,1,0,4,5,8,1,0,Matches
