,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
268,Suk Hyun-jun\7ffaf233,kr KOR,FWMF,Troyes,30-227,1991,1.7,70,2,3,35,38,13,67,4,6,66.7,4,1,47,260,134,7,3,2,5,7,87,53,60.9,10,Matches
269,Mauro Icardi\43b78598,ar ARG,FW,Paris S-G,28-357,1993,10.7,226,11,14,78,139,58,209,1,5,20.0,1,0,116,445,129,5,3,1,14,13,321,150,46.7,59,Matches
270,Jonathan Iglesias\639ca1cf,uy URU,MF,Clermont Foot,33-056,1988,6.4,413,20,139,240,56,3,405,2,4,50.0,2,0,284,1226,646,17,4,1,4,7,338,301,89.1,14,Matches
271,Juan Ignacio Ramírez\ad513a6b,uy URU,FW,Saint-Étienne,25-010,1997,1.4,20,0,1,9,10,5,18,1,1,100.0,1,1,10,17,7,0,0,0,1,3,36,9,25.0,6,Matches
272,Danylo Ihnatenko\65bbfba3,ua UKR,MF,Bordeaux,24-335,1997,0.1,12,1,4,8,1,0,12,0,0,,0,0,5,30,12,0,0,0,0,0,11,11,100.0,0,Matches
273,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,23-285,1998,11.8,567,18,69,314,245,47,550,26,49,53.1,27,1,434,2754,1639,63,21,15,26,26,542,424,78.2,60,Matches
274,Bonke Innocent\546bb36e,ng NGA,MF,Lorient,26-022,1996,1.0,55,3,17,40,0,0,55,0,0,,0,0,28,83,31,0,0,0,1,4,28,28,100.0,0,Matches
275,Wilson Isidor\a671316d,fr FRA,FWMF,Monaco,21-168,2000,0.6,23,0,1,12,10,3,23,0,0,,0,0,6,20,12,1,0,0,1,0,40,19,47.5,6,Matches
276,Ismail Jakobs\a0415710,de GER,DF,Monaco,22-178,1999,8.9,768,32,189,369,266,7,653,5,9,55.6,6,2,428,2220,1263,62,21,1,7,7,507,458,90.3,28,Matches
277,Abdel Jalil Medioub\4937a9f7,dz ALG,DF,Bordeaux,24-167,1997,5.0,297,41,209,97,4,2,293,2,2,100.0,2,0,180,663,427,7,1,0,4,0,197,196,99.5,0,Matches
278,Corentin Jean\7d9b37bf,fr FRA,FWDF,Lens,26-211,1995,2.5,134,5,18,69,55,7,125,1,4,25.0,1,0,81,264,104,6,1,0,9,3,134,95,70.9,14,Matches
279,Jemerson\7cab69b5,br BRA,DF,Metz,29-171,1992,7.5,298,42,198,101,9,5,288,0,0,,0,0,149,642,276,5,1,0,2,2,160,151,94.4,1,Matches
280,Moritz Jenz\ee644761,de GER,DF,Lorient,22-287,1999,12.6,688,95,364,337,32,11,669,2,2,100.0,2,0,392,2286,1195,36,6,0,5,3,450,441,98.0,2,Matches
281,Lenny Joseph\d1828392,fr FRA,FWMF,Metz,21-122,2000,0.9,27,0,1,16,10,2,27,1,1,100.0,1,0,13,22,1,0,0,0,5,5,43,16,37.2,4,Matches
282,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,20-275,2001,11.8,607,25,170,284,212,20,519,21,31,67.7,22,2,395,2799,1677,72,23,8,29,16,424,349,82.3,28,Matches
283,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,26-037,1996,2.0,86,0,13,36,45,14,85,4,6,66.7,4,0,56,250,147,9,2,4,5,6,94,56,59.6,13,Matches
284,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,30-235,1991,13.9,712,3,55,423,277,32,707,18,37,48.6,20,3,506,2065,1050,65,17,3,34,30,709,569,80.3,91,Matches
285,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,20-021,2002,0.1,6,0,0,4,3,0,6,0,0,,0,0,5,43,26,2,1,0,0,0,9,5,55.6,0,Matches
286,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,20-021,2002,12.9,421,0,16,183,262,54,387,10,35,28.6,11,1,316,1899,1027,63,24,8,34,38,615,335,54.5,119,Matches
287,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,24-169,1997,3.6,174,1,24,77,88,16,162,13,19,68.4,13,1,149,880,535,23,6,4,8,14,155,129,83.2,35,Matches
288,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,22-080,1999,17.0,1524,47,333,976,284,29,1473,7,11,63.6,8,1,1034,4079,2110,95,23,2,8,22,1216,1164,95.7,37,Matches
289,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,27-145,1994,6.0,374,12,83,198,128,14,358,4,8,50.0,4,0,274,1327,800,33,20,1,8,12,303,268,88.4,23,Matches
290,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,32-223,1989,3.5,246,29,150,105,6,1,239,1,2,50.0,1,0,173,732,310,3,2,0,0,1,171,170,99.4,1,Matches
291,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,20-103,2001,0.9,79,2,9,37,41,3,76,1,7,14.3,2,1,66,354,174,14,5,0,2,3,70,63,90.0,10,Matches
292,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,38-328,1983,1.0,31,29,31,0,0,0,21,0,0,,0,0,17,68,42,0,0,0,0,0,15,15,100.0,0,Matches
293,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,23-217,1998,13.6,739,11,98,378,340,30,687,29,44,65.9,31,0,577,3011,1715,94,37,6,26,31,679,540,79.5,68,Matches
294,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,25-143,1996,12.1,979,88,356,556,120,14,946,2,4,50.0,2,0,714,3184,1534,48,12,2,4,5,793,771,97.2,19,Matches
295,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,20-006,2002,0.1,8,0,1,3,4,1,8,0,0,,0,0,4,9,4,0,0,0,0,0,9,8,88.9,0,Matches
296,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,26-290,1995,3.4,199,2,22,107,79,9,181,11,12,91.7,11,0,123,426,168,9,2,0,7,6,176,146,83.0,29,Matches
297,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,31-003,1991,17.9,696,11,61,344,344,76,625,25,51,49.0,27,1,461,2536,1501,86,24,21,58,43,750,466,62.1,116,Matches
298,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,26-182,1995,16.8,1552,161,543,1050,55,8,1516,5,7,71.4,6,0,1192,6505,3644,92,7,1,5,3,1274,1263,99.1,5,Matches
299,Justin Kluivert\4c3a6744,nl NED,MF,Nice,22-282,1999,9.7,431,7,62,191,234,18,373,18,32,56.3,21,1,289,2276,1539,62,31,6,15,16,364,280,76.9,33,Matches
300,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,19-339,2002,4.2,146,4,12,66,77,22,141,5,8,62.5,6,0,101,443,251,12,3,4,16,7,203,103,50.7,38,Matches
301,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,28-236,1993,0.7,31,3,5,14,14,1,28,0,0,,0,0,21,91,54,4,1,1,0,1,20,19,95.0,3,Matches
302,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,23-068,1998,20.7,641,26,57,298,337,103,626,26,55,47.3,28,2,420,2387,1762,86,30,25,68,62,887,467,52.6,120,Matches
303,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,30-133,1991,19.1,1216,138,568,565,162,18,1109,4,7,57.1,4,0,668,3584,2119,48,23,0,4,5,755,716,94.8,16,Matches
304,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,26-046,1995,17.5,1094,54,361,543,280,18,898,30,57,52.6,33,2,673,3905,2440,105,35,7,25,19,667,597,89.5,28,Matches
305,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,22-240,1999,0.2,10,0,0,6,5,2,10,0,1,0.0,0,1,6,48,19,1,0,0,1,1,12,6,50.0,1,Matches
306,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,26-221,1995,6.0,294,11,96,124,88,2,253,5,9,55.6,6,0,185,806,492,22,8,1,3,6,196,167,85.2,14,Matches
307,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,36-154,1985,10.4,641,98,390,290,8,3,627,2,2,100.0,2,0,435,2567,1234,20,1,0,0,2,443,436,98.4,1,Matches
308,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,25-056,1996,19.8,1171,24,286,777,228,20,1161,26,41,63.4,27,2,887,5977,3187,141,33,4,23,27,965,871,90.3,26,Matches
309,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,24-302,1997,15.6,824,149,512,319,31,15,811,3,5,60.0,3,0,406,2340,960,23,2,0,4,1,418,403,96.4,0,Matches
310,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,24-209,1997,5.0,185,1,9,100,88,31,176,13,28,46.4,15,2,133,540,314,15,4,3,14,16,217,126,58.1,32,Matches
311,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,20-225,2001,0.2,8,0,0,2,6,1,8,0,0,,0,0,3,8,5,0,0,0,0,1,14,7,50.0,1,Matches
312,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,24-308,1997,16.6,1056,75,408,572,156,8,937,12,22,54.5,13,2,636,3099,1982,70,19,1,12,8,672,627,93.3,9,Matches
313,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,26-183,1995,0.3,9,0,0,6,3,0,9,0,1,0.0,1,1,5,2,0,0,0,0,4,0,9,7,77.8,0,Matches
314,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,27-284,1994,18.4,584,14,47,251,322,135,563,9,25,36.0,10,1,320,1485,815,44,15,12,49,21,769,417,54.2,148,Matches
315,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,27-284,1994,3.8,143,6,23,70,60,15,141,3,4,75.0,4,0,72,451,300,17,7,0,10,3,159,102,64.2,29,Matches
316,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,20-017,2002,4.9,224,19,81,127,25,0,221,4,7,57.1,5,1,133,423,126,5,5,0,3,7,126,125,99.2,0,Matches
317,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,19-005,2003,0.5,20,2,10,11,0,0,18,0,0,,0,0,10,39,36,2,0,0,0,0,10,9,90.0,0,Matches
318,Alban Lafont\4e7db402,fr FRA,GK,Nantes,23-019,1999,23.0,758,653,758,0,0,0,528,0,0,,0,0,305,1295,608,0,0,0,0,0,306,305,99.7,0,Matches
319,Julien Laporte\f066022d,fr FRA,DF,Lorient,28-099,1993,20.1,1170,190,683,527,18,10,1147,3,4,75.0,3,0,664,3508,1720,44,5,0,3,1,691,683,98.8,0,Matches
320,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,21-041,2001,0.2,17,0,7,6,4,0,16,1,1,100.0,1,0,10,29,14,0,0,0,1,0,8,8,100.0,0,Matches
321,Paul Lasne\542cc80f,fr FRA,MF,Brest,33-026,1989,2.0,119,5,20,70,38,2,118,0,0,,0,0,78,362,121,3,1,1,1,2,88,84,95.5,3,Matches
322,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,23-069,1998,15.5,585,3,54,300,289,49,559,15,40,37.5,17,0,435,2684,1771,96,33,15,41,40,637,404,63.4,99,Matches
323,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,19-133,2002,0.7,26,1,6,18,3,0,26,0,0,,0,0,9,71,37,2,1,0,1,1,24,13,54.2,1,Matches
324,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,23-296,1998,13.4,466,12,52,196,250,58,460,9,28,32.1,11,0,310,1635,811,43,12,5,40,41,559,333,59.6,106,Matches
325,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,22-008,2000,14.8,954,21,191,552,284,12,889,24,50,48.0,24,0,666,3916,2104,90,30,3,33,31,762,655,86.0,50,Matches
326,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,32-119,1989,19.0,1149,58,296,588,324,27,964,5,8,62.5,6,0,620,2745,1450,69,26,4,14,12,764,685,89.7,58,Matches
327,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,32-123,1989,7.2,431,75,270,173,18,3,418,1,1,100.0,1,0,253,1355,730,12,1,0,0,1,294,292,99.3,0,Matches
328,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,36-143,1985,20.5,633,579,631,1,2,2,458,0,0,,0,0,288,1265,541,0,0,0,0,0,261,260,99.6,0,Matches
329,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,18-188,2003,0.1,17,0,0,15,2,0,17,1,2,50.0,1,0,12,27,4,0,0,0,0,1,14,14,100.0,1,Matches
330,Mario Lemina\2b471f99,ga GAB,MF,Nice,28-163,1993,14.9,995,45,283,678,108,12,982,13,18,72.2,13,0,729,4023,1992,71,15,2,8,9,716,693,96.8,21,Matches
331,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,34-332,1987,9.5,732,32,200,468,96,5,715,7,12,58.3,8,0,475,1829,808,37,13,0,8,5,550,510,92.7,5,Matches
332,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,21-362,2000,2.1,129,9,43,71,23,3,128,1,3,33.3,1,0,77,322,201,7,4,1,4,3,102,89,87.3,3,Matches
333,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,18-280,2003,0.8,26,0,7,11,11,4,25,1,1,100.0,1,0,12,83,49,2,1,1,1,1,27,12,44.4,4,Matches
334,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,33-363,1988,13.3,981,30,212,450,376,16,823,5,8,62.5,6,0,607,3060,1792,81,25,1,15,7,671,611,91.1,51,Matches
335,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,19-307,2002,1.8,96,1,16,44,54,7,91,5,16,31.3,7,1,78,583,439,22,8,4,3,4,78,64,82.1,14,Matches
336,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,24-182,1997,13.3,876,21,188,417,333,46,788,21,44,47.7,24,4,631,3559,2239,106,19,12,19,17,709,617,87.0,79,Matches
337,Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,19-281,2002,5.5,314,8,100,156,80,4,265,5,6,83.3,5,0,193,1181,815,37,5,2,3,10,216,180,83.3,14,Matches
338,Anthony Lopes\f00de885,pt POR,GK,Lyon,31-133,1990,21.8,774,682,770,4,0,0,577,0,0,,0,0,358,1639,915,0,0,0,0,0,363,361,99.4,0,Matches
339,Pau López\20b9f052,es ESP,GK,Marseille,27-060,1994,19.0,890,601,870,39,0,0,745,0,0,,0,0,558,2072,1204,0,0,0,1,0,545,544,99.8,0,Matches
340,Dion Lopy\64c14d49,sn SEN,MF,Reims,20-009,2002,8.7,410,22,124,241,81,9,408,10,19,52.6,10,0,294,1575,697,32,6,2,12,16,296,260,87.8,14,Matches
341,Samuel Loric\9004f318,fr FRA,DF,Lorient,21-221,2000,3.0,176,7,47,79,62,3,149,4,9,44.4,5,1,91,548,215,12,6,0,2,4,103,85,82.5,10,Matches
342,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,23-135,1998,11.2,695,31,217,350,184,15,605,15,27,55.6,15,1,464,2540,1438,54,18,4,8,16,477,439,92.0,21,Matches
343,Jean Lucas\a99138af,br BRA,MF,Monaco,23-234,1998,10.1,695,13,107,414,217,13,655,20,27,74.1,22,6,486,2317,1034,54,16,3,23,18,522,467,89.5,31,Matches
344,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,19-056,2002,9.5,774,62,337,459,18,3,751,4,4,100.0,4,0,563,2734,1373,33,2,0,4,5,568,556,97.9,0,Matches
345,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,23-159,1998,0.7,23,1,9,6,10,2,22,3,3,100.0,3,0,21,119,56,2,1,1,2,0,40,16,40.0,5,Matches
346,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,20-225,2001,0.1,8,1,3,1,4,2,7,0,0,,0,0,5,11,3,0,0,0,1,0,5,5,100.0,0,Matches
347,Deiver Machado\b3f8bdef,co COL,DF,Lens,28-162,1993,3.4,166,9,44,70,60,5,139,5,10,50.0,6,0,100,409,240,17,3,3,10,8,112,90,80.4,7,Matches
348,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,23-133,1998,13.7,1016,39,314,506,265,9,843,21,45,46.7,24,2,640,3833,2402,98,25,3,24,18,653,605,92.6,26,Matches
349,Louis Mafouta\bec3d251,cf CTA,FW,Metz,27-224,1994,0.5,17,1,2,7,8,3,17,0,0,,0,0,11,26,7,1,0,1,1,0,34,13,38.2,3,Matches
350,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,23-257,1998,10.3,532,21,143,328,96,6,524,7,12,58.3,8,1,357,2057,960,35,12,1,7,5,342,312,91.2,7,Matches
351,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,24-235,1997,7.2,420,37,168,212,59,11,416,2,4,50.0,2,0,253,994,497,18,3,1,5,9,304,280,92.1,7,Matches
352,Habib Maïga\e768de1f,ci CIV,MFDF,Metz,26-041,1996,12.4,655,38,189,374,126,11,632,8,12,66.7,8,0,408,1816,923,29,10,1,9,13,465,410,88.2,16,Matches
353,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,23-046,1998,0.1,10,0,0,6,4,1,8,0,0,,0,0,5,13,7,1,0,0,0,1,9,5,55.6,2,Matches
354,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,30-145,1991,3.6,182,1,16,89,94,15,178,9,16,56.3,9,0,148,751,436,25,12,4,5,7,206,142,68.9,32,Matches
355,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,24-025,1998,8.6,599,10,84,307,267,32,569,11,20,55.0,13,0,443,2892,1694,75,38,4,13,16,494,438,88.7,44,Matches
356,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,19-136,2002,2.0,84,3,11,38,48,11,80,0,1,0.0,0,0,55,401,316,11,5,3,7,10,88,59,67.0,13,Matches
357,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,22-045,1999,8.2,347,10,77,210,77,6,337,7,10,70.0,7,0,229,1305,666,27,5,1,3,10,237,217,91.6,15,Matches
358,Vincent Manceau\c26a3918,fr FRA,DF,Angers,32-216,1989,20.0,1464,140,828,687,35,0,1424,2,3,66.7,2,0,1003,4645,2516,47,11,0,3,8,1087,1079,99.3,1,Matches
359,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,36-320,1985,4.0,128,101,127,2,0,0,93,0,0,,0,0,63,232,130,0,0,0,0,0,54,54,100.0,0,Matches
360,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,28-021,1994,16.9,1159,71,394,601,235,18,986,12,25,48.0,13,4,682,3391,2064,81,25,4,16,12,722,675,93.5,38,Matches
361,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,30-363,1991,0.8,55,4,17,43,1,0,54,1,1,100.0,1,0,41,231,132,5,0,0,0,0,43,42,97.7,0,Matches
362,Thomas Mangani\c801616a,fr FRA,MF,Angers,34-288,1987,18.6,1278,51,319,795,203,11,1171,6,7,85.7,6,0,701,2440,1000,28,8,0,11,12,828,794,95.9,14,Matches
363,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,23-329,1998,18.2,964,68,373,449,214,25,814,10,21,47.6,12,0,563,3320,1999,64,30,3,15,18,608,557,91.6,30,Matches
364,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,22-362,1999,0.4,12,0,2,6,6,1,12,0,1,0.0,0,1,7,64,43,4,0,1,1,0,15,6,40.0,2,Matches
365,Sekou Mara\3544641e,fr FRA,FWMF,Bordeaux,19-196,2002,4.7,162,2,8,88,69,18,151,4,13,30.8,5,0,100,349,111,10,0,1,12,7,213,119,55.9,22,Matches
366,Marcelo\e3d0b0c4,br BRA,DF,Lyon,34-267,1987,2.0,190,18,76,111,6,4,188,0,0,,0,0,130,519,253,6,0,0,0,1,134,133,99.3,1,Matches
367,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,27-281,1994,15.2,1180,152,622,592,30,12,1157,3,3,100.0,3,0,792,3646,1958,53,4,0,6,4,861,843,97.9,0,Matches
368,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,27-273,1994,18.0,1537,255,721,855,66,16,1500,4,5,80.0,4,0,1109,6303,3701,108,13,0,4,4,1230,1205,98.0,4,Matches
369,Jonas Martin\468fdbad,fr FRA,MF,Rennes,31-308,1990,13.7,1102,40,235,762,157,15,1073,3,5,60.0,4,0,779,2921,1444,58,12,0,6,8,871,837,96.1,16,Matches
370,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,26-276,1995,15.6,731,7,65,336,390,81,727,37,69,53.6,41,3,581,3298,1955,97,28,18,43,39,765,526,68.8,122,Matches
371,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,19-150,2002,13.9,757,19,165,474,190,9,743,19,33,57.6,23,2,553,3162,1418,60,29,0,28,24,596,527,88.4,32,Matches
372,Eliot Matazo\15944afd,be BEL,MF,Monaco,19-361,2002,7.6,419,11,71,297,79,5,418,9,13,69.2,9,4,275,1624,804,38,11,0,6,7,332,297,89.5,15,Matches
373,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,19-272,2002,1.3,92,15,47,47,3,1,91,0,0,,0,0,57,356,185,6,0,0,0,1,64,61,95.3,0,Matches
374,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,23-289,1998,13.8,753,34,208,489,91,4,746,10,12,83.3,10,0,473,2391,1047,39,6,0,9,4,478,448,93.7,10,Matches
375,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,23-256,1998,18.8,716,18,105,353,332,74,712,38,74,51.4,45,7,553,3171,1961,88,28,15,44,63,803,542,67.5,132,Matches
376,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,23-053,1998,19.7,1127,13,47,390,792,202,1059,61,107,57.0,64,5,875,4989,3399,191,67,48,62,43,1265,939,74.2,269,Matches
377,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,20-037,2002,5.4,271,23,142,134,9,1,265,1,2,50.0,1,0,182,771,431,7,0,0,0,4,175,173,98.9,0,Matches
378,Jason Mbock\890bc029,fr FRA,FW,Angers,22-102,1999,0.2,8,0,0,5,3,0,8,0,0,,0,0,6,39,12,1,0,0,0,1,15,7,46.7,3,Matches
379,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,21-340,2000,1.0,40,9,32,10,1,0,38,1,1,100.0,1,0,21,113,59,0,0,0,1,0,20,20,100.0,0,Matches
380,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,19-332,2002,10.6,387,8,68,217,154,22,378,16,28,57.1,18,0,310,2139,1214,69,32,4,20,20,385,260,67.5,40,Matches
381,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,22-259,1999,18.0,1645,184,680,1017,57,14,1585,9,10,90.0,9,0,1154,6331,3884,120,13,1,9,8,1250,1221,97.7,6,Matches
382,Farid El Melali\d21e361a,dz ALG,FW,Angers,24-213,1997,0.2,9,0,2,2,7,1,8,0,1,0.0,1,0,5,25,0,1,0,1,0,1,6,2,33.3,0,Matches
383,Birger Meling\70c52749,no NOR,DF,Rennes,27-056,1994,13.8,881,39,272,450,230,17,757,2,5,40.0,2,0,553,3148,1683,66,26,1,12,9,602,547,90.9,28,Matches
384,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,23-283,1998,21.8,1156,111,523,525,173,17,1066,11,28,39.3,11,2,691,3552,2125,73,22,2,10,12,707,667,94.3,17,Matches
385,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,19-237,2002,10.2,789,27,181,402,258,14,706,9,33,27.3,11,1,540,1975,1116,53,11,5,10,10,549,520,94.7,21,Matches
386,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,29-333,1992,9.5,771,29,191,496,115,5,739,5,5,100.0,5,1,502,1942,818,25,8,0,11,9,573,545,95.1,12,Matches
387,Arial Mendy\9f0f4b49,sn SEN,FWDF,Clermont Foot,27-096,1994,5.0,275,15,75,112,109,10,248,4,14,28.6,4,2,189,900,525,29,10,5,10,4,224,187,83.5,14,Matches
388,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,22-030,2000,15.8,886,57,358,511,84,5,865,8,14,57.1,8,1,627,2856,1420,46,9,0,7,16,633,607,95.9,11,Matches
389,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,23-208,1998,5.5,400,13,114,222,97,4,345,13,17,76.5,13,1,258,1589,931,39,9,1,5,4,277,253,91.3,12,Matches
390,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,19-271,2002,9.5,648,23,173,326,195,4,523,9,16,56.3,10,3,400,1967,1135,54,20,2,5,6,428,379,88.6,14,Matches
391,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,34-232,1987,10.9,909,2,42,484,470,63,870,32,52,61.5,37,5,736,4040,2495,134,61,12,21,35,931,794,85.3,64,Matches
392,Mexer\ce492295,mz MOZ,DF,Bordeaux,33-156,1988,13.6,821,141,509,341,19,6,796,3,5,60.0,3,0,540,2692,1143,18,1,1,2,4,530,526,99.2,0,Matches
393,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,18-344,2003,0.3,25,1,2,17,6,1,24,0,0,,0,0,18,114,56,3,0,0,0,0,23,21,91.3,2,Matches
394,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,21-103,2000,0.0,4,0,2,0,2,1,4,0,0,,0,0,3,17,12,1,0,1,0,0,4,3,75.0,0,Matches
395,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,17-351,2004,0.7,37,0,15,19,10,0,34,0,0,,0,0,26,162,119,3,2,0,0,1,24,22,91.7,2,Matches
396,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,27-348,1994,8.8,296,7,16,126,167,61,277,0,4,0.0,2,0,180,731,378,18,6,4,11,12,381,230,60.4,82,Matches
397,Terem Moffi\065dc209,ng NGA,FW,Lorient,22-262,1999,19.6,624,19,49,326,296,95,599,29,49,59.2,29,0,416,1906,1258,59,22,24,68,38,887,461,52.0,131,Matches
398,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,20-053,2001,1.1,57,0,3,26,30,9,57,0,4,0.0,0,0,41,206,99,5,0,1,5,1,57,43,75.4,10,Matches
399,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,30-084,1991,17.6,907,30,184,429,350,38,837,10,21,47.6,10,2,590,2893,1224,63,24,2,30,28,804,642,79.9,88,Matches
400,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,31-001,1991,14.3,898,41,244,560,163,6,858,18,28,64.3,19,2,527,2452,1508,72,18,0,13,15,620,577,93.1,25,Matches
401,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,37-315,1984,3.5,182,34,111,80,3,1,178,2,2,100.0,2,0,101,675,321,6,0,0,0,0,104,102,98.1,2,Matches
402,Lebo Mothiba\3eaf8817,za RSA,FW,Troyes,26-014,1996,0.5,17,0,0,7,11,3,17,0,1,0.0,0,0,14,85,15,1,1,0,2,1,24,15,62.5,6,Matches
403,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,26-014,1996,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,Matches
