,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
409,Samir Santos\92b4758e,br BRA,DF,Watford,27-068,1994,4.0,11,5,7,4,0,3,6,50.0,3,44,19,43.2,25,15,4,3,3,0,0,18,29,22,0,Matches
410,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,21-356,2000,11.9,21,10,8,6,7,10,24,41.7,14,240,67,27.9,55,104,81,25,2,0,23,17,38,13,1,Matches
411,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-240,2002,0.2,2,1,1,0,1,0,1,0.0,1,10,4,40.0,4,4,2,2,1,0,1,1,3,0,0,Matches
412,Ismaila Sarr\bfdb33aa,sn SEN,MFFW,Watford,23-351,1998,11.4,6,2,2,2,2,0,4,0.0,4,196,39,19.9,34,80,82,8,1,0,7,11,17,5,0,Matches
413,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-019,1999,3.0,8,4,7,1,0,1,3,33.3,2,27,10,37.0,20,7,0,4,3,0,1,7,15,17,0,Matches
414,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-053,1991,11.8,12,9,11,1,0,8,11,72.7,3,78,28,35.9,49,23,6,16,12,2,4,39,51,61,2,Matches
415,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-050,1992,9.4,22,11,5,14,3,10,17,58.8,7,182,54,29.7,48,95,39,26,5,0,21,8,30,11,0,Matches
416,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-098,1986,21.0,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,0,0,1,2,Matches
417,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-134,1993,5.8,10,6,7,2,1,2,13,15.4,11,123,25,20.3,42,67,14,10,0,0,10,5,15,11,0,Matches
418,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-087,1993,19.4,47,32,31,12,4,21,37,56.8,16,304,86,28.3,145,107,52,37,3,0,34,29,76,49,0,Matches
419,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-269,2000,2.5,8,4,4,2,2,1,2,50.0,1,56,12,21.4,21,20,15,4,1,0,3,9,17,6,0,Matches
420,Jamie Shackleton\8d03ca5a,eng ENG,DF,Leeds United,22-126,1999,7.0,24,17,15,7,2,8,18,44.4,10,98,33,33.7,44,42,12,16,7,1,9,7,31,10,2,Matches
421,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-214,1995,14.1,18,12,8,8,2,9,20,45.0,11,147,42,28.6,62,57,28,31,7,0,24,13,31,18,0,Matches
422,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,29-349,1992,12.0,13,7,5,6,2,4,17,23.5,13,147,36,24.5,63,67,17,12,4,0,8,19,32,21,1,Matches
423,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-281,1997,4.7,6,4,6,0,0,5,8,62.5,3,24,10,41.7,18,6,0,9,2,0,7,14,20,40,0,Matches
424,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-185,1994,21.9,35,22,13,13,9,19,52,36.5,33,351,98,27.9,69,165,117,25,3,0,22,21,56,21,0,Matches
425,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-207,2002,1.6,1,1,0,1,0,1,2,50.0,1,27,9,33.3,2,17,8,0,0,0,0,1,2,2,0,Matches
426,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-142,1984,18.3,23,15,12,9,2,8,19,42.1,11,120,45,37.5,70,46,4,46,23,2,23,38,61,89,0,Matches
427,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-037,2001,0.7,0,0,0,0,0,0,0,,0,10,3,30.0,2,5,3,3,1,0,2,0,0,0,0,Matches
428,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-179,1989,19.8,29,16,16,12,1,13,20,65.0,7,247,75,30.4,87,124,36,25,8,0,17,25,54,50,0,Matches
429,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-148,2000,15.0,32,17,14,15,3,12,28,42.9,16,271,71,26.2,109,128,34,25,9,0,16,19,51,13,0,Matches
430,William Smallbone\5e105217,ie IRL,MF,Southampton,21-355,2000,0.8,2,1,1,1,0,0,2,0.0,2,18,4,22.2,4,7,7,1,0,0,1,1,3,1,0,Matches
431,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-198,2000,14.5,14,11,5,9,0,1,9,11.1,8,157,53,33.8,39,74,44,12,1,0,11,15,29,7,0,Matches
432,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-164,1991,3.4,7,3,4,2,1,3,4,75.0,1,38,7,18.4,17,14,7,4,2,0,2,5,12,8,1,Matches
433,Tomáš Souček\6613c819,cz CZE,MF,West Ham,26-349,1995,21.9,49,29,22,20,7,19,49,38.8,30,311,92,29.6,115,152,44,34,6,0,28,30,79,75,1,Matches
434,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,22-349,1999,11.4,24,13,10,10,4,6,15,40.0,9,230,61,26.5,88,114,28,10,1,0,9,17,41,14,0,Matches
435,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-264,1996,17.7,33,18,24,9,0,14,25,56.0,11,171,59,34.5,100,68,3,37,16,0,21,35,68,82,1,Matches
436,Jason Steele\28300a16,eng ENG,GK,Brighton,31-177,1990,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-141,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Zack Steffen\42130443,us USA,GK,Manchester City,26-315,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-244,1989,1.4,7,3,1,5,1,1,6,16.7,5,42,16,38.1,6,31,5,4,1,0,3,2,9,1,0,Matches
440,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-015,1994,5.4,15,7,7,6,2,4,12,33.3,8,59,19,32.2,34,19,6,9,5,0,4,14,29,33,0,Matches
441,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-065,1994,14.8,20,13,1,10,9,5,16,31.3,11,191,49,25.7,25,99,67,11,0,0,11,9,29,2,0,Matches
442,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-307,2003,0.2,2,0,0,2,0,1,1,100.0,0,5,1,20.0,0,4,1,0,0,0,0,0,2,0,0,Matches
443,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-259,1994,6.6,3,2,3,0,0,1,2,50.0,1,23,12,52.2,8,14,1,2,1,0,1,8,11,27,0,Matches
444,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-184,1999,12.3,31,22,15,12,4,10,20,50.0,10,213,84,39.4,91,101,21,32,14,0,18,33,64,47,0,Matches
445,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-104,2001,1.4,5,3,2,0,3,2,2,100.0,0,18,6,33.3,4,6,8,1,0,0,1,5,10,0,0,Matches
446,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,23-345,1998,4.1,13,8,6,7,0,4,8,50.0,4,75,31,41.3,36,34,5,8,2,0,6,11,24,12,0,Matches
447,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-317,1999,8.2,21,12,10,6,5,7,12,58.3,5,109,35,32.1,52,44,13,16,7,0,9,17,38,29,0,Matches
448,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-146,1995,15.9,31,15,26,5,0,13,35,37.1,22,190,44,23.2,107,61,22,44,10,0,34,35,66,25,0,Matches
449,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-146,1995,1.0,1,0,0,1,0,0,1,0.0,1,9,3,33.3,2,2,5,2,0,0,2,5,6,4,0,Matches
450,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-084,1992,19.0,38,23,29,8,1,18,33,54.5,15,155,49,31.6,105,43,7,51,36,1,15,48,86,100,1,Matches
451,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-016,2000,6.9,11,8,5,3,3,1,4,25.0,3,73,18,24.7,32,25,16,12,3,0,9,17,28,19,1,Matches
452,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-146,1993,16.0,31,10,20,10,1,18,32,56.3,14,130,28,21.5,72,42,16,62,13,0,49,46,77,52,1,Matches
453,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-221,1999,6.5,8,3,3,5,0,2,14,14.3,12,194,56,28.9,35,89,70,14,0,0,14,13,21,4,0,Matches
454,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-058,1992,8.2,27,13,22,5,0,11,18,61.1,7,85,29,34.1,45,31,9,14,3,0,11,17,44,22,0,Matches
455,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-246,2001,12.6,26,17,19,4,3,8,25,32.0,17,188,48,25.5,110,56,22,31,8,1,23,27,53,31,1,Matches
456,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-200,2000,1.6,3,1,3,0,0,2,3,66.7,1,16,3,18.8,9,5,2,2,2,0,0,3,6,4,0,Matches
457,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-280,1997,15.4,35,25,17,14,4,17,47,36.2,30,241,75,31.1,87,115,39,30,11,1,19,22,57,26,1,Matches
458,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-251,1997,15.3,16,7,10,4,2,8,11,72.7,3,118,35,29.7,47,43,28,23,5,0,18,18,34,34,0,Matches
459,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-098,1998,15.4,31,13,14,11,6,16,25,64.0,9,184,59,32.1,72,82,30,35,2,0,33,27,58,39,1,Matches
460,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-319,1989,6.1,12,6,7,5,0,5,7,71.4,2,49,20,40.8,33,16,0,13,8,0,5,10,22,14,0,Matches
461,Ivan Toney\e09f279b,eng ENG,FW,Brentford,25-332,1996,21.0,22,13,4,12,6,3,19,15.8,16,289,75,26.0,40,115,134,20,2,1,18,16,38,31,1,Matches
462,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,21-347,2000,3.4,1,1,0,1,0,0,1,0.0,1,38,13,34.2,3,8,27,6,1,0,5,1,2,0,0,Matches
463,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-249,1991,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
464,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-210,1991,15.7,29,15,15,9,5,8,30,26.7,22,279,96,34.4,81,113,85,41,3,0,38,22,51,6,0,Matches
465,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-017,1996,11.9,12,9,7,2,3,2,9,22.2,7,141,42,29.8,37,69,35,8,1,0,7,4,16,2,0,Matches
466,Bertrand Traoré\c47541e0,bf BFA,MFFW,Aston Villa,26-158,1995,1.7,1,0,0,0,1,0,1,0.0,1,13,5,38.5,1,3,9,0,0,0,0,0,1,0,0,Matches
467,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-133,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-044,1999,11.1,19,11,6,8,5,3,9,33.3,6,229,67,29.3,54,115,60,18,1,0,17,13,32,0,0,Matches
469,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-145,1990,3.0,16,9,9,6,1,6,12,50.0,6,40,15,37.5,17,20,3,9,2,0,7,10,26,8,0,Matches
470,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-163,1993,15.3,18,11,11,7,0,6,11,54.5,5,105,38,36.2,61,41,3,29,14,1,15,22,40,87,1,Matches
471,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-069,1994,19.3,24,15,8,8,8,3,19,15.8,16,315,100,31.7,55,115,145,26,0,0,26,18,42,4,0,Matches
472,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-275,1996,6.4,14,6,6,3,5,5,10,50.0,5,96,33,34.4,38,32,26,10,1,0,9,10,24,16,0,Matches
473,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-089,1997,5.6,8,6,6,2,0,2,5,40.0,3,47,13,27.7,23,20,4,5,4,0,1,9,17,13,1,Matches
474,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,26-325,1995,3.7,4,2,1,2,1,1,4,25.0,3,77,9,11.7,23,39,15,5,0,0,5,2,6,4,0,Matches
475,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-012,2002,3.4,6,2,3,3,0,3,10,30.0,7,57,12,21.1,20,17,20,2,0,0,2,2,8,1,0,Matches
476,Yan Valery\531a4aa8,fr FRA,DF,Southampton,22-354,1999,1.0,0,0,0,0,0,0,2,0.0,2,7,3,42.9,1,5,1,3,2,0,1,4,4,2,0,Matches
477,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-292,1993,12.3,18,11,10,5,3,9,17,52.9,8,100,41,41.0,67,29,4,23,8,0,15,24,42,62,0,Matches
478,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-031,1987,14.7,2,1,0,2,0,0,3,0.0,3,189,49,25.9,11,76,102,8,1,0,7,5,7,10,0,Matches
479,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-027,1992,16.1,54,25,30,20,4,17,34,50.0,17,192,61,31.8,95,75,22,32,5,0,27,34,88,34,0,Matches
480,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-192,1992,6.3,16,11,13,3,0,6,15,40.0,9,60,22,36.7,45,15,0,16,11,0,5,15,31,41,1,Matches
481,Nikola Vlašić\aa8e289e,hr CRO,FWMF,West Ham,24-130,1997,4.0,11,9,3,7,1,3,12,25.0,9,100,21,21.0,23,43,34,2,0,0,2,6,17,1,0,Matches
482,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,29-286,1992,5.0,7,4,1,1,5,2,4,50.0,2,108,26,24.1,10,43,55,2,1,0,1,2,9,7,0,Matches
483,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,32-332,1989,4.2,5,3,2,1,2,3,5,60.0,2,79,17,21.5,20,35,24,5,0,0,5,7,12,1,0,Matches
484,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-259,1990,13.5,18,14,9,7,2,9,17,52.9,8,111,41,36.9,37,58,16,14,4,0,10,14,32,13,0,Matches
485,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-304,1997,15.0,31,13,12,15,4,10,20,50.0,10,177,57,32.2,71,72,34,24,3,0,21,32,63,28,0,Matches
486,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-077,1997,14.9,28,18,14,9,5,4,10,40.0,6,156,42,26.9,72,53,31,45,11,1,34,27,55,38,0,Matches
487,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-105,1989,22.0,44,25,27,17,0,23,46,50.0,23,235,68,28.9,123,82,30,42,9,0,33,37,81,88,1,Matches
488,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-102,1994,20.7,34,21,11,17,6,9,43,20.9,34,336,102,30.4,99,186,51,37,9,1,28,38,72,28,0,Matches
489,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-043,1995,18.0,8,7,2,3,3,0,8,0.0,8,290,79,27.2,23,127,140,30,1,0,29,9,17,16,0,Matches
490,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-038,1995,11.0,18,8,13,3,2,9,17,52.9,8,82,27,32.9,49,26,7,21,10,0,11,22,40,48,1,Matches
491,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-188,1992,2.0,2,1,0,0,2,1,3,33.3,2,62,17,27.4,12,32,18,4,1,0,3,2,4,3,0,Matches
492,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-077,1990,4.5,4,3,0,3,1,1,4,25.0,3,71,19,26.8,11,25,35,7,0,0,7,0,4,2,0,Matches
493,Timo Werner\49fe9070,de GER,FW,Chelsea,25-342,1996,6.4,2,0,0,0,2,0,13,0.0,13,125,31,24.8,22,37,66,5,0,0,5,2,4,2,0,Matches
494,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-316,1990,17.8,22,16,6,15,1,9,20,45.0,11,296,67,22.6,88,161,47,13,5,0,8,35,57,17,0,Matches
495,Ben White\35e413f1,eng ENG,DF,Arsenal,24-126,1997,20.0,29,16,19,8,2,13,27,48.1,14,143,50,35.0,79,53,11,34,17,0,17,44,73,62,0,Matches
496,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-161,2000,15.6,37,19,24,12,1,15,37,40.5,22,211,59,28.0,90,90,31,39,5,0,34,41,78,28,0,Matches
497,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-304,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
498,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-175,1999,13.7,40,26,24,12,4,14,37,37.8,23,274,58,21.2,115,113,46,26,4,0,22,19,59,9,0,Matches
499,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,29-349,1992,13.2,7,5,1,3,3,1,4,25.0,3,162,36,22.2,20,59,83,9,4,0,5,4,11,12,1,Matches
500,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-009,1996,6.8,9,6,3,6,0,4,10,40.0,6,93,22,23.7,36,47,10,12,3,0,9,17,26,8,0,Matches
501,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-161,1996,5.7,7,3,2,1,4,0,5,0.0,5,70,24,34.3,11,23,36,5,1,0,4,2,9,4,0,Matches
502,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-066,1991,15.2,11,8,2,5,4,4,8,50.0,4,198,60,30.3,8,81,109,15,6,0,9,4,15,5,0,Matches
503,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-066,1991,3.0,1,1,0,1,0,0,0,,0,47,13,27.7,1,21,25,0,0,0,0,0,1,1,0,Matches
504,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,24-344,1997,4.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
505,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-137,1992,10.2,22,12,11,8,3,8,18,44.4,10,147,44,29.9,47,65,35,14,5,0,9,16,38,9,0,Matches
506,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-111,1989,1.1,2,0,1,1,0,2,4,50.0,2,22,5,22.7,9,7,6,2,0,0,2,0,2,0,0,Matches
507,Ashley Young\be927d03,eng ENG,FWDF,Aston Villa,36-217,1985,8.3,13,6,5,4,4,4,6,66.7,2,74,22,29.7,24,27,23,6,3,0,3,11,24,13,0,Matches
508,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-093,1992,16.5,25,17,10,8,7,6,13,46.2,7,318,74,23.3,72,155,91,11,0,0,11,12,37,2,0,Matches
509,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-058,1996,5.6,13,7,4,7,2,3,8,37.5,5,40,16,40.0,6,24,10,6,1,0,5,9,22,8,0,Matches
510,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,28-329,1993,8.7,11,6,3,6,2,2,18,11.1,16,169,50,29.6,30,82,57,10,1,0,9,12,23,7,0,Matches
511,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-107,1994,12.8,6,3,6,0,0,2,4,50.0,2,49,16,32.7,29,13,7,16,13,0,3,22,28,67,0,Matches
512,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-056,1998,15.3,22,12,4,10,8,6,23,26.1,17,283,80,28.3,63,115,105,7,1,0,6,9,31,8,1,Matches
