,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1,Dickson Abiama\cadd666a,ng NGA,FW,Greuther Fürth,23-100,1998,6.6,14,7,3,7,4,2,9,22.2,7,156,32,20.5,18,71,67,7,2,0,5,8,22,6,0,Matches
2,Ragnar Ache\dc38e3bc,de GER,FWMF,Eint Frankfurt,23-198,1998,1.4,2,2,0,1,1,2,3,66.7,1,43,14,32.6,5,17,21,2,0,0,2,0,2,1,0,Matches
3,Tyler Adams\2b09d998,us USA,MF,RB Leipzig,22-362,1999,11.3,19,9,3,13,3,7,25,28.0,18,236,75,31.8,64,141,31,21,1,0,20,20,39,13,1,Matches
4,Sargis Adamyan\22919e97,am ARM,FWMF,Hoffenheim,28-264,1993,3.7,13,8,8,4,1,5,13,38.5,8,81,27,33.3,17,41,23,5,0,0,5,3,16,2,0,Matches
5,Amine Adli\dcfb17f4,fr FRA,FWMF,Leverkusen,21-277,2000,9.9,29,18,9,15,5,13,22,59.1,9,202,70,34.7,45,84,73,26,4,0,22,13,42,5,0,Matches
6,Naouirou Ahamada\a6c58494,fr FRA,MF,Stuttgart,19-319,2002,0.7,0,0,0,0,0,0,1,0.0,1,17,6,35.3,4,10,3,2,0,0,2,0,0,2,0,Matches
7,Manuel Akanji\89ac64a6,ch SUI,DF,Dortmund,26-207,1995,16.4,37,26,22,11,4,18,22,81.8,4,163,80,49.1,95,58,10,22,11,0,11,30,67,50,0,Matches
8,Kevin Akpoguma\6ec6fde0,ng NGA,DF,Hoffenheim,26-298,1995,11.6,22,11,9,7,6,10,19,52.6,9,183,52,28.4,64,72,47,42,0,0,42,22,44,11,1,Matches
9,Lucas Alario\834d0be5,ar ARG,FW,Leverkusen,29-126,1992,2.5,4,4,0,3,1,2,3,66.7,1,34,8,23.5,3,14,17,2,0,0,2,2,6,2,0,Matches
10,Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,25-107,1996,4.1,8,4,4,2,2,4,7,57.1,3,57,23,40.4,14,30,13,5,1,0,4,5,13,2,0,Matches
11,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,30-211,1991,9.3,9,7,1,3,5,5,8,62.5,3,127,41,32.3,1,53,73,5,0,0,5,2,11,9,0,Matches
12,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,23-118,1998,7.7,21,13,13,7,1,10,21,47.6,11,120,41,34.2,71,38,11,13,6,0,7,19,40,39,0,Matches
13,Fredrik André Bjørkan\3724baa1,no NOR,DFMF,Hertha BSC,23-174,1998,0.5,2,1,2,0,0,0,1,0.0,1,14,2,14.3,7,4,3,0,0,0,0,1,3,0,0,Matches
14,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,27-142,1994,12.5,24,20,12,11,1,9,20,45.0,11,229,78,34.1,91,118,20,28,7,0,21,36,60,33,1,Matches
15,Angeliño\30941e96,es ESP,DF,RB Leipzig,25-038,1997,16.4,24,11,10,12,2,11,24,45.8,13,173,67,38.7,69,59,45,30,2,0,28,21,45,34,0,Matches
16,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,25-206,1996,17.8,35,24,18,15,2,14,31,45.2,17,209,84,40.2,110,87,12,36,12,1,24,43,78,100,1,Matches
17,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,28-004,1994,8.1,16,11,6,8,2,5,14,35.7,9,179,51,28.5,28,73,78,12,0,0,12,6,22,5,0,Matches
18,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,32-300,1989,8.6,23,16,13,7,3,8,30,26.7,22,214,67,31.3,92,103,19,24,2,0,22,21,44,7,0,Matches
19,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,27-260,1994,20.5,26,16,16,9,1,7,26,26.9,19,344,108,31.4,137,178,29,27,8,0,19,40,66,26,0,Matches
20,Takuma Asano\13ddc856,jp JPN,FW,Bochum,27-093,1994,9.6,6,4,2,2,2,4,13,30.8,9,207,56,27.1,44,71,92,12,2,0,10,7,13,6,0,Matches
21,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,24-351,1997,17.1,63,46,34,26,3,23,60,38.3,37,384,128,33.3,166,188,30,33,4,0,29,49,112,27,1,Matches
22,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,19-187,2002,0.1,0,0,0,0,0,0,0,,0,5,3,60.0,0,3,2,0,0,0,0,0,0,0,0,Matches
23,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,21-017,2001,2.9,3,2,0,2,1,1,3,33.3,2,43,14,32.6,16,20,7,9,2,0,7,9,12,2,0,Matches
24,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,24-183,1997,14.0,8,5,1,2,5,0,7,0.0,7,194,58,29.9,13,90,91,10,2,0,8,4,12,17,0,Matches
25,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,21-236,2000,12.4,27,18,16,8,3,13,28,46.4,15,149,44,29.5,73,52,24,23,1,0,22,27,54,31,1,Matches
26,Ridle Baku\442b56fa,de GER,DFFW,Wolfsburg,23-309,1998,17.4,30,17,17,9,4,10,33,30.3,23,283,88,31.1,97,106,80,31,0,0,31,27,57,21,1,Matches
27,Aymen Barkok\a2a85828,ma MAR,FWMF,Eint Frankfurt,23-266,1998,1.1,5,3,3,2,0,1,3,33.3,2,34,10,29.4,12,14,8,3,0,0,3,3,8,5,0,Matches
28,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,22-039,2000,15.2,58,30,25,23,10,19,36,52.8,17,361,98,27.1,96,192,73,25,5,0,20,32,90,26,0,Matches
29,Jacob Barrett Laursen\c0d3bd23,dk DEN,DF,Arminia,27-086,1994,11.6,18,13,11,5,2,6,13,46.2,7,143,48,33.6,60,54,29,25,6,0,19,20,38,28,1,Matches
30,Abdourahmane Barry\8df328f4,fr FRA,DF,Greuther Fürth,21-355,2000,2.3,9,3,6,2,1,6,8,75.0,2,40,11,27.5,15,21,4,6,2,0,4,6,15,0,1,Matches
31,Maximilian Bauer\44a20f0c,de GER,DF,Greuther Fürth,22-002,2000,13.7,26,18,20,5,1,11,20,55.0,9,164,63,38.4,94,67,3,20,9,0,11,33,59,83,1,Matches
32,Oliver Baumann\47064058,de GER,GK,Hoffenheim,31-254,1990,20.0,0,0,0,0,0,0,0,,0,3,3,100.0,3,0,0,0,0,0,0,0,0,1,0,Matches
33,Timo Baumgartl\bd7d2e6d,de GER,DF,Union Berlin,25-344,1996,15.1,43,22,30,12,1,22,34,64.7,12,221,92,41.6,117,88,16,34,7,0,27,27,70,57,0,Matches
34,Julian Baumgartlinger\69374ff5,at AUT,MF,Leverkusen,34-040,1988,0.1,1,1,0,1,0,0,0,,0,3,2,66.7,1,2,0,0,0,0,0,0,1,0,0,Matches
35,Christoph Baumgartner\437f2b00,at AUT,MFFW,Hoffenheim,22-194,1999,10.0,13,13,8,1,4,4,13,30.8,9,158,54,34.2,32,68,58,10,3,0,7,12,25,10,0,Matches
36,Noah Joel Sarenren Bazee\fbbc8e15,ng NGA,MFFW,Augsburg,25-174,1996,1.2,2,1,1,0,1,1,1,100.0,0,24,4,16.7,9,7,8,7,2,0,5,4,6,2,0,Matches
37,Ihlas Bebou\a53b661f,tg TOG,FWDF,Hoffenheim,27-294,1994,14.4,18,12,6,9,3,3,10,30.0,7,237,72,30.4,36,92,109,15,1,0,14,8,26,13,0,Matches
38,Sheraldo Becker\8eb55dbb,sr SUR,FWMF,Union Berlin,27-002,1995,9.0,7,2,2,4,1,2,7,28.6,5,120,32,26.7,18,48,54,8,0,0,8,7,14,1,0,Matches
39,Kevin Behrens\30ae134d,de GER,FWMF,Union Berlin,31-008,1991,4.4,3,2,1,1,1,0,2,0.0,2,77,20,26.0,7,44,26,7,0,0,7,4,7,8,0,Matches
40,Ishak Belfodil\ff182fdc,dz ALG,FW,Hertha BSC,30-030,1992,10.3,9,5,4,5,0,3,5,60.0,2,111,35,31.5,16,55,40,7,1,0,6,2,11,12,0,Matches
41,Stefan Bell\857a5abe,de GER,DF,Mainz 05,30-171,1991,19.1,41,21,31,8,2,16,42,38.1,26,206,82,39.8,117,81,8,25,10,0,15,35,76,104,1,Matches
42,Armel Bella Kotchap\a39d11bc,de GER,DF,Bochum,20-062,2001,9.9,22,13,15,7,0,5,11,45.5,6,137,48,35.0,79,53,5,21,12,0,9,30,52,68,0,Matches
43,Karim Bellarabi\bee0bab1,de GER,FWMF,Leverkusen,31-309,1990,6.0,5,4,2,2,1,2,6,33.3,4,100,29,29.0,36,35,29,4,0,0,4,7,12,4,0,Matches
44,Jude Bellingham\57d88cf9,eng ENG,MF,Dortmund,18-227,2003,18.0,38,28,9,19,10,12,29,41.4,17,383,133,34.7,76,210,97,42,3,0,39,23,61,14,0,Matches
45,George Bello\aca0a525,us USA,DF,Arminia,20-020,2002,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
46,László Bénes\fe888e39,sk SVK,MF,M'Gladbach,24-155,1997,2.6,4,4,0,3,1,0,7,0.0,7,53,22,41.5,12,35,6,5,2,0,3,0,4,8,0,Matches
47,Keanan Bennetts\f4c7c708,eng ENG,FWDF,M'Gladbach,22-339,1999,0.6,1,0,0,1,0,1,1,100.0,0,11,3,27.3,2,3,6,0,0,0,0,0,1,0,0,Matches
48,Ramy Bensebaini\378825c7,dz ALG,DF,M'Gladbach,26-301,1995,11.5,20,11,9,10,1,8,23,34.8,15,115,37,32.2,61,44,10,26,6,0,20,48,68,35,0,Matches
49,Louis Beyer\9af1f9ff,de GER,DF,M'Gladbach,21-268,2000,6.5,21,6,13,7,1,12,23,52.2,11,79,27,34.2,37,37,5,14,3,0,11,11,32,24,0,Matches
50,Bartosz Bialek\763b8b37,pl POL,FW,Wolfsburg,20-092,2001,0.4,1,1,0,1,0,0,0,,0,10,6,60.0,0,6,4,0,0,0,0,0,1,0,0,Matches
51,Danny Blum\eb61713c,de GER,FW,Bochum,31-035,1991,2.5,0,0,0,0,0,0,1,0.0,1,35,10,28.6,3,13,19,0,0,0,0,4,4,1,0,Matches
52,Kevin-Prince Boateng\f4ec4fd0,gh GHA,MFFW,Hertha BSC,34-342,1987,4.3,4,2,1,3,0,3,7,42.9,4,47,7,14.9,9,32,6,6,2,0,4,5,9,14,0,Matches
53,Herbert Bockhorn\5ad8c360,de GER,DFMF,Bochum,27-011,1995,5.2,10,6,4,6,0,3,11,27.3,8,106,26,24.5,41,47,18,9,1,0,8,14,24,14,0,Matches
54,Jean-Paul Boëtius\635f2732,nl NED,MF,Mainz 05,27-326,1994,12.7,26,18,16,7,3,13,36,36.1,23,305,110,36.1,84,162,59,30,0,0,30,15,41,8,0,Matches
55,Tarsis Bonga\6ebbc28a,de GER,FW,Bochum,25-032,1997,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,1,1,0,0,Matches
56,Solomon Bonnah\dd7b6eb8,nl NED,DF,RB Leipzig,18-176,2003,0.1,0,0,0,0,0,0,0,,0,4,2,50.0,0,0,4,1,0,0,1,2,2,0,0,Matches
57,Sebastiaan Bornauw\01834aa0,be BEL,DF,Wolfsburg,22-326,1999,12.7,25,17,15,10,0,7,13,53.8,6,130,56,43.1,88,39,3,23,6,0,17,20,45,56,0,Matches
58,Rafael Borré\c68da769,co COL,FW,Eint Frankfurt,26-149,1995,18.6,24,19,4,12,8,4,20,20.0,16,486,138,28.4,40,213,233,24,3,0,21,4,28,6,0,Matches
59,Dedryck Boyata\7c473e12,be BEL,DF,Hertha BSC,31-075,1990,11.1,10,8,7,3,0,3,7,42.9,4,48,14,29.2,34,14,0,20,9,0,11,17,27,80,1,Matches
60,Julian Brandt\a167537f,de GER,MFFW,Dortmund,25-285,1996,14.1,22,15,6,10,6,8,36,22.2,28,296,91,30.7,64,147,85,23,1,0,22,18,40,7,0,Matches
61,Iker Bravo\db8c8860,es ESP,FW,Leverkusen,17-029,2005,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,1,0,0,1,0,0,0,0,Matches
62,Fabian Bredlow\d28339cb,de GER,GK,Stuttgart,26-346,1995,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Josip Brekalo\d4a2533d,hr CRO,MF,Wolfsburg,23-233,1998,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Brian Brobbey\4c184730,nl NED,FW,RB Leipzig,20-010,2002,1.5,3,2,0,3,0,2,2,100.0,0,22,8,36.4,1,8,13,1,0,0,1,0,3,0,0,Matches
65,John Brooks\e27da244,us USA,DF,Wolfsburg,29-014,1993,16.1,25,15,12,12,1,18,33,54.5,15,134,53,39.6,80,48,6,24,11,0,13,39,64,75,1,Matches
66,Daniel Brosinski\a7813ac4,de GER,DF,Mainz 05,33-209,1988,3.3,4,3,2,1,1,2,2,100.0,0,33,5,15.2,19,9,5,8,0,0,8,6,10,6,0,Matches
67,Cédric Brunner\f0a37d36,ch SUI,DF,Arminia,27-359,1994,19.0,50,30,28,18,4,14,34,41.2,20,245,75,30.6,117,98,30,41,11,0,30,50,100,67,1,Matches
68,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Hoffenheim,23-145,1998,5.2,2,0,1,0,1,0,3,0.0,3,65,16,24.6,16,18,31,12,1,0,11,3,5,4,0,Matches
69,Sascha Burchert\25bdea4b,de GER,GK,Greuther Fürth,32-104,1989,13.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,1,0,Matches
70,Delano Burgzorg\05e2d5ea,nl NED,MF,Mainz 05,23-096,1998,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,1,0,0,1,0,0,0,0,Matches
71,Jonathan Burkardt\05f99a4a,de GER,FW,Mainz 05,21-215,2000,17.7,7,4,0,4,3,1,11,9.1,10,288,83,28.8,33,111,144,19,6,0,13,5,12,13,0,Matches
72,Daniel Caligiuri\d1273f09,it ITA,MFDF,Augsburg,34-027,1988,12.6,31,14,14,12,5,10,39,25.6,29,270,65,24.1,67,135,68,32,3,0,29,10,41,13,0,Matches
73,Emre Can\a65ce836,de GER,MFDF,Dortmund,28-030,1994,8.1,25,20,9,15,1,10,17,58.8,7,119,45,37.8,43,62,14,13,4,0,9,15,40,5,1,Matches
74,Koen Casteels\db401046,be BEL,GK,Wolfsburg,29-231,1992,19.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
75,Gonzalo Castro\68829001,de GER,MF,Arminia,34-245,1987,0.5,3,2,1,2,0,0,0,,0,17,7,41.2,5,7,5,3,0,0,3,0,3,1,0,Matches
76,Timothy Chandler\b3b7f5a6,us USA,DF,Eint Frankfurt,31-319,1990,9.8,17,10,9,7,1,8,17,47.1,9,133,40,30.1,43,63,27,19,3,0,16,15,32,25,0,Matches
77,Max Christiansen\e7b899b8,de GER,MF,Greuther Fürth,25-139,1996,13.5,32,18,13,16,3,10,29,34.5,19,267,91,34.1,91,150,26,26,5,1,21,56,88,34,0,Matches
78,Kingsley Coman\042e8a49,fr FRA,FWDF,Bayern Munich,25-243,1996,7.5,8,5,0,4,4,1,6,16.7,5,98,25,25.5,17,39,42,11,0,0,11,8,16,2,0,Matches
79,Lucas Copado\8356931a,de GER,FW,Bayern Munich,18-032,2004,0.2,0,0,0,0,0,0,1,0.0,1,8,2,25.0,2,4,2,0,0,0,0,0,0,0,0,Matches
80,Sergio Córdova\229cd98a,ve VEN,FWMF,Augsburg,24-186,1997,3.6,6,4,4,2,0,0,1,0.0,1,68,24,35.3,18,31,19,0,0,0,0,1,7,5,0,Matches
81,Danny da Costa\5ddb8f9f,de GER,DF,Eint Frankfurt,28-213,1993,5.3,8,5,4,4,0,3,10,30.0,7,58,17,29.3,26,20,12,11,2,0,9,12,20,20,0,Matches
82,Tanguy Coulibaly\05ba9d7c,fr FRA,DFFW,Stuttgart,20-358,2001,10.9,25,12,16,9,0,10,18,55.6,8,211,46,21.8,65,84,62,17,3,0,14,7,32,6,0,Matches
83,Mickaël Cuisance\5722eced,fr FRA,MF,Bayern Munich,22-179,1999,0.1,1,1,0,1,0,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,1,0,0,Matches
84,Matheus Cunha\dc62b55d,br BRA,FW,Hertha BSC,22-260,1999,0.7,0,0,0,0,0,0,0,,0,11,3,27.3,2,7,2,0,0,0,0,1,1,0,0,Matches
85,Rafael Czichos\b0a0698b,de GER,DF,Köln,31-273,1990,15.6,29,22,17,10,2,11,33,33.3,22,156,70,44.9,96,52,8,34,15,0,19,38,67,78,4,Matches
86,Lennart-Marten Czyborra\7ba1f1ef,de GER,DF,Arminia,22-284,1999,1.5,1,1,1,0,0,0,2,0.0,2,17,5,29.4,9,6,2,0,0,0,0,6,7,3,1,Matches
87,Moanes Dabbur\eac044ad,il ISR,FWMF,Hoffenheim,29-273,1992,8.9,8,6,0,4,4,0,6,0.0,6,154,43,27.9,11,73,70,5,1,0,4,9,17,3,1,Matches
88,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,26-041,1996,13.3,31,19,10,18,3,12,28,42.9,16,245,89,36.3,69,130,46,20,3,0,17,26,57,14,0,Matches
89,Márton Dárdai\41bff4fa,de GER,DF,Hertha BSC,19-364,2002,7.0,11,5,7,4,0,5,11,45.5,6,60,27,45.0,31,29,0,18,7,1,11,13,24,30,1,Matches
90,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,31-187,1990,12.0,24,15,15,5,4,4,13,30.8,9,179,58,32.4,58,93,28,16,1,0,15,17,41,18,1,Matches
91,Alphonso Davies\d781d855,ca CAN,DF,Bayern Munich,21-101,2000,14.1,30,16,18,10,2,13,31,41.9,18,205,76,37.1,76,69,60,32,1,0,31,24,54,9,0,Matches
92,Saulo Decarli\41df88b8,ch SUI,DF,Bochum,30-007,1992,0.1,0,0,0,0,0,0,0,,0,3,3,100.0,2,0,1,0,0,0,0,0,0,0,0,Matches
93,Thomas Delaney\fe641c1a,dk DEN,MF,Dortmund,30-161,1991,0.2,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,1,1,0,0,Matches
94,Kerem Demirbay\54b4dc4e,de GER,MF,Leverkusen,28-223,1993,16.2,45,28,24,20,1,19,43,44.2,24,311,115,37.0,123,145,43,26,8,0,18,37,82,16,0,Matches
95,Ermedin Demirović\ed79b7d3,ba BIH,FWMF,Freiburg,23-323,1998,5.0,10,2,4,1,5,2,5,40.0,3,131,37,28.2,18,52,61,10,0,0,10,2,12,3,0,Matches
96,Mike van der Hoorn\25f50295,nl NED,DF,Arminia,29-119,1992,0.2,2,2,2,0,0,1,1,100.0,0,5,3,60.0,5,0,0,1,0,0,1,0,2,1,0,Matches
97,Moussa Diaby\aeed5c06,fr FRA,FWMF,Leverkusen,22-219,1999,17.9,11,7,5,4,2,5,25,20.0,20,189,49,25.9,33,107,49,7,0,0,7,15,26,1,0,Matches
98,Daniel Didavi\d3096421,de GER,FWMF,Stuttgart,31-355,1990,3.1,8,1,1,5,2,2,6,33.3,4,71,18,25.4,13,26,32,2,1,0,1,1,9,1,0,Matches
99,Javairô Dilrosun\34a0f5ff,nl NED,FW,Hertha BSC,23-234,1998,1.5,3,1,0,3,0,1,3,33.3,2,37,7,18.9,7,22,8,1,0,0,1,2,5,1,0,Matches
100,Lee Dongjun\96d0b6f0,kr KOR,MF,Hertha BSC,25-010,1997,0.4,3,2,0,3,0,1,1,100.0,0,14,4,28.6,3,7,4,0,0,0,0,0,3,0,0,Matches
101,Niklas Dorsch\7f73bdf4,de GER,MF,Augsburg,24-027,1998,16.2,53,32,33,19,1,13,29,44.8,16,315,90,28.6,141,157,17,35,7,0,28,37,90,23,0,Matches
102,Ondrej Duda\79ca3e23,sk SVK,MF,Köln,27-068,1994,14.4,19,16,4,10,5,7,22,31.8,15,277,92,33.2,48,137,92,13,1,0,12,28,47,9,0,Matches
103,Jeremy Dudziak\5a8d6540,tn TUN,MFFW,Greuther Fürth,26-167,1995,9.8,13,9,5,5,3,4,14,28.6,10,232,56,24.1,52,115,65,12,0,0,12,16,29,3,0,Matches
104,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,29-275,1992,5.3,15,6,6,6,3,11,20,55.0,9,71,25,35.2,19,37,15,7,1,0,6,11,26,12,0,Matches
105,Maximilian Eggestein\beb882a8,de GER,MF,Freiburg,25-065,1996,13.0,24,15,10,11,3,11,26,42.3,15,231,74,32.0,80,105,46,34,9,0,25,18,42,23,0,Matches
106,Lilian Egloff\2f7fec15,de GER,FWMF,Stuttgart,19-175,2002,0.3,1,1,0,1,0,0,0,,0,14,2,14.3,0,6,8,0,0,0,0,0,1,0,0,Matches
107,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,26-262,1995,3.4,12,5,10,2,0,5,11,45.5,6,89,31,34.8,56,23,10,13,2,0,11,9,21,16,0,Matches
108,Jurgen Ekkelenkamp\73d6a176,nl NED,MFFW,Hertha BSC,21-312,2000,6.8,8,4,3,5,0,3,5,60.0,2,99,26,26.3,19,49,31,14,3,0,11,8,16,4,0,Matches
109,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,25-134,1996,17.3,29,12,20,9,0,11,23,47.8,12,123,45,36.6,70,51,2,28,14,0,14,34,63,74,0,Matches
110,Breel Embolo\0b4f388a,ch SUI,FW,M'Gladbach,24-362,1997,13.2,14,9,0,9,5,4,9,44.4,5,219,66,30.1,7,102,110,8,1,0,7,8,22,1,0,Matches
111,Keita Endo\1a83027b,jp JPN,MF,Union Berlin,24-081,1997,0.4,2,0,2,0,0,1,2,50.0,1,7,2,28.6,4,1,2,0,0,0,0,0,2,0,0,Matches
112,Wataru Endo\c149016b,jp JPN,MF,Stuttgart,29-002,1993,20.8,53,30,22,26,5,20,50,40.0,30,428,149,34.8,160,203,65,47,10,0,37,40,93,28,0,Matches
113,Michael Esser\83e0eeb4,de GER,GK,Bochum,34-081,1987,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
114,Wahidullah Faghir\93c9e7d9,dk DEN,FW,Stuttgart,18-197,2003,1.4,1,0,0,1,0,0,0,,0,31,10,32.3,2,12,17,1,0,0,1,1,2,1,0,Matches
115,Ömer Faruk Beyaz\8307b663,tr TUR,FWDF,Stuttgart,18-166,2003,0.8,5,5,1,4,0,1,5,20.0,4,30,10,33.3,5,16,9,0,0,0,0,1,6,1,0,Matches
116,Adrian Fein\60097ff6,de GER,MF,Greuther Fürth,22-330,1999,0.4,0,0,0,0,0,0,1,0.0,1,12,1,8.3,4,4,4,1,0,0,1,2,2,0,0,Matches
117,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,24-155,1997,5.6,10,5,6,4,0,7,14,50.0,7,79,28,35.4,45,26,8,14,7,0,7,13,23,32,0,Matches
118,Edimilson Fernandes\3bb625ac,ch SUI,DFFW,Arminia,25-302,1996,3.1,3,3,0,2,1,1,4,25.0,3,49,17,34.7,14,25,10,4,2,1,2,2,5,6,0,Matches
119,Alfreð Finnbogason\f9e7c4ac,is ISL,FWMF,Augsburg,33-010,1989,1.6,2,0,0,1,1,0,2,0.0,2,28,4,14.3,3,19,6,4,1,0,3,0,2,2,0,Matches
120,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,28-243,1993,19.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0,Matches
121,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,30-111,1991,10.6,15,10,2,7,6,2,9,22.2,7,145,50,34.5,13,72,60,14,0,0,14,5,20,2,1,Matches
122,Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,27-007,1995,9.5,21,11,5,15,1,11,23,47.8,12,195,50,25.6,46,96,53,14,1,0,13,8,29,2,0,Matches
123,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Leverkusen,24-040,1998,0.6,3,1,2,1,0,2,3,66.7,1,6,1,16.7,3,3,0,0,0,0,0,1,4,1,0,Matches
124,Raphael Framberger\626fab5f,de GER,DFMF,Augsburg,26-158,1995,6.2,17,11,7,6,4,5,13,38.5,8,92,30,32.6,40,32,20,14,2,0,12,7,24,19,0,Matches
125,Marvin Friedrich\b77f44a4,de GER,DF,M'Gladbach,26-060,1995,3.0,6,3,5,1,0,2,4,50.0,2,25,7,28.0,13,9,3,6,2,0,4,6,12,12,0,Matches
126,Marvin Friedrich\b77f44a4,de GER,DF,Union Berlin,26-060,1995,13.0,20,12,18,2,0,13,16,81.3,3,164,55,33.5,100,55,9,24,7,0,17,31,51,55,0,Matches
127,Jeremie Frimpong\74f2e748,nl NED,DF,Leverkusen,21-063,2000,18.8,29,16,20,9,0,9,14,64.3,5,260,73,28.1,124,96,40,40,7,0,33,28,57,32,0,Matches
128,Chris Führich\0cf778df,de GER,FWDF,Stuttgart,24-033,1998,8.4,16,10,7,5,4,8,21,38.1,13,175,48,27.4,43,76,56,12,0,0,12,11,27,4,0,Matches
129,Marius Funk\86314793,de GER,GK,Greuther Fürth,26-041,1996,8.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,Matches
130,Stephan Fürstner\18c2e247,de GER,MF,Mainz 05,34-153,1987,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,0,1,0,Matches
131,Mijat Gaćinović\16daec92,rs SRB,FWDF,Hoffenheim,27-003,1995,1.2,3,2,1,1,1,3,4,75.0,1,19,5,26.3,7,7,5,1,0,0,1,2,5,4,0,Matches
132,Cristian Gamboa\f27680d9,cr CRC,DF,Bochum,32-110,1989,8.6,31,20,18,12,1,14,29,48.3,15,147,44,29.9,80,54,13,11,2,0,9,34,65,29,0,Matches
133,Silvère Ganvoula M'Boussy\6c731625,cg CGO,FW,Bochum,25-234,1996,1.7,0,0,0,0,0,0,0,,0,32,6,18.8,0,18,14,0,0,0,0,0,0,2,0,Matches
134,Linus Gechter\ad2b068c,de GER,DF,Hertha BSC,17-349,2004,2.5,6,5,5,1,0,4,8,50.0,4,26,6,23.1,20,6,0,6,1,1,5,8,14,18,0,Matches
135,Dennis Geiger\37f606f0,de GER,MF,Hoffenheim,23-246,1998,12.5,29,19,10,14,5,14,23,60.9,9,229,83,36.2,56,129,44,19,1,0,18,23,52,4,1,Matches
136,Yannick Gerhardt\62ab9184,de GER,MFDF,Wolfsburg,27-335,1994,10.5,29,19,13,14,2,6,20,30.0,14,214,75,35.0,88,90,36,18,1,0,17,16,45,13,0,Matches
137,Hamadi Al Ghaddioui\5723931e,ma MAR,FW,Stuttgart,31-142,1990,5.5,7,5,2,3,2,0,0,,0,104,33,31.7,10,44,50,3,0,0,3,0,7,4,0,Matches
138,Niko Gießelmann\7242b495,de GER,DF,Union Berlin,30-138,1991,16.8,23,7,9,11,3,9,19,47.4,10,200,58,29.0,78,83,39,32,4,0,28,11,34,26,2,Matches
139,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,34-108,1987,21.0,0,0,0,0,0,0,4,0.0,4,8,0,0.0,7,0,1,0,0,0,0,0,0,0,2,Matches
