,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
261,Luis Henrique\f36d5624,br BRA,FWMF,Marseille,20-059,2001,6.7,0,6,2,33.3,0.90,0.30,0.00,0.00,15.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
262,Christophe Hérelle\3681cfff,mq MTQ,DF,Brest,29-173,1992,9.0,0,3,1,33.3,0.33,0.11,0.00,0.00,10.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
263,Jérôme Hergault\a84f9a4b,fr FRA,DFMF,Lorient,35-312,1986,3.8,0,1,0,0.0,0.26,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
264,Ander Herrera\436a9dd0,es ESP,MF,Paris S-G,32-181,1989,11.2,3,14,3,21.4,1.25,0.27,0.21,1.00,20.5,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
265,Franck Honorat\db7849ca,fr FRA,MFFW,Brest,25-184,1996,21.0,6,45,22,48.9,2.14,1.05,0.13,0.27,20.9,0,0,0,3.2,3.2,0.07,+2.8,+2.8,Matches
266,Fraser Hornby\29aee77c,sct SCO,FW,Reims,22-151,1999,0.3,0,1,0,0.0,2.90,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
267,Cédric Hountondji\00891164,bj BEN,DF,Clermont Foot,28-023,1994,16.6,0,7,2,28.6,0.42,0.12,0.00,0.00,8.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
268,Suk Hyun-jun\7ffaf233,kr KOR,FWMF,Troyes,30-227,1991,1.7,0,8,2,25.0,4.71,1.18,0.00,0.00,12.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
269,Mauro Icardi\43b78598,ar ARG,FW,Paris S-G,28-357,1993,10.7,4,26,9,34.6,2.42,0.84,0.15,0.44,10.2,0,0,0,4.7,4.7,0.18,-0.7,-0.7,Matches
270,Jonathan Iglesias\639ca1cf,uy URU,MF,Clermont Foot,33-056,1988,6.4,0,1,0,0.0,0.16,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
271,Juan Ignacio Ramírez\ad513a6b,uy URU,FW,Saint-Étienne,25-010,1997,1.4,0,2,0,0.0,1.43,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
272,Danylo Ihnatenko\65bbfba3,ua UKR,MF,Bordeaux,24-335,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
273,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,23-285,1998,11.8,1,22,8,36.4,1.86,0.68,0.05,0.13,17.4,2,0,0,2.3,2.3,0.11,-1.3,-1.3,Matches
274,Bonke Innocent\546bb36e,ng NGA,MF,Lorient,26-022,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
275,Wilson Isidor\a671316d,fr FRA,FWMF,Monaco,21-168,2000,0.6,0,1,0,0.0,1.80,0.00,0.00,,11.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
276,Ismail Jakobs\a0415710,de GER,DF,Monaco,22-178,1999,8.9,0,2,0,0.0,0.23,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
277,Abdel Jalil Medioub\4937a9f7,dz ALG,DF,Bordeaux,24-167,1997,5.0,0,3,0,0.0,0.60,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
278,Corentin Jean\7d9b37bf,fr FRA,FWDF,Lens,26-211,1995,2.5,0,6,1,16.7,2.36,0.39,0.00,0.00,17.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
279,Jemerson\7cab69b5,br BRA,DF,Metz,29-171,1992,7.5,0,3,1,33.3,0.40,0.13,0.00,0.00,8.3,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches
280,Moritz Jenz\ee644761,de GER,DF,Lorient,22-287,1999,12.6,1,5,1,20.0,0.40,0.08,0.20,1.00,6.6,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
281,Lenny Joseph\d1828392,fr FRA,FWMF,Metz,21-122,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,20-275,2001,11.8,0,3,0,0.0,0.25,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
283,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,26-037,1996,2.0,0,9,4,44.4,4.48,1.99,0.00,0.00,15.1,0,0,0,1.3,1.3,0.15,-1.3,-1.3,Matches
284,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,30-235,1991,13.9,2,28,12,42.9,2.01,0.86,0.07,0.17,23.1,2,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
285,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,20-021,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
286,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,20-021,2002,12.9,6,30,14,46.7,2.33,1.09,0.17,0.36,16.6,0,1,1,4.9,4.1,0.14,+1.1,+0.9,Matches
287,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,24-169,1997,3.6,1,13,8,61.5,3.57,2.20,0.08,0.13,21.3,1,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
288,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,22-080,1999,17.0,1,15,2,13.3,0.88,0.12,0.07,0.50,19.0,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
289,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,27-145,1994,6.0,0,12,1,8.3,1.99,0.17,0.00,0.00,17.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
290,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,32-223,1989,3.5,0,1,0,0.0,0.29,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
291,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,20-103,2001,0.9,0,1,0,0.0,1.07,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
292,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,38-328,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
293,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,23-217,1998,13.6,1,18,4,22.2,1.33,0.30,0.06,0.25,19.1,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
294,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,25-143,1996,12.1,2,6,2,33.3,0.50,0.17,0.33,1.00,15.4,0,0,0,0.8,0.8,0.13,+1.2,+1.2,Matches
295,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,20-006,2002,0.1,0,2,2,100.0,25.71,25.71,0.00,0.00,17.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
296,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,26-290,1995,3.4,0,5,0,0.0,1.45,0.00,0.00,,19.7,2,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
297,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,31-003,1991,17.9,8,50,15,30.0,2.80,0.84,0.10,0.33,22.8,5,3,3,6.5,4.2,0.08,+1.5,+0.8,Matches
298,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,26-182,1995,16.8,1,4,1,25.0,0.24,0.06,0.25,1.00,6.3,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
299,Justin Kluivert\4c3a6744,nl NED,MF,Nice,22-282,1999,9.7,2,14,5,35.7,1.44,0.51,0.14,0.40,18.6,1,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
300,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,19-339,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.50,14.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
301,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,28-236,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
302,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,23-068,1998,20.7,8,29,18,62.1,1.40,0.87,0.28,0.44,11.1,0,0,0,5.4,5.4,0.19,+2.6,+2.6,Matches
303,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,30-133,1991,19.1,1,11,4,36.4,0.58,0.21,0.09,0.25,9.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
304,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,26-046,1995,17.5,1,14,5,35.7,0.80,0.29,0.07,0.20,25.2,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
305,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,22-240,1999,0.2,1,1,1,100.0,5.63,5.63,1.00,1.00,7.1,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches
306,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,26-221,1995,6.0,0,4,1,25.0,0.66,0.17,0.00,0.00,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
307,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,36-154,1985,10.4,0,1,0,0.0,0.10,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
308,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,25-056,1996,19.8,1,19,8,42.1,0.96,0.40,0.05,0.13,20.9,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
309,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,24-302,1997,15.6,1,9,3,33.3,0.58,0.19,0.11,0.33,14.8,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
310,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,24-209,1997,5.0,1,12,2,16.7,2.38,0.40,0.08,0.50,10.5,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
311,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,20-225,2001,0.2,0,1,0,0.0,6.00,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
312,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,24-308,1997,16.6,0,5,2,40.0,0.30,0.12,0.00,0.00,12.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
313,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,26-183,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
314,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,27-284,1994,18.4,8,68,26,38.2,3.70,1.41,0.12,0.31,11.6,0,0,0,10.6,10.6,0.16,-2.6,-2.6,Matches
315,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,27-284,1994,3.8,3,13,5,38.5,3.43,1.32,0.23,0.60,15.7,0,0,0,1.8,1.8,0.14,+1.2,+1.2,Matches
316,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,20-017,2002,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
317,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,19-005,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
318,Alban Lafont\4e7db402,fr FRA,GK,Nantes,23-019,1999,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
319,Julien Laporte\f066022d,fr FRA,DF,Lorient,28-099,1993,20.1,2,8,3,37.5,0.40,0.15,0.25,0.67,13.9,0,0,0,0.6,0.6,0.08,+1.4,+1.4,Matches
320,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,21-041,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
321,Paul Lasne\542cc80f,fr FRA,MF,Brest,33-026,1989,2.0,0,4,0,0.0,2.01,0.00,0.00,,22.8,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
322,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,23-069,1998,15.5,4,39,18,46.2,2.52,1.16,0.08,0.17,21.0,9,1,1,4.1,3.3,0.09,-0.1,-0.3,Matches
323,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,19-133,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
324,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,23-296,1998,13.4,5,33,15,45.5,2.46,1.12,0.15,0.33,13.9,0,0,0,4.0,4.0,0.13,+1.0,+1.0,Matches
325,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,22-008,2000,14.8,0,17,6,35.3,1.15,0.41,0.00,0.00,24.9,2,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
326,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,32-119,1989,19.0,1,16,3,18.8,0.84,0.16,0.06,0.33,16.2,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
327,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,32-123,1989,7.2,1,3,2,66.7,0.42,0.28,0.33,0.50,12.0,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
328,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,36-143,1985,20.5,0,1,0,0.0,0.05,0.00,0.00,,8.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
329,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,18-188,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,Mario Lemina\2b471f99,ga GAB,MF,Nice,28-163,1993,14.9,1,6,1,16.7,0.40,0.07,0.17,1.00,13.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
331,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,34-332,1987,9.5,0,1,0,0.0,0.11,0.00,0.00,,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
332,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,21-362,2000,2.1,0,3,2,66.7,1.45,0.97,0.00,0.00,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
333,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,18-280,2003,0.8,0,3,1,33.3,3.75,1.25,0.00,0.00,13.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
334,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,33-363,1988,13.3,2,13,2,15.4,0.98,0.15,0.15,1.00,19.7,2,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
335,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,19-307,2002,1.8,1,3,2,66.7,1.67,1.11,0.33,0.50,17.2,0,0,0,0.9,0.9,0.31,+0.1,+0.1,Matches
336,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,24-182,1997,13.3,1,9,1,11.1,0.67,0.07,0.11,1.00,19.5,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Matches
337,Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,19-281,2002,5.5,1,2,2,100.0,0.37,0.37,0.50,0.50,19.6,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
338,Anthony Lopes\f00de885,pt POR,GK,Lyon,31-133,1990,21.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
339,Pau López\20b9f052,es ESP,GK,Marseille,27-060,1994,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
340,Dion Lopy\64c14d49,sn SEN,MF,Reims,20-009,2002,8.7,0,9,0,0.0,1.04,0.00,0.00,,22.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
341,Samuel Loric\9004f318,fr FRA,DF,Lorient,21-221,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
342,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,23-135,1998,11.2,0,4,2,50.0,0.36,0.18,0.00,0.00,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
343,Jean Lucas\a99138af,br BRA,MF,Monaco,23-234,1998,10.1,1,12,5,41.7,1.19,0.49,0.08,0.20,22.7,1,0,0,1.0,1.0,0.08,0.0,0.0,Matches
344,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,19-056,2002,9.5,1,3,2,66.7,0.32,0.21,0.33,0.50,5.3,0,0,0,0.7,0.7,0.24,+0.3,+0.3,Matches
345,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,23-159,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
346,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,20-225,2001,0.1,0,2,1,50.0,36.00,18.00,0.00,0.00,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
347,Deiver Machado\b3f8bdef,co COL,DF,Lens,28-162,1993,3.4,0,1,0,0.0,0.30,0.00,0.00,,19.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
348,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,23-133,1998,13.7,0,11,3,27.3,0.80,0.22,0.00,0.00,27.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
349,Louis Mafouta\bec3d251,cf CTA,FW,Metz,27-224,1994,0.5,0,1,1,100.0,1.91,1.91,0.00,0.00,8.0,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
350,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,23-257,1998,10.3,0,11,2,18.2,1.07,0.19,0.00,0.00,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
351,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,24-235,1997,7.2,1,6,3,50.0,0.83,0.42,0.17,0.33,15.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
352,Habib Maïga\e768de1f,ci CIV,MFDF,Metz,26-041,1996,12.4,1,8,4,50.0,0.65,0.32,0.13,0.25,19.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
353,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,23-046,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
354,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,30-145,1991,3.6,2,7,3,42.9,1.96,0.84,0.29,0.67,16.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches
355,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,24-025,1998,8.6,1,24,8,33.3,2.80,0.93,0.04,0.13,18.8,2,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
356,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,19-136,2002,2.0,0,4,0,0.0,2.05,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
357,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,22-045,1999,8.2,0,6,0,0.0,0.73,0.00,0.00,,24.0,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
358,Vincent Manceau\c26a3918,fr FRA,DF,Angers,32-216,1989,20.0,0,2,0,0.0,0.10,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
359,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,36-320,1985,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
360,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,28-021,1994,16.9,1,6,3,50.0,0.35,0.18,0.17,0.33,11.5,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
361,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,30-363,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
362,Thomas Mangani\c801616a,fr FRA,MF,Angers,34-288,1987,18.6,6,8,2,25.0,0.43,0.11,0.13,0.50,29.6,2,5,5,4.2,0.4,0.05,+1.8,+0.6,Matches
363,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,23-329,1998,18.2,1,11,2,18.2,0.60,0.11,0.09,0.50,13.8,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
364,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,22-362,1999,0.4,0,1,0,0.0,2.65,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
365,Sekou Mara\3544641e,fr FRA,FWMF,Bordeaux,19-196,2002,4.7,1,16,5,31.3,3.40,1.06,0.06,0.20,16.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
366,Marcelo\e3d0b0c4,br BRA,DF,Lyon,34-267,1987,2.0,0,2,0,0.0,1.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
367,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,27-281,1994,15.2,0,6,1,16.7,0.40,0.07,0.00,0.00,9.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
368,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,27-273,1994,18.0,3,12,5,41.7,0.67,0.28,0.25,0.60,9.6,0,0,0,2.2,2.2,0.18,+0.8,+0.8,Matches
369,Jonas Martin\468fdbad,fr FRA,MF,Rennes,31-308,1990,13.7,1,15,2,13.3,1.10,0.15,0.07,0.50,18.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
370,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,26-276,1995,15.6,3,21,10,47.6,1.34,0.64,0.14,0.30,11.3,0,0,0,3.3,3.3,0.16,-0.3,-0.3,Matches
371,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,19-150,2002,13.9,1,18,5,27.8,1.30,0.36,0.06,0.20,27.7,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
372,Eliot Matazo\15944afd,be BEL,MF,Monaco,19-361,2002,7.6,0,2,1,50.0,0.26,0.13,0.00,0.00,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
373,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,19-272,2002,1.3,0,1,0,0.0,0.78,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
374,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,23-289,1998,13.8,1,6,2,33.3,0.43,0.14,0.17,0.50,24.1,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
375,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,23-256,1998,18.8,8,45,17,37.8,2.39,0.90,0.18,0.47,16.4,0,0,0,5.4,5.4,0.12,+2.6,+2.6,Matches
376,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,23-053,1998,19.7,11,82,29,35.4,4.16,1.47,0.11,0.31,16.9,3,2,2,12.9,11.3,0.14,-1.9,-2.3,Matches
377,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,20-037,2002,5.4,0,1,0,0.0,0.18,0.00,0.00,,32.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
378,Jason Mbock\890bc029,fr FRA,FW,Angers,22-102,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
379,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,21-340,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
380,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,19-332,2002,10.6,1,21,9,42.9,1.99,0.85,0.05,0.11,21.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
381,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,22-259,1999,18.0,1,7,2,28.6,0.39,0.11,0.14,0.50,8.5,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
382,Farid El Melali\d21e361a,dz ALG,FW,Angers,24-213,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
383,Birger Meling\70c52749,no NOR,DF,Rennes,27-056,1994,13.8,0,3,1,33.3,0.22,0.07,0.00,0.00,16.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
384,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,23-283,1998,21.8,0,14,3,21.4,0.64,0.14,0.00,0.00,18.2,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches
385,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,19-237,2002,10.2,0,3,1,33.3,0.30,0.10,0.00,0.00,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
386,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,29-333,1992,9.5,1,9,2,22.2,0.94,0.21,0.11,0.50,26.2,1,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
387,Arial Mendy\9f0f4b49,sn SEN,FWDF,Clermont Foot,27-096,1994,5.0,0,7,2,28.6,1.39,0.40,0.00,0.00,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
388,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,22-030,2000,15.8,0,5,1,20.0,0.32,0.06,0.00,0.00,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
389,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,23-208,1998,5.5,0,1,0,0.0,0.18,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
390,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,19-271,2002,9.5,0,2,0,0.0,0.21,0.00,0.00,,19.1,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
391,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,34-232,1987,10.9,2,49,15,30.6,4.49,1.37,0.04,0.13,18.7,11,0,0,5.6,5.6,0.11,-3.6,-3.6,Matches
392,Mexer\ce492295,mz MOZ,DF,Bordeaux,33-156,1988,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,15.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
393,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,18-344,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
394,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,21-103,2000,0.0,0,2,0,0.0,180.00,0.00,0.00,,19.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
395,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,17-351,2004,0.7,0,1,0,0.0,1.50,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
