,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
273,Andrea La Mantia\c375dfa5,it ITA,FWMF,Empoli,30-281,1991,1.9,34,33,1,0,0,17,0,1,0,0,0,0,20,9,5,6,19,1,0,1,27,0,0,0,1,Matches
274,Sam Lammers\c283ddef,nl NED,FW,Atalanta,24-287,1997,0.4,19,19,0,0,0,4,0,1,0,0,0,0,13,3,3,8,8,1,0,0,11,0,1,1,0,Matches
275,Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,29-185,1992,8.2,189,176,13,0,0,61,6,9,0,0,0,0,126,39,24,125,29,13,2,9,135,3,4,9,11,Matches
276,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,31-149,1990,20.8,1045,873,172,5,0,112,14,69,4,3,0,0,557,273,215,167,671,31,163,6,739,9,27,65,55,Matches
277,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,28-074,1993,9.4,527,438,89,8,0,45,9,23,1,1,0,0,360,116,51,82,346,15,80,2,452,1,10,15,10,Matches
278,Rafael Leão\20730eae,pt POR,FW,Milan,22-246,1999,15.8,466,456,10,1,2,100,15,33,0,0,0,0,322,83,61,72,351,17,7,4,339,2,11,24,36,Matches
279,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,35-033,1987,11.0,703,678,25,25,0,87,6,1,0,0,0,0,580,64,59,97,550,40,0,1,649,1,9,8,8,Matches
280,Luca Lezzerini\c9c32262,it ITA,GK,Venezia,26-324,1995,4.5,167,114,53,19,0,7,0,0,0,0,0,0,111,9,47,11,112,0,0,39,139,0,2,1,0,Matches
281,Ben Lhassine Kone\7452c7a8,ci CIV,MF,Torino,21-334,2000,0.9,36,36,0,0,0,11,2,0,0,0,0,0,30,1,5,34,0,1,0,0,30,0,2,0,1,Matches
282,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,22-183,1999,18.3,1087,1058,29,22,0,83,22,3,0,0,0,0,890,60,137,232,771,36,4,6,988,2,12,10,4,Matches
283,Anderson Lima\59be3a74,br BRA,MF,Lazio,22-141,1999,0.6,25,25,0,0,0,1,0,0,0,0,0,0,21,1,3,5,20,0,0,0,21,1,1,1,1,Matches
284,Karol Linetty\d023d70f,pl POL,MFFW,Torino,27-009,1995,8.4,227,218,9,1,0,43,1,3,8,0,3,1,154,41,32,76,133,14,0,1,180,0,2,11,9,Matches
285,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,27-078,1994,10.9,989,972,17,14,1,123,15,1,2,1,0,0,869,48,72,84,877,19,1,3,926,0,7,14,7,Matches
286,Manuel Locatelli\a8a874f1,it ITA,MF,Juventus,24-034,1998,17.5,1087,1041,46,42,4,131,50,4,2,1,1,0,824,81,182,221,829,17,2,2,934,4,21,30,13,Matches
287,Maxime Lopez\20094685,fr FRA,MF,Sassuolo,24-069,1997,21.8,1751,1699,52,48,0,193,27,7,0,0,0,0,1469,131,151,201,1513,26,4,5,1605,1,8,29,13,Matches
288,Matteo Lovato\5fa57166,it ITA,DF,Cagliari,21-362,2000,3.5,157,145,12,9,0,18,2,0,0,0,0,0,113,12,32,17,119,11,3,0,133,1,1,4,2,Matches
289,Matteo Lovato\5fa57166,it ITA,DFMF,Atalanta,21-362,2000,3.4,196,191,5,5,0,22,3,1,0,0,0,0,150,15,31,16,156,12,0,0,167,0,3,3,2,Matches
290,Hirving Lozano\a69e4806,mx MEX,FW,Napoli,26-196,1995,12.3,432,424,8,1,1,77,6,30,1,0,0,0,336,56,40,24,380,14,6,1,343,1,7,23,27,Matches
291,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,32-037,1990,18.6,1044,1002,42,38,0,143,18,4,0,0,0,0,746,121,177,768,144,66,4,3,873,0,10,21,17,Matches
292,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,25-182,1996,21.5,1161,1106,55,49,2,148,23,15,4,2,0,0,880,142,139,217,856,52,2,3,1011,3,9,24,21,Matches
293,Sebastiano Luperto\997fff07,it ITA,DF,Empoli,25-158,1996,12.1,564,525,39,23,0,48,13,0,0,0,0,0,436,32,96,453,73,22,4,3,488,4,6,11,4,Matches
294,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,28-112,1993,15.6,557,415,142,16,0,71,20,41,13,4,7,1,231,118,208,381,27,18,112,1,353,2,18,21,32,Matches
295,Niki Mäenpää\14a96e1c,fi FIN,GK,Venezia,37-019,1985,5.5,168,116,52,13,0,6,4,0,0,0,0,0,103,8,57,17,112,0,0,31,122,0,5,2,1,Matches
296,Giulio Maggiore\957e4c87,it ITA,MF,Spezia,23-336,1998,19.6,747,738,9,3,5,123,17,10,1,1,0,0,503,104,140,104,595,22,1,11,575,2,13,34,23,Matches
297,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,37-091,1984,1.6,133,122,11,11,0,25,4,0,0,0,0,0,103,8,22,13,111,5,0,0,118,0,1,4,1,Matches
298,Giangiacomo Magnani\cce9f582,it ITA,DF,Sampdoria,26-130,1995,1.0,76,76,0,0,0,6,1,0,0,0,0,0,62,3,11,17,54,1,0,0,66,0,3,1,1,Matches
299,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,26-130,1995,5.9,223,218,5,3,0,36,5,1,0,0,0,0,142,33,48,42,150,14,0,1,177,1,7,2,5,Matches
300,Mike Maignan\fcb38f57,fr FRA,GK,Milan,26-223,1995,18.0,611,491,120,35,0,43,10,0,0,0,0,0,362,11,238,55,458,1,0,85,481,0,8,9,0,Matches
301,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Roma,24-166,1997,3.3,200,161,39,1,0,20,6,10,0,0,0,0,114,48,38,23,130,4,38,3,150,1,4,10,11,Matches
302,Jean-Victor Makengo\22bfb57e,fr FRA,MF,Udinese,23-244,1998,15.1,430,423,7,3,1,85,5,5,0,0,0,0,333,49,48,353,42,20,4,0,352,0,7,12,16,Matches
303,Nikola Maksimović\16b9d5cf,rs SRB,DF,Genoa,30-078,1991,4.8,242,218,24,13,0,12,10,1,0,0,0,0,190,17,35,28,195,15,0,1,216,0,0,7,1,Matches
304,Kévin Malcuit\d6a889ea,ma MAR,DF,Napoli,30-195,1991,2.0,100,85,15,2,1,5,1,8,0,0,0,0,57,28,15,3,72,6,13,3,72,0,3,2,4,Matches
305,Daniel Maldini\801831fe,it ITA,MFFW,Milan,20-123,2001,1.6,48,46,2,1,0,14,1,1,0,0,0,0,29,11,8,2,41,2,0,0,31,1,1,4,4,Matches
306,Youssef Maleh\4c8845f7,it ITA,MF,Fiorentina,23-173,1998,5.7,234,230,4,2,0,31,7,9,0,0,0,0,171,21,42,174,40,9,1,3,188,2,5,10,8,Matches
307,Ruslan Malinovskyi\48d5bd33,ua UKR,FWMF,Atalanta,28-283,1993,13.0,703,636,67,15,3,120,41,24,47,22,19,4,463,85,155,578,87,16,4,1,520,2,13,28,22,Matches
308,Rey Manaj\7703afb6,al ALB,FWMF,Spezia,24-352,1997,10.7,264,236,28,3,1,71,5,2,1,0,1,0,195,32,37,22,204,10,0,2,204,1,7,9,11,Matches
309,Gianluca Mancini\5aa53281,it ITA,DF,Roma,25-300,1996,21.8,1281,1237,44,34,0,105,36,8,0,0,0,0,992,88,201,86,1115,42,4,3,1105,1,11,32,11,Matches
310,Leonardo Mancuso\311027cb,it ITA,FW,Empoli,29-261,1992,4.7,79,70,9,0,0,16,1,6,0,0,0,0,48,15,16,17,52,3,1,3,53,0,1,7,2,Matches
311,Rolando Mandragora\c7259b83,it ITA,MF,Torino,24-227,1997,9.3,480,418,62,35,0,52,11,11,18,10,4,0,315,63,102,354,75,37,1,1,400,2,6,7,4,Matches
312,Kostas Manolas\c707411f,gr GRE,DF,Napoli,30-242,1991,3.5,231,224,7,5,0,16,10,0,0,0,0,0,194,16,21,30,187,10,0,0,218,1,1,4,1,Matches
313,Riccardo Marchizza\91d0fabf,it ITA,DF,Empoli,23-322,1998,15.0,649,493,156,9,0,67,13,28,1,0,0,0,327,154,168,420,64,13,146,1,462,5,6,17,35,Matches
314,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,29-361,1992,23.8,1596,1474,122,79,3,138,47,2,0,0,0,0,1252,129,215,1265,225,63,4,4,1441,2,7,25,8,Matches
315,Pablo Marí\aa54ec6f,es ESP,DF,Udinese,28-164,1993,1.0,42,35,7,4,0,10,0,0,0,0,0,0,11,6,25,19,4,10,3,0,19,0,0,1,0,Matches
316,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,25-264,1996,21.8,930,811,119,54,3,113,40,21,48,15,28,1,631,100,199,101,780,24,6,6,743,4,19,33,17,Matches
317,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,25-277,1996,13.0,926,895,31,27,0,114,48,1,0,0,0,0,731,76,119,176,705,20,4,1,854,1,5,16,9,Matches
318,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,24-173,1997,14.3,298,286,12,1,1,89,5,10,0,0,0,0,204,62,32,47,217,10,2,8,218,1,2,19,12,Matches
319,Adam Marušić\d4535821,me MNE,DF,Lazio,29-117,1992,17.9,1120,986,134,18,0,111,8,12,0,0,0,0,821,156,143,174,761,45,116,5,977,3,8,24,14,Matches
320,Andrea Masiello\e0314d87,it ITA,DF,Genoa,36-006,1986,5.7,308,302,6,4,0,30,5,0,0,0,0,0,233,30,45,49,235,16,0,2,269,1,3,5,4,Matches
321,Borja Mayoral\64e8ed6d,es ESP,FWDF,Roma,24-312,1997,1.1,39,38,1,0,0,6,1,1,1,1,0,0,27,7,5,7,28,4,0,0,29,0,0,1,1,Matches
322,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Salernitana,26-199,1995,0.9,49,35,14,0,0,9,1,4,0,0,0,0,23,9,17,0,32,2,14,0,36,0,0,0,4,Matches
323,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Venezia,26-199,1995,13.8,580,458,122,7,0,58,12,32,0,0,0,0,324,125,131,38,408,12,115,2,444,2,8,27,20,Matches
324,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,27-084,1994,0.8,32,27,5,0,0,3,0,1,0,0,0,0,19,6,7,1,21,3,5,1,25,0,1,2,0,Matches
325,Weston McKennie\01c3aff5,us USA,MF,Juventus,23-167,1998,13.7,525,488,37,4,1,93,14,15,3,2,1,0,342,88,95,84,362,26,29,5,399,1,8,31,16,Matches
326,Gary Medel\563a68ad,cl CHI,DF,Bologna,34-192,1987,20.0,1102,1023,79,70,0,71,30,2,0,0,0,0,805,97,200,114,924,46,6,2,994,2,9,9,9,Matches
327,Filippo Melegoni\6604165d,it ITA,MFFW,Genoa,22-358,1999,3.2,120,113,7,2,0,25,4,3,4,3,0,1,78,18,24,6,105,6,1,0,88,1,2,6,9,Matches
328,Arthur Melo\48b3dd60,br BRA,MF,Juventus,25-183,1996,4.8,320,302,18,18,0,45,10,0,0,0,0,0,267,29,24,14,296,6,0,0,286,1,0,7,9,Matches
329,Alex Meret\9413b19f,it ITA,GK,Napoli,24-326,1997,4.0,89,68,21,3,0,6,1,0,1,0,1,0,59,8,22,56,14,0,0,19,79,0,1,1,0,Matches
330,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Hellas Verona,25-041,1997,0.5,33,22,11,0,0,4,0,0,0,0,0,0,10,13,10,2,16,2,11,0,25,0,0,1,4,Matches
331,Dries Mertens\89b2c8a9,be BEL,FWMF,Napoli,34-281,1987,8.5,291,279,12,1,0,55,7,10,9,2,5,0,199,41,51,22,249,10,1,7,210,1,4,12,16,Matches
332,Junior Messias\f49c4ae9,br BRA,FWMF,Milan,30-274,1991,7.9,280,268,12,3,0,51,5,19,7,5,1,0,179,43,58,226,27,12,2,2,196,1,6,13,9,Matches
333,Kingsley Michael\e63e122d,ng NGA,MF,Bologna,22-169,1999,0.8,28,28,0,0,0,5,0,0,0,0,0,0,25,3,0,0,27,0,0,1,24,0,0,1,0,Matches
334,Valentin Mihaila\81a4c239,ro ROU,MF,Atalanta,22-009,2000,0.2,10,10,0,0,0,1,1,3,0,0,0,0,6,2,2,2,8,0,0,0,4,0,1,2,0,Matches
335,Mikael\33502726,br BRA,FW,Salernitana,22-259,1999,0.2,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Matches
336,Nikola Milenković\bee704fc,rs SRB,DF,Fiorentina,24-122,1997,19.3,1277,1227,50,48,0,133,55,1,0,0,0,0,970,152,155,149,1006,60,2,2,1155,0,18,21,8,Matches
337,Sergej Milinković-Savić\4e6dbac4,rs SRB,MF,Lazio,26-349,1995,20.6,1358,1332,26,18,7,266,29,29,1,0,1,0,939,219,200,212,1026,53,7,11,1115,4,24,50,24,Matches
338,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,24-356,1997,22.0,832,609,223,89,0,54,44,0,0,0,0,0,271,17,544,44,665,1,0,76,433,7,38,11,4,Matches
339,Aleksei Miranchuk\a9aa0d1d,ru RUS,MFFW,Atalanta,26-117,1995,5.2,226,217,9,2,2,56,6,4,5,2,2,0,169,29,28,176,34,6,2,1,183,1,0,8,8,Matches
340,Henrikh Mkhitaryan\dd0daf32,am ARM,MFFW,Roma,33-021,1989,20.2,842,813,29,9,2,127,22,25,7,5,2,0,648,102,92,169,623,22,12,6,693,1,5,41,27,Matches
341,Marco Modolo\fdcdb521,it ITA,DFFW,Venezia,32-325,1989,2.4,65,64,1,0,0,13,1,0,0,0,0,0,40,9,16,18,38,6,0,0,50,1,1,1,1,Matches
342,Nahuel Molina\23610943,ar ARG,DFMF,Udinese,24-071,1997,16.4,647,533,114,10,0,66,20,35,15,5,8,0,335,166,146,34,491,20,89,6,453,3,15,31,17,Matches
343,Cristian Molinaro\1c8c5aed,it ITA,DF,Venezia,38-196,1983,6.1,323,263,60,3,0,23,5,11,0,0,0,0,164,63,96,234,18,10,57,1,246,0,5,10,9,Matches
344,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,25-356,1996,21.0,605,421,184,51,0,36,15,0,0,0,0,0,189,23,393,54,442,1,0,82,346,4,30,6,0,Matches
345,Álvaro Morata\129af0db,es ESP,FW,Juventus,29-111,1992,16.8,417,404,13,1,0,96,10,16,0,0,0,0,266,97,54,50,321,14,2,10,312,0,9,14,17,Matches
346,Raúl Moro\919dd4b1,es ESP,FW,Lazio,19-068,2002,2.1,80,77,3,0,0,10,0,3,0,0,0,0,61,11,8,16,56,4,3,0,71,0,0,1,1,Matches
347,Andrei Motoc\b64073a0,ro ROU,DF,Salernitana,20-041,2002,1.0,22,22,0,0,0,1,0,0,0,0,0,0,14,1,7,1,21,0,0,0,18,0,0,0,0,Matches
348,Lys Mousset\d9cfca3d,fr FRA,FW,Salernitana,26-003,1996,0.5,10,7,3,0,0,5,0,0,0,0,0,0,9,0,1,0,10,0,0,0,6,0,0,1,1,Matches
349,Samuel Mráz\be6c1ccc,sk SVK,FW,Spezia,24-274,1997,0.6,11,9,2,0,0,3,0,0,0,0,0,0,7,3,1,2,7,1,0,0,8,0,0,0,0,Matches
350,Mert Müldür\1295552e,tr TUR,DFFW,Sassuolo,22-314,1999,10.2,533,452,81,9,1,47,12,10,0,0,0,0,340,103,90,25,417,11,72,2,417,0,12,25,18,Matches
351,Luis Muriel\eb2fe5b6,co COL,FW,Atalanta,30-301,1991,8.2,359,323,36,7,2,91,17,14,15,10,5,0,248,54,57,38,287,13,1,3,267,2,11,20,8,Matches
352,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,27-293,1994,2.4,69,65,4,0,1,17,0,1,0,0,0,0,36,22,11,33,12,12,0,1,46,0,2,2,3,Matches
353,Nicola Murru\d183e9d6,it ITA,DF,Sampdoria,27-057,1994,4.9,222,173,49,5,0,19,4,10,0,0,0,0,105,43,74,155,18,5,44,0,162,2,2,5,9,Matches
354,Juan Musso\a111cf41,ar ARG,GK,Atalanta,27-281,1994,20.6,615,431,184,42,0,27,14,0,0,0,0,0,279,59,277,38,463,0,0,95,457,2,17,9,0,Matches
355,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,24-267,1997,13.5,734,621,113,8,1,76,8,26,1,0,0,0,478,156,100,85,520,14,104,2,605,1,9,22,20,Matches
356,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,26-045,1995,14.9,556,521,35,4,0,105,23,39,2,0,1,0,334,86,136,32,427,32,28,4,392,3,10,17,26,Matches
357,Nani\15e9c7e6,pt POR,FWMF,Venezia,35-086,1986,1.0,32,29,3,0,0,4,3,1,1,0,1,0,20,8,4,2,25,2,2,0,26,0,0,2,1,Matches
358,Matija Nastasić\f35430a4,rs SRB,DF,Fiorentina,28-320,1993,2.4,150,148,2,2,0,8,10,0,0,0,0,0,125,8,17,120,24,5,0,0,139,0,0,2,0,Matches
359,Ilija Nestorovski\b1236c63,mk MKD,FW,Udinese,31-336,1990,0.1,13,10,3,0,0,3,0,0,0,0,0,0,9,3,1,7,3,0,2,1,9,0,0,2,0,Matches
360,Aurélien Nguiamba\de135234,fr FRA,MF,Spezia,23-024,1999,0.3,12,12,0,0,0,2,0,1,0,0,0,0,7,1,4,8,3,1,0,0,8,0,0,0,1,Matches
361,Dimitris Nikolaou\cf961d8d,gr GRE,DF,Spezia,23-182,1998,22.0,1076,1022,54,38,1,98,26,4,0,0,0,0,783,90,203,764,241,40,7,3,900,4,26,24,15,Matches
362,Jean-Pierre Nsame\12e6d21a,cm CMR,MFFW,Venezia,28-286,1993,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,Matches
363,Bram Nuytinck\e33f36d5,nl NED,DF,Udinese,31-283,1990,19.3,741,701,40,31,0,54,3,1,0,0,0,0,537,51,153,476,201,47,2,1,638,2,9,7,4,Matches
364,Simeon Nwankwo\80dbbd10,ng NGA,FW,Salernitana,29-280,1992,9.4,185,177,8,0,1,51,3,0,0,0,0,0,123,41,21,23,137,5,0,8,136,0,1,7,11,Matches
365,M'Bala Nzola\a4948e67,ao ANG,FW,Spezia,25-177,1996,10.2,223,206,17,0,0,73,5,4,0,0,0,0,157,37,29,158,42,6,2,4,178,0,3,7,10,Matches
366,Adam Obert\aa25ce92,sk SVK,DFMF,Cagliari,19-172,2002,2.3,80,74,6,3,0,9,2,1,0,0,0,0,48,7,25,61,13,3,3,0,57,3,0,0,5,Matches
367,Joel Obi\614c38fb,ng NGA,MF,Salernitana,30-265,1991,11.8,307,294,13,2,1,54,5,7,6,2,4,0,207,52,48,207,61,18,3,4,243,0,4,4,10,Matches
368,Álvaro Odriozola\1d1691ad,es ESP,DF,Fiorentina,26-059,1995,13.7,750,638,112,16,0,56,11,35,1,0,0,0,529,135,86,40,586,29,95,0,662,1,6,19,21,Matches
369,Stefano Okaka\601ef102,it ITA,FW,Udinese,32-186,1989,0.2,5,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,1,5,0,0,0,0,Matches
370,David Okereke\d125f22f,ng NGA,FWMF,Venezia,24-166,1997,13.6,288,281,7,0,0,79,2,20,1,0,0,1,202,45,41,50,202,16,1,4,207,2,4,13,6,Matches
371,Christian Oliva\d3b888e3,uy URU,MF,Cagliari,25-255,1996,0.5,32,31,1,1,0,2,0,0,0,0,0,0,26,0,6,3,27,2,0,0,27,1,0,0,0,Matches
372,Sérgio Oliveira\947e036f,pt POR,MF,Roma,29-254,1992,2.6,133,117,16,9,0,25,4,3,7,3,2,0,90,13,30,21,106,3,0,1,109,1,1,5,3,Matches
373,Riccardo Orsolini\e14ec482,it ITA,FWDF,Bologna,25-018,1997,9.9,384,337,47,10,0,59,22,29,25,19,0,1,209,66,109,294,35,23,10,7,256,0,12,10,21,Matches
374,Victor Osimhen\8c90fd7a,ng NGA,FW,Napoli,23-044,1998,10.9,175,173,2,0,0,52,5,5,0,0,0,0,118,37,20,10,146,7,0,3,123,1,4,6,9,Matches
375,David Ospina\82b1198a,co COL,GK,Napoli,33-164,1988,20.0,591,459,132,34,0,44,11,0,0,0,0,0,358,39,194,51,432,1,0,73,484,1,9,14,2,Matches
376,Adam Ounas\ed90babd,dz ALG,MFFW,Napoli,25-092,1996,2.8,160,153,7,1,2,25,12,9,4,2,0,0,118,23,19,128,27,3,1,0,130,0,3,7,7,Matches
377,Daniele Padelli\cf1c23d8,it ITA,GK,Udinese,36-109,1985,2.0,77,62,15,1,0,1,1,0,0,0,0,0,43,0,34,53,13,0,0,9,53,0,1,0,3,Matches
378,Goran Pandev\d711d04f,mk MKD,FWMF,Genoa,38-199,1983,9.4,248,237,11,0,1,71,0,3,1,1,0,0,185,42,21,179,51,10,0,2,181,2,2,18,7,Matches
379,Ivor Pandur\457cb02f,hr CRO,GK,Hellas Verona,21-323,2000,3.0,68,51,17,2,0,4,2,0,0,0,0,0,31,4,33,11,43,1,0,10,52,0,0,0,0,Matches
380,Fabiano Parisi\0967845b,it ITA,DF,Empoli,21-094,2000,7.1,369,303,66,11,0,35,6,15,1,0,0,0,208,67,94,299,11,4,54,0,293,3,8,12,11,Matches
381,Mario Pašalić\e599253a,hr CRO,MFFW,Atalanta,27-002,1995,14.1,670,655,15,9,3,120,12,2,0,0,0,0,474,106,90,156,439,41,6,3,542,1,10,21,26,Matches
382,Patric\f7223718,es ESP,DF,Lazio,28-300,1993,8.4,703,687,16,13,0,61,33,1,0,0,0,0,592,46,65,99,570,24,3,2,660,0,4,4,2,Matches
383,Rui Patrício\79b0d6a0,pt POR,GK,Roma,33-361,1988,24.0,669,451,218,65,0,21,12,0,0,0,0,0,362,30,277,386,146,0,0,97,520,3,6,7,0,Matches
384,Leonardo Pavoletti\d37b0350,it ITA,FW,Cagliari,33-077,1988,10.0,280,275,5,1,0,95,1,3,0,0,0,0,131,89,60,25,154,28,0,13,201,2,6,10,5,Matches
385,Pedro\3ca7254a,es ESP,FW,Lazio,34-198,1987,18.7,791,768,23,3,1,97,21,27,1,0,0,0,618,101,72,220,539,14,13,4,659,2,6,28,18,Matches
386,João Pedro\81255c03,br BRA,FW,Cagliari,29-339,1992,23.0,475,429,46,4,0,102,16,18,0,0,0,0,295,87,93,56,339,34,1,14,334,0,15,17,18,Matches
387,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,40-323,1981,1.0,34,23,11,3,0,3,1,0,0,0,0,0,18,2,14,23,7,0,0,4,29,0,0,0,0,Matches
388,Pietro Pellegri\a44d3a3c,it ITA,FW,Milan,20-331,2001,1.5,19,18,1,0,0,4,0,0,0,0,0,0,14,4,1,1,16,0,0,1,12,0,0,3,1,Matches
389,Pietro Pellegri\a44d3a3c,it ITA,FW,Torino,20-331,2001,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,3,0,0,0,0,Matches
390,Lorenzo Pellegrini\4a5a45c7,it ITA,MF,Roma,25-237,1996,13.8,635,534,101,39,4,98,39,37,51,22,27,0,385,80,170,65,542,11,5,3,466,4,13,34,19,Matches
391,Luca Pellegrini\3b61c9ec,it ITA,DF,Juventus,22-341,1999,5.6,345,288,57,4,0,26,12,15,8,4,3,0,188,68,89,260,32,7,45,0,252,0,4,11,16,Matches
392,Gastón Pereiro\7ec7738e,uy URU,FWMF,Cagliari,26-245,1995,5.4,155,134,21,6,0,40,4,16,9,2,5,0,77,30,48,111,26,5,3,0,99,0,2,10,7,Matches
393,Dor Peretz\e2a302a8,il ISR,MF,Venezia,26-270,1995,3.7,144,139,5,5,0,26,2,1,0,0,0,0,112,10,22,20,112,6,0,2,113,0,2,7,7,Matches
394,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,31-035,1991,11.3,428,408,20,11,1,68,6,8,3,1,1,0,315,70,43,63,345,11,3,4,354,1,7,12,13,Matches
395,Carles Pérez\a8f21b9f,es ESP,MFFW,Roma,23-360,1998,3.6,141,125,16,0,1,19,9,2,14,9,3,0,107,13,21,123,12,2,2,2,123,0,0,3,4,Matches
396,Nehuén Pérez\f7c491f1,ar ARG,DF,Udinese,21-232,2000,7.3,292,235,57,16,0,36,10,2,0,0,0,0,151,45,96,38,182,18,41,0,208,2,9,11,5,Matches
397,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,29-093,1992,3.0,85,57,28,7,0,6,5,0,0,0,0,0,58,2,25,18,57,0,0,8,69,0,3,0,0,Matches
398,Ivan Perišić\6fe90922,hr CRO,DF,Inter,33-009,1989,18.8,887,768,119,4,0,112,21,79,1,0,1,0,487,185,215,258,429,57,114,8,653,3,19,38,36,Matches
399,Diego Perotti\a40d5a0c,ar ARG,FW,Salernitana,33-200,1988,0.3,20,16,4,1,0,5,0,2,3,3,0,0,10,4,6,2,14,1,0,1,12,0,0,0,1,Matches
400,Mario Perrone\6cd33e2a,it ITA,DF,Salernitana,19-005,2003,0.2,9,7,2,0,0,1,0,0,0,0,0,0,5,2,2,7,0,0,2,0,7,0,0,0,0,Matches
401,Matteo Pessina\780e3631,it ITA,MFFW,Atalanta,24-296,1997,9.4,494,481,13,7,2,88,2,2,0,0,0,0,381,59,54,406,51,19,2,2,412,2,10,8,17,Matches
402,Andrea Petagna\03f946ed,it ITA,FW,Napoli,26-226,1995,5.0,123,117,6,0,0,28,5,5,0,0,0,0,82,20,21,62,41,4,0,7,91,0,3,7,6,Matches
403,Giuseppe Pezzella\149c5f5d,it ITA,DF,Atalanta,24-074,1997,8.4,463,384,79,3,0,52,4,15,0,0,0,0,285,106,72,310,54,19,76,1,361,4,6,21,19,Matches
404,Krzysztof Piątek\17f3620a,pl POL,FW,Fiorentina,26-225,1995,0.9,15,12,3,0,0,3,0,1,0,0,0,0,10,3,2,1,11,2,0,0,13,0,1,0,0,Matches
405,Roberto Piccoli\1cadaf34,it ITA,FW,Genoa,21-015,2001,0.4,9,9,0,0,0,4,0,0,0,0,0,0,5,3,1,1,5,1,0,0,4,0,1,0,0,Matches
406,Roberto Piccoli\1cadaf34,it ITA,FW,Atalanta,21-015,2001,2.2,44,42,2,0,0,13,0,0,0,0,0,0,21,16,7,5,25,8,0,0,26,0,1,2,2,Matches
407,Andrea Pinamonti\08aa9cd1,it ITA,FW,Empoli,22-268,1999,18.9,406,387,19,0,1,129,1,17,0,0,0,0,243,85,78,29,281,39,1,8,248,2,4,24,29,Matches
408,Marko Pjaca\2c38b327,hr CRO,FWMF,Torino,26-281,1995,7.6,249,245,4,0,0,69,3,9,0,0,0,0,174,42,33,20,203,10,1,7,193,1,2,7,10,Matches
409,Tommaso Pobega\55a1cac2,it ITA,MF,Torino,22-211,1999,14.0,669,661,8,8,0,100,23,10,0,0,0,0,444,94,131,484,126,31,0,2,559,0,11,8,16,Matches
410,Suf Podgoreanu\d697a2d0,il ISR,FW,Spezia,20-022,2002,1.3,50,48,2,0,0,10,2,6,1,0,0,0,33,7,10,10,36,1,1,1,39,0,0,1,3,Matches
411,Matteo Politano\5e861944,it ITA,FW,Napoli,28-192,1993,12.5,575,524,51,11,2,84,24,49,31,16,4,2,387,61,127,438,113,9,9,2,419,4,5,25,20,Matches
412,Manolo Portanova\c8c0dccd,it ITA,MF,Genoa,21-254,2000,6.3,145,123,22,7,0,28,7,3,12,7,5,0,57,28,60,2,122,11,3,1,83,1,4,7,4,Matches
