,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
554,Nicolas Viola\45392b06,it ITA,MF,Bologna,32-122,1989,1.0,50,43,7,1,0,10,1,1,0,0,0,0,26,7,17,37,6,1,3,0,36,0,2,1,1,Matches
555,Mattia Viti\75438a9a,it ITA,DF,Empoli,20-018,2002,9.2,410,377,33,20,0,53,6,0,0,0,0,0,310,48,52,300,71,18,11,2,352,0,6,10,4,Matches
556,Dušan Vlahović\79443529,rs SRB,FW,Juventus,22-014,2000,1.0,22,22,0,0,0,10,0,0,0,0,0,0,16,4,2,18,1,1,0,0,14,0,0,4,2,Matches
557,Dušan Vlahović\79443529,rs SRB,FW,Fiorentina,22-014,2000,20.6,400,358,42,1,3,115,12,19,0,0,0,0,245,98,57,264,85,13,0,8,279,1,8,27,15,Matches
558,Mërgim Vojvoda\be2706c0,xk KVX,DF,Torino,27-010,1995,11.0,570,473,97,6,0,56,15,35,2,1,0,0,311,111,148,35,412,19,89,0,428,5,7,19,15,Matches
559,Cristian Volpato\72f87f25,au AUS,MF,Roma,18-088,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
560,Stefan de Vrij\d0d8dd44,nl NED,DF,Inter,30-006,1992,16.7,918,878,40,19,0,93,12,0,0,0,0,0,750,66,102,103,742,38,0,1,852,1,8,6,1,Matches
561,Walace\26db8853,br BRA,MF,Udinese,26-313,1995,19.9,986,938,48,38,4,136,32,5,0,0,0,0,727,97,162,127,789,49,4,6,811,2,17,28,14,Matches
562,Sebastian Walukiewicz\217875a4,pl POL,DF,Cagliari,21-312,2000,3.1,167,156,11,8,1,14,4,1,0,0,0,0,132,16,19,14,144,6,3,0,153,0,3,2,1,Matches
563,Magnus Warming\55e098cd,dk DEN,FWMF,Torino,21-248,2000,0.4,11,11,0,0,0,4,0,1,0,0,0,0,7,1,3,3,5,2,0,0,5,0,1,1,1,Matches
564,Kelvin Yeboah\ea0893d6,it ITA,FW,Genoa,21-281,2000,2.4,41,39,2,0,0,13,0,2,0,0,0,0,21,7,13,8,21,2,2,2,26,0,2,1,6,Matches
565,Gerard Yepes\ee9040b4,es ESP,MFDF,Sampdoria,19-170,2002,0.2,18,18,0,0,0,3,2,0,0,0,0,0,12,1,5,2,15,0,0,0,15,0,1,0,0,Matches
566,Maya Yoshida\caffaf5a,jp JPN,DF,Sampdoria,33-171,1988,16.6,740,719,21,19,1,73,28,3,0,0,0,0,504,69,167,122,534,55,1,2,625,4,9,9,6,Matches
567,Mattia Zaccagni\d85c238b,it ITA,FW,Lazio,26-240,1995,9.3,363,354,9,1,1,79,4,21,0,0,0,0,297,27,39,44,296,5,8,3,302,0,3,4,12,Matches
568,Mattia Zaccagni\d85c238b,it ITA,MFFW,Hellas Verona,26-240,1995,2.0,75,62,13,2,0,12,3,3,9,4,1,1,48,7,20,5,60,5,0,1,60,0,1,2,2,Matches
569,Denis Zakaria\384d58d9,ch SUI,MF,Juventus,25-083,1996,0.9,24,24,0,0,0,8,0,2,0,0,0,0,19,1,4,1,23,0,0,0,20,0,0,0,1,Matches
570,Nicola Zalewski\45191c29,pl POL,FWDF,Roma,20-019,2002,0.2,18,12,6,0,0,1,0,3,3,3,0,0,6,5,7,0,15,0,3,0,11,0,0,0,2,Matches
571,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Napoli,26-087,1995,13.1,784,771,13,13,0,105,10,6,0,0,0,0,665,64,55,84,667,18,0,2,708,1,4,18,13,Matches
572,Nicolò Zaniolo\9907b1c8,it ITA,FW,Roma,22-224,1999,16.5,431,403,28,1,6,91,27,23,15,13,1,1,302,53,76,342,52,11,6,13,315,2,12,15,20,Matches
573,Alessandro Zanoli\3b12b11f,it ITA,DFMF,Napoli,21-131,2000,0.2,19,17,2,0,0,0,0,2,1,0,0,0,17,1,1,1,16,1,1,0,15,0,0,0,0,Matches
574,Mattia Zanotti\875d65d1,it ITA,DF,Inter,19-031,2003,0.1,13,10,3,1,0,2,0,0,0,0,0,0,8,2,3,0,10,1,2,0,13,0,0,0,0,Matches
575,Duván Zapata\d3de9af0,co COL,FW,Atalanta,30-316,1991,13.4,339,308,31,0,0,84,7,20,0,0,0,0,251,54,34,67,243,10,3,3,266,2,3,19,9,Matches
576,Gabriele Zappa\ca3db240,it ITA,DF,Cagliari,22-051,1999,11.0,537,455,82,6,0,52,13,16,1,0,1,0,315,96,126,17,418,14,75,3,406,1,10,18,24,Matches
577,Davide Zappacosta\7fe90ccd,it ITA,DF,Atalanta,29-245,1992,14.7,804,668,136,15,0,69,10,45,2,0,1,0,546,159,99,74,591,13,119,1,659,3,14,17,31,Matches
578,Simone Zaza\9592289a,it ITA,FWMF,Torino,30-231,1991,1.3,39,38,1,0,0,15,0,0,0,0,0,0,20,13,6,22,3,1,1,5,31,0,0,1,1,Matches
579,Marvin Zeegelaar\8abd0c03,nl NED,DF,Udinese,31-183,1990,2.7,106,92,14,3,0,13,0,0,0,0,0,0,61,17,28,68,13,8,9,1,82,0,2,6,0,Matches
580,Piotr Zieliński\a5296e55,pl POL,MF,Napoli,27-267,1994,15.9,815,762,53,7,0,111,11,16,22,4,7,0,610,103,102,218,565,23,2,3,692,1,7,29,9,Matches
581,David Zima\acf7e795,cz CZE,DF,Torino,21-095,2000,9.3,390,382,8,7,1,43,1,3,0,0,0,0,311,31,48,81,284,9,1,0,337,0,3,6,5,Matches
582,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,31-036,1991,7.0,235,164,71,17,0,8,5,0,0,0,0,0,136,17,82,30,163,0,0,41,178,1,5,3,1,Matches
583,Nadir Zortea\82598b71,it ITA,DFMF,Salernitana,22-237,1999,8.7,260,212,48,0,0,27,6,25,1,0,1,0,118,56,86,29,174,7,47,0,164,0,6,10,20,Matches
584,Szymon Żurkowski\4e1d5e59,pl POL,MF,Empoli,24-139,1997,14.2,533,528,5,3,0,133,5,9,0,0,0,0,428,52,53,89,423,10,1,2,447,1,9,12,16,Matches
585,Milan Đurić\405f6586,ba BIH,FW,Salernitana,31-265,1990,11.0,288,281,7,1,0,135,1,4,0,0,0,0,97,101,90,15,93,58,1,19,165,1,2,20,5,Matches
586,Filip Đuričić\eccbe56a,rs SRB,MFFW,Sassuolo,30-012,1992,7.0,206,196,10,2,1,47,2,0,0,0,0,0,166,20,20,15,179,5,4,0,168,0,1,9,13,Matches
