,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
535,Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,23-112,1998,15.0,892,133,521,371,45,14,844,0,3,0.0,1,0,482,2572,1326,34,7,1,2,8,511,493,96.5,4,Matches
536,Denis Vavro\08990838,sk SVK,DF,Lazio,25-307,1996,0.1,6,1,4,3,0,0,6,0,0,,0,0,3,28,22,0,0,0,0,0,5,5,100.0,0,Matches
537,Matías Vecino\44ac04e9,uy URU,MF,Inter,30-171,1991,3.3,205,10,51,104,63,12,203,0,2,0.0,0,0,138,741,425,23,6,0,2,2,166,142,85.5,13,Matches
538,Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,35-276,1986,13.4,962,27,194,585,248,10,854,4,5,80.0,4,1,536,3294,1607,54,16,3,5,8,590,564,95.6,13,Matches
539,Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,26-305,1995,8.7,541,26,204,264,100,8,477,0,1,0.0,0,0,366,1449,683,24,5,4,9,5,408,382,93.6,13,Matches
540,Daniele Verde\d3298c99,it ITA,FWMF,Spezia,25-236,1996,12.1,624,12,89,270,298,29,528,5,13,38.5,5,4,382,2486,1126,68,18,14,12,8,511,418,81.8,51,Matches
541,Simone Verdi\0375723e,it ITA,FWMF,Torino,29-214,1992,0.5,27,1,3,12,13,1,25,0,1,0.0,0,0,16,38,32,2,1,0,0,3,19,15,78.9,4,Matches
542,Simone Verdi\0375723e,it ITA,FW,Salernitana,29-214,1992,0.7,35,1,6,18,17,2,32,1,3,33.3,1,0,24,105,47,4,2,1,0,2,38,25,65.8,4,Matches
543,Jordan Veretout\4a56052c,fr FRA,MF,Roma,28-347,1993,19.7,1184,39,231,719,312,24,1104,7,14,50.0,7,0,772,4358,2135,92,27,4,12,6,892,841,94.3,47,Matches
544,Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,21-005,2001,1.0,37,5,10,17,12,2,37,1,3,33.3,1,1,20,90,13,1,0,1,5,1,44,23,52.3,6,Matches
545,Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,28-031,1994,4.7,290,3,39,155,123,15,284,6,9,66.7,6,0,219,1122,657,34,16,1,11,8,259,208,80.3,30,Matches
546,Valerio Verre\33ecf462,it ITA,MF,Empoli,28-031,1994,0.3,19,0,2,8,12,2,19,0,0,,0,0,14,94,78,4,2,0,1,3,16,15,93.8,2,Matches
547,Freddie Veseli\d541e703,al ALB,DF,Salernitana,29-083,1992,6.1,223,35,106,113,17,0,202,3,4,75.0,3,0,110,465,259,9,0,0,2,0,120,117,97.5,0,Matches
548,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,25-127,1996,24.0,902,817,898,4,0,0,673,0,0,,0,0,430,1901,1178,0,0,0,1,0,396,396,100.0,0,Matches
549,Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,34-265,1987,4.8,389,12,93,223,101,20,384,5,6,83.3,5,0,255,1064,583,19,10,2,4,5,309,290,93.9,16,Matches
550,Ronaldo Vieira\75e60d75,gw GNB,MF,Sampdoria,23-207,1998,0.3,24,1,6,18,2,0,23,0,1,0.0,0,0,11,29,14,0,0,0,0,1,19,16,84.2,2,Matches
551,Luca Vignali\c1e8e74e,it ITA,DF,Spezia,26-031,1996,0.9,59,2,24,24,13,0,49,1,1,100.0,1,0,31,99,46,2,0,0,1,2,44,37,84.1,3,Matches
552,Emanuel Vignato\ec5dae45,it ITA,MFDF,Bologna,21-171,2000,5.6,376,5,75,192,143,13,350,7,7,100.0,7,0,265,1862,1005,51,15,5,2,8,303,273,90.1,11,Matches
553,Matías Viña\08eb3b58,uy URU,DF,Roma,24-094,1997,15.2,917,48,282,452,228,23,788,8,22,36.4,11,0,526,2299,1443,58,18,6,19,6,552,514,93.1,27,Matches
554,Nicolas Viola\45392b06,it ITA,MF,Bologna,32-122,1989,1.0,59,2,16,30,15,1,52,2,3,66.7,2,0,30,132,66,1,0,0,2,1,37,33,89.2,0,Matches
555,Mattia Viti\75438a9a,it ITA,DF,Empoli,20-018,2002,9.2,503,86,260,252,25,4,472,5,8,62.5,6,0,306,1753,1063,29,2,0,0,2,307,297,96.7,1,Matches
556,Dušan Vlahović\79443529,rs SRB,FW,Juventus,22-014,2000,1.0,42,0,2,19,22,11,42,1,3,33.3,1,0,32,96,57,3,1,0,7,3,67,36,53.7,15,Matches
557,Dušan Vlahović\79443529,rs SRB,FW,Fiorentina,22-014,2000,20.6,709,21,38,364,337,131,659,16,24,66.7,16,1,443,1735,702,36,14,8,77,56,999,539,54.0,177,Matches
558,Mërgim Vojvoda\be2706c0,xk KVX,DF,Torino,27-010,1995,11.0,670,41,159,327,236,16,579,7,11,63.6,9,0,391,2000,1061,52,25,2,5,6,426,384,90.1,13,Matches
559,Cristian Volpato\72f87f25,au AUS,MF,Roma,18-088,2003,0.0,2,0,1,2,1,0,2,0,0,,0,0,2,3,3,0,0,0,0,1,2,2,100.0,0,Matches
560,Stefan de Vrij\d0d8dd44,nl NED,DF,Inter,30-006,1992,16.7,1035,166,577,501,23,12,995,2,2,100.0,2,0,638,4340,2078,40,2,0,2,2,711,702,98.7,0,Matches
561,Walace\26db8853,br BRA,MF,Udinese,26-313,1995,19.9,1213,70,365,734,205,11,1167,16,23,69.6,19,1,783,4310,2086,78,26,0,13,23,801,747,93.3,12,Matches
562,Sebastian Walukiewicz\217875a4,pl POL,DF,Cagliari,21-312,2000,3.1,196,24,111,91,10,1,187,6,6,100.0,6,1,131,774,377,9,2,0,1,0,144,143,99.3,0,Matches
563,Magnus Warming\55e098cd,dk DEN,FWMF,Torino,21-248,2000,0.4,14,0,1,5,8,3,14,1,1,100.0,1,0,10,95,62,4,0,2,1,2,18,10,55.6,5,Matches
564,Kelvin Yeboah\ea0893d6,it ITA,FW,Genoa,21-281,2000,2.4,77,6,18,30,32,15,75,4,6,66.7,4,0,49,295,160,8,1,3,8,6,67,42,62.7,11,Matches
565,Gerard Yepes\ee9040b4,es ESP,MFDF,Sampdoria,19-170,2002,0.2,20,1,7,13,2,0,20,0,0,,0,0,14,113,65,4,1,0,0,0,13,13,100.0,0,Matches
566,Maya Yoshida\caffaf5a,jp JPN,DF,Sampdoria,33-171,1988,16.6,896,162,516,384,38,11,876,3,4,75.0,3,0,487,2436,1127,21,4,0,1,3,527,520,98.7,6,Matches
567,Mattia Zaccagni\d85c238b,it ITA,FW,Lazio,26-240,1995,9.3,480,4,65,206,250,45,472,17,31,54.8,19,1,379,2575,1673,89,23,17,13,15,452,383,84.7,51,Matches
568,Mattia Zaccagni\d85c238b,it ITA,MFFW,Hellas Verona,26-240,1995,2.0,100,1,6,39,62,11,87,3,5,60.0,3,0,69,427,279,15,4,5,3,6,91,68,74.7,22,Matches
569,Denis Zakaria\384d58d9,ch SUI,MF,Juventus,25-083,1996,0.9,37,2,12,20,7,1,37,0,0,,0,0,23,180,94,6,0,0,1,1,26,17,65.4,3,Matches
570,Nicola Zalewski\45191c29,pl POL,FWDF,Roma,20-019,2002,0.2,22,0,0,4,20,1,16,1,3,33.3,1,0,16,70,61,6,2,0,1,1,19,14,73.7,4,Matches
571,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Napoli,26-087,1995,13.1,956,41,186,557,275,31,945,21,34,61.8,23,0,662,3150,1492,74,32,5,19,22,773,722,93.4,43,Matches
572,Nicolò Zaniolo\9907b1c8,it ITA,FW,Roma,22-224,1999,16.5,748,8,72,384,384,87,720,42,84,50.0,45,1,587,4037,2379,101,48,18,65,44,721,549,76.1,126,Matches
573,Alessandro Zanoli\3b12b11f,it ITA,DFMF,Napoli,21-131,2000,0.2,21,0,5,9,9,1,19,1,2,50.0,1,0,18,107,57,3,0,0,0,1,17,16,94.1,0,Matches
574,Mattia Zanotti\875d65d1,it ITA,DF,Inter,19-031,2003,0.1,13,0,2,2,9,1,10,0,0,,0,0,8,32,5,0,0,0,0,0,10,10,100.0,1,Matches
575,Duván Zapata\d3de9af0,co COL,FW,Atalanta,30-316,1991,13.4,546,8,26,201,367,139,512,24,46,52.2,26,3,425,2175,1325,73,27,23,53,37,745,435,58.4,158,Matches
576,Gabriele Zappa\ca3db240,it ITA,DF,Cagliari,22-051,1999,11.0,651,56,261,296,137,7,571,6,15,40.0,7,0,385,1871,984,34,15,2,8,12,430,390,90.7,6,Matches
577,Davide Zappacosta\7fe90ccd,it ITA,DF,Atalanta,29-245,1992,14.7,951,30,224,400,385,53,822,7,24,29.2,10,2,647,3034,1690,84,24,13,16,16,744,649,87.2,41,Matches
578,Simone Zaza\9592289a,it ITA,FWMF,Torino,30-231,1991,1.3,71,4,9,23,43,11,70,2,6,33.3,2,0,37,110,60,2,1,0,5,3,88,47,53.4,10,Matches
579,Marvin Zeegelaar\8abd0c03,nl NED,DF,Udinese,31-183,1990,2.7,133,19,63,63,9,1,119,2,2,100.0,2,0,59,212,71,5,1,0,0,0,71,62,87.3,1,Matches
580,Piotr Zieliński\a5296e55,pl POL,MF,Napoli,27-267,1994,15.9,973,12,101,517,427,61,920,19,31,61.3,19,2,652,3174,1612,84,37,6,28,17,869,762,87.7,104,Matches
581,David Zima\acf7e795,cz CZE,DF,Torino,21-095,2000,9.3,483,47,189,253,76,9,476,5,7,71.4,6,0,301,1658,738,25,9,1,4,3,322,309,96.0,6,Matches
582,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,31-036,1991,7.0,256,235,256,1,0,0,186,0,0,,0,0,111,451,222,0,0,0,0,0,115,114,99.1,0,Matches
583,Nadir Zortea\82598b71,it ITA,DFMF,Salernitana,22-237,1999,8.7,344,25,112,139,124,10,296,14,28,50.0,15,3,210,1155,658,30,6,4,6,9,240,187,77.9,20,Matches
584,Szymon Żurkowski\4e1d5e59,pl POL,MF,Empoli,24-139,1997,14.2,759,33,157,378,315,38,755,20,26,76.9,21,1,575,4126,2361,104,41,4,22,32,586,515,87.9,58,Matches
585,Milan Đurić\405f6586,ba BIH,FW,Salernitana,31-265,1990,11.0,379,16,35,189,167,71,372,5,6,83.3,5,0,126,394,143,9,3,3,23,8,513,310,60.4,52,Matches
586,Filip Đuričić\eccbe56a,rs SRB,MFFW,Sassuolo,30-012,1992,7.0,291,7,47,151,124,26,282,7,17,41.2,7,1,221,1355,900,40,19,5,20,13,280,224,80.0,41,Matches
