,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
261,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,32-322,1989,8.9,552,97,280,289,17,7,534,1,1,100.0,1,0,347,1750,939,19,1,0,1,1,372,367,98.7,0,Matches
262,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,30-329,1991,0.6,28,0,2,17,10,2,28,1,2,50.0,1,0,19,60,8,1,0,0,5,1,41,25,61.0,5,Matches
263,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,36-093,1985,0.5,42,5,18,22,8,0,42,0,2,0.0,1,0,33,186,124,6,1,0,0,0,37,36,97.3,0,Matches
264,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,23-348,1998,12.3,1030,27,213,551,326,10,958,16,23,69.6,20,1,718,3400,1606,63,21,2,18,20,768,720,93.8,35,Matches
265,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,30-236,1991,13.7,991,116,448,577,32,12,963,7,9,77.8,7,0,656,3353,2004,41,8,1,2,2,731,723,98.9,6,Matches
266,Christos Kourfalidis\5c522c88,gr GRE,MFDF,Cagliari,19-092,2002,0.2,15,1,2,7,8,1,15,0,0,,0,0,7,60,45,2,1,0,1,0,10,8,80.0,2,Matches
267,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,25-362,1996,10.3,535,14,118,312,140,11,510,4,10,40.0,4,0,355,1584,780,34,14,1,9,18,417,362,86.8,26,Matches
268,Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,24-277,1997,0.1,3,0,0,2,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,4,2,50.0,0,Matches
269,Rade Krunić\817c6964,ba BIH,MFFW,Milan,28-127,1993,11.7,557,28,100,304,184,19,548,11,13,84.6,11,0,355,1542,654,28,11,1,17,7,453,380,83.9,51,Matches
270,Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,21-292,2000,8.6,388,4,60,171,195,48,383,12,28,42.9,15,0,294,1717,987,39,15,4,23,33,380,261,68.7,73,Matches
271,Marash Kumbulla\a40819d9,al ALB,DF,Roma,22-003,2000,4.4,316,24,168,175,4,3,312,0,0,,0,0,234,1290,795,11,0,0,0,2,249,249,100.0,0,Matches
272,Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,26-006,1996,10.9,800,44,239,328,295,20,720,20,35,57.1,20,3,595,3504,1892,105,25,9,11,11,623,567,91.0,33,Matches
273,Andrea La Mantia\c375dfa5,it ITA,FWMF,Empoli,30-281,1991,1.9,60,3,3,23,34,12,59,0,0,,0,0,25,51,15,1,0,0,5,5,80,46,57.5,14,Matches
274,Sam Lammers\c283ddef,nl NED,FW,Atalanta,24-287,1997,0.4,29,0,0,13,17,3,29,0,1,0.0,0,0,18,44,15,1,1,0,3,2,41,26,63.4,9,Matches
275,Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,29-185,1992,8.2,297,10,31,110,172,49,284,6,10,60.0,8,0,183,1000,525,17,8,4,27,20,387,208,53.7,83,Matches
276,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,31-149,1990,20.8,1233,43,250,514,540,92,1061,14,37,37.8,15,6,705,3822,2557,122,39,32,13,14,890,758,85.2,78,Matches
277,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,28-074,1993,9.4,620,24,155,324,198,21,533,13,24,54.2,16,4,422,2652,1746,82,28,9,14,6,445,403,90.6,28,Matches
278,Rafael Leão\20730eae,pt POR,FW,Milan,22-246,1999,15.8,679,7,51,315,401,100,670,52,79,65.8,56,2,572,4327,2864,147,49,35,40,28,702,534,76.1,89,Matches
279,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,35-033,1987,11.0,807,43,229,511,91,0,785,3,5,60.0,3,0,474,1428,672,22,3,0,5,4,589,561,95.2,3,Matches
280,Luca Lezzerini\c9c32262,it ITA,GK,Venezia,26-324,1995,4.5,180,169,179,1,0,0,129,0,0,,0,0,79,233,120,0,0,0,0,0,68,68,100.0,0,Matches
281,Ben Lhassine Kone\7452c7a8,ci CIV,MF,Torino,21-334,2000,0.9,43,2,10,28,6,0,43,0,0,,0,0,24,126,56,3,1,0,1,0,25,25,100.0,0,Matches
282,Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,22-183,1999,18.3,1252,202,613,657,74,27,1223,1,3,33.3,2,0,835,4304,1990,58,13,0,2,0,899,891,99.1,2,Matches
283,Anderson Lima\59be3a74,br BRA,MF,Lazio,22-141,1999,0.6,38,0,11,23,7,1,38,0,0,,0,0,26,91,37,0,0,0,2,0,31,30,96.8,4,Matches
284,Karol Linetty\d023d70f,pl POL,MFFW,Torino,27-009,1995,8.4,311,3,40,137,147,29,302,3,9,33.3,4,1,201,758,406,24,7,4,26,8,310,214,69.0,33,Matches
285,Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,27-078,1994,10.9,1065,30,210,750,176,2,1053,6,6,100.0,6,0,783,3737,1611,62,26,1,3,6,884,863,97.6,12,Matches
286,Manuel Locatelli\a8a874f1,it ITA,MF,Juventus,24-034,1998,17.5,1271,72,361,751,216,23,1229,10,13,76.9,10,1,850,3043,1373,47,20,2,11,12,956,912,95.4,20,Matches
287,Maxime Lopez\20094685,fr FRA,MF,Sassuolo,24-069,1997,21.8,1949,101,557,1246,297,14,1901,14,28,50.0,19,4,1407,8291,3808,145,44,5,13,15,1584,1529,96.5,21,Matches
288,Matteo Lovato\5fa57166,it ITA,DF,Cagliari,21-362,2000,3.5,194,29,110,87,4,1,182,2,2,100.0,2,0,102,440,165,2,0,0,2,0,101,97,96.0,0,Matches
289,Matteo Lovato\5fa57166,it ITA,DFMF,Atalanta,21-362,2000,3.4,224,19,89,128,22,3,219,1,3,33.3,1,0,157,649,364,12,1,0,2,1,160,157,98.1,1,Matches
290,Hirving Lozano\a69e4806,mx MEX,FW,Napoli,26-196,1995,12.3,606,8,94,244,314,76,599,16,29,55.2,18,0,456,2865,1800,100,19,28,22,29,605,470,77.7,91,Matches
291,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,32-037,1990,18.6,1264,139,570,698,66,19,1226,2,2,100.0,2,0,700,4660,2165,60,9,0,1,6,710,700,98.6,1,Matches
292,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,25-182,1996,21.5,1359,36,228,861,359,26,1309,19,26,73.1,19,0,923,5542,2901,148,41,9,26,4,989,905,91.5,43,Matches
293,Sebastiano Luperto\997fff07,it ITA,DF,Empoli,25-158,1996,12.1,726,171,430,323,24,4,687,0,1,0.0,0,0,410,2827,1558,30,9,0,3,1,446,437,98.0,1,Matches
294,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,28-112,1993,15.6,747,75,280,315,188,13,604,10,18,55.6,11,0,369,1641,882,33,14,1,27,9,428,367,85.7,23,Matches
295,Niki Mäenpää\14a96e1c,fi FIN,GK,Venezia,37-019,1985,5.5,176,160,176,0,0,0,124,0,0,,0,0,76,398,221,0,0,0,0,0,76,76,100.0,0,Matches
296,Giulio Maggiore\957e4c87,it ITA,MF,Spezia,23-336,1998,19.6,980,32,234,566,256,41,972,15,30,50.0,18,2,664,3197,1754,64,33,6,29,28,761,659,86.6,57,Matches
297,Francesco Magnanelli\07767f42,it ITA,MF,Sassuolo,37-091,1984,1.6,142,8,38,98,13,0,134,0,0,,0,0,87,273,139,5,0,0,1,0,104,100,96.2,2,Matches
298,Giangiacomo Magnani\cce9f582,it ITA,DF,Sampdoria,26-130,1995,1.0,85,4,49,46,0,0,85,0,0,,0,0,63,424,207,2,0,0,0,0,68,67,98.5,0,Matches
299,Giangiacomo Magnani\cce9f582,it ITA,DF,Hellas Verona,26-130,1995,5.9,310,47,161,149,14,5,306,0,0,,0,0,135,783,485,5,2,0,1,1,161,158,98.1,1,Matches
300,Mike Maignan\fcb38f57,fr FRA,GK,Milan,26-223,1995,18.0,658,540,653,5,0,0,540,0,1,0.0,0,0,362,1892,1146,0,0,0,0,0,357,356,99.7,0,Matches
301,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Roma,24-166,1997,3.3,239,12,86,100,62,4,201,2,3,66.7,3,0,142,635,350,20,4,1,4,4,151,137,90.7,10,Matches
302,Jean-Victor Makengo\22bfb57e,fr FRA,MF,Udinese,23-244,1998,15.1,551,18,120,329,155,17,544,15,24,62.5,15,1,403,2501,1282,56,22,6,13,20,437,372,85.1,23,Matches
303,Nikola Maksimović\16b9d5cf,rs SRB,DF,Genoa,30-078,1991,4.8,295,75,188,116,8,3,271,0,1,0.0,0,0,157,902,425,8,2,0,0,0,175,173,98.9,0,Matches
304,Kévin Malcuit\d6a889ea,ma MAR,DF,Napoli,30-195,1991,2.0,112,10,47,39,37,4,98,2,4,50.0,2,0,71,513,300,13,1,1,2,1,78,74,94.9,6,Matches
305,Daniel Maldini\801831fe,it ITA,MFFW,Milan,20-123,2001,1.6,64,0,10,36,27,9,62,1,2,50.0,1,0,41,328,201,9,6,1,4,0,62,44,71.0,6,Matches
306,Youssef Maleh\4c8845f7,it ITA,MF,Fiorentina,23-173,1998,5.7,304,4,42,171,113,23,300,1,6,16.7,3,1,201,999,552,22,10,3,11,5,255,221,86.7,29,Matches
307,Ruslan Malinovskyi\48d5bd33,ua UKR,FWMF,Atalanta,28-283,1993,13.0,904,3,85,420,470,45,837,26,44,59.1,27,1,667,3775,2073,100,35,9,31,45,791,672,85.0,105,Matches
308,Rey Manaj\7703afb6,al ALB,FWMF,Spezia,24-352,1997,10.7,450,10,40,259,173,35,420,8,27,29.6,10,0,308,1447,700,36,9,6,46,31,530,325,61.3,73,Matches
309,Gianluca Mancini\5aa53281,it ITA,DF,Roma,25-300,1996,21.8,1463,207,718,734,100,28,1420,1,2,50.0,2,0,988,4989,2959,86,19,1,6,1,1106,1086,98.2,4,Matches
310,Leonardo Mancuso\311027cb,it ITA,FW,Empoli,29-261,1992,4.7,119,2,10,48,68,19,110,0,0,,0,0,69,381,212,11,3,1,9,7,153,83,54.2,29,Matches
311,Rolando Mandragora\c7259b83,it ITA,MF,Torino,24-227,1997,9.3,558,13,85,329,163,14,501,5,8,62.5,5,0,320,1229,673,30,8,5,9,6,386,347,89.9,21,Matches
312,Kostas Manolas\c707411f,gr GRE,DF,Napoli,30-242,1991,3.5,250,37,101,162,3,1,243,0,0,,0,0,165,1059,576,15,1,0,0,0,200,196,98.0,0,Matches
313,Riccardo Marchizza\91d0fabf,it ITA,DF,Empoli,23-322,1998,15.0,774,49,206,360,251,19,620,10,24,41.7,12,1,447,2475,1315,64,19,1,4,16,456,413,90.6,19,Matches
314,Gian Marco Ferrari\8650af85,it ITA,DF,Sassuolo,29-361,1992,23.8,1808,302,999,861,68,24,1692,5,6,83.3,5,0,1130,5650,3547,71,17,0,11,6,1290,1258,97.5,8,Matches
315,Pablo Marí\aa54ec6f,es ESP,DF,Udinese,28-164,1993,1.0,51,8,31,18,2,0,44,0,0,,0,0,11,49,8,1,0,0,0,0,14,13,92.9,0,Matches
316,Răzvan Marin\7fac99d4,ro ROU,MF,Cagliari,25-264,1996,21.8,1104,26,221,612,348,18,989,13,22,59.1,13,1,747,4415,2184,81,29,2,27,24,804,713,88.7,43,Matches
317,Lucas Martínez Quarta\3ec3c1c9,ar ARG,DF,Fiorentina,25-277,1996,13.0,1054,137,585,520,50,20,1024,11,13,84.6,11,1,749,5387,2716,60,18,1,3,6,769,756,98.3,1,Matches
318,Lautaro Martínez\f7036e1c,ar ARG,FW,Inter,24-173,1997,14.3,498,5,38,199,284,105,482,13,31,41.9,13,2,320,1451,727,40,13,6,32,21,569,355,62.4,105,Matches
319,Adam Marušić\d4535821,me MNE,DF,Lazio,29-117,1992,17.9,1265,81,470,654,222,8,1134,9,16,56.3,9,1,856,3661,1855,71,27,1,14,15,873,838,96.0,14,Matches
320,Andrea Masiello\e0314d87,it ITA,DF,Genoa,36-006,1986,5.7,359,61,214,153,12,3,353,0,0,,0,0,225,1023,554,10,0,0,1,3,232,227,97.8,0,Matches
321,Borja Mayoral\64e8ed6d,es ESP,FWDF,Roma,24-312,1997,1.1,47,0,4,21,25,5,46,1,4,25.0,1,0,35,89,17,1,0,0,2,2,59,40,67.8,10,Matches
322,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Salernitana,26-199,1995,0.9,55,2,23,17,16,1,41,1,1,100.0,1,0,23,103,50,5,0,0,0,0,28,26,92.9,0,Matches
323,Pasquale Mazzocchi\eb0ec070,it ITA,DF,Venezia,26-199,1995,13.8,755,53,311,310,206,4,636,15,33,45.5,18,3,467,2858,1796,67,25,1,19,27,454,410,90.3,19,Matches
324,Ibrahima Mbaye\cfbf9881,sn SEN,DF,Bologna,27-084,1994,0.8,43,9,16,19,8,0,38,1,2,50.0,2,1,20,66,26,1,0,0,1,1,36,27,75.0,0,Matches
325,Weston McKennie\01c3aff5,us USA,MF,Juventus,23-167,1998,13.7,692,25,152,335,240,49,655,9,17,52.9,12,1,376,1838,1069,57,18,4,22,18,564,453,80.3,79,Matches
326,Gary Medel\563a68ad,cl CHI,DF,Bologna,34-192,1987,20.0,1260,237,727,581,14,0,1185,6,7,85.7,6,0,805,4308,2112,38,4,0,0,4,818,815,99.6,2,Matches
327,Filippo Melegoni\6604165d,it ITA,MFFW,Genoa,22-358,1999,3.2,152,4,39,71,56,4,145,2,6,33.3,2,0,105,506,293,12,7,0,7,1,142,103,72.5,13,Matches
328,Arthur Melo\48b3dd60,br BRA,MF,Juventus,25-183,1996,4.8,362,18,102,245,44,2,349,2,3,66.7,3,0,277,1550,591,24,3,0,3,1,274,267,97.4,5,Matches
329,Alex Meret\9413b19f,it ITA,GK,Napoli,24-326,1997,4.0,94,80,93,0,1,0,74,0,0,,0,0,44,174,87,0,0,0,0,0,52,52,100.0,0,Matches
330,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Hellas Verona,25-041,1997,0.5,44,4,11,19,16,0,33,0,1,0.0,0,0,19,93,39,2,1,0,1,1,25,22,88.0,1,Matches
331,Dries Mertens\89b2c8a9,be BEL,FWMF,Napoli,34-281,1987,8.5,378,5,34,144,214,64,362,6,11,54.5,7,1,238,1065,619,41,9,12,12,6,406,297,73.2,56,Matches
332,Junior Messias\f49c4ae9,br BRA,FWMF,Milan,30-274,1991,7.9,409,17,54,167,224,40,398,16,28,57.1,18,2,287,1624,1187,63,17,14,18,23,355,279,78.6,50,Matches
333,Kingsley Michael\e63e122d,ng NGA,MF,Bologna,22-169,1999,0.8,37,2,15,21,4,0,37,0,0,,0,0,24,129,37,1,0,0,0,0,25,23,92.0,0,Matches
334,Valentin Mihaila\81a4c239,ro ROU,MF,Atalanta,22-009,2000,0.2,13,0,0,6,7,3,13,0,1,0.0,0,1,10,79,62,3,0,3,1,1,14,11,78.6,2,Matches
335,Mikael\33502726,br BRA,FW,Salernitana,22-259,1999,0.2,3,0,0,1,2,0,3,0,0,,0,0,0,0,0,0,0,0,1,0,7,2,28.6,1,Matches
336,Nikola Milenković\bee704fc,rs SRB,DF,Fiorentina,24-122,1997,19.3,1456,165,759,743,54,18,1411,1,2,50.0,2,0,940,4604,2505,58,7,0,8,4,1028,1009,98.2,4,Matches
337,Sergej Milinković-Savić\4e6dbac4,rs SRB,MF,Lazio,26-349,1995,20.6,1640,51,289,934,504,73,1613,20,36,55.6,21,0,1093,4489,1996,99,33,2,40,39,1513,1313,86.8,116,Matches
338,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,24-356,1997,22.0,861,661,855,8,1,1,639,2,2,100.0,2,0,479,2954,1696,0,0,0,0,0,452,451,99.8,0,Matches
339,Aleksei Miranchuk\a9aa0d1d,ru RUS,MFFW,Atalanta,26-117,1995,5.2,304,5,34,135,154,21,296,7,16,43.8,7,0,225,1123,557,31,5,4,15,11,296,232,78.4,42,Matches
340,Henrikh Mkhitaryan\dd0daf32,am ARM,MFFW,Roma,33-021,1989,20.2,1075,24,184,583,411,54,1049,21,39,53.8,25,4,737,4233,2441,109,40,11,29,29,854,743,87.0,104,Matches
341,Marco Modolo\fdcdb521,it ITA,DFFW,Venezia,32-325,1989,2.4,92,34,65,27,3,1,91,0,0,,0,0,43,172,58,0,0,0,0,2,46,46,100.0,0,Matches
342,Nahuel Molina\23610943,ar ARG,DFMF,Udinese,24-071,1997,16.4,796,33,234,331,278,23,681,16,26,61.5,18,1,457,2506,1676,69,22,5,12,12,525,460,87.6,33,Matches
343,Cristian Molinaro\1c8c5aed,it ITA,DF,Venezia,38-196,1983,6.1,393,33,160,177,83,1,334,9,9,100.0,9,0,213,1291,873,25,11,1,2,4,230,221,96.1,4,Matches
344,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,25-356,1996,21.0,660,572,659,1,0,0,478,0,0,,0,0,291,1795,969,0,0,0,0,0,277,277,100.0,0,Matches
345,Álvaro Morata\129af0db,es ESP,FW,Juventus,29-111,1992,16.8,650,16,74,317,307,92,638,13,24,54.2,17,4,450,2480,1532,70,27,20,50,38,762,496,65.1,130,Matches
346,Raúl Moro\919dd4b1,es ESP,FW,Lazio,19-068,2002,2.1,101,0,13,49,50,8,98,4,8,50.0,4,0,82,573,381,16,6,2,4,5,103,80,77.7,8,Matches
347,Andrei Motoc\b64073a0,ro ROU,DF,Salernitana,20-041,2002,1.0,36,6,24,13,1,0,36,0,0,,0,0,20,110,59,0,0,0,0,0,21,20,95.2,0,Matches
348,Lys Mousset\d9cfca3d,fr FRA,FW,Salernitana,26-003,1996,0.5,13,1,1,11,1,0,10,0,1,0.0,0,0,7,24,11,1,0,0,0,0,19,7,36.8,0,Matches
349,Samuel Mráz\be6c1ccc,sk SVK,FW,Spezia,24-274,1997,0.6,14,0,1,9,4,0,12,0,0,,0,0,5,29,11,1,0,0,0,0,30,7,23.3,1,Matches
350,Mert Müldür\1295552e,tr TUR,DFFW,Sassuolo,22-314,1999,10.2,630,32,190,352,127,6,551,7,10,70.0,8,2,389,1780,1266,48,17,3,11,8,443,404,91.2,11,Matches
351,Luis Muriel\eb2fe5b6,co COL,FW,Atalanta,30-301,1991,8.2,487,3,24,196,296,75,452,21,39,53.8,23,1,353,1755,911,60,11,19,28,26,550,371,67.5,111,Matches
352,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,27-293,1994,2.4,103,1,13,44,48,10,99,1,4,25.0,1,0,58,223,31,2,1,0,8,4,120,85,70.8,31,Matches
353,Nicola Murru\d183e9d6,it ITA,DF,Sampdoria,27-057,1994,4.9,268,18,79,134,68,9,219,0,2,0.0,0,0,158,696,448,19,4,1,1,6,166,150,90.4,12,Matches
354,Juan Musso\a111cf41,ar ARG,GK,Atalanta,27-281,1994,20.6,662,566,658,8,0,0,480,1,1,100.0,1,0,336,1578,765,0,0,0,0,0,299,297,99.3,0,Matches
355,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,24-267,1997,13.5,889,23,200,406,345,40,780,11,32,34.4,13,1,611,3048,1914,78,29,8,19,19,630,567,90.0,52,Matches
356,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,26-045,1995,14.9,735,18,129,372,294,42,702,19,35,54.3,23,1,539,3836,2296,103,35,19,33,27,691,528,76.4,59,Matches
357,Nani\15e9c7e6,pt POR,FWMF,Venezia,35-086,1986,1.0,41,0,5,23,14,1,38,1,3,33.3,2,0,30,190,70,4,1,0,2,2,45,34,75.6,5,Matches
358,Matija Nastasić\f35430a4,rs SRB,DF,Fiorentina,28-320,1993,2.4,175,27,91,88,2,1,173,0,0,,0,0,117,351,131,3,0,0,0,0,130,128,98.5,0,Matches
359,Ilija Nestorovski\b1236c63,mk MKD,FW,Udinese,31-336,1990,0.1,16,0,0,8,8,2,13,0,0,,0,0,8,10,3,0,0,0,1,0,13,13,100.0,4,Matches
360,Aurélien Nguiamba\de135234,fr FRA,MF,Spezia,23-024,1999,0.3,14,0,3,10,1,0,14,2,2,100.0,2,0,10,18,8,0,0,0,0,0,7,7,100.0,1,Matches
361,Dimitris Nikolaou\cf961d8d,gr GRE,DF,Spezia,23-182,1998,22.0,1294,200,723,622,49,4,1244,7,9,77.8,7,0,828,5287,2768,67,13,1,9,10,817,805,98.5,2,Matches
362,Jean-Pierre Nsame\12e6d21a,cm CMR,MFFW,Venezia,28-286,1993,0.1,3,0,0,2,1,0,3,0,0,,0,0,1,0,0,0,0,0,1,0,5,3,60.0,0,Matches
363,Bram Nuytinck\e33f36d5,nl NED,DF,Udinese,31-283,1990,19.3,936,229,633,326,20,14,897,0,0,,0,0,480,2338,1132,23,1,0,1,3,554,547,98.7,2,Matches
364,Simeon Nwankwo\80dbbd10,ng NGA,FW,Salernitana,29-280,1992,9.4,303,11,31,142,141,45,295,6,8,75.0,6,1,200,547,218,12,5,2,31,23,459,229,49.9,62,Matches
365,M'Bala Nzola\a4948e67,ao ANG,FW,Spezia,25-177,1996,10.2,353,11,27,164,184,54,336,8,15,53.3,9,0,239,1497,661,27,14,7,41,25,495,271,54.7,68,Matches
366,Adam Obert\aa25ce92,sk SVK,DFMF,Cagliari,19-172,2002,2.3,99,21,62,34,9,0,94,6,6,100.0,6,1,70,302,96,3,1,0,1,3,69,63,91.3,0,Matches
367,Joel Obi\614c38fb,ng NGA,MF,Salernitana,30-265,1991,11.8,427,17,102,217,131,29,414,4,6,66.7,4,0,246,975,426,15,6,1,18,14,330,255,77.3,40,Matches
368,Álvaro Odriozola\1d1691ad,es ESP,DF,Fiorentina,26-059,1995,13.7,867,59,272,384,281,42,760,8,23,34.8,9,3,592,4121,2047,95,35,17,13,10,642,574,89.4,55,Matches
369,Stefano Okaka\601ef102,it ITA,FW,Udinese,32-186,1989,0.2,10,1,1,6,4,2,10,0,0,,0,0,5,54,45,2,1,0,1,0,12,5,41.7,3,Matches
370,David Okereke\d125f22f,ng NGA,FWMF,Venezia,24-166,1997,13.6,449,11,62,205,220,58,442,20,39,51.3,24,1,332,1876,1051,49,18,14,28,23,570,318,55.8,96,Matches
371,Christian Oliva\d3b888e3,uy URU,MF,Cagliari,25-255,1996,0.5,34,2,13,19,6,0,33,0,0,,0,0,25,185,111,5,1,0,0,0,21,21,100.0,0,Matches
372,Sérgio Oliveira\947e036f,pt POR,MF,Roma,29-254,1992,2.6,176,9,42,96,52,6,159,1,2,50.0,1,0,105,539,317,19,5,1,2,6,119,113,95.0,7,Matches
373,Riccardo Orsolini\e14ec482,it ITA,FWDF,Bologna,25-018,1997,9.9,501,8,71,247,213,27,457,13,26,50.0,13,1,349,1834,978,49,12,6,19,8,475,367,77.3,47,Matches
374,Victor Osimhen\8c90fd7a,ng NGA,FW,Napoli,23-044,1998,10.9,334,12,19,127,211,81,332,10,21,47.6,11,0,224,1601,865,48,16,8,32,19,476,260,54.6,94,Matches
375,David Ospina\82b1198a,co COL,GK,Napoli,33-164,1988,20.0,625,559,620,7,0,0,497,0,0,,0,0,339,1663,981,0,0,0,0,0,328,326,99.4,0,Matches
376,Adam Ounas\ed90babd,dz ALG,MFFW,Napoli,25-092,1996,2.8,213,2,22,87,125,18,206,12,17,70.6,13,2,185,1153,721,35,10,9,9,12,201,176,87.6,29,Matches
377,Daniele Padelli\cf1c23d8,it ITA,GK,Udinese,36-109,1985,2.0,81,77,81,0,0,0,66,0,0,,0,0,51,205,112,0,0,0,0,0,45,45,100.0,0,Matches
378,Goran Pandev\d711d04f,mk MKD,FWMF,Genoa,38-199,1983,9.4,361,1,32,185,156,31,350,9,19,47.4,10,3,281,966,335,18,4,4,30,22,444,287,64.6,81,Matches
379,Ivor Pandur\457cb02f,hr CRO,GK,Hellas Verona,21-323,2000,3.0,76,72,76,0,0,0,59,0,0,,0,0,38,111,36,0,0,0,0,0,35,35,100.0,0,Matches
380,Fabiano Parisi\0967845b,it ITA,DF,Empoli,21-094,2000,7.1,460,34,157,230,128,13,399,12,27,44.4,14,0,325,2146,1429,56,28,3,11,10,272,260,95.6,12,Matches
381,Mario Pašalić\e599253a,hr CRO,MFFW,Atalanta,27-002,1995,14.1,852,24,133,471,301,67,839,14,25,56.0,16,2,589,2707,1164,68,20,9,36,21,776,641,82.6,96,Matches
382,Patric\f7223718,es ESP,DF,Lazio,28-300,1993,8.4,765,104,397,390,13,6,750,2,2,100.0,2,0,551,2345,978,13,0,0,4,0,604,602,99.7,1,Matches
383,Rui Patrício\79b0d6a0,pt POR,GK,Roma,33-361,1988,24.0,702,633,700,3,0,0,485,0,0,,0,0,288,1385,565,0,0,0,1,0,298,297,99.7,0,Matches
384,Leonardo Pavoletti\d37b0350,it ITA,FW,Cagliari,33-077,1988,10.0,382,13,49,194,144,55,378,2,3,66.7,3,0,154,399,57,2,0,2,25,2,524,283,54.0,59,Matches
385,Pedro\3ca7254a,es ESP,FW,Lazio,34-198,1987,18.7,994,16,138,518,432,74,971,23,43,53.5,24,2,793,4848,2919,154,64,14,38,24,957,784,81.9,92,Matches
386,João Pedro\81255c03,br BRA,FW,Cagliari,29-339,1992,23.0,739,21,70,370,339,99,693,17,36,47.2,19,2,463,2710,1284,67,21,7,50,37,958,522,54.5,135,Matches
387,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,40-323,1981,1.0,36,31,36,0,0,0,25,0,0,,0,0,18,87,41,0,0,0,0,0,19,19,100.0,0,Matches
388,Pietro Pellegri\a44d3a3c,it ITA,FW,Milan,20-331,2001,1.5,37,1,5,10,25,5,36,0,3,0.0,0,0,24,113,45,3,1,0,3,2,53,19,35.8,6,Matches
389,Pietro Pellegri\a44d3a3c,it ITA,FW,Torino,20-331,2001,0.2,8,1,1,4,4,0,8,0,0,,0,0,5,31,7,1,0,0,1,0,11,6,54.5,3,Matches
390,Lorenzo Pellegrini\4a5a45c7,it ITA,MF,Roma,25-237,1996,13.8,833,14,92,416,388,63,735,23,49,46.9,24,1,555,3297,1595,91,25,12,26,22,717,586,81.7,104,Matches
391,Luca Pellegrini\3b61c9ec,it ITA,DF,Juventus,22-341,1999,5.6,403,20,134,172,115,1,348,5,10,50.0,5,2,261,999,551,25,6,1,2,7,284,265,93.3,9,Matches
392,Gastón Pereiro\7ec7738e,uy URU,FWMF,Cagliari,26-245,1995,5.4,200,4,26,97,92,12,179,4,8,50.0,5,1,135,977,616,35,11,3,12,5,209,137,65.6,19,Matches
393,Dor Peretz\e2a302a8,il ISR,MF,Venezia,26-270,1995,3.7,183,14,60,109,22,4,179,2,6,33.3,2,0,110,443,234,8,2,0,2,2,134,122,91.0,2,Matches
394,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,31-035,1991,11.3,538,14,86,289,215,36,518,13,27,48.1,13,1,408,2666,1454,69,24,8,24,17,493,397,80.5,40,Matches
395,Carles Pérez\a8f21b9f,es ESP,MFFW,Roma,23-360,1998,3.6,191,0,21,68,122,21,175,7,14,50.0,7,1,143,901,548,36,16,6,7,7,173,137,79.2,25,Matches
396,Nehuén Pérez\f7c491f1,ar ARG,DF,Udinese,21-232,2000,7.3,380,50,191,166,38,7,325,3,8,37.5,4,1,172,921,483,17,2,0,3,2,174,167,96.0,0,Matches
397,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,29-093,1992,3.0,88,79,88,0,0,0,60,0,0,,0,0,41,127,61,0,0,0,0,0,41,41,100.0,0,Matches
