,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
263,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-209,1994,14.1,708,693,15,13,3,84,23,0,0,0,0,0,559,66,83,101,546,37,2,5,630,1,5,10,8,Matches
264,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-058,1992,1.2,55,54,1,0,0,5,1,6,0,0,0,0,41,9,5,6,48,1,0,0,47,0,1,0,1,Matches
265,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-091,2002,17.9,803,639,164,13,0,99,13,39,0,0,0,0,462,161,180,67,529,43,151,2,608,0,22,33,30,Matches
266,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-179,1993,15.1,838,813,25,20,2,93,29,0,0,0,0,0,606,85,147,196,582,39,5,6,689,2,20,25,14,Matches
267,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-047,1986,21.0,508,314,194,34,1,25,8,0,0,0,0,0,257,20,231,323,78,0,0,67,385,2,6,7,0,Matches
268,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-308,1996,2.6,148,135,13,3,1,25,5,1,10,2,4,1,112,20,16,123,22,1,0,2,117,0,0,10,8,Matches
269,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-096,1993,0.3,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,Matches
270,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-019,1996,7.7,440,434,6,5,2,74,5,2,0,0,0,0,368,40,32,25,380,16,0,1,389,0,3,16,5,Matches
271,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-020,1987,1.2,31,31,0,0,0,18,1,2,0,0,0,0,13,9,9,3,13,3,0,1,17,0,0,2,2,Matches
272,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-104,1997,10.9,435,413,22,16,0,94,12,2,1,1,0,0,306,50,79,74,322,22,1,5,347,2,5,12,8,Matches
273,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-114,1997,10.6,343,334,9,3,1,82,2,13,0,0,0,0,291,29,23,77,261,3,1,0,265,3,5,14,18,Matches
274,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-010,1989,2.0,62,46,16,3,0,4,2,0,0,0,0,0,29,4,29,0,55,0,0,6,44,0,0,0,0,Matches
275,Imran Louza\e1df6989,ma MAR,MF,Watford,22-286,1999,4.9,207,177,30,15,1,20,11,6,12,6,5,1,112,32,63,137,44,22,2,1,160,0,2,4,4,Matches
276,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-247,1989,16.8,741,570,171,15,2,79,21,31,0,0,0,0,301,176,264,49,481,40,156,3,508,4,17,25,35,Matches
277,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-278,1998,16.7,741,648,93,55,2,110,25,14,33,22,6,1,497,97,147,70,611,31,5,4,598,3,16,20,10,Matches
278,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-274,1993,12.1,221,204,17,0,5,83,1,5,0,0,0,0,154,39,28,127,55,9,0,9,159,1,0,22,10,Matches
279,Lyanco\b5bf1770,br BRA,DF,Southampton,25-010,1997,6.1,228,220,8,6,0,33,4,3,0,0,0,0,137,21,70,13,194,12,0,3,160,1,4,7,5,Matches
280,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-049,1998,9.4,475,432,43,12,1,68,30,13,30,17,9,3,327,59,89,55,390,13,1,6,372,0,9,20,10,Matches
281,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-080,1996,15.9,543,456,87,29,6,112,23,21,47,19,14,3,370,54,119,49,477,10,1,2,387,2,11,29,11,Matches
282,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28-343,1993,17.7,1004,974,30,29,0,134,46,0,0,0,0,0,722,82,200,147,755,60,1,5,866,5,21,11,7,Matches
283,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30-355,1991,10.1,579,523,56,6,2,71,23,32,41,20,2,9,440,43,96,515,40,11,9,0,476,3,6,17,16,Matches
284,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-166,1997,3.0,136,131,5,4,0,22,2,1,0,0,0,0,99,10,27,18,104,9,1,0,105,0,4,9,2,Matches
285,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-307,1992,19.0,629,620,9,2,2,127,14,40,0,0,0,0,469,92,68,162,435,10,7,6,452,5,16,55,35,Matches
286,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-282,1994,11.8,339,257,82,0,0,45,2,8,0,0,0,0,168,88,83,23,205,21,82,3,246,1,9,18,10,Matches
287,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32-357,1989,11.3,581,475,106,4,1,78,18,41,3,1,1,0,335,136,110,414,40,17,99,2,453,7,13,23,17,Matches
288,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-206,1994,10.0,429,376,53,10,0,78,24,32,17,4,8,1,277,55,97,341,39,14,25,2,312,0,8,14,21,Matches
289,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-164,1993,2.0,86,85,1,1,0,8,3,0,0,0,0,0,64,7,15,60,13,11,0,0,78,0,1,1,1,Matches
290,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-068,1995,2.4,85,84,1,0,1,16,1,5,0,0,0,0,70,8,7,7,74,0,0,2,66,0,0,6,4,Matches
291,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-238,2001,10.4,278,250,28,0,0,47,13,17,23,22,0,0,182,47,49,32,227,6,2,0,191,1,5,13,18,Matches
292,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-162,1992,21.0,662,424,238,72,0,51,23,0,0,0,0,0,330,21,311,71,469,0,0,78,465,3,24,6,2,Matches
293,Adam Masina\de0f152c,ma MAR,DF,Watford,28-040,1994,9.6,420,325,95,8,0,46,18,17,5,3,2,0,166,87,167,248,52,25,82,1,282,1,13,13,9,Matches
294,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-096,1993,5.6,306,269,37,4,0,42,4,16,0,0,0,0,206,52,48,242,8,15,33,1,237,2,9,11,8,Matches
295,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-228,1997,4.2,81,71,10,0,0,25,0,2,0,0,0,0,51,11,19,15,43,10,0,1,57,1,1,5,4,Matches
296,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,33-194,1988,8.5,550,534,16,15,1,94,13,1,0,0,0,0,428,61,61,430,75,24,1,2,473,2,3,22,9,Matches
297,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-187,1991,18.0,1313,1280,33,22,0,130,24,0,0,0,0,0,1018,127,168,161,1021,76,11,9,1190,2,9,17,8,Matches
298,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-181,1996,16.6,383,354,29,0,1,112,4,3,1,0,0,0,286,57,40,49,298,13,2,9,296,3,5,20,18,Matches
299,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,22-188,1999,18.8,469,436,33,12,1,95,15,26,15,11,1,2,270,84,115,361,59,25,4,9,306,1,8,31,29,Matches
300,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-127,1987,10.6,569,538,31,13,1,100,9,10,1,0,1,0,413,68,88,124,407,14,7,7,475,0,9,18,17,Matches
301,James Mcatee\96593e89,eng ENG,FW,Manchester City,19-116,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,3,0,0,0,0,Matches
302,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-081,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
303,Liam McCarron\076bb352,sct SCO,FW,Leeds United,20-341,2001,0.1,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,Matches
304,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-070,1989,15.0,450,305,145,36,0,23,8,0,0,0,0,0,196,12,242,46,318,0,0,61,274,0,21,5,1,Matches
305,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-116,1994,18.4,709,631,78,41,6,94,62,34,32,24,4,2,429,75,205,561,104,27,3,1,523,5,17,29,15,Matches
306,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-146,2002,0.0,3,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0,0,0,2,0,0,0,0,Matches
307,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-034,1992,20.3,710,686,24,10,0,144,18,18,1,1,0,0,415,140,155,500,99,49,11,1,522,1,11,27,23,Matches
308,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-081,1999,19.7,620,574,46,19,3,160,46,59,21,17,1,0,394,62,164,571,23,11,5,2,436,3,13,23,40,Matches
309,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-065,1996,17.1,807,791,16,14,1,152,23,5,0,0,0,0,631,78,98,38,701,32,0,2,689,3,7,23,12,Matches
310,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-141,1989,16.0,569,547,22,20,0,102,28,1,0,0,0,0,281,67,221,390,81,55,2,3,420,1,16,13,9,Matches
311,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-209,1994,0.9,87,75,12,4,0,1,3,4,0,0,0,0,61,16,10,74,2,3,8,0,73,0,0,1,6,Matches
312,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29-347,1992,20.0,554,426,128,27,0,57,12,0,0,0,0,0,374,26,154,41,415,1,0,80,451,0,11,6,2,Matches
313,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21-346,2000,22.0,846,612,234,51,0,58,14,0,0,0,0,0,525,37,284,565,126,1,0,141,644,3,28,8,1,Matches
314,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30-310,1991,6.3,383,343,40,19,0,40,21,14,21,9,8,0,258,40,85,52,298,20,0,4,306,1,2,13,9,Matches
315,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-038,1986,6.8,517,472,45,13,0,59,14,16,8,0,6,0,358,81,78,46,419,19,24,2,419,2,7,16,15,Matches
316,Yerry Mina\6d5701f2,co COL,DF,Everton,27-141,1994,7.2,281,276,5,3,0,54,10,2,0,0,0,0,200,38,43,45,193,26,2,1,232,0,5,5,7,Matches
317,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-026,1995,1.1,42,42,0,0,1,10,0,0,0,0,0,0,36,4,2,9,30,0,0,1,35,1,0,1,1,Matches
318,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28-335,1993,19.4,869,826,43,27,1,90,18,3,0,0,0,0,577,84,208,615,148,59,14,1,688,3,26,20,10,Matches
319,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-163,1999,22.9,1273,1003,270,17,1,154,10,32,2,2,0,0,680,254,339,859,100,53,251,1,950,6,32,55,42,Matches
320,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-310,1999,14.8,652,627,25,8,0,106,6,22,8,4,3,0,485,80,87,150,456,21,6,3,481,1,9,24,26,Matches
321,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-077,1996,0.0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,Matches
322,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-103,2002,0.7,37,37,0,0,0,7,3,0,0,0,0,0,25,3,9,0,32,2,0,0,32,0,0,1,1,Matches
323,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,23-032,1999,16.0,710,641,69,9,3,124,21,46,54,22,24,2,514,75,121,61,620,17,3,3,542,3,7,27,29,Matches
324,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-182,1992,15.7,618,607,11,5,5,128,3,16,0,0,0,0,460,74,84,74,485,17,4,6,466,6,4,37,20,Matches
325,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-156,1986,19.4,1128,1022,106,58,1,195,63,15,42,9,19,3,767,147,214,78,988,49,3,4,955,2,14,24,20,Matches
326,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-126,2001,0.5,10,10,0,0,0,3,0,0,0,0,0,0,7,1,2,4,5,1,0,0,7,1,0,0,0,Matches
327,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,26-352,1995,9.1,377,295,82,9,0,49,8,32,1,1,0,0,172,120,85,54,227,18,72,1,246,0,10,19,23,Matches
328,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,24-041,1998,7.1,262,260,2,1,1,50,5,4,0,0,0,0,182,41,39,30,207,17,1,2,193,0,5,14,6,Matches
329,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22-258,1999,1.0,59,51,8,2,0,13,1,4,0,0,0,0,38,7,14,48,2,2,6,0,47,0,3,1,0,Matches
330,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,28-023,1994,8.4,313,305,8,7,0,40,2,1,0,0,0,0,256,21,36,253,36,17,0,1,270,1,2,11,4,Matches
331,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,25-057,1996,14.0,687,673,14,12,0,122,11,2,0,0,0,0,506,83,98,73,544,38,2,3,563,2,11,20,15,Matches
332,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,25-045,1996,5.4,264,256,8,2,0,34,2,2,0,0,0,0,241,14,9,20,238,3,0,1,228,0,1,12,7,Matches
333,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-063,1999,0.2,11,11,0,0,0,0,0,0,0,0,0,0,9,1,1,2,8,1,0,0,10,0,0,0,1,Matches
334,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,24-335,1997,18.0,1177,1137,40,31,5,198,77,13,6,0,3,0,826,124,227,109,1024,25,3,4,951,7,26,44,20,Matches
335,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-157,2000,6.3,281,212,69,8,0,46,3,10,3,0,3,0,119,71,91,14,178,17,58,0,205,1,10,4,11,Matches
336,Saúl Ñíguez\c14bc029,es ESP,MFFW,Chelsea,27-082,1994,1.8,121,113,8,8,0,11,3,2,0,0,0,0,89,14,18,87,24,8,0,0,104,0,1,5,1,Matches
337,Eddie Nketiah\a53649b7,eng ENG,MFFW,Arsenal,22-257,1999,0.7,34,34,0,0,0,0,0,1,0,0,0,0,28,4,2,5,28,1,0,0,30,0,0,2,0,Matches
338,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-321,1990,1.9,53,52,1,1,0,0,2,0,0,0,0,0,37,6,10,4,46,2,0,1,46,0,0,1,0,Matches
339,Mark Noble\ff527768,eng ENG,MF,West Ham,34-279,1987,1.1,65,62,3,1,0,6,1,0,0,0,0,0,50,4,11,2,61,2,0,0,55,0,3,0,1,Matches
340,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-259,1996,8.0,329,304,25,9,2,57,24,7,12,8,3,1,152,53,124,33,253,25,4,2,214,0,10,20,9,Matches
341,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,27-338,1994,22.6,1124,1051,73,33,2,192,20,8,0,0,0,0,742,166,216,165,825,88,4,7,882,2,19,55,16,Matches
342,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-264,1988,10.2,452,447,5,3,0,41,1,0,0,0,0,0,353,22,77,264,156,19,1,1,392,2,5,2,3,Matches
343,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-061,2001,6.2,354,324,30,13,2,51,14,28,11,8,2,0,234,42,78,284,53,4,6,3,267,5,5,10,11,Matches
344,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-233,2002,4.2,227,211,16,8,0,27,7,0,0,0,0,0,174,14,39,19,178,19,8,1,196,0,2,2,3,Matches
345,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,18-344,2003,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Matches
346,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,24-041,1998,11.2,321,312,9,1,0,60,6,7,0,0,0,0,225,44,52,31,242,24,7,1,258,0,5,12,9,Matches
347,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-299,1995,0.5,15,15,0,0,0,2,0,0,0,0,0,0,14,1,0,1,14,0,0,0,11,0,0,2,0,Matches
348,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-180,1993,8.0,368,362,6,2,0,57,8,17,0,0,0,0,269,42,57,33,318,12,1,2,292,1,5,8,18,Matches
349,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-281,2002,1.4,52,52,0,0,2,12,0,4,0,0,0,0,43,2,7,44,5,1,0,0,44,0,0,0,0,Matches
350,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-192,1994,0.1,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,Matches
351,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-243,1993,15.7,789,771,18,18,1,99,20,2,0,0,0,0,581,105,103,57,686,28,0,5,678,3,10,24,8,Matches
352,João Pedro\e8832875,br BRA,MFFW,Watford,20-138,2001,9.1,272,264,8,0,0,73,7,14,2,0,1,0,146,58,68,27,196,18,1,6,179,3,6,13,11,Matches
353,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-258,1995,5.6,254,218,36,2,1,47,9,7,32,10,10,6,178,25,51,217,16,5,2,1,197,2,1,6,6,Matches
354,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-128,1993,6.6,350,293,57,1,0,47,5,10,0,0,0,0,209,70,71,32,244,10,56,0,274,0,2,13,15,Matches
355,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-203,1993,2.4,72,71,1,0,0,21,2,3,0,0,0,0,42,21,9,7,54,5,0,1,58,0,0,1,2,Matches
356,Sonny Perkins\87f12e30,eng ENG,MF,West Ham,18-001,2004,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
357,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-142,1997,10.8,433,333,100,5,0,55,6,28,2,0,1,0,207,98,128,293,20,21,93,1,271,1,8,18,30,Matches
358,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-071,1995,11.1,627,602,25,17,0,77,32,5,1,0,0,1,413,85,129,66,525,22,4,0,515,1,14,24,9,Matches
359,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-269,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Jordan Pickford\4806ec67,eng ENG,GK,Everton,27-341,1994,20.0,623,413,210,62,0,36,39,0,0,0,0,0,162,23,438,427,75,0,0,71,322,5,37,15,1,Matches
361,Erik Pieters\1ef37668,nl NED,DF,Burnley,33-188,1988,4.2,185,136,49,3,0,31,6,3,0,0,0,0,71,63,51,118,8,11,46,0,134,2,3,7,6,Matches
362,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-258,1993,21.7,1170,974,196,31,0,139,13,23,0,0,0,0,631,211,328,747,81,110,164,2,891,7,14,26,14,Matches
363,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-113,1995,8.8,337,317,20,1,0,63,12,22,13,1,7,2,215,52,70,36,283,9,5,3,243,1,5,24,14,Matches
364,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,28-333,1993,8.0,507,499,8,7,3,105,31,10,1,0,0,0,364,56,87,52,427,8,0,2,420,1,10,16,14,Matches
365,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-298,1992,18.0,523,313,210,62,1,30,6,0,0,0,0,0,90,17,416,22,384,1,0,63,261,5,18,7,1,Matches
366,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-319,1990,21.2,325,272,53,0,1,76,5,14,0,0,0,0,225,66,34,37,256,20,2,4,239,0,6,14,18,Matches
367,Christian Pulisic\1bf33a9a,us USA,FWMF,Chelsea,23-146,1998,8.4,259,242,17,1,0,52,2,9,0,0,0,0,203,35,21,48,188,3,11,2,203,2,6,7,15,Matches
368,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,23-325,1998,4.8,141,123,18,1,0,28,7,10,11,6,3,1,75,27,39,113,13,5,6,1,93,1,2,4,10,Matches
369,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-129,2002,0.2,12,10,2,2,0,4,1,1,0,0,0,0,7,4,1,12,0,0,0,0,10,0,0,1,0,Matches
370,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-273,1998,19.0,669,499,170,47,0,60,22,0,0,0,0,0,335,27,307,43,499,0,1,97,451,1,26,11,1,Matches
371,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,20-259,2001,14.8,520,511,9,4,0,87,12,10,0,0,0,0,416,51,53,93,395,16,1,0,436,1,6,9,20,Matches
372,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,24-103,1997,8.1,259,256,3,2,0,43,2,15,0,0,0,0,182,47,30,23,212,13,1,2,180,3,4,15,13,Matches
373,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-228,1996,12.7,337,278,59,14,0,61,33,48,34,22,10,0,174,44,119,53,249,17,11,1,206,1,12,19,11,Matches
374,David Raya\98ea5115,es ESP,GK,Brentford,26-149,1995,10.0,457,334,123,38,0,35,24,0,0,0,0,0,180,12,265,38,337,1,0,48,284,6,24,11,2,Matches
375,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,27-342,1994,14.9,521,493,28,2,2,101,9,36,13,5,7,0,340,77,104,40,446,22,0,2,364,1,10,25,15,Matches
376,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-057,1996,16.0,751,622,129,14,1,79,19,50,6,4,1,0,446,140,165,566,38,26,109,1,565,2,10,31,30,Matches
377,Declan Rice\1c7012b8,eng ENG,MF,West Ham,23-028,1999,23.0,1302,1286,16,13,1,185,43,24,0,0,0,0,1049,95,158,186,1032,56,3,1,1166,4,12,22,17,Matches
378,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-069,2000,0.3,26,26,0,0,0,2,0,0,0,0,0,0,25,0,1,25,1,0,0,0,22,0,0,1,1,Matches
379,Richarlison\fa031b34,br BRA,FWMF,Everton,24-277,1997,12.3,211,202,9,0,2,73,4,7,0,0,0,0,134,50,27,36,143,17,1,4,139,1,11,13,16,Matches
380,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-155,1996,1.3,54,49,5,2,0,9,3,0,2,1,1,0,42,5,7,42,9,2,1,0,45,0,1,2,2,Matches
381,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-154,1989,14.6,682,496,186,33,1,70,44,45,48,28,19,0,313,150,219,433,102,32,104,2,494,3,13,21,14,Matches
382,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-141,1995,3.2,123,84,39,0,0,20,1,4,0,0,0,0,54,19,50,6,70,3,39,0,71,0,2,10,5,Matches
383,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-030,1999,9.8,277,260,17,2,0,50,6,16,0,0,0,0,196,45,36,39,218,9,4,2,203,0,13,8,12,Matches
384,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,27-337,1994,16.5,1351,1140,211,27,1,94,36,64,47,5,38,0,873,222,256,1084,77,37,137,2,1074,4,15,41,46,Matches
385,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-112,1997,0.9,18,18,0,0,0,1,0,0,0,0,0,0,15,1,2,0,18,0,0,0,17,0,0,0,0,Matches
386,Rodri\6434f10d,es ESP,MF,Manchester City,25-234,1996,19.4,1641,1615,26,22,2,280,59,3,0,0,0,0,1270,140,231,223,1320,56,4,3,1526,2,8,24,9,Matches
387,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,30-342,1991,12.3,398,370,28,6,4,75,18,18,6,1,3,0,255,76,67,325,44,13,3,4,298,0,8,27,18,Matches
388,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-197,1989,6.3,111,111,0,0,0,40,2,3,0,0,0,0,48,33,30,5,63,15,0,7,73,0,2,2,2,Matches
389,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-232,1999,10.1,230,218,12,1,0,39,5,15,0,0,0,0,120,44,66,10,179,20,11,2,146,1,6,9,10,Matches
390,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-290,1998,6.9,365,355,10,8,0,45,9,0,0,0,0,0,270,35,60,13,321,15,2,0,312,1,5,8,3,Matches
391,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-140,1991,20.2,1056,1030,26,25,2,208,38,6,0,0,0,0,737,90,229,139,806,70,1,3,873,2,18,22,17,Matches
392,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-006,1985,16.4,530,511,19,2,1,119,4,9,0,0,0,0,403,88,39,61,415,25,4,13,424,2,7,25,20,Matches
393,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-148,1989,7.9,166,160,6,0,0,59,2,3,0,0,0,0,74,52,40,24,78,26,1,7,113,0,2,5,7,Matches
394,Danny Rose\89d10e53,eng ENG,DF,Watford,31-224,1990,7.7,331,219,112,18,1,25,14,15,8,5,3,0,118,85,128,189,32,20,86,1,221,2,5,10,17,Matches
395,Jon Rowe\8c12f884,eng ENG,MFFW,Norwich City,18-287,2003,0.5,8,8,0,0,0,2,1,2,0,0,0,0,5,2,1,4,3,0,0,0,5,0,2,0,1,Matches
396,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,28-345,1993,23.0,1549,1503,46,36,2,135,53,11,0,0,0,0,1205,112,232,403,1064,46,10,2,1355,7,20,29,11,Matches
397,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-034,1991,5.3,265,262,3,1,1,46,7,3,0,0,0,0,200,35,30,42,212,6,1,2,226,2,7,9,7,Matches
398,José Sá\903b6e8b,pt POR,GK,Wolves,29-025,1993,22.0,609,411,198,51,0,23,7,0,0,0,0,0,283,26,300,27,399,2,0,125,393,2,19,8,0,Matches
399,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,24-336,1997,20.9,515,494,21,0,6,122,19,48,0,0,0,0,374,78,63,53,431,16,4,0,370,2,14,23,36,Matches
400,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-322,1990,19.4,1057,1026,31,23,0,100,24,5,0,0,0,0,729,108,220,846,103,66,8,2,872,5,14,32,15,Matches
401,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-159,2001,18.2,668,622,46,14,0,132,21,43,25,21,1,3,483,82,103,512,128,9,6,2,501,1,7,38,35,Matches
402,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-241,1992,20.1,705,699,6,0,11,128,7,30,1,1,0,0,533,91,81,567,101,20,2,9,551,3,13,39,24,Matches
