,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
266,Fraser Hornby\29aee77c,sct SCO,FW,Reims,22-151,1999,0.3,1,1,0,1,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0,Matches
267,Cédric Hountondji\00891164,bj BEN,DF,Clermont Foot,28-023,1994,16.6,30,22,20,10,0,14,19,73.7,5,112,41,36.6,66,44,2,14,7,0,7,32,62,66,1,Matches
268,Suk Hyun-jun\7ffaf233,kr KOR,FWMF,Troyes,30-227,1991,1.7,0,0,0,0,0,0,0,,0,28,6,21.4,2,13,13,2,0,0,2,0,0,2,0,Matches
269,Mauro Icardi\43b78598,ar ARG,FW,Paris S-G,28-357,1993,10.7,3,2,1,1,1,1,5,20.0,4,178,32,18.0,9,55,114,3,0,0,3,9,12,9,0,Matches
270,Jonathan Iglesias\639ca1cf,uy URU,MF,Clermont Foot,33-056,1988,6.4,18,10,6,8,4,8,15,53.3,7,160,49,30.6,58,77,25,11,2,0,9,6,24,3,0,Matches
271,Juan Ignacio Ramírez\ad513a6b,uy URU,FW,Saint-Étienne,25-010,1997,1.4,3,2,0,2,1,2,2,100.0,0,18,8,44.4,0,8,10,0,0,0,0,1,4,0,0,Matches
272,Danylo Ihnatenko\65bbfba3,ua UKR,MF,Bordeaux,24-335,1997,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
273,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,23-285,1998,11.8,13,9,5,7,1,4,13,30.8,9,201,45,22.4,33,103,65,15,0,0,15,8,21,7,0,Matches
274,Bonke Innocent\546bb36e,ng NGA,MF,Lorient,26-022,1996,1.0,7,4,4,3,0,3,8,37.5,5,28,12,42.9,10,18,0,0,0,0,0,7,14,1,0,Matches
275,Wilson Isidor\a671316d,fr FRA,FWMF,Monaco,21-168,2000,0.6,0,0,0,0,0,0,1,0.0,1,16,1,6.3,3,4,9,1,0,0,1,0,0,0,0,Matches
276,Ismail Jakobs\a0415710,de GER,DF,Monaco,22-178,1999,8.9,27,18,11,13,3,13,24,54.2,11,134,52,38.8,53,55,26,12,2,0,10,8,35,24,0,Matches
277,Abdel Jalil Medioub\4937a9f7,dz ALG,DF,Bordeaux,24-167,1997,5.0,11,5,5,6,0,4,4,100.0,0,34,14,41.2,22,8,4,8,4,0,4,15,26,23,0,Matches
278,Corentin Jean\7d9b37bf,fr FRA,FWDF,Lens,26-211,1995,2.5,7,5,3,3,1,2,5,40.0,3,43,12,27.9,11,16,16,4,0,0,4,0,7,0,0,Matches
279,Jemerson\7cab69b5,br BRA,DF,Metz,29-171,1992,7.5,24,12,17,7,0,4,7,57.1,3,122,42,34.4,92,28,2,21,5,0,16,18,42,22,0,Matches
280,Moritz Jenz\ee644761,de GER,DF,Lorient,22-287,1999,12.6,28,15,16,10,2,10,20,50.0,10,143,51,35.7,89,45,9,29,13,0,16,24,52,52,0,Matches
281,Lenny Joseph\d1828392,fr FRA,FWMF,Metz,21-122,2000,0.9,2,2,0,2,0,0,1,0.0,1,29,6,20.7,5,13,11,3,0,0,3,0,2,0,0,Matches
282,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,20-275,2001,11.8,29,16,13,13,3,9,22,40.9,13,179,48,26.8,73,80,26,26,1,0,25,16,45,13,0,Matches
283,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,26-037,1996,2.0,8,4,2,4,2,3,6,50.0,3,51,13,25.5,6,30,15,4,0,0,4,3,11,0,0,Matches
284,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,30-235,1991,13.9,22,16,5,11,6,3,10,30.0,7,300,89,29.7,42,161,97,14,0,0,14,7,29,4,0,Matches
285,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,20-021,2002,0.1,0,0,0,0,0,0,1,0.0,1,4,0,0.0,1,1,2,0,0,0,0,0,0,0,0,Matches
286,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,20-021,2002,12.9,2,2,0,1,1,0,4,0.0,4,185,41,22.2,11,67,107,4,1,0,3,5,7,0,0,Matches
287,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,24-169,1997,3.6,11,9,6,3,2,2,4,50.0,2,45,10,22.2,15,18,12,2,0,0,2,2,13,1,0,Matches
288,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,22-080,1999,17.0,41,28,21,18,2,12,25,48.0,13,275,113,41.1,92,134,49,28,8,0,20,34,75,28,0,Matches
289,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,27-145,1994,6.0,17,9,7,6,4,7,10,70.0,3,89,24,27.0,18,44,27,10,2,0,8,13,30,6,0,Matches
290,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,32-223,1989,3.5,6,6,2,4,0,2,3,66.7,1,35,11,31.4,20,15,0,4,1,0,3,13,19,13,1,Matches
291,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,20-103,2001,0.9,1,0,1,0,0,1,1,100.0,0,15,6,40.0,1,6,8,1,1,0,0,1,2,0,0,Matches
292,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,38-328,1983,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,23-217,1998,13.6,25,13,8,9,8,5,31,16.1,26,239,67,28.0,60,114,65,10,0,0,10,14,39,2,0,Matches
294,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,25-143,1996,12.1,20,15,8,8,4,5,13,38.5,8,127,51,40.2,58,46,23,16,9,0,7,20,40,28,0,Matches
295,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,20-006,2002,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
296,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,26-290,1995,3.4,7,7,2,3,2,1,4,25.0,3,45,13,28.9,8,22,15,2,0,0,2,2,9,3,0,Matches
297,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,31-003,1991,17.9,20,14,2,11,7,4,22,18.2,18,248,68,27.4,26,103,119,14,0,0,14,15,35,5,0,Matches
298,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,26-182,1995,16.8,24,13,16,6,2,7,10,70.0,3,106,30,28.3,53,42,11,16,9,0,7,37,61,46,1,Matches
299,Justin Kluivert\4c3a6744,nl NED,MF,Nice,22-282,1999,9.7,11,5,6,4,1,2,12,16.7,10,148,34,23.0,43,79,26,15,0,0,15,13,24,1,0,Matches
300,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,19-339,2002,4.2,5,2,0,5,0,0,3,0.0,3,80,20,25.0,4,38,38,4,1,0,3,3,8,3,0,Matches
301,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,28-236,1993,0.7,2,2,0,1,1,2,2,100.0,0,7,4,57.1,0,4,3,1,0,0,1,0,2,0,0,Matches
302,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,23-068,1998,20.7,12,8,4,4,4,6,21,28.6,15,319,70,21.9,26,133,160,16,4,0,12,7,19,18,0,Matches
303,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,30-133,1991,19.1,27,19,15,10,2,9,22,40.9,13,173,71,41.0,90,65,18,33,7,0,26,39,66,67,2,Matches
304,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,26-046,1995,17.5,24,15,13,11,0,10,20,50.0,10,141,47,33.3,59,61,21,35,6,0,29,39,63,32,0,Matches
305,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,22-240,1999,0.2,1,1,0,1,0,0,0,,0,4,1,25.0,1,2,1,0,0,0,0,0,1,0,0,Matches
306,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,26-221,1995,6.0,16,9,13,3,0,7,17,41.2,10,69,18,26.1,38,24,7,13,2,0,11,6,22,6,0,Matches
307,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,36-154,1985,10.4,14,8,6,7,1,6,13,46.2,7,74,25,33.8,47,21,6,24,14,0,10,29,43,42,1,Matches
308,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,25-056,1996,19.8,30,15,13,13,4,13,34,38.2,21,326,96,29.4,96,199,31,18,3,0,15,39,69,9,0,Matches
309,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,24-302,1997,15.6,38,17,20,18,0,14,35,40.0,21,185,57,30.8,113,65,7,39,20,0,19,40,78,131,0,Matches
310,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,24-209,1997,5.0,6,4,0,4,2,3,9,33.3,6,118,37,31.4,11,54,53,7,1,0,6,0,6,1,0,Matches
311,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,20-225,2001,0.2,0,0,0,0,0,0,0,,0,6,1,16.7,0,4,2,0,0,0,0,0,0,0,0,Matches
312,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,24-308,1997,16.6,33,21,17,13,3,14,42,33.3,28,161,57,35.4,78,61,22,28,3,0,25,56,89,44,0,Matches
313,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,26-183,1995,0.3,0,0,0,0,0,0,0,,0,12,3,25.0,0,4,8,2,0,0,2,0,0,0,0,Matches
314,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,27-284,1994,18.4,12,9,3,4,5,1,11,9.1,10,296,83,28.0,16,121,159,20,2,0,18,11,23,12,0,Matches
315,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,27-284,1994,3.8,3,1,1,0,2,1,3,33.3,2,48,14,29.2,7,18,23,3,0,0,3,4,7,8,0,Matches
316,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,20-017,2002,4.9,14,10,7,7,0,5,15,33.3,10,103,36,35.0,37,61,5,8,1,0,7,7,21,11,0,Matches
317,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,19-005,2003,0.5,2,1,1,1,0,0,0,,0,8,1,12.5,4,4,0,1,0,0,1,1,3,3,0,Matches
318,Alban Lafont\4e7db402,fr FRA,GK,Nantes,23-019,1999,23.0,0,0,0,0,0,0,3,0.0,3,6,1,16.7,6,0,0,0,0,0,0,0,0,0,0,Matches
319,Julien Laporte\f066022d,fr FRA,DF,Lorient,28-099,1993,20.1,48,30,25,23,0,17,33,51.5,16,206,79,38.3,124,77,5,37,16,0,21,47,95,124,0,Matches
320,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,21-041,2001,0.2,1,0,1,0,0,0,0,,0,5,0,0.0,4,0,1,1,0,0,1,1,2,1,0,Matches
321,Paul Lasne\542cc80f,fr FRA,MF,Brest,33-026,1989,2.0,3,1,1,1,1,1,5,20.0,4,46,14,30.4,7,31,8,2,0,0,2,3,6,3,0,Matches
322,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,23-069,1998,15.5,22,18,5,12,5,8,19,42.1,11,274,71,25.9,34,143,97,10,0,0,10,17,39,0,0,Matches
323,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,19-133,2002,0.7,2,2,0,2,0,0,1,0.0,1,12,3,25.0,5,6,1,4,0,0,4,1,3,0,0,Matches
324,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,23-296,1998,13.4,6,5,2,3,1,0,13,0.0,13,329,68,20.7,34,192,103,15,2,0,13,7,13,12,0,Matches
325,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,22-008,2000,14.8,43,29,17,21,5,12,55,21.8,43,369,102,27.6,130,188,51,13,0,0,13,29,72,7,0,Matches
326,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,32-119,1989,19.0,43,23,26,15,2,25,47,53.2,22,246,73,29.7,102,117,27,23,2,0,21,21,64,31,1,Matches
327,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,32-123,1989,7.2,12,3,11,1,0,3,7,42.9,4,68,18,26.5,44,21,3,12,6,0,6,14,26,17,0,Matches
328,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,36-143,1985,20.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,18-188,2003,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches
330,Mario Lemina\2b471f99,ga GAB,MF,Nice,28-163,1993,14.9,47,29,21,19,7,15,29,51.7,14,196,76,38.8,72,102,22,20,5,1,15,38,85,25,0,Matches
331,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,34-332,1987,9.5,32,23,15,14,3,12,36,33.3,24,237,72,30.4,104,110,23,15,3,0,12,15,47,17,0,Matches
332,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,21-362,2000,2.1,8,4,6,2,0,2,10,20.0,8,68,12,17.6,24,31,13,5,1,0,4,1,9,3,0,Matches
333,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,18-280,2003,0.8,2,1,2,0,0,0,0,,0,28,8,28.6,5,16,7,3,0,0,3,1,3,0,0,Matches
334,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,33-363,1988,13.3,36,17,18,9,9,19,43,44.2,24,203,53,26.1,88,73,42,18,0,0,18,20,56,10,0,Matches
335,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,19-307,2002,1.8,2,1,1,1,0,1,4,25.0,3,38,12,31.6,12,15,11,0,0,0,0,3,5,1,0,Matches
336,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,24-182,1997,13.3,13,8,5,6,2,6,24,25.0,18,142,52,36.6,38,61,43,20,0,0,20,21,34,13,0,Matches
337,Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,19-281,2002,5.5,17,8,4,9,4,5,8,62.5,3,93,29,31.2,34,46,13,11,3,0,8,6,23,3,0,Matches
338,Anthony Lopes\f00de885,pt POR,GK,Lyon,31-133,1990,21.8,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,0,0,1,Matches
339,Pau López\20b9f052,es ESP,GK,Marseille,27-060,1994,19.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
340,Dion Lopy\64c14d49,sn SEN,MF,Reims,20-009,2002,8.7,22,15,15,5,2,5,21,23.8,16,203,49,24.1,84,103,16,10,1,0,9,18,40,7,0,Matches
341,Samuel Loric\9004f318,fr FRA,DF,Lorient,21-221,2000,3.0,7,3,3,3,1,1,3,33.3,2,47,15,31.9,15,24,8,7,0,0,7,10,17,8,0,Matches
342,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,23-135,1998,11.2,24,11,10,12,2,14,27,51.9,13,114,35,30.7,43,50,21,18,2,0,16,14,38,15,0,Matches
343,Jean Lucas\a99138af,br BRA,MF,Monaco,23-234,1998,10.1,36,26,10,22,4,9,26,34.6,17,227,75,33.0,56,124,47,17,6,0,11,17,53,2,0,Matches
344,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,19-056,2002,9.5,17,10,13,4,0,5,12,41.7,7,100,38,38.0,60,34,6,8,4,0,4,27,44,29,1,Matches
345,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,23-159,1998,0.7,0,0,0,0,0,0,0,,0,27,4,14.8,10,13,4,0,0,0,0,0,0,2,0,Matches
346,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,20-225,2001,0.1,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,0,Matches
347,Deiver Machado\b3f8bdef,co COL,DF,Lens,28-162,1993,3.4,8,5,4,2,2,5,5,100.0,0,55,21,38.2,19,21,15,6,0,0,6,2,10,5,0,Matches
348,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,23-133,1998,13.7,41,27,23,16,2,14,41,34.1,27,241,75,31.1,104,96,41,35,5,0,30,23,64,22,1,Matches
349,Louis Mafouta\bec3d251,cf CTA,FW,Metz,27-224,1994,0.5,1,1,0,1,0,0,0,,0,13,2,15.4,0,4,9,0,0,0,0,0,1,1,0,Matches
350,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,23-257,1998,10.3,38,30,19,16,3,11,25,44.0,14,226,88,38.9,97,110,19,7,2,0,5,31,69,10,0,Matches
351,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,24-235,1997,7.2,22,15,8,11,3,6,11,54.5,5,106,47,44.3,36,50,20,6,2,0,4,11,33,10,0,Matches
352,Habib Maïga\e768de1f,ci CIV,MFDF,Metz,26-041,1996,12.4,46,28,27,15,4,20,43,46.5,23,323,91,28.2,131,160,32,27,8,0,19,14,60,17,0,Matches
353,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,23-046,1998,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,0,2,0,0,0,0,0,0,0,0,Matches
354,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,30-145,1991,3.6,4,3,2,2,0,4,7,57.1,3,36,8,22.2,6,11,19,2,0,0,2,2,6,1,0,Matches
355,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,24-025,1998,8.6,19,13,5,13,1,5,20,25.0,15,186,48,25.8,31,92,63,10,2,0,8,14,33,4,0,Matches
356,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,19-136,2002,2.0,4,4,1,1,2,0,1,0.0,1,52,14,26.9,5,25,22,1,0,0,1,2,6,1,0,Matches
357,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,22-045,1999,8.2,22,14,9,10,3,9,22,40.9,13,215,56,26.0,76,112,27,10,2,0,8,5,27,7,0,Matches
358,Vincent Manceau\c26a3918,fr FRA,DF,Angers,32-216,1989,20.0,28,14,14,14,0,10,31,32.3,21,184,65,35.3,102,68,14,33,7,0,26,36,64,54,0,Matches
359,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,36-320,1985,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
360,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,28-021,1994,16.9,50,34,38,8,4,30,53,56.6,23,215,77,35.8,122,69,24,39,4,0,35,36,86,48,1,Matches
361,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,30-363,1991,0.8,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,1,0,0,1,2,2,2,0,Matches
362,Thomas Mangani\c801616a,fr FRA,MF,Angers,34-288,1987,18.6,54,36,25,29,0,21,49,42.9,28,408,112,27.5,154,223,31,33,7,0,26,33,87,33,0,Matches
363,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,23-329,1998,18.2,25,12,19,4,2,12,26,46.2,14,209,62,29.7,117,72,20,28,1,0,27,37,62,38,2,Matches
364,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,22-362,1999,0.4,1,1,1,0,0,0,0,,0,6,3,50.0,4,2,0,1,0,0,1,0,1,0,0,Matches
365,Sekou Mara\3544641e,fr FRA,FWMF,Bordeaux,19-196,2002,4.7,3,2,1,1,1,0,3,0.0,3,90,20,22.2,4,51,35,3,0,0,3,0,3,1,0,Matches
366,Marcelo\e3d0b0c4,br BRA,DF,Lyon,34-267,1987,2.0,4,3,0,4,0,4,5,80.0,1,16,9,56.3,7,9,0,4,2,1,2,4,8,12,0,Matches
367,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,27-281,1994,15.2,33,24,24,9,0,17,36,47.2,19,143,59,41.3,96,47,0,22,13,1,9,31,64,57,0,Matches
368,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,27-273,1994,18.0,16,9,11,4,1,8,18,44.4,10,146,49,33.6,73,55,18,27,14,0,13,27,43,59,0,Matches
369,Jonas Martin\468fdbad,fr FRA,MF,Rennes,31-308,1990,13.7,27,17,10,16,1,14,30,46.7,16,207,57,27.5,64,118,25,17,3,0,14,15,42,17,0,Matches
370,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,26-276,1995,15.6,36,21,8,26,2,12,44,27.3,32,343,105,30.6,57,178,108,18,1,0,17,20,56,2,0,Matches
371,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,19-150,2002,13.9,31,21,13,12,6,8,24,33.3,16,245,67,27.3,82,113,50,20,2,0,18,21,52,11,0,Matches
372,Eliot Matazo\15944afd,be BEL,MF,Monaco,19-361,2002,7.6,9,8,3,6,0,2,8,25.0,6,148,41,27.7,43,81,24,11,2,0,9,16,25,8,0,Matches
373,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,19-272,2002,1.3,4,3,1,3,0,2,6,33.3,4,19,7,36.8,10,9,0,2,2,0,0,2,6,5,0,Matches
374,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,23-289,1998,13.8,42,27,16,24,2,14,26,53.8,12,214,72,33.6,85,111,18,28,5,0,23,33,75,23,0,Matches
375,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,23-256,1998,18.8,22,11,10,9,3,13,26,50.0,13,310,74,23.9,81,132,97,17,2,0,15,19,41,6,0,Matches
376,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,23-053,1998,19.7,9,7,1,3,5,4,10,40.0,6,165,42,25.5,10,39,116,2,0,0,2,10,19,10,0,Matches
377,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,20-037,2002,5.4,16,10,10,6,0,6,13,46.2,7,88,24,27.3,42,42,4,14,3,0,11,6,22,16,0,Matches
378,Jason Mbock\890bc029,fr FRA,FW,Angers,22-102,1999,0.2,0,0,0,0,0,0,0,,0,11,5,45.5,1,4,6,0,0,0,0,0,0,0,0,Matches
379,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,21-340,2000,1.0,6,4,3,2,1,1,2,50.0,1,17,6,35.3,11,5,1,0,0,0,0,1,7,6,0,Matches
380,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,19-332,2002,10.6,15,10,5,8,2,3,6,50.0,3,157,48,30.6,38,67,52,10,1,0,9,18,33,6,0,Matches
381,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,22-259,1999,18.0,48,32,29,16,3,25,43,58.1,18,231,86,37.2,94,118,19,31,4,0,27,33,81,47,0,Matches
382,Farid El Melali\d21e361a,dz ALG,FW,Angers,24-213,1997,0.2,0,0,0,0,0,0,0,,0,6,1,16.7,2,3,1,1,0,0,1,0,0,0,0,Matches
383,Birger Meling\70c52749,no NOR,DF,Rennes,27-056,1994,13.8,35,21,20,10,5,18,30,60.0,12,169,64,37.9,73,53,43,23,3,0,20,21,56,24,0,Matches
384,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,23-283,1998,21.8,46,24,30,13,3,21,38,55.3,17,283,94,33.2,155,104,24,40,17,0,23,45,91,94,2,Matches
385,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,19-237,2002,10.2,21,9,11,7,3,11,24,45.8,13,138,51,37.0,47,66,25,24,4,0,20,21,42,10,0,Matches
386,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,29-333,1992,9.5,27,16,12,13,2,9,18,50.0,9,170,55,32.4,49,100,21,16,4,0,12,25,52,15,0,Matches
387,Arial Mendy\9f0f4b49,sn SEN,FWDF,Clermont Foot,27-096,1994,5.0,4,3,4,0,0,3,12,25.0,9,51,9,17.6,15,18,18,6,1,0,5,4,8,4,0,Matches
388,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,22-030,2000,15.8,32,23,15,14,3,12,31,38.7,19,253,78,30.8,109,127,17,33,3,0,30,25,57,19,0,Matches
389,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,23-208,1998,5.5,14,7,8,3,3,6,11,54.5,5,85,26,30.6,38,32,15,6,1,0,5,12,26,7,0,Matches
390,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,19-271,2002,9.5,24,10,11,9,4,12,21,57.1,9,167,46,27.5,66,74,27,14,2,1,12,20,44,8,0,Matches
391,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,34-232,1987,10.9,4,3,0,3,1,1,8,12.5,7,99,25,25.3,9,42,48,2,0,0,2,9,13,0,0,Matches
392,Mexer\ce492295,mz MOZ,DF,Bordeaux,33-156,1988,13.6,17,13,13,4,0,8,20,40.0,12,65,23,35.4,46,15,4,19,9,0,10,29,46,75,0,Matches
393,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,18-344,2003,0.3,0,0,0,0,0,0,0,,0,5,3,60.0,2,3,0,0,0,0,0,0,0,2,0,Matches
394,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,21-103,2000,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,1,1,0,0,Matches
395,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,17-351,2004,0.7,2,2,1,1,0,0,0,,0,10,2,20.0,6,4,0,1,0,0,1,1,3,0,0,Matches
396,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,27-348,1994,8.8,7,3,0,5,2,3,9,33.3,6,143,48,33.6,9,49,85,3,1,0,2,2,9,7,0,Matches
397,Terem Moffi\065dc209,ng NGA,FW,Lorient,22-262,1999,19.6,11,8,2,3,6,3,11,27.3,8,250,71,28.4,16,114,120,11,2,0,9,6,17,13,0,Matches
398,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,20-053,2001,1.1,0,0,0,0,0,0,0,,0,16,3,18.8,3,7,6,1,0,0,1,0,0,0,0,Matches
399,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,30-084,1991,17.6,21,12,13,6,2,8,36,22.2,28,250,60,24.0,75,112,63,24,2,0,22,17,38,7,0,Matches
400,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,31-001,1991,14.3,28,20,13,12,3,5,20,25.0,15,277,76,27.4,86,161,30,21,3,0,18,19,47,28,0,Matches
401,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,37-315,1984,3.5,10,6,7,3,0,3,3,100.0,0,29,13,44.8,15,13,1,6,4,0,2,10,20,19,0,Matches
402,Lebo Mothiba\3eaf8817,za RSA,FW,Troyes,26-014,1996,0.5,1,1,0,1,0,1,1,100.0,0,8,4,50.0,0,4,4,0,0,0,0,0,1,0,0,Matches
403,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,26-014,1996,0.0,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,1.1,4,3,2,2,0,0,1,0.0,1,33,9,27.3,14,15,4,3,0,0,3,1,5,2,0,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,4.1,6,5,1,5,0,1,8,12.5,7,103,36,35.0,29,51,23,2,0,0,2,6,12,3,0,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,12.2,23,16,18,5,0,6,21,28.6,15,121,61,50.4,76,44,1,27,9,0,18,31,54,49,2,Matches
