,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
255,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,27-142,1994,4.9,258,351,73.5,4958,2009,110,129,85.3,105,142,73.9,39,69,56.5,1,0.7,+0.3,9,17,3,1,32,Matches
256,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,33-174,1988,20.1,359,467,76.9,5233,1182,227,275,82.5,96,124,77.4,22,35,62.9,1,4.4,-3.4,30,30,21,2,36,Matches
257,Jamie Leweling\13fe7b69,de GER,FWMF,Greuther Fürth,20-350,2001,12.5,133,208,63.9,2020,397,75,96,78.1,38,57,66.7,13,33,39.4,1,0.8,+0.2,7,7,4,1,13,Matches
258,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,25-215,1996,20.9,928,1077,86.2,22800,6048,165,191,86.4,532,567,93.8,226,304,74.3,0,0.0,0.0,0,48,1,0,49,Matches
259,Jesper Lindstrøm\37dc1a48,dk DEN,MFFW,Eint Frankfurt,21-347,2000,13.6,234,346,67.6,3640,971,123,155,79.4,79,117,67.5,21,46,45.7,3,3.8,-0.8,28,14,13,4,23,Matches
260,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,24-126,1997,14.2,361,501,72.1,6484,1849,163,199,81.9,142,192,74.0,46,71,64.8,0,2.5,-2.5,26,26,23,9,44,Matches
261,Jürgen Locadia\6cc47ae1,nl NED,FW,Bochum,28-096,1993,1.7,40,48,83.3,667,110,17,21,81.0,19,20,95.0,3,4,75.0,1,0.4,+0.6,4,3,0,0,5,Matches
262,Anthony Losilla\07c7eb0c,fr FRA,MF,Bochum,35-338,1986,19.6,574,725,79.2,12538,2767,195,241,80.9,232,281,82.6,136,179,76.0,0,0.4,-0.4,8,46,7,1,50,Matches
263,Eduard Löwen\70678132,de GER,MF,Bochum,25-014,1997,11.0,304,450,67.6,6400,2440,129,165,78.2,100,129,77.5,68,127,53.5,2,2.6,-0.6,25,37,7,2,45,Matches
264,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,24-220,1997,5.7,95,158,60.1,1880,943,32,41,78.0,45,71,63.4,14,36,38.9,0,0.2,-0.2,3,11,2,1,12,Matches
265,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,24-140,1997,8.9,204,267,76.4,3489,584,108,125,86.4,69,87,79.3,24,39,61.5,2,2.2,-0.2,10,11,8,3,20,Matches
266,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,24-140,1997,2.0,27,36,75.0,480,86,12,17,70.6,9,12,75.0,5,5,100.0,0,0.0,0.0,0,0,0,0,0,Matches
267,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,34-338,1987,20.0,501,759,66.0,15648,9802,82,83,98.8,225,231,97.4,193,443,43.6,0,0.0,0.0,0,14,0,0,0,Matches
268,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,23-139,1998,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
269,Arne Maier\ab700320,de GER,MF,Augsburg,23-034,1999,12.8,363,512,70.9,7574,2212,136,165,82.4,145,185,78.4,72,140,51.4,2,1.5,+0.5,17,33,14,3,40,Matches
270,Donyell Malen\864163f3,nl NED,FW,Dortmund,23-023,1999,14.4,323,447,72.3,4615,1182,193,252,76.6,94,132,71.2,18,30,60.0,2,2.9,-0.9,16,18,17,5,32,Matches
271,Lennard Maloney\75402e99,us USA,DF,Dortmund,22-126,1999,0.0,10,12,83.3,218,28,3,3,100.0,5,5,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,Matches
272,Orel Mangala\a572e291,be BEL,MF,Stuttgart,23-330,1998,13.5,514,595,86.4,8651,1523,235,263,89.4,222,247,89.9,45,57,78.9,2,1.0,+1.0,17,31,6,0,29,Matches
273,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,22-362,1999,7.1,123,176,69.9,1712,431,79,99,79.8,35,49,71.4,3,11,27.3,1,0.2,+0.8,4,2,6,0,14,Matches
274,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,23-004,1999,9.1,159,226,70.4,2667,698,87,110,79.1,47,64,73.4,19,35,54.3,3,0.9,+2.1,18,3,5,2,10,Matches
275,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,23-004,1999,0.3,6,9,66.7,77,42,3,3,100.0,2,3,66.7,0,0,,0,0.3,-0.3,1,1,0,0,2,Matches
276,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,24-295,1997,15.1,493,709,69.5,9590,3869,216,246,87.8,187,235,79.6,83,204,40.7,1,2.4,-1.4,33,38,20,15,47,Matches
277,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,23-260,1998,1.0,19,22,86.4,543,419,1,1,100.0,12,12,100.0,6,9,66.7,0,0.0,0.0,0,1,0,0,0,Matches
278,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,23-081,1998,12.2,343,451,76.1,8455,1811,58,72,80.6,192,213,90.1,90,158,57.0,0,0.0,0.0,0,18,1,0,16,Matches
279,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,21-122,2000,9.2,214,284,75.4,3476,865,104,125,83.2,85,96,88.5,16,35,45.7,0,1.1,-1.1,10,7,4,2,20,Matches
280,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,24-062,1997,17.4,917,1128,81.3,20117,7870,301,328,91.8,422,492,85.8,184,274,67.2,0,0.1,-0.1,2,78,2,0,70,Matches
281,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,32-325,1989,1.7,43,60,71.7,585,144,29,36,80.6,11,13,84.6,2,4,50.0,0,0.1,-0.1,1,3,1,0,4,Matches
282,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,26-298,1995,10.7,446,622,71.7,9363,4141,142,167,85.0,231,284,81.3,69,144,47.9,0,1.8,-1.8,16,37,15,8,56,Matches
283,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,24-126,1997,3.4,84,116,72.4,1624,482,26,28,92.9,48,57,84.2,8,23,34.8,0,0.0,0.0,0,1,1,1,3,Matches
284,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,30-332,1991,0.0,4,6,66.7,62,20,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
285,Jorge Meré\9f979eb2,es ESP,DF,Köln,24-300,1997,5.4,260,300,86.7,6567,1934,42,51,82.4,141,151,93.4,74,93,79.6,0,0.0,0.0,1,25,1,0,26,Matches
286,Thomas Meunier\e162b013,be BEL,DF,Dortmund,30-152,1991,15.6,900,1151,78.2,16506,6565,381,429,88.8,414,513,80.7,91,168,54.2,4,2.6,+1.4,14,56,24,13,105,Matches
287,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,26-085,1995,18.3,688,910,75.6,11891,5201,333,368,90.5,268,348,77.0,69,138,50.0,0,0.5,-0.5,12,65,6,3,77,Matches
288,Sven Michel\1e274a0a,de GER,FW,Union Berlin,31-211,1990,0.3,7,7,100.0,97,7,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,1,0,1,0,1,Matches
289,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,19-209,2002,0.4,17,21,81.0,239,33,11,12,91.7,6,7,85.7,0,0,,0,0.0,0.0,0,1,1,0,2,Matches
290,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,24-330,1997,11.6,382,551,69.3,6530,2970,188,231,81.4,139,188,73.9,42,95,44.2,3,2.1,+0.9,12,26,14,6,50,Matches
291,Anthony Modeste\34e4343c,fr FRA,FW,Köln,33-303,1988,18.7,206,302,68.2,3517,451,99,130,76.2,81,117,69.2,18,31,58.1,1,0.4,+0.6,9,11,3,1,14,Matches
292,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,28-223,1993,1.5,55,71,77.5,963,270,21,25,84.0,25,31,80.6,6,9,66.7,0,0.2,-0.2,3,7,2,2,5,Matches
293,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,20-333,2001,1.3,110,120,91.7,2313,520,32,36,88.9,63,66,95.5,15,18,83.3,0,0.0,0.0,0,4,0,0,5,Matches
294,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,32-102,1989,3.6,91,125,72.8,1606,409,44,53,83.0,22,32,68.8,16,26,61.5,0,0.6,-0.6,7,5,2,0,10,Matches
295,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,19-023,2003,0.4,17,20,85.0,281,66,11,12,91.7,4,6,66.7,2,2,100.0,0,0.0,0.0,0,2,0,0,2,Matches
296,Youssoufa Moukoko\6ce43701,de GER,FW,Dortmund,17-083,2004,1.3,21,25,84.0,322,37,9,11,81.8,7,8,87.5,2,2,100.0,0,0.1,-0.1,2,2,0,0,1,Matches
297,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,24-102,1997,12.4,573,765,74.9,10891,4461,238,285,83.5,252,319,79.0,78,130,60.0,1,1.1,-0.1,9,31,18,6,67,Matches
298,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,24-090,1997,17.0,504,590,85.4,12147,5961,125,125,100.0,232,234,99.1,137,221,62.0,0,0.0,0.0,0,1,1,0,0,Matches
299,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,32-151,1989,19.2,789,1063,74.2,12795,3479,420,502,83.7,285,377,75.6,63,124,50.8,16,9.0,+7.0,59,61,47,15,107,Matches
300,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,22-201,1999,0.1,2,2,100.0,19,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
301,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,18-350,2003,9.8,363,438,82.9,5507,1472,211,239,88.3,125,150,83.3,19,26,73.1,4,2.7,+1.3,18,37,19,0,51,Matches
302,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,22-175,1999,19.0,886,1052,84.2,18079,5353,279,312,89.4,477,537,88.8,126,187,67.4,2,0.3,+1.7,6,34,8,2,51,Matches
303,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,21-354,2000,4.5,152,204,74.5,2562,795,67,85,78.8,73,88,83.0,9,22,40.9,0,0.2,-0.2,4,8,7,2,17,Matches
304,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,19-124,2002,2.3,55,87,63.2,754,203,33,46,71.7,12,19,63.2,3,8,37.5,1,0.2,+0.8,4,2,0,0,2,Matches
305,David Nemeth\da76715c,at AUT,DF,Mainz 05,20-330,2001,3.0,134,158,84.8,2489,703,49,51,96.1,68,76,89.5,14,27,51.9,0,0.0,0.0,0,4,0,0,4,Matches
306,Luca Netz\e79269bd,de GER,DF,M'Gladbach,18-272,2003,9.0,260,324,80.2,4524,1462,130,148,87.8,98,112,87.5,26,47,55.3,2,0.7,+1.3,10,9,11,5,15,Matches
307,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,35-321,1986,20.0,783,892,87.8,21162,11833,126,126,100.0,373,378,98.7,277,380,72.9,0,0.0,0.0,0,8,1,0,3,Matches
308,Florian Neuhaus\36a59ba4,de GER,MFFW,M'Gladbach,24-332,1997,11.6,383,487,78.6,7572,2549,148,172,86.0,166,195,85.1,61,95,64.2,0,0.6,-0.6,11,41,9,1,69,Matches
309,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,25-340,1996,15.5,687,882,77.9,14164,6139,225,254,88.6,348,407,85.5,106,200,53.0,0,0.6,-0.6,9,62,6,2,78,Matches
310,Florian Niederlechner\d6862409,de GER,FW,Augsburg,31-110,1990,6.7,78,107,72.9,1372,287,34,50,68.0,29,35,82.9,11,12,91.7,1,0.5,+0.5,9,5,2,1,7,Matches
311,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,28-211,1993,11.2,179,270,66.3,2678,750,99,136,72.8,61,89,68.5,10,17,58.8,0,0.3,-0.3,5,12,4,0,25,Matches
312,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,28-005,1994,19.4,533,658,81.0,11938,3874,132,153,86.3,301,339,88.8,96,152,63.2,0,0.1,-0.1,2,44,1,0,39,Matches
313,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,24-089,1997,19.5,563,711,79.2,8444,2040,339,390,86.9,164,207,79.2,42,71,59.2,7,6.8,+0.2,38,32,37,5,69,Matches
314,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,23-059,1998,10.5,182,264,68.9,2745,501,108,142,76.1,60,85,70.6,8,17,47.1,0,1.6,-1.6,9,9,11,1,15,Matches
315,Håvard Nordtveit\6cafd68d,no NOR,DFFW,Hoffenheim,31-235,1990,0.8,60,74,81.1,1297,496,21,22,95.5,28,33,84.8,10,15,66.7,0,0.0,0.0,0,8,1,0,9,Matches
316,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,21-041,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
317,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,19-041,2003,1.2,19,33,57.6,239,46,12,20,60.0,6,9,66.7,0,2,0.0,0,0.0,0.0,1,1,1,1,0,Matches
318,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,27-240,1994,0.9,12,17,70.6,208,90,5,8,62.5,6,7,85.7,1,2,50.0,0,0.0,0.0,0,2,0,0,3,Matches
319,Hans Nunoo Sarpei\9593331d,gh GHA,DFMF,Greuther Fürth,23-173,1998,7.1,264,319,82.8,5853,1596,72,80,90.0,137,148,92.6,52,83,62.7,0,0.0,0.0,0,13,1,0,12,Matches
320,Bastian Oczipka\d1661819,de GER,DF,Union Berlin,33-030,1989,3.9,149,197,75.6,2704,1217,68,79,86.1,64,78,82.1,17,28,60.7,1,0.8,+0.2,6,15,6,4,19,Matches
321,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,25-303,1996,17.6,192,311,61.7,2865,968,107,150,71.3,64,96,66.7,12,30,40.0,1,0.8,+0.2,14,16,9,1,25,Matches
322,Dani Olmo\ae44e8e2,es ESP,MF,RB Leipzig,23-280,1998,2.4,82,111,73.9,1157,361,49,59,83.1,23,30,76.7,3,10,30.0,0,0.3,-0.3,2,11,4,1,12,Matches
323,Karim Onisiwo\f26834c7,at AUT,FW,Mainz 05,29-331,1992,15.8,211,336,62.8,3033,683,124,169,73.4,56,96,58.3,14,32,43.8,7,3.7,+3.3,18,7,8,1,20,Matches
324,Willi Orban\20030c06,hu HUN,DF,RB Leipzig,29-100,1992,16.4,928,1043,89.0,18676,5666,273,300,91.0,542,582,93.1,108,151,71.5,1,0.8,+0.2,3,59,3,0,60,Matches
325,Stefan Ortega\c1242d4e,de GER,GK,Arminia,29-097,1992,20.0,655,984,66.6,25545,17550,48,49,98.0,250,250,100.0,357,684,52.2,0,0.2,-0.2,2,48,5,0,1,Matches
326,Patrick Osterhage\9662c9ec,de GER,MF,Bochum,22-010,2000,1.6,39,50,78.0,682,130,24,27,88.9,7,10,70.0,6,8,75.0,0,0.0,0.0,0,3,1,0,3,Matches
327,Tomáš Ostrák\3ba95f20,cz CZE,MFFW,Köln,22-006,2000,0.2,6,10,60.0,131,79,2,2,100.0,4,4,100.0,0,2,0.0,1,0.4,+0.6,1,0,3,0,4,Matches
328,Paulo Otávio\1cbe4984,br BRA,DF,Wolfsburg,27-080,1994,4.0,146,201,72.6,2891,944,54,64,84.4,70,92,76.1,22,39,56.4,1,0.7,+0.3,3,10,5,2,18,Matches
329,Reece Oxford\8b6e0db2,eng ENG,DF,Augsburg,23-057,1998,17.0,491,610,80.5,11744,3584,109,130,83.8,266,303,87.8,112,169,66.3,0,0.0,0.0,1,26,0,0,27,Matches
330,Salih Özcan\15413fa5,de GER,MF,Köln,24-031,1998,14.6,599,723,82.8,11370,2264,230,276,83.3,274,316,86.7,82,103,79.6,0,0.9,-0.9,12,44,8,4,54,Matches
331,Levin Öztunalı\66385c46,de GER,MFFW,Union Berlin,25-333,1996,5.4,108,149,72.5,1861,536,54,62,87.1,35,44,79.5,13,29,44.8,0,0.4,-0.4,6,7,3,2,11,Matches
332,Gonçalo Paciência\962e54cb,pt POR,FW,Eint Frankfurt,27-194,1994,1.8,32,59,54.2,588,216,16,29,55.2,8,14,57.1,5,11,45.5,0,0.0,0.0,1,8,3,0,9,Matches
333,Exequiel Palacios\e82adcab,ar ARG,MF,Leverkusen,23-129,1998,7.4,404,469,86.1,7199,2272,191,215,88.8,148,167,88.6,57,71,80.3,1,0.5,+0.5,3,34,3,0,38,Matches
334,Miloš Pantović\5dc15574,rs SRB,MFFW,Bochum,25-219,1996,11.0,222,338,65.7,4120,1459,108,139,77.7,75,114,65.8,33,67,49.3,1,1.9,-0.9,18,17,13,4,25,Matches
335,Antonios Papadopoulos\13d23b29,de GER,DF,Dortmund,22-154,1999,0.1,8,9,88.9,189,52,2,2,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
336,Matondo-Merveille Papela\b4b08774,de GER,MF,Mainz 05,21-024,2001,0.2,10,12,83.3,169,29,4,5,80.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
337,Felix Passlack\5c899683,de GER,DF,Dortmund,23-258,1998,2.2,154,180,85.6,2514,849,86,90,95.6,49,59,83.1,15,25,60.0,0,0.2,-0.2,1,10,4,0,15,Matches
338,Paulinho\53070b63,br BRA,FW,Leverkusen,21-211,2000,5.7,158,191,82.7,2399,529,80,94,85.1,60,65,92.3,9,13,69.2,1,0.5,+0.5,9,8,5,0,19,Matches
339,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,25-320,1996,12.5,966,1100,87.8,17995,6346,377,406,92.9,461,504,91.5,113,157,72.0,1,1.1,-0.1,10,83,15,2,73,Matches
340,Mads Pedersen\582a5247,dk DEN,DFMF,Augsburg,25-163,1996,10.1,210,321,65.4,4019,1758,90,111,81.1,90,119,75.6,27,74,36.5,0,0.8,-0.8,11,13,6,2,27,Matches
341,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,35-104,1986,12.4,499,618,80.7,8840,3542,232,257,90.3,213,247,86.2,49,90,54.4,0,0.0,0.0,2,31,4,1,34,Matches
342,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,36-286,1985,1.0,32,40,80.0,702,377,12,12,100.0,14,14,100.0,6,14,42.9,0,0.0,0.0,0,0,0,0,0,Matches
343,Ricardo Pepi\a2b1ed42,us USA,FW,Augsburg,19-033,2003,1.9,30,42,71.4,554,112,13,18,72.2,11,17,64.7,5,5,100.0,0,0.3,-0.3,3,0,2,1,3,Matches
344,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,34-090,1987,2.0,38,51,74.5,914,425,10,10,100.0,19,19,100.0,9,22,40.9,0,0.0,0.0,0,0,0,0,0,Matches
345,Nils Petersen\f93e6e94,de GER,FWMF,Freiburg,33-067,1988,1.5,21,35,60.0,291,53,15,18,83.3,4,11,36.4,1,3,33.3,0,0.0,0.0,0,1,1,1,0,Matches
346,Jens Petter Hauge\12c35abe,no NOR,FWMF,Eint Frankfurt,22-122,1999,6.5,176,254,69.3,2678,569,100,127,78.7,60,79,75.9,10,27,37.0,1,0.3,+0.7,6,10,5,0,18,Matches
347,Maximilian Philipp\061e8e23,de GER,MF,Wolfsburg,27-347,1994,7.9,192,259,74.1,3131,868,92,115,80.0,73,85,85.9,18,43,41.9,2,0.7,+1.3,13,13,10,2,21,Matches
348,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,26-225,1995,3.9,54,84,64.3,754,79,31,41,75.6,16,25,64.0,4,11,36.4,0,0.0,0.0,0,4,1,0,2,Matches
349,Amos Pieper\526ea7cc,de GER,DF,Arminia,24-025,1998,18.9,596,744,80.1,13847,4106,127,151,84.1,339,379,89.4,125,204,61.3,0,0.4,-0.4,4,35,2,2,32,Matches
350,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,30-016,1992,12.9,516,703,73.4,10078,5149,197,218,90.4,238,296,80.4,74,166,44.6,0,1.7,-1.7,25,23,10,4,40,Matches
351,Alassane Pléa\bc6bd723,fr FRA,FWMF,M'Gladbach,28-338,1993,11.8,301,403,74.7,5193,1283,156,184,84.8,98,132,74.2,39,56,69.6,1,2.7,-1.7,23,35,18,1,46,Matches
352,Joel Pohjanpalo\ea003d07,fi FIN,FW,Leverkusen,27-151,1994,0.1,1,3,33.3,8,0,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
353,Sebastian Polter\3745e8bd,de GER,FW,Bochum,30-316,1991,16.3,183,332,55.1,2519,667,107,177,60.5,53,95,55.8,11,25,44.0,1,1.6,-0.6,18,19,5,1,20,Matches
354,Marin Pongračić\2a6cd437,hr CRO,DF,Dortmund,24-153,1997,5.2,339,386,87.8,7724,2189,76,82,92.7,184,193,95.3,76,105,72.4,0,0.0,0.0,0,21,0,0,12,Matches
355,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,24-273,1997,14.9,667,828,80.6,13859,4927,215,239,90.0,340,381,89.2,106,188,56.4,0,0.5,-0.5,3,48,6,1,62,Matches
356,Yussuf Poulsen\d2416c2e,dk DEN,FWMF,RB Leipzig,27-241,1994,6.8,148,218,67.9,2090,642,90,118,76.3,38,60,63.3,8,16,50.0,0,1.8,-1.8,8,16,7,1,26,Matches
357,Manuel Prietl\901c0f97,at AUT,MF,Arminia,30-192,1991,16.4,336,439,76.5,6601,1801,133,163,81.6,139,170,81.8,54,77,70.1,1,0.8,+0.2,5,40,4,0,40,Matches
358,Grischa Prömel\924f9191,de GER,MF,Union Berlin,27-033,1995,15.0,396,519,76.3,7658,1847,140,181,77.3,201,245,82.0,48,70,68.6,1,0.3,+0.7,6,33,6,2,38,Matches
359,Afimico Pululu\32c016f8,fr FRA,FW,Greuther Fürth,22-325,1999,0.1,3,4,75.0,40,5,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
360,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,16-300,2005,0.0,2,2,100.0,29,2,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
361,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,20-145,2001,1.0,28,40,70.0,725,433,9,9,100.0,13,13,100.0,6,18,33.3,0,0.0,0.0,0,1,0,0,0,Matches
362,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,24-184,1997,1.7,37,62,59.7,890,313,5,9,55.6,26,31,83.9,6,22,27.3,0,0.0,0.0,0,4,1,0,5,Matches
363,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,21-355,2000,0.2,14,14,100.0,258,41,6,6,100.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
364,David Raum\7d450ed3,de GER,DF,Hoffenheim,23-295,1998,18.7,917,1242,73.8,17262,6689,412,485,84.9,356,431,82.6,136,268,50.7,5,5.7,-0.7,49,61,42,32,89,Matches
365,Reinier\6b21b7b5,br BRA,MFFW,Dortmund,20-023,2002,0.7,32,40,80.0,500,93,21,22,95.5,8,10,80.0,3,4,75.0,0,0.0,0.0,0,0,0,0,2,Matches
366,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,23-186,1998,0.4,10,12,83.3,159,80,4,5,80.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Matches
367,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,32-256,1989,19.0,718,889,80.8,11151,2851,415,471,88.1,218,269,81.0,61,91,67.0,5,3.5,+1.5,37,67,28,1,81,Matches
368,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,24-102,1997,18.7,370,560,66.1,6975,2221,153,189,81.0,158,213,74.2,47,124,37.9,0,0.9,-0.9,12,39,7,2,38,Matches
369,Gio Reyna\7fa4e703,us USA,MF,Dortmund,19-090,2002,2.8,131,164,79.9,1933,475,74,85,87.1,43,49,87.8,7,15,46.7,0,0.8,-0.8,9,6,5,2,8,Matches
370,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,21-320,2000,0.0,2,2,100.0,40,13,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
371,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,21-320,2000,12.5,701,814,86.1,13929,4280,249,279,89.2,342,374,91.4,102,144,70.8,1,0.4,+0.6,2,37,3,0,38,Matches
372,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,23-361,1998,3.0,189,211,89.6,3009,1061,98,106,92.5,84,89,94.4,7,15,46.7,0,0.1,-0.1,2,11,2,0,13,Matches
373,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,24-079,1997,12.6,251,382,65.7,4264,1569,130,157,82.8,82,123,66.7,30,69,43.5,0,1.0,-1.0,14,20,13,3,32,Matches
374,Manuel Riemann\9f941969,de GER,GK,Bochum,33-155,1988,20.0,623,1051,59.3,26663,19320,38,38,100.0,147,153,96.1,438,860,50.9,0,0.5,-0.5,5,58,7,0,6,Matches
375,Marc Roca\da27e268,es ESP,MF,Bayern Munich,25-077,1996,3.7,209,246,85.0,3821,1001,94,106,88.7,82,88,93.2,26,40,65.0,0,0.3,-0.3,3,16,4,0,19,Matches
376,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,31-123,1990,5.3,231,284,81.3,4175,1381,101,122,82.8,101,122,82.8,25,33,75.8,0,0.7,-0.7,8,29,4,1,35,Matches
377,Romario Rösch\87ebfdb8,de GER,MF,Mainz 05,22-225,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
378,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,29-036,1993,11.6,450,592,76.0,8221,3302,193,241,80.1,199,239,83.3,50,87,57.5,0,1.1,-1.1,11,33,10,6,52,Matches
379,Sebastian Rudy\80f36c88,de GER,MF,Hoffenheim,31-348,1990,6.7,239,322,74.2,4208,1211,109,133,82.0,95,120,79.2,28,49,57.1,0,0.4,-0.4,6,20,2,2,29,Matches
380,Georginio Rutter\c64c01fc,fr FRA,FWMF,Hoffenheim,19-297,2002,11.0,126,205,61.5,2031,479,63,94,67.0,35,52,67.3,16,28,57.1,2,2.0,0.0,5,11,12,4,15,Matches
381,Julian Ryerson\009a4f60,no NOR,DF,Union Berlin,24-086,1997,8.6,235,324,72.5,4556,1742,105,132,79.5,90,118,76.3,37,61,60.7,0,1.0,-1.0,9,20,13,8,19,Matches
382,Frederik Rønnow\a70b8345,dk DEN,GK,Union Berlin,29-191,1992,1.0,25,45,55.6,713,411,2,2,100.0,14,15,93.3,9,27,33.3,0,0.0,0.0,0,0,0,0,0,Matches
383,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,27-331,1994,0.5,42,49,85.7,885,237,20,22,90.9,14,15,93.3,8,12,66.7,0,0.0,0.0,0,7,1,0,4,Matches
384,Marcel Sabitzer\e280527c,at AUT,MFDF,Bayern Munich,27-331,1994,5.7,363,445,81.6,6263,1659,185,203,91.1,144,169,85.2,31,51,60.8,0,0.4,-0.4,3,24,8,1,36,Matches
