,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
263,Eduard Löwen\70678132,de GER,MF,Bochum,25-014,1997,11.0,0,24,6,25.0,2.19,0.55,0.00,0.00,24.0,7,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
264,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,24-220,1997,5.7,1,7,3,42.9,1.24,0.53,0.14,0.33,19.2,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
265,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,24-140,1997,8.9,0,13,5,38.5,1.47,0.56,0.00,0.00,15.5,0,0,0,1.9,1.9,0.15,-1.9,-1.9,Matches
266,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,24-140,1997,2.0,1,3,1,33.3,1.53,0.51,0.00,0.00,25.1,0,1,1,1.1,0.3,0.10,-0.1,-0.3,Matches
267,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,34-338,1987,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
268,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,23-139,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
269,Arne Maier\ab700320,de GER,MF,Augsburg,23-034,1999,12.8,1,12,7,58.3,0.94,0.55,0.08,0.14,20.4,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
270,Donyell Malen\864163f3,nl NED,FW,Dortmund,23-023,1999,14.4,3,28,14,50.0,1.94,0.97,0.11,0.21,17.1,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
271,Lennard Maloney\75402e99,us USA,DF,Dortmund,22-126,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
272,Orel Mangala\a572e291,be BEL,MF,Stuttgart,23-330,1998,13.5,1,12,5,41.7,0.89,0.37,0.08,0.20,16.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
273,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,22-362,1999,7.1,1,12,3,25.0,1.70,0.42,0.08,0.33,19.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
274,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,23-004,1999,9.1,2,21,7,33.3,2.30,0.77,0.10,0.29,16.0,0,0,1,3.8,3.0,0.15,-1.8,-1.0,Matches
275,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,23-004,1999,0.3,0,1,0,0.0,3.75,0.00,0.00,,33.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
276,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,24-295,1997,15.1,0,11,3,27.3,0.73,0.20,0.00,0.00,22.0,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
277,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,23-260,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
278,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,23-081,1998,12.2,0,3,0,0.0,0.25,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
279,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,21-122,2000,9.2,2,19,11,57.9,2.07,1.20,0.11,0.18,19.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
280,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,24-062,1997,17.4,4,13,6,46.2,0.75,0.34,0.31,0.67,12.8,0,0,0,1.2,1.2,0.09,+2.8,+2.8,Matches
281,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,32-325,1989,1.7,3,7,6,85.7,4.09,3.51,0.43,0.50,10.5,0,0,0,1.5,1.5,0.26,+1.5,+1.5,Matches
282,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,26-298,1995,10.7,0,5,0,0.0,0.47,0.00,0.00,,10.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
283,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,24-126,1997,3.4,0,3,1,33.3,0.88,0.29,0.00,0.00,17.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
284,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,30-332,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Jorge Meré\9f979eb2,es ESP,DF,Köln,24-300,1997,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
286,Thomas Meunier\e162b013,be BEL,DF,Dortmund,30-152,1991,15.6,2,19,6,31.6,1.22,0.39,0.11,0.33,14.1,0,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches
287,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,26-085,1995,18.3,1,6,2,33.3,0.33,0.11,0.17,0.50,19.8,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
288,Sven Michel\1e274a0a,de GER,FW,Union Berlin,31-211,1990,0.3,0,1,0,0.0,3.00,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
289,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,19-209,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
290,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,24-330,1997,11.6,0,5,0,0.0,0.43,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
291,Anthony Modeste\34e4343c,fr FRA,FW,Köln,33-303,1988,18.7,14,76,29,38.2,4.06,1.55,0.18,0.48,11.6,0,0,0,11.7,11.7,0.15,+2.3,+2.3,Matches
292,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,28-223,1993,1.5,0,4,1,25.0,2.59,0.65,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
293,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,20-333,2001,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
294,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,32-102,1989,3.6,0,2,0,0.0,0.56,0.00,0.00,,13.0,0,0,0,0.7,0.7,0.36,-0.7,-0.7,Matches
295,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,19-023,2003,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
296,Youssoufa Moukoko\6ce43701,de GER,FW,Dortmund,17-083,2004,1.3,0,2,1,50.0,1.49,0.74,0.00,0.00,11.0,0,0,0,0.7,0.7,0.33,-0.7,-0.7,Matches
297,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,24-102,1997,12.4,1,13,5,38.5,1.05,0.40,0.08,0.20,13.0,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
298,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,24-090,1997,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
299,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,32-151,1989,19.2,7,38,18,47.4,1.98,0.94,0.18,0.39,12.2,0,0,0,6.9,6.9,0.18,+0.1,+0.1,Matches
300,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,22-201,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
301,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,18-350,2003,9.8,3,21,7,33.3,2.13,0.71,0.14,0.43,14.6,0,0,0,2.3,2.3,0.11,+0.7,+0.7,Matches
302,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,22-175,1999,19.0,3,19,4,21.1,1.00,0.21,0.16,0.75,7.8,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches
303,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,21-354,2000,4.5,0,1,0,0.0,0.22,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
304,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,19-124,2002,2.3,0,3,1,33.3,1.32,0.44,0.00,0.00,11.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
305,David Nemeth\da76715c,at AUT,DF,Mainz 05,20-330,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
306,Luca Netz\e79269bd,de GER,DF,M'Gladbach,18-272,2003,9.0,0,11,3,27.3,1.22,0.33,0.00,0.00,14.8,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
307,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,35-321,1986,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
308,Florian Neuhaus\36a59ba4,de GER,MFFW,M'Gladbach,24-332,1997,11.6,4,28,11,39.3,2.41,0.95,0.14,0.36,20.7,1,0,0,2.7,2.7,0.10,+1.3,+1.3,Matches
309,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,25-340,1996,15.5,2,3,1,33.3,0.19,0.06,0.33,1.00,9.0,0,1,1,1.7,0.9,0.30,+0.3,+0.1,Matches
310,Florian Niederlechner\d6862409,de GER,FW,Augsburg,31-110,1990,6.7,3,19,8,42.1,2.84,1.19,0.16,0.38,13.0,0,0,0,3.3,3.3,0.17,-0.3,-0.3,Matches
311,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,28-211,1993,11.2,2,21,6,28.6,1.88,0.54,0.10,0.33,13.2,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
312,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,28-005,1994,19.4,0,2,0,0.0,0.10,0.00,0.00,,13.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
313,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,24-089,1997,19.5,10,51,25,49.0,2.62,1.28,0.20,0.40,15.6,4,0,0,8.6,8.6,0.17,+1.4,+1.4,Matches
314,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,23-059,1998,10.5,6,36,14,38.9,3.41,1.33,0.17,0.43,12.3,0,0,0,6.1,6.1,0.17,-0.1,-0.1,Matches
315,Håvard Nordtveit\6cafd68d,no NOR,DFFW,Hoffenheim,31-235,1990,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
316,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,21-041,2001,0.0,0,1,0,0.0,45.00,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
317,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,19-041,2003,1.2,1,2,2,100.0,1.67,1.67,0.50,0.50,13.3,0,0,0,0.7,0.7,0.36,+0.3,+0.3,Matches
318,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,27-240,1994,0.9,1,3,1,33.3,3.38,1.13,0.33,1.00,9.0,0,0,0,0.5,0.5,0.16,+0.5,+0.5,Matches
319,Hans Nunoo Sarpei\9593331d,gh GHA,DFMF,Greuther Fürth,23-173,1998,7.1,0,3,0,0.0,0.42,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
320,Bastian Oczipka\d1661819,de GER,DF,Union Berlin,33-030,1989,3.9,0,2,0,0.0,0.51,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
321,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,25-303,1996,17.6,7,19,12,63.2,1.08,0.68,0.37,0.58,14.8,0,0,0,3.2,3.2,0.17,+3.8,+3.8,Matches
322,Dani Olmo\ae44e8e2,es ESP,MF,RB Leipzig,23-280,1998,2.4,0,7,4,57.1,2.86,1.64,0.00,0.00,17.7,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
323,Karim Onisiwo\f26834c7,at AUT,FW,Mainz 05,29-331,1992,15.8,3,45,13,28.9,2.84,0.82,0.07,0.23,13.5,0,0,0,6.1,6.1,0.13,-3.1,-3.1,Matches
324,Willi Orban\20030c06,hu HUN,DF,RB Leipzig,29-100,1992,16.4,1,18,5,27.8,1.10,0.31,0.06,0.20,10.6,0,0,0,2.3,2.3,0.14,-1.3,-1.3,Matches
325,Stefan Ortega\c1242d4e,de GER,GK,Arminia,29-097,1992,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
326,Patrick Osterhage\9662c9ec,de GER,MF,Bochum,22-010,2000,1.6,0,2,1,50.0,1.22,0.61,0.00,0.00,17.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
327,Tomáš Ostrák\3ba95f20,cz CZE,MFFW,Köln,22-006,2000,0.2,0,1,0,0.0,5.00,0.00,0.00,,9.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
328,Paulo Otávio\1cbe4984,br BRA,DF,Wolfsburg,27-080,1994,4.0,0,4,0,0.0,0.99,0.00,0.00,,20.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
329,Reece Oxford\8b6e0db2,eng ENG,DF,Augsburg,23-057,1998,17.0,2,9,4,44.4,0.53,0.24,0.22,0.50,9.0,0,0,0,1.4,1.4,0.15,+0.6,+0.6,Matches
330,Salih Özcan\15413fa5,de GER,MF,Köln,24-031,1998,14.6,2,15,3,20.0,1.03,0.21,0.13,0.67,16.1,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches
331,Levin Öztunalı\66385c46,de GER,MFFW,Union Berlin,25-333,1996,5.4,0,5,0,0.0,0.93,0.00,0.00,,21.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
332,Gonçalo Paciência\962e54cb,pt POR,FW,Eint Frankfurt,27-194,1994,1.8,2,8,2,25.0,4.36,1.09,0.13,0.50,15.5,0,1,2,2.4,0.9,0.12,-0.4,+0.1,Matches
333,Exequiel Palacios\e82adcab,ar ARG,MF,Leverkusen,23-129,1998,7.4,0,1,0,0.0,0.14,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
334,Miloš Pantović\5dc15574,rs SRB,MFFW,Bochum,25-219,1996,11.0,3,14,7,50.0,1.27,0.63,0.21,0.43,20.5,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches
335,Antonios Papadopoulos\13d23b29,de GER,DF,Dortmund,22-154,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
336,Matondo-Merveille Papela\b4b08774,de GER,MF,Mainz 05,21-024,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
337,Felix Passlack\5c899683,de GER,DF,Dortmund,23-258,1998,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
338,Paulinho\53070b63,br BRA,FW,Leverkusen,21-211,2000,5.7,0,9,5,55.6,1.59,0.88,0.00,0.00,14.6,0,0,0,1.5,1.5,0.17,-1.5,-1.5,Matches
339,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,25-320,1996,12.5,0,9,3,33.3,0.72,0.24,0.00,0.00,20.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
340,Mads Pedersen\582a5247,dk DEN,DFMF,Augsburg,25-163,1996,10.1,1,13,3,23.1,1.29,0.30,0.08,0.33,20.0,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
341,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,35-104,1986,12.4,0,5,1,20.0,0.40,0.08,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
342,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,36-286,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
343,Ricardo Pepi\a2b1ed42,us USA,FW,Augsburg,19-033,2003,1.9,0,5,2,40.0,2.65,1.06,0.00,0.00,11.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
344,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,34-090,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
345,Nils Petersen\f93e6e94,de GER,FWMF,Freiburg,33-067,1988,1.5,1,4,1,25.0,2.69,0.67,0.25,1.00,14.3,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
346,Jens Petter Hauge\12c35abe,no NOR,FWMF,Eint Frankfurt,22-122,1999,6.5,2,12,5,41.7,1.83,0.76,0.17,0.40,13.3,0,0,0,1.9,1.9,0.16,+0.1,+0.1,Matches
347,Maximilian Philipp\061e8e23,de GER,MF,Wolfsburg,27-347,1994,7.9,1,10,1,10.0,1.26,0.13,0.10,1.00,22.5,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
348,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,26-225,1995,3.9,1,12,5,41.7,3.11,1.30,0.08,0.20,14.4,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
349,Amos Pieper\526ea7cc,de GER,DF,Arminia,24-025,1998,18.9,0,9,0,0.0,0.48,0.00,0.00,,14.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
350,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,30-016,1992,12.9,0,6,1,16.7,0.46,0.08,0.00,0.00,24.7,5,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
351,Alassane Pléa\bc6bd723,fr FRA,FWMF,M'Gladbach,28-338,1993,11.8,4,37,15,40.5,3.14,1.27,0.11,0.27,17.4,0,0,0,4.0,4.0,0.11,0.0,0.0,Matches
352,Joel Pohjanpalo\ea003d07,fi FIN,FW,Leverkusen,27-151,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
353,Sebastian Polter\3745e8bd,de GER,FW,Bochum,30-316,1991,16.3,7,32,11,34.4,1.97,0.68,0.19,0.55,12.2,0,1,2,6.3,4.8,0.15,+0.7,+1.2,Matches
354,Marin Pongračić\2a6cd437,hr CRO,DF,Dortmund,24-153,1997,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
355,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,24-273,1997,14.9,1,8,4,50.0,0.54,0.27,0.13,0.25,18.3,1,0,0,1.0,1.0,0.13,0.0,0.0,Matches
356,Yussuf Poulsen\d2416c2e,dk DEN,FWMF,RB Leipzig,27-241,1994,6.8,4,23,11,47.8,3.37,1.61,0.17,0.36,11.8,0,0,0,4.3,4.3,0.19,-0.3,-0.3,Matches
357,Manuel Prietl\901c0f97,at AUT,MF,Arminia,30-192,1991,16.4,0,13,2,15.4,0.79,0.12,0.00,0.00,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
358,Grischa Prömel\924f9191,de GER,MF,Union Berlin,27-033,1995,15.0,4,17,6,35.3,1.13,0.40,0.24,0.67,12.1,0,0,0,4.1,4.1,0.24,-0.1,-0.1,Matches
359,Afimico Pululu\32c016f8,fr FRA,FW,Greuther Fürth,22-325,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
360,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,16-300,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,20-145,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
362,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,24-184,1997,1.7,0,2,2,100.0,1.18,1.18,0.00,0.00,7.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
363,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,21-355,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
364,David Raum\7d450ed3,de GER,DF,Hoffenheim,23-295,1998,18.7,2,20,7,35.0,1.07,0.37,0.10,0.29,20.0,3,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
365,Reinier\6b21b7b5,br BRA,MFFW,Dortmund,20-023,2002,0.7,0,1,0,0.0,1.53,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
366,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,23-186,1998,0.4,0,1,0,0.0,2.81,0.00,0.00,,8.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
367,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,32-256,1989,19.0,5,37,13,35.1,1.95,0.68,0.14,0.38,16.1,6,0,0,7.3,7.3,0.20,-2.3,-2.3,Matches
368,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,24-102,1997,18.7,0,20,5,25.0,1.07,0.27,0.00,0.00,23.7,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
369,Gio Reyna\7fa4e703,us USA,MF,Dortmund,19-090,2002,2.8,2,7,4,57.1,2.54,1.45,0.29,0.50,14.3,0,0,0,1.1,1.1,0.15,+0.9,+0.9,Matches
370,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,21-320,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
371,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,21-320,2000,12.5,1,10,1,10.0,0.80,0.08,0.10,1.00,6.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
372,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,23-361,1998,3.0,0,2,0,0.0,0.67,0.00,0.00,,13.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
373,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,24-079,1997,12.6,5,25,13,52.0,1.98,1.03,0.20,0.38,19.6,2,0,0,2.0,2.0,0.08,+3.0,+3.0,Matches
374,Manuel Riemann\9f941969,de GER,GK,Bochum,33-155,1988,20.0,0,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,Matches
375,Marc Roca\da27e268,es ESP,MF,Bayern Munich,25-077,1996,3.7,0,4,0,0.0,1.09,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
376,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,31-123,1990,5.3,1,4,1,25.0,0.76,0.19,0.25,1.00,20.0,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches
377,Romario Rösch\87ebfdb8,de GER,MF,Mainz 05,22-225,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
378,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,29-036,1993,11.6,1,8,3,37.5,0.69,0.26,0.13,0.33,23.8,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
379,Sebastian Rudy\80f36c88,de GER,MF,Hoffenheim,31-348,1990,6.7,2,8,2,25.0,1.19,0.30,0.25,1.00,18.1,0,0,0,1.3,1.3,0.17,+0.7,+0.7,Matches
380,Georginio Rutter\c64c01fc,fr FRA,FWMF,Hoffenheim,19-297,2002,11.0,5,37,12,32.4,3.36,1.09,0.14,0.42,13.7,0,0,0,4.7,4.7,0.13,+0.3,+0.3,Matches
381,Julian Ryerson\009a4f60,no NOR,DF,Union Berlin,24-086,1997,8.6,2,13,5,38.5,1.51,0.58,0.15,0.40,18.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches
382,Frederik Rønnow\a70b8345,dk DEN,GK,Union Berlin,29-191,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
383,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,27-331,1994,0.5,0,2,0,0.0,3.67,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
384,Marcel Sabitzer\e280527c,at AUT,MFDF,Bayern Munich,27-331,1994,5.7,0,10,3,30.0,1.77,0.53,0.00,0.00,21.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
385,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,24-265,1997,8.2,1,26,4,15.4,3.17,0.49,0.04,0.25,14.9,0,0,0,3.5,3.5,0.13,-2.5,-2.5,Matches
386,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,26-031,1996,9.0,2,6,3,50.0,0.66,0.33,0.33,0.67,16.6,0,0,0,0.8,0.8,0.13,+1.2,+1.2,Matches
387,Leroy Sané\2b114be3,de GER,FWMF,Bayern Munich,26-031,1996,14.7,6,68,27,39.7,4.64,1.84,0.09,0.22,19.2,7,0,0,7.6,7.6,0.11,-1.6,-1.6,Matches
388,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,18-118,2003,0.0,0,1,1,100.0,22.50,22.50,0.00,0.00,15.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
389,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,26-339,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
390,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,30-011,1992,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
391,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,19-042,2002,16.8,1,13,5,38.5,0.77,0.30,0.08,0.20,19.9,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
392,Kevin Schade\52afb588,de GER,FWMF,Freiburg,20-076,2001,8.5,3,17,8,47.1,2.01,0.94,0.18,0.38,12.9,0,0,0,1.7,1.6,0.09,+1.3,+1.4,Matches
393,Louis Schaub\b50ec54b,at AUT,MF,Köln,27-044,1994,5.2,1,8,2,25.0,1.54,0.38,0.13,0.50,15.3,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
394,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,26-018,1996,15.7,18,60,31,51.7,3.82,1.97,0.28,0.55,12.5,1,1,2,13.1,11.6,0.20,+4.9,+5.4,Matches
395,Kingsley Schindler\bd527260,de GER,DFMF,Köln,28-214,1993,2.4,0,2,0,0.0,0.83,0.00,0.00,,19.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
396,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,24-136,1997,2.6,0,2,0,0.0,0.76,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
397,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,24-289,1997,2.1,0,1,0,0.0,0.48,0.00,0.00,,14.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
