,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
323,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,19-133,2002,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,23-296,1998,23,14,1206,13.4,5,2,5,0,0,0,0,0.37,0.15,0.52,0.37,0.52,4.0,4.0,2.4,6.3,0.30,0.18,0.47,0.30,0.47,Matches
325,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,22-008,2000,22,16,1331,14.8,0,2,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.6,2.3,0.05,0.11,0.16,0.05,0.16,Matches
326,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,32-119,1989,19,19,1710,19.0,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,1.5,2.6,0.05,0.08,0.13,0.05,0.13,Matches
327,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,32-123,1989,8,7,650,7.2,1,0,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.1,0.3,0.04,0.01,0.05,0.04,0.05,Matches
328,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,36-143,1985,21,21,1845,20.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
329,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,18-188,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Mario Lemina\2b471f99,ga GAB,MF,Nice,28-163,1993,20,16,1337,14.9,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches
331,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,34-332,1987,12,10,853,9.5,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.8,0.9,0.01,0.08,0.09,0.01,0.09,Matches
332,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,21-362,2000,12,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches
333,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,18-280,2003,5,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.39,0.00,0.39,0.39,0.39,Matches
334,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,33-363,1988,21,13,1199,13.3,2,2,2,0,0,3,0,0.15,0.15,0.30,0.15,0.30,1.0,1.0,1.9,2.9,0.08,0.14,0.21,0.08,0.21,Matches
335,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,19-307,2002,9,1,162,1.8,1,2,1,0,0,1,0,0.56,1.11,1.67,0.56,1.67,0.9,0.9,0.6,1.6,0.52,0.35,0.87,0.52,0.87,Matches
336,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,24-182,1997,20,14,1201,13.3,1,2,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,1.1,1.1,2.4,3.6,0.09,0.18,0.27,0.09,0.27,Matches
337,Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,19-281,2002,11,4,493,5.5,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
338,Anthony Lopes\f00de885,pt POR,GK,Lyon,31-133,1990,22,22,1963,21.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
339,Pau López\20b9f052,es ESP,GK,Marseille,27-060,1994,19,19,1710,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
340,Dion Lopy\64c14d49,sn SEN,MF,Reims,20-009,2002,13,9,781,8.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches
341,Samuel Loric\9004f318,fr FRA,DF,Lorient,21-221,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
342,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,23-135,1998,17,11,1006,11.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07,Matches
343,Jean Lucas\a99138af,br BRA,MF,Monaco,23-234,1998,17,12,910,10.1,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,1.0,1.0,1.5,2.5,0.10,0.15,0.25,0.10,0.25,Matches
344,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,19-056,2002,10,10,855,9.5,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.8,0.08,0.01,0.09,0.08,0.09,Matches
345,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,23-159,1998,5,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
346,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,20-225,2001,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.37,0.00,2.37,2.37,2.37,Matches
347,Deiver Machado\b3f8bdef,co COL,DF,Lens,28-162,1993,11,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.07,0.08,0.01,0.08,Matches
348,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,23-133,1998,17,15,1235,13.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.5,1.8,0.03,0.11,0.13,0.03,0.13,Matches
349,Louis Mafouta\bec3d251,cf CTA,FW,Metz,27-224,1994,2,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.38,0.00,0.38,0.38,0.38,Matches
350,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,23-257,1998,16,10,926,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.6,0.04,0.01,0.06,0.04,0.06,Matches
351,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,24-235,1997,9,7,648,7.2,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,Matches
352,Habib Maïga\e768de1f,ci CIV,MFDF,Metz,26-041,1996,15,14,1112,12.4,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.6,1.2,0.05,0.05,0.10,0.05,0.10,Matches
353,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,23-046,1998,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.99,0.99,0.00,0.99,Matches
354,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,30-145,1991,14,2,322,3.6,2,0,2,0,0,1,0,0.56,0.00,0.56,0.56,0.56,1.2,1.2,0.6,1.8,0.33,0.17,0.49,0.33,0.49,Matches
355,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,24-025,1998,15,8,771,8.6,1,6,1,0,0,1,0,0.12,0.70,0.82,0.12,0.82,2.2,2.2,3.9,6.1,0.25,0.46,0.71,0.25,0.71,Matches
356,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,19-136,2002,14,0,176,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.10,0.11,0.21,0.10,0.21,Matches
357,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,22-045,1999,13,8,737,8.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches
358,Vincent Manceau\c26a3918,fr FRA,DF,Angers,32-216,1989,20,20,1800,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
359,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,36-320,1985,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
360,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,28-021,1994,18,18,1524,16.9,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches
361,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,30-363,1991,1,1,76,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
362,Thomas Mangani\c801616a,fr FRA,MF,Angers,34-288,1987,21,20,1670,18.6,6,2,1,5,5,4,0,0.32,0.11,0.43,0.05,0.16,4.2,0.4,0.9,1.3,0.23,0.05,0.27,0.02,0.07,Matches
363,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,23-329,1998,19,19,1640,18.2,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,1.4,1.4,0.2,1.6,0.08,0.01,0.09,0.08,0.09,Matches
364,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,22-362,1999,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches
365,Sekou Mara\3544641e,fr FRA,FWMF,Bordeaux,19-196,2002,13,4,424,4.7,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.2,1.2,0.0,1.2,0.26,0.00,0.26,0.26,0.26,Matches
366,Marcelo\e3d0b0c4,br BRA,DF,Lyon,34-267,1987,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
367,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,27-281,1994,17,16,1364,15.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.04,0.03,0.07,0.04,0.07,Matches
368,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,27-273,1994,18,18,1620,18.0,3,0,3,0,0,2,0,0.17,0.00,0.17,0.17,0.17,2.2,2.2,0.2,2.4,0.12,0.01,0.13,0.12,0.13,Matches
369,Jonas Martin\468fdbad,fr FRA,MF,Rennes,31-308,1990,15,15,1231,13.7,1,1,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15,0.7,0.7,1.0,1.8,0.05,0.07,0.13,0.05,0.13,Matches
370,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,26-276,1995,22,18,1408,15.6,3,2,3,0,0,1,0,0.19,0.13,0.32,0.19,0.32,3.3,3.3,2.1,5.4,0.21,0.14,0.35,0.21,0.35,Matches
371,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,19-150,2002,18,13,1248,13.9,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,0.9,0.9,0.6,1.5,0.07,0.04,0.11,0.07,0.11,Matches
372,Eliot Matazo\15944afd,be BEL,MF,Monaco,19-361,2002,13,7,684,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
373,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,19-272,2002,4,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
374,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,23-289,1998,15,15,1242,13.8,1,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,0.2,0.2,0.6,0.8,0.01,0.04,0.06,0.01,0.06,Matches
375,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,23-256,1998,21,20,1693,18.8,8,3,8,0,0,3,0,0.43,0.16,0.58,0.43,0.58,5.4,5.4,2.8,8.1,0.28,0.15,0.43,0.28,0.43,Matches
376,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,23-053,1998,21,20,1772,19.7,11,10,9,2,2,5,0,0.56,0.51,1.07,0.46,0.97,12.9,11.3,5.9,17.2,0.65,0.30,0.95,0.58,0.87,Matches
377,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,20-037,2002,8,4,488,5.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
378,Jason Mbock\890bc029,fr FRA,FW,Angers,22-102,1999,1,0,17,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,21-340,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
380,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,19-332,2002,20,13,952,10.6,1,1,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,1.4,1.4,0.7,2.1,0.13,0.06,0.20,0.13,0.20,Matches
381,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,22-259,1999,20,19,1620,18.0,1,0,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.1,1.2,0.06,0.01,0.07,0.06,0.07,Matches
382,Farid El Melali\d21e361a,dz ALG,FW,Angers,24-213,1997,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
383,Birger Meling\70c52749,no NOR,DF,Rennes,27-056,1994,18,14,1241,13.8,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.8,0.9,0.01,0.06,0.07,0.01,0.07,Matches
384,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,23-283,1998,22,22,1966,21.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,1.8,0.06,0.02,0.08,0.06,0.08,Matches
385,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,19-237,2002,14,10,915,10.2,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.8,1.9,0.01,0.18,0.19,0.01,0.19,Matches
386,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,29-333,1992,17,9,858,9.5,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,Matches
387,Arial Mendy\9f0f4b49,sn SEN,FWDF,Clermont Foot,27-096,1994,10,5,453,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.06,0.19,0.26,0.06,0.26,Matches
388,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,22-030,2000,19,16,1426,15.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
389,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,23-208,1998,11,5,498,5.5,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.7,0.8,0.01,0.13,0.14,0.01,0.14,Matches
390,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,19-271,2002,14,9,851,9.5,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,1.1,1.2,0.01,0.12,0.13,0.01,0.13,Matches
391,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,34-232,1987,13,11,983,10.9,2,6,2,0,0,0,0,0.18,0.55,0.73,0.18,0.73,5.6,5.6,4.1,9.7,0.52,0.37,0.89,0.52,0.89,Matches
392,Mexer\ce492295,mz MOZ,DF,Bordeaux,33-156,1988,16,14,1227,13.6,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
393,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,18-344,2003,2,0,23,0.3,0,1,0,0,0,0,0,0.00,3.91,3.91,0.00,3.91,0.0,0.0,0.1,0.1,0.00,0.47,0.47,0.00,0.47,Matches
394,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,21-103,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,13.93,0.00,13.93,13.93,13.93,Matches
395,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,17-351,2004,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
396,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,27-348,1994,13,8,788,8.8,4,0,4,0,0,0,0,0.46,0.00,0.46,0.46,0.46,4.4,4.4,1.4,5.8,0.51,0.15,0.66,0.51,0.66,Matches
397,Terem Moffi\065dc209,ng NGA,FW,Lorient,22-262,1999,22,21,1760,19.6,3,3,2,1,1,0,0,0.15,0.15,0.31,0.10,0.26,7.9,7.2,2.5,9.7,0.41,0.13,0.53,0.37,0.49,Matches
398,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,20-053,2001,6,0,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.71,0.11,0.83,0.71,0.83,Matches
399,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,30-084,1991,20,19,1585,17.6,5,2,5,0,0,5,0,0.28,0.11,0.40,0.28,0.40,3.7,3.7,1.8,5.5,0.21,0.10,0.32,0.21,0.32,Matches
400,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,31-001,1991,20,15,1285,14.3,3,2,3,0,0,2,0,0.21,0.14,0.35,0.21,0.35,0.8,0.8,2.3,3.1,0.06,0.16,0.22,0.06,0.22,Matches
401,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,37-315,1984,4,3,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
402,Lebo Mothiba\3eaf8817,za RSA,FW,Troyes,26-014,1996,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
403,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,26-014,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,3,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,9,4,373,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,14,13,1100,12.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.07,0.00,0.07,0.07,0.07,Matches
407,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,27-135,1994,19,17,1529,17.0,5,1,4,1,1,2,0,0.29,0.06,0.35,0.24,0.29,8.0,7.2,0.8,8.1,0.46,0.05,0.50,0.41,0.46,Matches
408,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,25-183,1996,21,9,902,10.0,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,1.0,1.0,0.2,1.2,0.10,0.02,0.12,0.10,0.12,Matches
409,Marshall Munetsi\2acf0cd7,zw ZIM,MF,Reims,25-234,1996,11,8,825,9.2,3,0,3,0,0,3,0,0.33,0.00,0.33,0.33,0.33,1.9,1.9,0.1,1.9,0.20,0.01,0.21,0.20,0.21,Matches
410,Kévin N'Doram\e50623a0,fr FRA,MFDF,Metz,26-020,1996,9,9,664,7.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.09,0.02,0.11,0.09,0.11,Matches
411,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,28-218,1993,23,21,1866,20.7,1,2,1,0,0,2,0,0.05,0.10,0.14,0.05,0.14,0.5,0.5,2.4,3.0,0.03,0.12,0.14,0.03,0.14,Matches
412,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,22-344,1999,16,15,1338,14.9,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.1,1.1,0.07,0.01,0.07,0.07,0.07,Matches
413,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,27-269,1994,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
414,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,35-058,1986,13,13,1144,12.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
415,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,22-037,2000,11,4,495,5.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.03,0.13,0.16,0.03,0.16,Matches
416,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,25-045,1996,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
417,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,21-109,2000,3,2,205,2.3,0,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,0.1,0.1,0.6,0.7,0.06,0.25,0.31,0.06,0.31,Matches
418,Neymar\69384e5d,br BRA,FWMF,Paris S-G,30-006,1992,10,10,826,9.2,3,3,2,1,1,2,0,0.33,0.33,0.65,0.22,0.54,3.1,2.4,3.2,5.6,0.34,0.35,0.69,0.26,0.61,Matches
419,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,25-039,1997,13,12,893,9.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches
420,Opa Nguette\75a63397,sn SEN,FWMF,Metz,27-218,1994,16,9,807,9.0,2,2,2,0,0,0,0,0.22,0.22,0.45,0.22,0.45,2.0,2.0,0.3,2.3,0.22,0.03,0.25,0.22,0.25,Matches
421,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,22-216,1999,7,5,376,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
422,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,22-337,1999,21,18,1352,15.0,3,1,2,1,1,2,0,0.20,0.07,0.27,0.13,0.20,4.2,3.4,1.3,4.7,0.28,0.08,0.36,0.23,0.31,Matches
423,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,27-054,1994,11,1,242,2.7,1,0,1,0,0,2,0,0.37,0.00,0.37,0.37,0.37,1.2,1.2,0.4,1.6,0.43,0.16,0.60,0.43,0.60,Matches
424,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,22-023,2000,4,0,44,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
425,Casimir Ninga\91f2da4c,td CHA,FW,Angers,28-270,1993,10,3,289,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.25,0.01,0.26,0.25,0.26,Matches
426,Arnaud Nordin\7b9a9e25,fr FRA,MFFW,Saint-Étienne,23-239,1998,21,11,1077,12.0,2,4,2,0,0,2,0,0.17,0.33,0.50,0.17,0.50,2.6,2.6,3.1,5.7,0.22,0.26,0.47,0.22,0.47,Matches
427,Alexander Nübel\afb0c500,de GER,GK,Monaco,25-134,1996,23,23,2070,23.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
428,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,25-020,1997,19,18,1634,18.2,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,0.2,1.3,0.06,0.01,0.07,0.06,0.07,Matches
429,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,32-327,1989,20,20,1646,18.3,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
430,Warmed Omari\4534a352,fr FRA,DF,Rennes,21-294,2000,19,16,1453,16.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matches
431,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,28-032,1994,18,18,1598,17.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
432,Amadou Onana\828657ff,be BEL,MF,Lille,20-179,2001,19,6,706,7.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.04,0.04,0.08,0.04,0.08,Matches
