,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
270,Jonathan Iglesias\639ca1cf,uy URU,MF,Clermont Foot,33-056,1988,6.4,358,346,12,11,0,51,4,0,0,0,0,0,300,35,23,34,306,16,0,1,322,0,5,6,7,Matches
271,Juan Ignacio Ramírez\ad513a6b,uy URU,FW,Saint-Étienne,25-010,1997,1.4,13,11,2,0,0,3,0,0,0,0,0,0,9,1,3,3,8,0,0,1,9,0,1,0,0,Matches
272,Danylo Ihnatenko\65bbfba3,ua UKR,MF,Bordeaux,24-335,1997,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1,0,12,0,0,0,11,0,0,1,0,Matches
273,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,23-285,1998,11.8,420,405,15,1,1,90,10,10,1,0,0,0,329,54,37,352,37,10,9,6,331,4,6,20,15,Matches
274,Bonke Innocent\546bb36e,ng NGA,MF,Lorient,26-022,1996,1.0,38,37,1,1,0,10,0,0,0,0,0,0,29,4,5,5,30,2,0,0,32,0,1,2,1,Matches
275,Wilson Isidor\a671316d,fr FRA,FWMF,Monaco,21-168,2000,0.6,18,18,0,0,1,8,0,0,0,0,0,0,6,7,5,2,6,5,0,1,8,0,0,2,0,Matches
276,Ismail Jakobs\a0415710,de GER,DF,Monaco,22-178,1999,8.9,676,558,118,9,0,90,13,39,0,0,0,0,392,130,154,485,40,25,109,2,498,5,11,25,20,Matches
277,Abdel Jalil Medioub\4937a9f7,dz ALG,DF,Bordeaux,24-167,1997,5.0,238,234,4,3,1,19,8,0,0,0,0,0,177,17,44,20,202,12,1,0,194,0,6,4,1,Matches
278,Corentin Jean\7d9b37bf,fr FRA,FWDF,Lens,26-211,1995,2.5,99,90,9,0,0,15,5,2,2,2,0,0,68,17,14,14,69,4,7,1,79,0,1,2,5,Matches
279,Jemerson\7cab69b5,br BRA,DF,Metz,29-171,1992,7.5,213,201,12,10,0,25,5,1,0,0,0,0,161,20,32,42,155,11,2,2,179,0,6,6,4,Matches
280,Moritz Jenz\ee644761,de GER,DF,Lorient,22-287,1999,12.6,546,527,19,17,0,57,21,0,0,0,0,0,426,32,88,151,356,24,2,0,460,2,11,6,8,Matches
281,Lenny Joseph\d1828392,fr FRA,FWMF,Metz,21-122,2000,0.9,10,10,0,0,0,2,0,0,0,0,0,0,6,3,1,3,5,1,0,0,7,0,0,1,0,Matches
282,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,20-275,2001,11.8,462,369,93,7,1,55,14,36,0,0,0,0,283,86,93,74,286,11,86,1,331,2,7,27,26,Matches
283,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,26-037,1996,2.0,53,52,1,0,0,15,2,2,0,0,0,0,43,8,2,4,46,0,1,2,43,0,2,0,0,Matches
284,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,30-235,1991,13.9,538,530,8,6,3,97,21,28,0,0,0,0,403,65,70,437,76,12,0,5,397,2,15,30,26,Matches
285,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,20-021,2002,0.1,5,5,0,0,0,3,0,0,0,0,0,0,4,0,1,0,4,0,0,0,5,0,0,0,0,Matches
286,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,20-021,2002,12.9,267,233,34,1,0,58,2,7,0,0,0,0,223,28,16,41,213,2,5,2,219,0,4,10,10,Matches
287,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,24-169,1997,3.6,118,107,11,2,0,25,9,11,6,1,3,2,82,15,21,8,104,1,3,0,90,2,2,3,6,Matches
288,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,22-080,1999,17.0,1338,1284,54,25,2,196,45,8,0,0,0,0,1055,125,158,165,1085,35,29,4,1201,2,19,30,13,Matches
289,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,27-145,1994,6.0,297,277,20,3,1,36,4,15,0,0,0,0,221,40,36,230,39,6,17,2,240,3,6,7,10,Matches
290,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,32-223,1989,3.5,213,206,7,5,0,11,2,0,0,0,0,0,176,14,23,30,173,5,2,0,192,0,5,2,1,Matches
291,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,20-103,2001,0.9,64,61,3,1,1,6,0,3,2,2,0,0,43,9,12,59,5,0,0,0,47,0,1,2,3,Matches
292,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,38-328,1983,1.0,31,21,10,3,0,0,0,0,0,0,0,0,25,2,4,2,23,0,0,5,28,0,0,0,0,Matches
293,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,23-217,1998,13.6,573,518,55,20,2,104,14,24,26,9,11,1,405,101,67,469,85,10,3,6,430,1,8,32,30,Matches
294,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,25-143,1996,12.1,883,848,35,14,0,75,12,5,0,0,0,0,785,68,30,235,592,20,21,1,840,0,7,4,7,Matches
295,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,20-006,2002,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,6,0,0,0,0,6,0,0,0,0,Matches
296,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,26-290,1995,3.4,162,143,19,9,0,27,6,7,8,4,1,0,110,24,28,140,13,4,1,4,123,1,0,8,3,Matches
297,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,31-003,1991,17.9,449,381,68,7,4,100,32,32,16,7,5,1,266,80,103,37,373,14,15,4,309,2,17,29,15,Matches
298,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,26-182,1995,16.8,1426,1380,46,30,0,85,15,1,0,0,0,0,1301,77,48,1221,155,22,16,1,1381,0,4,10,4,Matches
299,Justin Kluivert\4c3a6744,nl NED,MF,Nice,22-282,1999,9.7,328,267,61,18,0,53,25,25,38,16,15,1,205,41,82,55,253,9,5,0,223,1,10,12,13,Matches
300,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,19-339,2002,4.2,81,76,5,0,0,27,0,4,0,0,0,0,54,10,17,13,56,3,0,2,52,0,5,3,6,Matches
301,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,28-236,1993,0.7,29,26,3,1,0,4,0,3,0,0,0,0,20,7,2,20,3,4,2,0,24,0,0,1,1,Matches
302,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,23-068,1998,20.7,349,333,16,1,0,102,2,17,0,0,0,0,223,77,49,16,271,15,1,7,227,3,10,15,26,Matches
303,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,30-133,1991,19.1,1030,922,108,32,1,80,25,17,0,0,0,0,704,150,176,826,54,62,76,2,849,3,23,25,21,Matches
304,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,26-046,1995,17.5,888,688,200,10,0,78,13,43,2,1,1,0,478,238,172,603,59,33,188,3,677,7,20,39,32,Matches
305,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,22-240,1999,0.2,5,5,0,0,0,1,0,0,0,0,0,0,3,2,0,3,1,1,0,0,4,0,0,0,0,Matches
306,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,26-221,1995,6.0,240,196,44,4,0,18,8,17,0,0,0,0,136,63,41,171,24,3,40,1,187,0,6,11,9,Matches
307,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,36-154,1985,10.4,544,530,14,14,0,62,21,0,0,0,0,0,422,45,77,49,467,21,0,0,496,1,11,6,4,Matches
308,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,25-056,1996,19.8,981,962,19,16,3,144,19,3,2,0,2,0,864,62,55,825,130,16,1,1,860,5,10,40,12,Matches
309,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,24-302,1997,15.6,563,547,16,14,1,43,18,0,0,0,0,0,390,63,110,163,324,49,2,3,463,2,9,10,12,Matches
310,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,24-209,1997,5.0,105,96,9,1,0,41,2,6,0,0,0,0,74,14,17,68,22,2,1,1,68,0,4,8,5,Matches
311,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,20-225,2001,0.2,6,6,0,0,0,2,0,0,0,0,0,0,4,2,0,0,3,1,0,1,4,0,0,2,0,Matches
312,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,24-308,1997,16.6,883,761,122,14,1,100,8,12,0,0,0,0,553,190,140,111,622,31,108,3,746,0,6,38,12,Matches
313,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,26-183,1995,0.3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,Matches
314,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,27-284,1994,18.4,365,344,21,1,0,111,2,25,0,0,0,0,189,89,87,184,108,32,2,8,238,3,7,16,23,Matches
315,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,27-284,1994,3.8,97,95,2,0,0,24,1,5,0,0,0,0,45,22,30,40,29,13,2,2,61,0,0,7,5,Matches
316,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,20-017,2002,4.9,177,174,3,3,1,22,9,1,0,0,0,0,134,12,31,17,150,7,0,0,149,1,2,5,6,Matches
317,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,19-005,2003,0.5,15,13,2,2,0,2,0,0,0,0,0,0,8,1,6,3,10,1,0,0,12,0,0,0,0,Matches
318,Alban Lafont\4e7db402,fr FRA,GK,Nantes,23-019,1999,23.0,680,449,231,55,0,18,19,0,0,0,0,0,270,17,393,14,565,0,0,76,398,1,18,3,1,Matches
319,Julien Laporte\f066022d,fr FRA,DF,Lorient,28-099,1993,20.1,918,892,26,24,3,108,43,1,0,0,0,0,605,93,220,156,670,59,2,5,794,8,22,13,8,Matches
320,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,21-041,2001,0.2,12,11,1,0,0,1,0,0,0,0,0,0,8,4,0,9,0,1,1,0,10,0,0,0,0,Matches
321,Paul Lasne\542cc80f,fr FRA,MF,Brest,33-026,1989,2.0,100,100,0,0,0,14,1,2,0,0,0,0,73,16,11,37,57,4,0,0,82,0,1,2,2,Matches
322,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,23-069,1998,15.5,390,373,17,3,2,83,7,15,3,0,1,0,296,55,39,32,333,14,0,1,303,0,8,23,13,Matches
323,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,19-133,2002,0.7,16,16,0,0,0,8,0,0,0,0,0,0,9,3,4,0,13,1,0,1,12,0,0,0,0,Matches
324,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,23-296,1998,13.4,268,262,6,0,0,79,6,22,1,0,1,0,169,44,55,177,47,20,0,0,175,0,10,12,19,Matches
325,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,22-008,2000,14.8,745,679,66,18,2,122,49,16,43,18,12,1,538,70,137,87,631,20,1,3,592,1,23,29,17,Matches
326,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,32-119,1989,19.0,988,797,191,18,0,101,18,47,1,0,0,0,565,236,187,731,48,29,172,1,750,6,15,41,38,Matches
327,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,32-123,1989,7.2,376,363,13,6,0,28,11,2,0,0,0,0,273,29,74,295,58,12,4,0,327,0,10,3,5,Matches
328,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,36-143,1985,20.5,584,408,176,28,0,38,18,0,0,0,0,0,336,24,224,62,400,1,0,102,445,0,22,3,2,Matches
329,Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,18-188,2003,0.1,15,15,0,0,0,2,0,0,0,0,0,0,12,1,2,3,11,1,0,0,12,0,0,3,0,Matches
330,Mario Lemina\2b471f99,ga GAB,MF,Nice,28-163,1993,14.9,856,840,16,12,2,115,17,3,0,0,0,0,706,68,82,126,686,20,4,3,760,1,12,13,7,Matches
331,Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,34-332,1987,9.5,642,623,19,15,1,113,19,3,1,0,1,0,466,81,95,65,542,22,3,3,565,0,9,20,5,Matches
332,Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,21-362,2000,2.1,99,98,1,1,0,16,3,1,0,0,0,0,74,13,12,8,83,5,0,0,83,0,3,3,3,Matches
333,Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,18-280,2003,0.8,15,14,1,0,0,5,0,0,0,0,0,0,11,2,2,4,9,0,0,0,11,0,0,0,1,Matches
334,Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,33-363,1988,13.3,867,701,166,24,0,85,56,72,39,5,27,3,440,164,263,608,121,26,103,0,633,0,21,27,29,Matches
335,Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,19-307,2002,1.8,66,61,5,0,0,14,1,5,2,2,0,0,50,8,8,51,10,2,3,0,47,0,1,5,5,Matches
336,Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,24-182,1997,13.3,739,648,91,13,1,120,15,50,2,1,0,0,497,145,97,21,616,16,75,2,597,3,8,26,28,Matches
337,Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,19-281,2002,5.5,266,217,49,1,0,31,6,10,0,0,0,0,161,51,54,156,53,6,48,0,199,2,5,16,9,Matches
338,Anthony Lopes\f00de885,pt POR,GK,Lyon,31-133,1990,21.8,708,509,199,46,0,42,6,0,0,0,0,0,474,32,202,438,153,1,1,102,599,0,12,1,2,Matches
339,Pau López\20b9f052,es ESP,GK,Marseille,27-060,1994,19.0,856,709,147,41,0,70,18,0,0,0,0,0,590,37,229,575,174,1,0,96,708,1,20,11,2,Matches
340,Dion Lopy\64c14d49,sn SEN,MF,Reims,20-009,2002,8.7,307,303,4,4,0,66,19,0,0,0,0,0,230,35,42,37,249,14,0,0,264,1,7,8,4,Matches
341,Samuel Loric\9004f318,fr FRA,DF,Lorient,21-221,2000,3.0,128,101,27,0,0,35,3,10,0,0,0,0,59,41,28,75,7,10,27,0,88,0,6,6,8,Matches
342,Jordan Lotomba\fc4cf6a7,ch SUI,DF,Nice,23-135,1998,11.2,589,494,95,12,1,66,8,15,0,0,0,0,404,97,88,51,427,15,83,5,495,4,11,19,15,Matches
343,Jean Lucas\a99138af,br BRA,MF,Monaco,23-234,1998,10.1,562,520,42,16,3,97,27,17,25,10,14,0,415,58,89,39,490,10,1,12,458,3,8,31,11,Matches
344,Castello Lukeba\5b9512c5,fr FRA,DF,Lyon,19-056,2002,9.5,684,661,23,18,0,57,5,0,0,0,0,0,619,26,39,559,87,17,5,3,627,0,4,18,7,Matches
345,Levi Lumeka\199ff86e,eng ENG,DFFW,Troyes,23-159,1998,0.7,17,16,1,0,0,5,0,3,0,0,0,0,12,2,3,3,13,0,1,0,10,0,0,3,1,Matches
346,Yannis M'Bemba\080de72a,fr FRA,DFFW,Nantes,20-225,2001,0.1,5,4,1,1,0,0,1,0,0,0,0,0,4,0,1,0,5,0,0,0,4,0,1,0,0,Matches
347,Deiver Machado\b3f8bdef,co COL,DF,Lens,28-162,1993,3.4,118,90,28,1,0,12,3,10,0,0,0,0,63,41,14,73,11,6,27,0,97,0,2,4,5,Matches
348,Yvann Macon\0bb6e193,fr FRA,DF,Saint-Étienne,23-133,1998,13.7,829,652,177,10,0,93,32,34,1,0,0,0,495,214,120,105,532,19,166,1,631,1,16,39,41,Matches
349,Louis Mafouta\bec3d251,cf CTA,FW,Metz,27-224,1994,0.5,13,13,0,0,0,4,0,0,0,0,0,0,8,4,1,2,8,0,0,0,12,0,0,0,0,Matches
350,Hugo Magnetti\d4d35152,fr FRA,MF,Brest,23-257,1998,10.3,430,420,10,10,0,66,23,3,0,0,0,0,328,42,60,59,358,7,0,2,365,2,5,14,12,Matches
351,Yohann Magnin\caa7aaea,fr FRA,MFDF,Clermont Foot,24-235,1997,7.2,343,339,4,4,0,50,4,5,0,0,0,0,252,40,51,35,278,20,0,0,273,1,9,6,7,Matches
352,Habib Maïga\e768de1f,ci CIV,MFDF,Metz,26-041,1996,12.4,524,501,23,3,2,77,17,14,0,0,0,0,377,64,83,47,424,24,20,1,428,1,10,13,9,Matches
353,Josh Maja\bc0bfc64,ng NGA,FW,Bordeaux,23-046,1998,0.1,6,4,2,0,0,1,0,0,0,0,0,0,5,1,0,2,4,0,0,0,5,0,0,0,0,Matches
354,Abdul Majeed Waris\46907171,gh GHA,MFFW,Strasbourg,30-145,1991,3.6,129,125,4,0,1,20,2,4,0,0,0,0,99,20,10,6,115,1,4,1,97,1,2,7,6,Matches
355,Lovro Majer\fc46aab1,hr CRO,MF,Rennes,24-025,1998,8.6,492,460,32,8,3,110,22,19,21,7,9,2,368,50,74,428,50,6,3,4,377,3,14,29,10,Matches
356,Béni Makouana\654f49ca,cg CGO,FWMF,Montpellier,19-136,2002,2.0,56,52,4,0,0,11,1,4,0,0,0,0,38,8,10,6,44,3,1,1,41,0,0,2,6,Matches
357,Hianga Mananga Mbock\0f86995c,fr FRA,MF,Brest,22-045,1999,8.2,275,265,10,9,0,58,7,0,0,0,0,0,235,24,16,52,205,7,1,1,246,0,1,9,2,Matches
358,Vincent Manceau\c26a3918,fr FRA,DF,Angers,32-216,1989,20.0,1297,1254,43,35,0,101,46,1,0,0,0,0,1018,108,171,121,1117,39,8,2,1169,4,16,21,12,Matches
359,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,36-320,1985,4.0,117,82,35,5,0,8,1,0,0,0,0,0,86,7,24,21,77,0,0,15,102,0,1,1,0,Matches
360,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Lille,28-021,1994,16.9,962,785,177,23,0,84,8,14,0,0,0,0,631,189,142,642,118,35,154,1,804,6,10,20,19,Matches
361,Eliaquim Mangala\f520049f,fr FRA,DF,Saint-Étienne,30-363,1991,0.8,51,50,1,1,0,3,0,0,0,0,0,0,42,5,4,35,11,2,0,2,44,0,0,4,0,Matches
362,Thomas Mangani\c801616a,fr FRA,MF,Angers,34-288,1987,18.6,1087,983,104,70,0,152,65,14,33,8,19,1,711,119,257,815,198,56,0,2,871,4,21,28,21,Matches
363,Ricardo Mangas\eef2d8ce,pt POR,DF,Bordeaux,23-329,1998,18.2,777,623,154,16,0,94,21,22,0,0,0,0,463,153,161,490,112,26,138,2,614,1,8,40,24,Matches
364,Myziane Maolida\706a60e1,fr FRA,MFFW,Nice,22-362,1999,0.4,7,7,0,0,0,1,0,0,0,0,0,0,6,0,1,2,4,1,0,0,4,0,0,1,1,Matches
365,Sekou Mara\3544641e,fr FRA,FWMF,Bordeaux,19-196,2002,4.7,102,91,11,0,0,36,4,2,0,0,0,0,62,24,16,14,68,6,0,4,67,0,8,6,6,Matches
366,Marcelo\e3d0b0c4,br BRA,DF,Lyon,34-267,1987,2.0,165,162,3,2,0,20,5,1,0,0,0,0,138,16,11,12,140,4,1,0,149,0,2,2,1,Matches
367,Guillermo Maripán\d9764034,cl CHI,DF,Monaco,27-281,1994,15.2,1026,1002,24,20,1,89,24,2,0,0,0,0,847,66,113,71,899,31,0,3,925,3,8,16,9,Matches
368,Marquinhos\d5f2f82b,br BRA,DF,Paris S-G,27-273,1994,18.0,1397,1359,38,35,2,95,40,2,0,0,0,0,1180,79,138,215,1128,33,2,8,1301,3,13,13,3,Matches
369,Jonas Martin\468fdbad,fr FRA,MF,Rennes,31-308,1990,13.7,994,965,29,25,2,127,29,3,0,0,0,0,790,93,111,125,810,41,4,4,894,0,14,20,10,Matches
370,Gelson Martins\3ef0fa48,pt POR,FWMF,Monaco,26-276,1995,15.6,504,499,5,1,0,120,5,23,0,0,0,0,390,64,50,45,420,14,4,8,389,5,3,17,27,Matches
371,Pape Matar Sarr\feb5d972,sn SEN,MF,Metz,19-150,2002,13.9,597,580,17,12,3,87,17,0,3,0,1,0,460,63,74,62,489,28,1,3,492,2,10,25,10,Matches
372,Eliot Matazo\15944afd,be BEL,MF,Monaco,19-361,2002,7.6,352,350,2,2,0,54,9,2,0,0,0,0,285,31,36,25,306,10,0,6,312,1,8,6,6,Matches
373,Chrislain Matsima\cf1ef7ec,fr FRA,DF,Monaco,19-272,2002,1.3,77,75,2,1,0,13,0,0,0,0,0,0,66,8,3,7,64,2,1,0,69,0,0,4,0,Matches
374,Azor Matusiwa\a17a94d6,nl NED,MF,Reims,23-289,1998,13.8,597,589,8,8,2,108,23,1,0,0,0,0,448,58,91,117,435,32,0,2,507,5,6,21,6,Matches
375,Stephy Mavididi\30144daa,eng ENG,FWMF,Montpellier,23-256,1998,18.8,433,429,4,0,0,97,3,23,0,0,0,0,335,70,28,61,337,23,3,5,344,0,9,19,15,Matches
376,Kylian Mbappé\42fd9c7f,fr FRA,FW,Paris S-G,23-053,1998,19.7,829,763,66,7,3,139,33,56,35,8,7,2,654,96,79,126,682,6,10,3,655,6,13,50,28,Matches
377,Amadou Mbengue\14d2670e,sn SEN,DFMF,Metz,20-037,2002,5.4,218,212,6,0,0,11,9,0,0,0,0,0,157,17,44,28,172,9,6,1,181,0,4,8,3,Matches
378,Jason Mbock\890bc029,fr FRA,FW,Angers,22-102,1999,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,2,0,0,3,0,0,0,1,Matches
379,Moustapha Mbow\3f3a2cba,sn SEN,DF,Reims,21-340,2000,1.0,27,25,2,2,0,1,2,0,0,0,0,0,19,2,6,6,19,2,0,0,22,0,1,0,0,Matches
380,Nathanael Mbuku\46750e9c,fr FRA,FWMF,Reims,19-332,2002,10.6,252,243,9,1,1,66,6,8,3,1,2,0,196,28,28,215,21,7,1,2,191,0,3,15,12,Matches
381,Facundo Medina\6f5ec8bb,ar ARG,DF,Lens,22-259,1999,18.0,1476,1412,64,40,0,120,46,2,0,0,0,0,1237,98,141,1278,118,47,16,4,1344,0,14,33,12,Matches
382,Farid El Melali\d21e361a,dz ALG,FW,Angers,24-213,1997,0.2,5,4,1,1,0,4,0,1,0,0,0,0,1,1,3,0,4,0,0,0,2,0,0,0,1,Matches
383,Birger Meling\70c52749,no NOR,DF,Rennes,27-056,1994,13.8,754,628,126,10,0,71,14,11,0,0,0,0,531,145,78,464,139,24,116,5,648,2,4,27,19,Matches
384,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,23-283,1998,21.8,882,790,92,34,0,92,27,23,0,0,0,0,646,106,130,120,673,16,58,8,745,0,16,18,18,Matches
385,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,19-237,2002,10.2,666,575,91,9,2,58,13,23,7,2,2,1,492,120,54,501,74,14,75,0,580,1,4,18,19,Matches
386,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,29-333,1992,9.5,660,627,33,22,1,83,27,3,7,4,2,1,506,48,106,90,530,30,3,3,570,1,8,15,8,Matches
387,Arial Mendy\9f0f4b49,sn SEN,FWDF,Clermont Foot,27-096,1994,5.0,221,194,27,0,2,33,8,14,0,0,0,0,128,47,46,129,51,7,27,2,162,0,9,8,14,Matches
388,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,22-030,2000,15.8,746,725,21,20,1,101,17,1,0,0,0,0,623,46,77,81,638,19,1,1,664,0,5,15,7,Matches
389,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,23-208,1998,5.5,348,292,56,7,0,42,7,15,0,0,0,0,231,76,41,254,33,7,49,1,303,0,1,5,12,Matches
390,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,19-271,2002,9.5,570,443,127,10,1,52,21,32,10,4,6,0,307,138,125,412,30,15,107,0,433,2,15,23,13,Matches
391,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,34-232,1987,10.9,757,718,39,15,8,132,20,15,17,7,1,0,602,76,79,691,61,2,0,1,624,6,6,42,19,Matches
392,Mexer\ce492295,mz MOZ,DF,Bordeaux,33-156,1988,13.6,684,656,28,23,1,65,33,2,0,0,0,0,524,38,122,98,551,15,5,3,580,2,10,14,7,Matches
393,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,18-344,2003,0.3,21,20,1,1,0,3,0,0,0,0,0,0,21,0,0,1,20,0,0,0,19,0,0,1,1,Matches
394,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,21-103,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Matches
395,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,17-351,2004,0.7,30,27,3,0,0,6,0,0,0,0,0,0,17,6,7,1,25,1,3,0,18,0,2,3,2,Matches
396,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,27-348,1994,8.8,214,196,18,0,2,49,7,2,0,0,0,0,160,36,18,174,19,6,4,6,173,1,2,7,11,Matches
397,Terem Moffi\065dc209,ng NGA,FW,Lorient,22-262,1999,19.6,398,373,25,0,2,128,9,12,0,0,0,0,268,81,49,256,89,9,0,14,297,0,12,30,11,Matches
398,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,20-053,2001,1.1,36,36,0,0,0,10,1,2,0,0,0,0,27,6,3,14,18,1,0,2,34,0,1,1,0,Matches
399,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,30-084,1991,17.6,717,648,69,22,2,95,22,30,37,18,12,0,506,78,133,105,562,29,9,4,575,4,16,20,22,Matches
400,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,31-001,1991,14.3,738,692,46,23,1,140,45,5,15,6,3,5,495,85,158,130,541,45,2,1,569,2,15,22,14,Matches
401,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,37-315,1984,3.5,140,136,4,3,0,16,8,0,0,0,0,0,100,11,29,102,27,10,1,0,116,0,4,1,0,Matches
402,Lebo Mothiba\3eaf8817,za RSA,FW,Troyes,26-014,1996,0.5,12,12,0,0,0,5,0,0,0,0,0,0,10,2,0,2,8,0,0,2,10,0,0,0,0,Matches
403,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,26-014,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,1.1,32,32,0,0,0,5,1,2,0,0,0,0,24,4,4,5,27,0,0,0,25,0,1,0,2,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,4.1,191,191,0,0,0,30,2,1,0,0,0,0,156,17,18,15,159,8,0,1,165,0,1,4,3,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,12.2,591,571,20,15,0,43,37,0,0,0,0,0,473,53,65,99,439,36,5,1,542,0,3,12,5,Matches
407,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,27-135,1994,17.0,478,471,7,0,0,224,5,7,0,0,0,0,204,132,142,41,222,57,0,6,288,3,23,23,19,Matches
408,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,25-183,1996,10.0,421,411,10,8,0,78,6,2,0,0,0,0,331,44,46,359,36,14,2,3,356,3,4,11,10,Matches
409,Marshall Munetsi\2acf0cd7,zw ZIM,MF,Reims,25-234,1996,9.2,250,249,1,1,0,37,7,1,0,0,0,0,155,52,43,40,182,16,0,0,207,1,10,7,5,Matches
