,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
421,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,25-115,1996,8,7,604,6.7,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.1,1.0,0.13,0.02,0.15,0.13,0.15,Matches
422,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,23-088,1998,17,9,932,10.4,1,2,1,0,0,3,0,0.10,0.19,0.29,0.10,0.29,0.7,0.7,0.5,1.2,0.07,0.05,0.12,0.07,0.12,Matches
423,Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,28-071,1993,16,10,914,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
424,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,21-315,2000,8,4,406,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches
425,Niklas Stark\aad48be9,de GER,DF,Hertha BSC,26-303,1995,19,18,1639,18.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches
426,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,30-100,1991,15,12,815,9.1,0,1,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,1.2,1.2,1.0,2.2,0.13,0.11,0.24,0.13,0.24,Matches
427,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,25-328,1996,7,1,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.04,0.08,0.04,0.08,Matches
428,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,20-313,2001,16,9,887,9.9,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,0.8,0.8,0.7,1.5,0.08,0.07,0.16,0.08,0.16,Matches
429,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,33-169,1988,18,16,1287,14.3,2,4,2,0,2,7,0,0.14,0.28,0.42,0.14,0.42,5.1,3.6,3.1,6.7,0.36,0.22,0.57,0.25,0.47,Matches
430,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,28-168,1993,14,0,203,2.3,1,1,1,0,0,2,0,0.44,0.44,0.89,0.44,0.89,1.0,1.0,1.0,2.1,0.46,0.45,0.92,0.46,0.92,Matches
431,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,31-275,1990,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
432,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,26-161,1995,19,14,1326,14.7,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,0.7,1.7,0.07,0.04,0.11,0.07,0.11,Matches
433,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,34-064,1987,11,2,255,2.8,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.5,1.5,0.34,0.18,0.52,0.34,0.52,Matches
434,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,21-109,2000,18,11,1110,12.3,4,5,4,0,1,2,0,0.32,0.41,0.73,0.32,0.73,3.8,3.0,4.6,7.6,0.31,0.37,0.68,0.24,0.62,Matches
435,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,26-000,1996,21,21,1881,20.9,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,0.9,0.9,0.8,1.6,0.04,0.04,0.08,0.04,0.08,Matches
436,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,23-009,1999,9,7,689,7.7,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
437,Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,20-359,2001,5,3,256,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.00,0.09,0.09,0.09,Matches
438,Robert Tesche\037130ca,de GER,MF,Bochum,34-260,1987,9,4,286,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
439,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,25-028,1997,6,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.19,0.06,0.25,0.19,0.25,Matches
440,Jan Thielmann\fd53759d,de GER,MFFW,Köln,19-261,2002,18,6,765,8.5,1,2,1,0,0,3,0,0.12,0.24,0.35,0.12,0.35,0.5,0.5,1.7,2.2,0.06,0.20,0.26,0.06,0.26,Matches
441,Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,27-175,1994,3,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.11,0.17,0.28,0.11,0.28,Matches
442,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,24-189,1997,13,4,469,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.6,2.4,0.36,0.11,0.47,0.36,0.47,Matches
443,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,18-100,2003,8,2,275,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.10,0.05,0.15,0.10,0.15,Matches
444,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,23-195,1998,8,0,111,1.2,3,0,3,0,0,0,0,2.43,0.00,2.43,2.43,2.43,1.0,1.0,0.2,1.2,0.80,0.20,1.00,0.80,1.00,Matches
445,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,19-259,2002,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.18,0.36,0.55,0.18,0.55,Matches
446,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,23-038,1999,16,11,989,11.0,1,2,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,1.1,1.1,1.3,2.4,0.10,0.12,0.22,0.10,0.22,Matches
447,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,27-192,1994,10,7,576,6.4,2,1,2,0,0,0,0,0.31,0.16,0.47,0.31,0.47,1.2,1.2,1.5,2.7,0.18,0.24,0.42,0.18,0.42,Matches
448,Tiago Tomás\b492126a,pt POR,MF,Stuttgart,19-240,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
449,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,24-188,1997,7,6,483,5.4,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.0,0.2,0.04,0.01,0.04,0.04,0.04,Matches
450,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,25-289,1996,8,4,403,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.18,0.00,0.18,0.18,0.18,Matches
451,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,24-288,1997,17,9,794,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.04,0.09,0.05,0.09,Matches
452,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,31-218,1990,20,20,1800,20.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
453,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,34-352,1987,15,14,1201,13.3,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,1.2,1.9,0.06,0.09,0.14,0.06,0.14,Matches
454,Tuta\35d64857,br BRA,DF,Eint Frankfurt,22-222,1999,13,13,1135,12.6,2,0,2,0,0,4,1,0.16,0.00,0.16,0.16,0.16,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
455,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,33-192,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
456,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,23-107,1998,17,14,1266,14.1,1,4,1,0,0,2,0,0.07,0.28,0.36,0.07,0.36,0.5,0.5,0.9,1.4,0.04,0.06,0.10,0.04,0.10,Matches
457,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,28-187,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
458,Mark Uth\a3ddb1b9,de GER,FWMF,Köln,30-171,1991,18,13,1078,12.0,3,2,3,0,0,2,0,0.25,0.17,0.42,0.25,0.42,3.9,3.9,3.0,6.9,0.33,0.25,0.58,0.33,0.58,Matches
459,Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,23-190,1998,19,18,1343,14.9,0,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,2.4,2.4,1.7,4.1,0.16,0.11,0.28,0.16,0.28,Matches
460,Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,24-130,1997,9,8,535,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04,Matches
461,Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,20-298,2001,2,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
462,Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,32-192,1989,11,11,963,10.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.03,0.03,0.00,0.03,Matches
463,Andreas Voglsammer\daa78200,de GER,FW,Union Berlin,30-033,1992,21,4,551,6.1,2,1,2,0,0,1,0,0.33,0.16,0.49,0.33,0.49,2.0,2.0,0.5,2.4,0.32,0.08,0.40,0.32,0.40,Matches
464,Kevin Vogt\1d8e9add,de GER,DF,Hoffenheim,30-141,1991,19,19,1704,18.9,0,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
465,Aster Vranckx\f86cd5df,be BEL,MFFW,Wolfsburg,19-130,2002,12,9,776,8.6,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,2.2,2.2,0.9,3.0,0.25,0.10,0.35,0.25,0.35,Matches
466,Luca Waldschmidt\e5a35ae9,de GER,MFFW,Wolfsburg,25-268,1996,13,9,700,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.5,2.2,0.22,0.06,0.28,0.22,0.28,Matches
467,Paul Wanner\cb64672e,de GER,FWMF,Bayern Munich,16-050,2005,3,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
468,Wout Weghorst\c4e87b8b,nl NED,FW,Wolfsburg,29-188,1992,18,17,1553,17.3,6,1,5,1,2,2,0,0.35,0.06,0.41,0.29,0.35,8.9,7.4,1.6,9.0,0.51,0.10,0.61,0.43,0.52,Matches
469,Noah Weißhaupt\dd676a97,de GER,MFFW,Freiburg,20-144,2001,4,0,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.26,0.26,0.00,0.26,Matches
470,Silvan Widmer\f68b64fc,ch SUI,DF,Mainz 05,28-343,1993,21,21,1845,20.5,2,3,2,0,0,0,0,0.10,0.15,0.24,0.10,0.24,0.9,0.9,2.2,3.2,0.05,0.11,0.15,0.05,0.15,Matches
471,Jetro Willems\9050ddc4,nl NED,DF,Greuther Fürth,27-318,1994,17,15,1178,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.4,1.9,0.04,0.11,0.14,0.04,0.14,Matches
472,Patrick Wimmer\cb11b429,at AUT,FWMF,Arminia,20-257,2001,19,15,1124,12.5,3,5,3,0,0,5,0,0.24,0.40,0.64,0.24,0.64,2.9,2.9,2.5,5.3,0.23,0.20,0.43,0.23,0.43,Matches
473,Jonas Wind\2077ae86,dk DEN,FW,Wolfsburg,23-004,1999,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
474,Frederik Winther\a1257b5e,dk DEN,DF,Augsburg,21-038,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
475,Florian Wirtz\e7fcf289,de GER,MFFW,Leverkusen,18-284,2003,19,17,1466,16.3,6,9,6,0,0,2,0,0.37,0.55,0.92,0.37,0.92,4.8,4.8,5.8,10.6,0.30,0.36,0.65,0.30,0.65,Matches
476,Axel Witsel\5dfc6ad5,be BEL,MFDF,Dortmund,33-030,1989,18,12,1042,11.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
477,Hannes Wolf\be42a291,at AUT,FWMF,M'Gladbach,22-301,1999,7,2,307,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.06,0.01,0.07,0.06,0.07,Matches
478,Marius Wolf\fa661778,de GER,DFFW,Dortmund,26-260,1995,15,6,575,6.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.13,0.07,0.20,0.13,0.20,Matches
479,Jeong Woo-yeong\6190474d,kr KOR,FWMF,Freiburg,22-144,1999,21,16,1238,13.8,4,0,4,0,0,1,0,0.29,0.00,0.29,0.29,0.29,4.4,4.4,1.1,5.5,0.32,0.08,0.40,0.32,0.40,Matches
480,Joscha Wosz\80c9e555,de GER,DF,RB Leipzig,19-206,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
481,Dan-Axel Zagadou\a4effc55,fr FRA,DF,Dortmund,22-253,1999,7,3,335,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
482,Denis Zakaria\384d58d9,ch SUI,MFDF,M'Gladbach,25-083,1996,16,15,1395,15.5,2,1,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19,1.0,1.0,0.3,1.3,0.06,0.02,0.08,0.06,0.08,Matches
483,Deyovaisio Zeefuik\58a2e9f6,nl NED,DFMF,Hertha BSC,23-337,1998,11,6,565,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Matches
484,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,27-106,1994,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
485,Andi Zeqiri\d01231f0,ch SUI,FWMF,Augsburg,22-234,1999,16,11,912,10.1,2,1,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30,2.6,2.6,0.9,3.4,0.25,0.09,0.34,0.25,0.34,Matches
486,Simon Zoller\29f7cfd9,de GER,FW,Bochum,30-230,1991,4,4,360,4.0,2,2,2,0,0,2,0,0.50,0.50,1.00,0.50,1.00,1.4,1.4,0.7,2.1,0.34,0.18,0.52,0.34,0.52,Matches
