,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
202,Kristijan Jakić\a8ee54ad,hr CRO,MF,Eint Frankfurt,24-273,1997,15,12,996,11.1,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,0.2,1.9,0.15,0.02,0.17,0.15,0.17,Matches
203,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,31-310,1990,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.02,0.04,0.06,0.02,0.06,Matches
204,Dennis Jastrzembski\6bba916f,pl POL,DFFW,Hertha BSC,21-356,2000,8,1,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.02,0.19,0.21,0.02,0.21,Matches
205,Fredrik Jensen\3eeb80e0,fi FIN,MFFW,Augsburg,24-155,1997,12,2,418,4.6,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.2,0.2,0.6,0.8,0.05,0.12,0.17,0.05,0.17,Matches
206,Marco John\d9e196bf,de GER,DF,Hoffenheim,19-315,2002,1,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
207,Stevan Jovetić\f36c432f,me MNE,FWMF,Hertha BSC,32-101,1989,12,8,655,7.3,5,1,5,0,0,0,0,0.69,0.14,0.82,0.69,0.82,2.6,2.6,1.2,3.9,0.36,0.17,0.53,0.36,0.53,Matches
208,Gideon Jung\a2e7de6f,de GER,DF,Greuther Fürth,27-152,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Pavel Kadeřábek\79c90e45,cz CZE,DF,Hoffenheim,29-292,1992,9,6,506,5.6,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18,1.2,1.2,1.3,2.5,0.21,0.24,0.45,0.21,0.45,Matches
210,Florian Kainz\94c18565,at AUT,MFFW,Köln,29-110,1992,20,19,1479,16.4,2,3,2,0,0,2,1,0.12,0.18,0.30,0.12,0.30,2.5,2.5,4.2,6.7,0.15,0.26,0.41,0.15,0.41,Matches
211,Sasa Kalajdzic\15f24fe7,at AUT,FW,Stuttgart,24-219,1997,5,4,378,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.0,2.0,0.2,2.2,0.47,0.04,0.52,0.47,0.52,Matches
212,Felix Kalu Nmecha\091c86e2,eng ENG,MFFW,Wolfsburg,21-124,2000,10,1,209,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.12,0.00,0.12,0.12,0.12,Matches
213,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,25-190,1996,19,16,1416,15.7,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,3.4,3.4,2.2,5.7,0.22,0.14,0.36,0.22,0.36,Matches
214,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,31-125,1990,19,17,1310,14.6,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.2,1.7,0.04,0.08,0.12,0.04,0.12,Matches
215,Stefanos Kapino\62ba5881,gr GRE,GK,Arminia,27-330,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
216,Atakan Karazor\5762be5c,de GER,MFDF,Stuttgart,25-121,1996,13,12,935,10.4,0,1,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.8,0.9,0.01,0.08,0.09,0.01,0.09,Matches
217,Silas Katompa\de4cac2d,cd COD,FWMF,Stuttgart,23-128,1998,7,1,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
218,Noah Katterbach\e27de4fa,de GER,DF,Köln,20-304,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
219,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,21-361,2000,12,5,504,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.14,0.01,0.15,0.14,0.15,Matches
220,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,27-014,1995,12,10,840,9.3,3,0,3,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.0,1.0,0.5,1.6,0.11,0.06,0.17,0.11,0.17,Matches
221,Marc-Oliver Kempf\815c314f,de GER,DF,Hertha BSC,27-014,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
222,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,28-015,1994,20,20,1710,19.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.03,0.02,0.05,0.03,0.05,Matches
223,Luca Kilian\610aa1e9,de GER,DF,Köln,22-163,1999,17,12,1135,12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.04,0.04,0.04,Matches
224,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,22-163,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
225,Joshua Kimmich\49296448,de GER,MFDF,Bayern Munich,27-003,1995,15,15,1331,14.8,3,3,3,0,0,0,0,0.20,0.20,0.41,0.20,0.41,1.7,1.7,5.3,7.0,0.12,0.36,0.47,0.12,0.47,Matches
226,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,29-155,1992,6,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.3,0.3,0.9,1.2,0.08,0.25,0.32,0.08,0.32,Matches
227,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,21-220,2000,14,7,597,6.6,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.9,0.9,0.5,1.4,0.14,0.07,0.21,0.14,0.21,Matches
228,Fabian Klos\e21042ae,de GER,FW,Arminia,34-071,1987,19,13,1201,13.3,3,1,1,2,2,1,1,0.22,0.07,0.30,0.07,0.15,4.8,3.3,1.4,4.6,0.36,0.10,0.46,0.24,0.35,Matches
229,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,25-254,1996,14,12,1078,12.0,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.7,1.0,0.02,0.06,0.08,0.02,0.08,Matches
230,Lukas Klünter\92948149,de GER,DF,Hertha BSC,25-261,1996,5,2,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.16,0.16,0.00,0.16,Matches
231,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,20-032,2002,5,0,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.11,0.18,0.07,0.18,Matches
232,Ansgar Knauff\19a967ab,de GER,FW,Eint Frankfurt,20-032,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,29-265,1992,21,21,1890,21.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.00,0.01,0.01,0.01,Matches
234,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,24-067,1997,20,20,1755,19.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
235,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,28-011,1994,11,9,787,8.7,0,1,0,0,0,5,1,0.00,0.11,0.11,0.00,0.11,0.7,0.7,0.8,1.5,0.08,0.10,0.17,0.08,0.17,Matches
236,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,20-270,2001,15,15,1230,13.7,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.6,1.3,0.05,0.05,0.09,0.05,0.09,Matches
237,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,21-038,2001,16,11,1024,11.4,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.6,0.7,0.00,0.06,0.06,0.00,0.06,Matches
238,Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,29-102,1992,18,17,1538,17.1,3,7,3,0,0,2,0,0.18,0.41,0.59,0.18,0.59,1.4,1.4,6.3,7.7,0.08,0.37,0.45,0.08,0.45,Matches
239,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,19-249,2002,11,1,181,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.3,0.4,0.02,0.16,0.19,0.02,0.19,Matches
240,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,30-237,1991,20,18,1641,18.2,3,7,3,0,0,2,0,0.16,0.38,0.55,0.16,0.55,5.8,5.8,5.1,10.9,0.32,0.28,0.60,0.32,0.60,Matches
241,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,30-357,1991,8,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.04,0.08,0.04,0.08,Matches
242,Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,22-363,1999,18,8,766,8.5,0,2,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.7,0.7,1.3,2.0,0.09,0.15,0.24,0.09,0.24,Matches
243,Max Kruse\f9446dcd,de GER,FW,Wolfsburg,33-329,1988,1,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.48,0.35,0.83,0.48,0.83,Matches
244,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,33-329,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.6,3.4,6.0,0.35,0.24,0.59,0.19,0.43,Matches
245,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,29-165,1992,19,18,1560,17.3,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.0,1.0,0.8,1.8,0.06,0.05,0.10,0.06,0.10,Matches
246,Fabian Kunze\d25fee56,de GER,MF,Arminia,23-242,1998,15,8,793,8.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches
247,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,21-311,2000,18,18,1586,17.6,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches
248,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,24-260,1997,14,7,553,6.1,1,2,1,0,0,1,0,0.16,0.33,0.49,0.16,0.49,1.3,1.3,0.4,1.7,0.20,0.07,0.27,0.20,0.27,Matches
249,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,29-168,1992,9,8,600,6.7,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.3,0.3,1.0,1.3,0.04,0.15,0.20,0.04,0.20,Matches
250,Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,31-317,1990,13,13,1168,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
251,Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,24-287,1997,9,4,384,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.4,0.29,0.03,0.32,0.29,0.32,Matches
252,Bryan Lasme\ebac0ace,fr FRA,FWMF,Arminia,23-089,1998,16,5,624,6.9,2,0,2,0,0,2,0,0.29,0.00,0.29,0.29,0.29,0.5,0.5,0.1,0.7,0.08,0.02,0.10,0.08,0.10,Matches
253,Maxim Leitsch\7e12a98d,de GER,DF,Bochum,23-269,1998,9,7,638,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.04,0.04,0.00,0.04,Matches
254,Tim Lemperle\792ffa71,de GER,FWMF,Köln,20-006,2002,4,0,69,0.8,1,0,1,0,0,0,0,1.30,0.00,1.30,1.30,1.30,0.4,0.4,0.1,0.5,0.55,0.08,0.64,0.55,0.64,Matches
255,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,27-142,1994,7,4,440,4.9,0,1,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,0.7,0.7,0.00,0.14,0.14,0.00,0.14,Matches
256,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,33-174,1988,21,21,1808,20.1,24,1,21,3,3,1,0,1.19,0.05,1.24,1.05,1.10,21.4,19.2,4.4,23.5,1.07,0.22,1.29,0.95,1.17,Matches
257,Jamie Leweling\13fe7b69,de GER,FWMF,Greuther Fürth,20-350,2001,21,12,1122,12.5,4,1,4,0,0,3,0,0.32,0.08,0.40,0.32,0.40,2.8,2.8,0.8,3.5,0.22,0.06,0.28,0.22,0.28,Matches
258,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,25-215,1996,21,21,1881,20.9,4,0,4,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.0,2.0,0.0,2.0,0.10,0.00,0.10,0.10,0.10,Matches
259,Jesper Lindstrøm\37dc1a48,dk DEN,MFFW,Eint Frankfurt,21-347,2000,19,16,1220,13.6,4,3,4,0,0,0,0,0.30,0.22,0.52,0.30,0.52,5.1,5.1,3.8,8.8,0.37,0.28,0.65,0.37,0.65,Matches
260,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,24-126,1997,18,15,1277,14.2,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,2.5,3.1,0.05,0.17,0.22,0.05,0.22,Matches
261,Jürgen Locadia\6cc47ae1,nl NED,FW,Bochum,28-096,1993,3,2,153,1.7,0,1,0,0,0,0,0,0.00,0.59,0.59,0.00,0.59,0.6,0.6,0.4,0.9,0.33,0.22,0.55,0.33,0.55,Matches
262,Anthony Losilla\07c7eb0c,fr FRA,MF,Bochum,35-338,1986,20,20,1765,19.6,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.4,1.4,0.05,0.02,0.07,0.05,0.07,Matches
263,Eduard Löwen\70678132,de GER,MF,Bochum,25-014,1997,15,11,988,11.0,0,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,1.5,1.5,2.6,4.1,0.14,0.23,0.37,0.14,0.37,Matches
264,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,24-220,1997,9,6,509,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.6,0.6,0.2,0.8,0.11,0.03,0.14,0.11,0.14,Matches
265,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,24-140,1997,15,7,797,8.9,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,1.9,1.9,2.2,4.1,0.22,0.24,0.46,0.22,0.46,Matches
266,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,24-140,1997,3,2,176,2.0,1,0,0,1,1,0,0,0.51,0.00,0.51,0.00,0.00,1.1,0.3,0.0,0.3,0.55,0.00,0.55,0.16,0.16,Matches
267,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,34-338,1987,20,20,1800,20.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
268,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,23-139,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
269,Arne Maier\ab700320,de GER,MF,Augsburg,23-034,1999,18,13,1152,12.8,1,2,1,0,0,0,0,0.08,0.16,0.23,0.08,0.23,1.0,1.0,1.5,2.5,0.08,0.11,0.19,0.08,0.19,Matches
270,Donyell Malen\864163f3,nl NED,FW,Dortmund,23-023,1999,20,15,1300,14.4,3,2,3,0,0,1,0,0.21,0.14,0.35,0.21,0.35,2.2,2.2,2.9,5.1,0.16,0.20,0.35,0.16,0.35,Matches
271,Lennard Maloney\75402e99,us USA,DF,Dortmund,22-126,1999,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
272,Orel Mangala\a572e291,be BEL,MF,Stuttgart,23-330,1998,17,15,1213,13.5,1,2,1,0,0,2,0,0.07,0.15,0.22,0.07,0.22,1.1,1.1,1.0,2.0,0.08,0.07,0.15,0.08,0.15,Matches
273,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,22-362,1999,11,7,637,7.1,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,1.2,1.2,0.2,1.4,0.17,0.03,0.19,0.17,0.19,Matches
274,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,23-004,1999,10,10,821,9.1,2,3,2,0,1,3,0,0.22,0.33,0.55,0.22,0.55,3.8,3.0,0.9,3.9,0.41,0.10,0.51,0.33,0.43,Matches
275,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,23-004,1999,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.38,1.01,1.40,0.38,1.40,Matches
276,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,24-295,1997,17,15,1356,15.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,2.4,2.9,0.03,0.16,0.19,0.03,0.19,Matches
277,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,23-260,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
278,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,23-081,1998,13,12,1100,12.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
279,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,21-122,2000,15,11,828,9.2,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,2.1,2.1,1.1,3.2,0.23,0.12,0.34,0.23,0.34,Matches
280,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,24-062,1997,18,18,1567,17.4,4,0,4,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.3,0.07,0.00,0.07,0.07,0.07,Matches
281,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,32-325,1989,9,0,154,1.7,3,0,3,0,0,0,0,1.75,0.00,1.75,1.75,1.75,1.5,1.5,0.1,1.5,0.86,0.04,0.90,0.86,0.90,Matches
282,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,26-298,1995,16,10,966,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.8,2.2,0.03,0.17,0.20,0.03,0.20,Matches
283,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,24-126,1997,11,3,307,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.10,0.00,0.10,0.10,0.10,Matches
284,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,30-332,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
285,Jorge Meré\9f979eb2,es ESP,DF,Köln,24-300,1997,8,5,490,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
286,Thomas Meunier\e162b013,be BEL,DF,Dortmund,30-152,1991,17,17,1402,15.6,2,4,2,0,0,4,0,0.13,0.26,0.39,0.13,0.39,1.3,1.3,2.6,3.9,0.08,0.17,0.25,0.08,0.25,Matches
287,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,26-085,1995,19,18,1650,18.3,1,0,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.5,1.0,0.03,0.03,0.06,0.03,0.06,Matches
288,Sven Michel\1e274a0a,de GER,FW,Union Berlin,31-211,1990,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches
289,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,19-209,2002,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
290,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,24-330,1997,14,12,1047,11.6,0,3,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,2.1,2.4,0.02,0.18,0.20,0.02,0.20,Matches
291,Anthony Modeste\34e4343c,fr FRA,FW,Köln,33-303,1988,21,21,1685,18.7,14,1,14,0,0,2,0,0.75,0.05,0.80,0.75,0.80,11.7,11.7,0.4,12.1,0.62,0.02,0.64,0.62,0.64,Matches
292,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,28-223,1993,9,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.12,0.14,0.26,0.12,0.26,Matches
293,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,20-333,2001,3,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
294,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,32-102,1989,9,4,321,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.20,0.18,0.38,0.20,0.38,Matches
295,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,19-023,2003,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
296,Youssoufa Moukoko\6ce43701,de GER,FW,Dortmund,17-083,2004,8,1,121,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.49,0.08,0.57,0.49,0.57,Matches
297,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,24-102,1997,18,12,1113,12.4,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,1.1,2.2,0.09,0.09,0.18,0.09,0.18,Matches
298,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,24-090,1997,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,32-151,1989,21,21,1728,19.2,7,16,7,0,0,0,0,0.36,0.83,1.20,0.36,1.20,6.9,6.9,9.0,15.9,0.36,0.47,0.83,0.36,0.83,Matches
300,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,22-201,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
301,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,18-350,2003,20,7,886,9.8,3,4,3,0,0,1,0,0.30,0.41,0.71,0.30,0.71,2.3,2.3,2.7,5.0,0.23,0.28,0.51,0.23,0.51,Matches
302,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,22-175,1999,19,19,1710,19.0,3,2,3,0,0,2,0,0.16,0.11,0.26,0.16,0.26,1.6,1.6,0.3,2.0,0.08,0.02,0.10,0.08,0.10,Matches
303,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,21-354,2000,8,4,404,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.04,0.04,0.01,0.04,Matches
304,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,19-124,2002,8,2,205,2.3,0,1,0,0,0,3,0,0.00,0.44,0.44,0.00,0.44,0.3,0.3,0.2,0.5,0.14,0.10,0.24,0.14,0.24,Matches
305,David Nemeth\da76715c,at AUT,DF,Mainz 05,20-330,2001,5,2,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
306,Luca Netz\e79269bd,de GER,DF,M'Gladbach,18-272,2003,15,11,813,9.0,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,1.5,1.5,0.7,2.1,0.16,0.08,0.24,0.16,0.24,Matches
307,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,35-321,1986,20,20,1800,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
308,Florian Neuhaus\36a59ba4,de GER,MFFW,M'Gladbach,24-332,1997,16,11,1045,11.6,4,0,4,0,0,1,0,0.34,0.00,0.34,0.34,0.34,2.7,2.7,0.6,3.3,0.23,0.05,0.29,0.23,0.29,Matches
309,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,25-340,1996,17,16,1397,15.5,2,0,1,1,1,1,0,0.13,0.00,0.13,0.06,0.06,1.7,0.9,0.6,1.5,0.11,0.04,0.15,0.06,0.10,Matches
310,Florian Niederlechner\d6862409,de GER,FW,Augsburg,31-110,1990,15,6,603,6.7,3,1,3,0,0,1,0,0.45,0.15,0.60,0.45,0.60,3.3,3.3,0.5,3.8,0.49,0.08,0.57,0.49,0.57,Matches
