,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
520,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,25-282,1996,21.1,431,619,69.6,6256,2162,251,324,77.5,135,194,69.6,23,48,47.9,1,0.8,+0.2,8,41,7,0,53,Matches
521,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,27-187,1994,15.1,726,823,88.2,12529,4048,349,374,93.3,294,329,89.4,73,100,73.0,1,1.1,-0.1,13,32,11,4,38,Matches
522,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,31-124,1990,11.7,580,690,84.1,12002,4330,206,225,91.6,284,316,89.9,89,134,66.4,1,0.4,+0.6,7,65,6,1,48,Matches
523,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,23-098,1998,0.1,3,3,100.0,93,83,0,0,,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0,Matches
524,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,24-054,1997,16.4,848,942,90.0,18323,5701,193,207,93.2,497,525,94.7,145,191,75.9,0,0.0,0.0,1,34,0,0,40,Matches
525,Sandro Tonali\0db169ae,it ITA,MF,Milan,21-279,2000,17.1,777,943,82.4,15881,4140,294,317,92.7,318,353,90.1,148,245,60.4,1,1.7,-0.7,24,79,13,4,59,Matches
526,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,32-025,1990,9.0,448,519,86.3,9773,3805,122,133,91.7,235,249,94.4,84,126,66.7,0,0.2,-0.2,4,36,6,0,43,Matches
527,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,29-228,1992,1.3,31,46,67.4,595,131,17,21,81.0,9,14,64.3,5,7,71.4,0,0.1,-0.1,2,4,1,0,3,Matches
528,Lucas Torreira\52611641,uy URU,MF,Fiorentina,26-000,1996,17.1,850,966,88.0,18253,4139,251,275,91.3,424,464,91.4,165,206,80.1,1,1.3,-0.3,17,54,12,1,80,Matches
529,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,27-345,1994,4.8,137,173,79.2,2207,378,70,78,89.7,51,66,77.3,12,21,57.1,0,0.0,0.0,0,12,0,0,8,Matches
530,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,24-089,1997,0.1,4,4,100.0,82,49,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
531,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,19-075,2002,15.3,404,511,79.1,5952,2452,219,255,85.9,154,197,78.2,14,22,63.6,1,0.6,+0.4,9,18,6,2,30,Matches
532,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,25-239,1996,1.0,5,12,41.7,68,47,4,6,66.7,0,2,0.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1,Matches
533,Antonio Vacca\444c89d9,it ITA,MF,Venezia,31-274,1990,8.3,426,489,87.1,9397,2550,115,127,90.6,216,234,92.3,91,117,77.8,0,0.0,0.0,2,35,4,0,25,Matches
534,Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,22-197,1999,10.0,311,386,80.6,6477,1972,109,126,86.5,151,169,89.3,50,83,60.2,0,0.1,-0.1,1,20,0,0,19,Matches
535,Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,23-112,1998,15.0,534,692,77.2,11020,3512,155,185,83.8,297,339,87.6,80,142,56.3,0,0.1,-0.1,1,35,1,0,31,Matches
536,Denis Vavro\08990838,sk SVK,DF,Lazio,25-307,1996,0.1,6,6,100.0,97,40,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
537,Matías Vecino\44ac04e9,uy URU,MF,Inter,30-171,1991,3.3,133,166,80.1,2293,767,65,75,86.7,49,59,83.1,14,22,63.6,0,0.6,-0.6,3,20,7,0,23,Matches
538,Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,35-276,1986,13.4,679,855,79.4,13995,4313,234,280,83.6,324,371,87.3,116,185,62.7,2,1.9,+0.1,25,73,19,5,71,Matches
539,Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,26-305,1995,8.7,410,488,84.0,8592,2726,137,152,90.1,193,219,88.1,75,107,70.1,0,0.3,-0.3,4,32,5,2,29,Matches
540,Daniele Verde\d3298c99,it ITA,FWMF,Spezia,25-236,1996,12.1,353,522,67.6,7143,2139,161,198,81.3,115,160,71.9,71,150,47.3,1,2.2,-1.2,21,29,16,5,49,Matches
541,Simone Verdi\0375723e,it ITA,FWMF,Torino,29-214,1992,0.5,9,17,52.9,123,40,5,8,62.5,3,6,50.0,0,2,0.0,0,0.0,0.0,1,0,0,0,0,Matches
542,Simone Verdi\0375723e,it ITA,FW,Salernitana,29-214,1992,0.7,21,27,77.8,305,138,12,13,92.3,5,5,100.0,2,4,50.0,0,0.1,-0.1,1,2,2,1,5,Matches
543,Jordan Veretout\4a56052c,fr FRA,MF,Roma,28-347,1993,19.7,882,1045,84.4,18361,4599,295,329,89.7,416,464,89.7,164,230,71.3,5,3.4,+1.6,43,90,14,3,69,Matches
544,Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,21-005,2001,1.0,9,18,50.0,150,42,5,8,62.5,2,3,66.7,2,3,66.7,0,0.0,0.0,0,3,0,0,1,Matches
545,Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,28-031,1994,4.7,148,226,65.5,3013,932,56,75,74.7,61,95,64.2,28,44,63.6,0,0.3,-0.3,7,20,11,4,23,Matches
546,Valerio Verre\33ecf462,it ITA,MF,Empoli,28-031,1994,0.3,8,12,66.7,133,32,5,5,100.0,2,5,40.0,1,2,50.0,0,0.0,0.0,0,0,1,0,2,Matches
547,Freddie Veseli\d541e703,al ALB,DF,Salernitana,29-083,1992,6.1,139,166,83.7,2638,1067,57,61,93.4,65,76,85.5,16,27,59.3,0,0.0,0.0,0,7,2,2,6,Matches
548,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,25-127,1996,24.0,649,817,79.4,17248,10571,129,129,100.0,332,334,99.4,183,349,52.4,0,0.0,0.0,1,1,0,0,0,Matches
549,Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,34-265,1987,4.8,280,322,87.0,4753,1132,153,169,90.5,87,100,87.0,33,44,75.0,1,0.5,+0.5,5,19,8,1,26,Matches
550,Ronaldo Vieira\75e60d75,gw GNB,MF,Sampdoria,23-207,1998,0.3,16,20,80.0,339,53,5,5,100.0,10,12,83.3,1,3,33.3,0,0.0,0.0,0,1,1,0,1,Matches
551,Luca Vignali\c1e8e74e,it ITA,DF,Spezia,26-031,1996,0.9,42,51,82.4,772,150,16,16,100.0,24,26,92.3,2,5,40.0,0,0.0,0.0,0,1,0,0,1,Matches
552,Emanuel Vignato\ec5dae45,it ITA,MFDF,Bologna,21-171,2000,5.6,282,335,84.2,4870,1438,152,169,89.9,98,111,88.3,31,40,77.5,0,1.6,-1.6,11,26,11,3,32,Matches
553,Matías Viña\08eb3b58,uy URU,DF,Roma,24-094,1997,15.2,598,742,80.6,10407,4452,267,308,86.7,271,313,86.6,52,94,55.3,1,1.1,-0.1,11,42,11,6,54,Matches
554,Nicolas Viola\45392b06,it ITA,MF,Bologna,32-122,1989,1.0,36,50,72.0,589,177,18,19,94.7,16,23,69.6,2,7,28.6,0,0.0,0.0,0,0,0,0,2,Matches
555,Mattia Viti\75438a9a,it ITA,DF,Empoli,20-018,2002,9.2,352,410,85.9,7438,2064,113,124,91.1,161,185,87.0,72,92,78.3,0,0.0,0.0,1,21,0,0,27,Matches
556,Dušan Vlahović\79443529,rs SRB,FW,Juventus,22-014,2000,1.0,14,22,63.6,245,33,9,13,69.2,3,3,100.0,2,3,66.7,0,0.0,0.0,0,0,1,0,1,Matches
557,Dušan Vlahović\79443529,rs SRB,FW,Fiorentina,22-014,2000,20.6,279,400,69.8,5113,713,129,169,76.3,97,142,68.3,41,58,70.7,2,1.9,+0.1,21,20,11,2,22,Matches
558,Mërgim Vojvoda\be2706c0,xk KVX,DF,Torino,27-010,1995,11.0,428,570,75.1,7516,3225,217,245,88.6,156,203,76.8,46,98,46.9,0,1.2,-1.2,8,39,13,8,45,Matches
559,Cristian Volpato\72f87f25,au AUS,MF,Roma,18-088,2003,0.0,1,1,100.0,13,10,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
560,Stefan de Vrij\d0d8dd44,nl NED,DF,Inter,30-006,1992,16.7,852,918,92.8,17716,4677,257,271,94.8,439,452,97.1,138,173,79.8,0,0.0,0.0,0,29,2,0,25,Matches
561,Walace\26db8853,br BRA,MF,Udinese,26-313,1995,19.9,811,986,82.3,16158,4059,292,334,87.4,373,418,89.2,128,199,64.3,0,1.5,-1.5,16,84,11,2,69,Matches
562,Sebastian Walukiewicz\217875a4,pl POL,DF,Cagliari,21-312,2000,3.1,153,167,91.6,3138,921,53,55,96.4,74,78,94.9,25,32,78.1,0,0.0,0.0,1,9,2,0,8,Matches
563,Magnus Warming\55e098cd,dk DEN,FWMF,Torino,21-248,2000,0.4,5,11,45.5,45,13,4,5,80.0,0,3,0.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
564,Kelvin Yeboah\ea0893d6,it ITA,FW,Genoa,21-281,2000,2.4,26,41,63.4,414,173,12,15,80.0,9,14,64.3,3,5,60.0,0,0.1,-0.1,2,3,0,0,3,Matches
565,Gerard Yepes\ee9040b4,es ESP,MFDF,Sampdoria,19-170,2002,0.2,15,18,83.3,377,144,3,4,75.0,7,8,87.5,5,6,83.3,0,0.0,0.0,0,1,0,0,1,Matches
566,Maya Yoshida\caffaf5a,jp JPN,DF,Sampdoria,33-171,1988,16.6,625,740,84.5,15025,4605,134,154,87.0,328,363,90.4,158,215,73.5,1,1.0,0.0,3,35,3,1,34,Matches
567,Mattia Zaccagni\d85c238b,it ITA,FW,Lazio,26-240,1995,9.3,302,363,83.2,4418,1206,175,197,88.8,99,120,82.5,15,24,62.5,3,1.8,+1.2,14,10,20,1,42,Matches
568,Mattia Zaccagni\d85c238b,it ITA,MFFW,Hellas Verona,26-240,1995,2.0,60,75,80.0,925,383,35,37,94.6,15,23,65.2,7,10,70.0,0,0.8,-0.8,5,3,6,1,8,Matches
569,Denis Zakaria\384d58d9,ch SUI,MF,Juventus,25-083,1996,0.9,20,24,83.3,384,165,8,8,100.0,8,11,72.7,3,3,100.0,0,0.0,0.0,0,4,1,1,3,Matches
570,Nicola Zalewski\45191c29,pl POL,FWDF,Roma,20-019,2002,0.2,11,18,61.1,189,72,5,7,71.4,5,7,71.4,1,4,25.0,0,0.0,0.0,1,0,0,0,0,Matches
571,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Napoli,26-087,1995,13.1,708,784,90.3,11234,2740,371,398,93.2,263,289,91.0,49,60,81.7,0,1.1,-1.1,15,80,13,1,67,Matches
572,Nicolò Zaniolo\9907b1c8,it ITA,FW,Roma,22-224,1999,16.5,315,431,73.1,5636,1398,152,181,84.0,114,145,78.6,39,71,54.9,0,1.3,-1.3,16,25,20,2,44,Matches
573,Alessandro Zanoli\3b12b11f,it ITA,DFMF,Napoli,21-131,2000,0.2,15,19,78.9,216,16,10,11,90.9,3,5,60.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
574,Mattia Zanotti\875d65d1,it ITA,DF,Inter,19-031,2003,0.1,13,13,100.0,139,37,10,10,100.0,2,2,100.0,0,0,,0,0.1,-0.1,1,0,0,0,1,Matches
575,Duván Zapata\d3de9af0,co COL,FW,Atalanta,30-316,1991,13.4,266,339,78.5,4105,579,153,185,82.7,86,112,76.8,20,27,74.1,4,2.4,+1.6,21,13,14,3,18,Matches
576,Gabriele Zappa\ca3db240,it ITA,DF,Cagliari,22-051,1999,11.0,406,537,75.6,7325,3340,173,196,88.3,186,225,82.7,42,90,46.7,0,0.9,-0.9,7,19,6,5,29,Matches
577,Davide Zappacosta\7fe90ccd,it ITA,DF,Atalanta,29-245,1992,14.7,659,804,82.0,10314,3637,346,372,93.0,268,327,82.0,30,62,48.4,3,2.7,+0.3,17,22,20,11,49,Matches
578,Simone Zaza\9592289a,it ITA,FWMF,Torino,30-231,1991,1.3,31,39,79.5,445,88,18,21,85.7,11,14,78.6,1,1,100.0,0,0.0,0.0,0,1,1,0,2,Matches
579,Marvin Zeegelaar\8abd0c03,nl NED,DF,Udinese,31-183,1990,2.7,82,106,77.4,1593,600,31,38,81.6,35,46,76.1,12,18,66.7,0,0.0,0.0,0,2,0,0,8,Matches
580,Piotr Zieliński\a5296e55,pl POL,MF,Napoli,27-267,1994,15.9,692,815,84.9,11084,3018,349,386,90.4,257,308,83.4,55,72,76.4,5,2.9,+2.1,43,63,34,5,71,Matches
581,David Zima\acf7e795,cz CZE,DF,Torino,21-095,2000,9.3,337,390,86.4,6667,1376,110,128,85.9,172,187,92.0,48,63,76.2,0,0.4,-0.4,4,15,3,0,13,Matches
582,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,31-036,1991,7.0,178,235,75.7,4850,2509,34,35,97.1,83,83,100.0,60,116,51.7,0,0.0,0.0,0,1,0,0,0,Matches
583,Nadir Zortea\82598b71,it ITA,DFMF,Salernitana,22-237,1999,8.7,164,260,63.1,3080,1666,73,91,80.2,65,104,62.5,20,45,44.4,1,0.7,+0.3,5,10,10,8,19,Matches
584,Szymon Żurkowski\4e1d5e59,pl POL,MF,Empoli,24-139,1997,14.2,447,533,83.9,7496,1703,223,254,87.8,179,202,88.6,36,52,69.2,1,1.0,0.0,12,34,14,2,46,Matches
585,Milan Đurić\405f6586,ba BIH,FW,Salernitana,31-265,1990,11.0,165,288,57.3,2068,420,118,201,58.7,39,71,54.9,3,4,75.0,0,0.6,-0.6,8,12,0,0,12,Matches
586,Filip Đuričić\eccbe56a,rs SRB,MFFW,Sassuolo,30-012,1992,7.0,168,206,81.6,2715,726,86,99,86.9,67,77,87.0,12,14,85.7,1,1.2,-0.2,10,13,17,0,32,Matches
