,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
260,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,24-126,1997,14.2,630,16,134,300,247,39,623,20,35,57.1,20,3,449,2263,1106,45,16,3,20,17,559,423,75.7,66,Matches
261,Jürgen Locadia\6cc47ae1,nl NED,FW,Bochum,28-096,1993,1.7,76,1,7,47,29,10,71,2,2,100.0,2,0,48,185,99,7,3,3,10,5,96,56,58.3,9,Matches
262,Anthony Losilla\07c7eb0c,fr FRA,MF,Bochum,35-338,1986,19.6,970,60,322,550,144,22,945,12,21,57.1,13,1,430,1903,822,27,9,2,20,10,474,424,89.5,20,Matches
263,Eduard Löwen\70678132,de GER,MF,Bochum,25-014,1997,11.0,592,23,121,251,250,22,502,9,22,40.9,10,1,331,1460,722,35,10,6,14,14,405,325,80.2,37,Matches
264,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,24-220,1997,5.7,240,12,74,113,65,6,208,1,4,25.0,1,0,118,532,219,8,7,1,5,6,128,109,85.2,5,Matches
265,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,24-140,1997,8.9,388,4,54,206,170,29,379,24,37,64.9,26,2,305,1948,1254,62,25,14,25,18,399,280,70.2,54,Matches
266,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,24-140,1997,2.0,68,0,12,38,28,7,65,4,8,50.0,4,0,40,213,153,6,4,2,3,6,72,47,65.3,8,Matches
267,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,34-338,1987,20.0,814,683,811,4,0,0,591,0,0,,0,0,431,2199,1244,0,0,0,1,0,368,367,99.7,0,Matches
268,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,23-139,1998,0.1,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,1,Matches
269,Arne Maier\ab700320,de GER,MF,Augsburg,23-034,1999,12.8,624,13,131,322,212,18,547,10,17,58.8,10,0,355,1905,1009,46,14,6,14,17,438,370,84.5,31,Matches
270,Donyell Malen\864163f3,nl NED,FW,Dortmund,23-023,1999,14.4,631,8,56,271,345,78,611,11,26,42.3,13,0,440,2542,1478,91,24,21,36,29,693,475,68.5,120,Matches
271,Lennard Maloney\75402e99,us USA,DF,Dortmund,22-126,1999,0.0,12,0,7,5,0,0,12,0,0,,0,0,9,43,22,1,0,0,0,0,12,12,100.0,0,Matches
272,Orel Mangala\a572e291,be BEL,MF,Stuttgart,23-330,1998,13.5,748,16,175,417,217,32,740,37,56,66.1,40,4,595,2818,1261,50,12,9,20,28,654,553,84.6,50,Matches
273,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,22-362,1999,7.1,265,7,50,132,111,19,262,9,31,29.0,11,2,207,1158,790,34,13,5,12,22,301,197,65.4,45,Matches
274,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,23-004,1999,9.1,391,2,32,210,175,46,353,21,49,42.9,26,4,276,1241,691,32,10,8,39,22,419,269,64.2,66,Matches
275,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,23-004,1999,0.3,13,0,0,6,7,1,12,0,0,,0,0,6,30,16,2,0,1,0,0,10,6,60.0,2,Matches
276,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,24-295,1997,15.1,852,27,232,380,288,14,691,17,25,68.0,18,0,477,2319,1213,44,17,0,11,10,531,474,89.3,22,Matches
277,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,23-260,1998,1.0,23,13,23,0,0,0,13,0,0,,0,0,9,48,18,0,0,0,0,0,7,7,100.0,0,Matches
278,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,23-081,1998,12.2,609,107,395,235,12,4,597,1,1,100.0,1,0,319,1786,560,8,1,0,3,1,321,309,96.3,1,Matches
279,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,21-122,2000,9.2,409,6,85,186,168,31,365,14,35,40.0,18,2,270,1402,775,38,9,9,21,19,372,261,70.2,56,Matches
280,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,24-062,1997,17.4,1389,168,684,683,95,17,1261,10,16,62.5,11,0,757,3752,2001,58,15,1,9,13,841,813,96.7,2,Matches
281,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,32-325,1989,1.7,88,3,13,37,45,18,88,7,10,70.0,8,1,67,323,133,9,4,3,3,3,96,57,59.4,13,Matches
282,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,26-298,1995,10.7,806,40,236,402,235,18,677,32,60,53.3,34,7,485,2134,1293,54,19,2,12,23,491,440,89.6,17,Matches
283,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,24-126,1997,3.4,155,18,75,59,29,4,142,1,2,50.0,1,0,84,391,119,3,2,0,2,3,90,84,93.3,1,Matches
284,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,30-332,1991,0.0,6,0,1,4,1,0,6,0,0,,0,0,5,55,37,1,0,0,0,0,6,3,50.0,1,Matches
285,Jorge Meré\9f979eb2,es ESP,DF,Köln,24-300,1997,5.4,362,59,206,169,4,0,352,0,1,0.0,0,0,216,1052,546,15,1,0,1,1,222,222,100.0,1,Matches
286,Thomas Meunier\e162b013,be BEL,DF,Dortmund,30-152,1991,15.6,1294,40,367,700,323,29,1156,11,16,68.8,12,0,826,4652,2756,127,42,4,13,15,915,862,94.2,43,Matches
287,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,26-085,1995,18.3,1149,86,389,528,289,13,948,15,27,55.6,15,1,568,3085,1587,70,17,3,22,10,586,538,91.8,19,Matches
288,Sven Michel\1e274a0a,de GER,FW,Union Berlin,31-211,1990,0.3,13,0,1,1,11,2,13,0,1,0.0,0,0,7,30,13,2,0,1,0,1,14,8,57.1,4,Matches
289,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,19-209,2002,0.4,29,0,5,16,11,0,29,0,1,0.0,0,0,19,119,54,1,1,0,1,2,21,20,95.2,2,Matches
290,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,24-330,1997,11.6,723,39,269,321,185,9,635,20,30,66.7,21,0,406,2205,1306,47,23,4,11,16,459,389,84.7,33,Matches
291,Anthony Modeste\34e4343c,fr FRA,FW,Köln,33-303,1988,18.7,505,25,47,233,242,90,482,5,14,35.7,6,2,269,705,256,17,9,4,38,17,761,370,48.6,120,Matches
292,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,28-223,1993,1.5,95,1,21,55,21,4,93,1,2,50.0,1,1,60,167,93,5,2,0,2,8,70,59,84.3,3,Matches
293,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,20-333,2001,1.3,143,13,66,86,3,0,138,1,1,100.0,1,0,102,465,230,5,1,0,1,2,103,103,100.0,0,Matches
294,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,32-102,1989,3.6,175,9,41,76,68,6,173,2,5,40.0,2,0,80,264,132,4,3,0,8,6,132,101,76.5,10,Matches
295,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,19-023,2003,0.4,30,0,0,23,8,1,30,0,0,,0,0,24,101,61,4,0,0,1,4,25,24,96.0,2,Matches
296,Youssoufa Moukoko\6ce43701,de GER,FW,Dortmund,17-083,2004,1.3,47,1,2,27,21,7,43,0,4,0.0,0,0,29,87,40,2,0,0,6,3,59,28,47.5,11,Matches
297,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,24-102,1997,12.4,941,51,288,466,231,45,848,8,22,36.4,9,0,539,2581,1408,55,12,7,16,13,619,569,91.9,38,Matches
298,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,24-090,1997,17.0,650,553,649,2,0,0,492,0,0,,0,0,307,1182,612,0,0,0,2,0,312,312,100.0,0,Matches
299,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,32-151,1989,19.2,1245,17,116,564,629,119,1170,12,18,66.7,13,1,730,2961,1856,103,39,8,34,21,1257,967,76.9,214,Matches
300,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,22-201,1999,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,9,5,1,0,0,0,0,2,2,100.0,0,Matches
301,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,18-350,2003,9.8,619,6,83,275,306,62,614,28,54,51.9,29,4,476,2297,1470,70,24,7,31,30,531,430,81.0,98,Matches
302,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,22-175,1999,19.0,1290,156,685,589,81,26,1260,5,7,71.4,5,0,751,3975,1588,37,18,2,9,3,848,811,95.6,4,Matches
303,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,21-354,2000,4.5,253,9,62,130,74,7,235,3,6,50.0,3,0,152,636,319,16,6,1,9,4,187,159,85.0,19,Matches
304,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,19-124,2002,2.3,115,1,19,46,59,10,107,0,3,0.0,0,0,84,369,157,7,3,3,10,3,115,83,72.2,19,Matches
305,David Nemeth\da76715c,at AUT,DF,Mainz 05,20-330,2001,3.0,178,23,106,78,3,0,173,0,0,,0,0,120,521,243,1,0,0,0,2,129,126,97.7,0,Matches
306,Luca Netz\e79269bd,de GER,DF,M'Gladbach,18-272,2003,9.0,436,15,110,200,148,22,377,9,12,75.0,9,0,263,964,505,21,8,3,16,11,300,251,83.7,35,Matches
307,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,35-321,1986,20.0,928,684,895,38,1,0,781,0,0,,0,0,527,2079,1068,0,0,0,0,0,568,562,98.9,0,Matches
308,Florian Neuhaus\36a59ba4,de GER,MFFW,M'Gladbach,24-332,1997,11.6,656,15,131,393,166,30,639,8,22,36.4,9,0,443,2009,1212,47,9,5,20,16,496,435,87.7,39,Matches
309,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,25-340,1996,15.5,1040,130,499,482,120,11,891,5,8,62.5,5,3,542,2944,1468,40,12,0,5,7,557,536,96.2,5,Matches
310,Florian Niederlechner\d6862409,de GER,FW,Augsburg,31-110,1990,6.7,185,5,17,90,84,32,172,6,10,60.0,6,0,100,364,175,12,2,3,13,9,247,114,46.2,28,Matches
311,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,28-211,1993,11.2,437,15,52,217,186,50,427,19,34,55.9,19,4,240,942,485,25,9,4,31,22,452,307,67.9,77,Matches
312,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,28-005,1994,19.4,893,153,562,359,12,4,859,0,0,,0,0,414,2253,1012,22,2,0,4,5,436,424,97.2,1,Matches
313,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,24-089,1997,19.5,990,15,80,430,560,140,956,45,74,60.8,49,3,731,3624,2023,112,37,30,57,36,1080,744,68.9,228,Matches
314,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,23-059,1998,10.5,427,10,47,211,197,67,414,12,22,54.5,13,0,260,1294,743,34,10,9,41,25,489,322,65.8,81,Matches
315,Håvard Nordtveit\6cafd68d,no NOR,DFFW,Hoffenheim,31-235,1990,0.8,82,4,27,49,11,0,79,0,0,,0,0,49,249,130,5,3,0,0,0,55,52,94.5,0,Matches
316,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,21-041,2001,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,7,7,1,0,0,0,0,1,1,100.0,1,Matches
317,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,19-041,2003,1.2,61,0,6,28,30,7,61,1,7,14.3,2,0,45,196,90,5,1,1,6,6,62,46,74.2,11,Matches
318,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,27-240,1994,0.9,28,4,8,10,10,6,28,0,0,,0,0,10,34,10,1,0,0,2,1,38,20,52.6,5,Matches
319,Hans Nunoo Sarpei\9593331d,gh GHA,DFMF,Greuther Fürth,23-173,1998,7.1,399,56,243,163,10,3,386,2,3,66.7,2,0,228,1124,631,11,2,0,0,0,242,239,98.8,2,Matches
320,Bastian Oczipka\d1661819,de GER,DF,Union Berlin,33-030,1989,3.9,239,12,89,107,59,5,198,4,8,50.0,4,0,135,779,378,20,5,3,1,4,136,120,88.2,8,Matches
321,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,25-303,1996,17.6,504,14,91,205,243,63,497,13,32,40.6,15,3,295,1627,909,48,19,14,40,22,517,274,53.0,78,Matches
322,Dani Olmo\ae44e8e2,es ESP,MF,RB Leipzig,23-280,1998,2.4,157,4,26,77,69,9,154,8,16,50.0,10,0,113,512,300,12,8,0,8,7,137,111,81.0,22,Matches
323,Karim Onisiwo\f26834c7,at AUT,FW,Mainz 05,29-331,1992,15.8,637,9,45,242,385,117,616,29,63,46.0,35,3,435,1841,1078,69,11,32,91,53,878,475,54.1,168,Matches
324,Willi Orban\20030c06,hu HUN,DF,RB Leipzig,29-100,1992,16.4,1248,163,643,630,56,30,1211,3,5,60.0,3,0,765,4590,2540,66,3,0,5,1,851,836,98.2,4,Matches
325,Stefan Ortega\c1242d4e,de GER,GK,Arminia,29-097,1992,20.0,1035,763,1020,24,0,0,774,0,0,,0,0,558,2819,1708,0,0,0,0,1,548,546,99.6,0,Matches
326,Patrick Osterhage\9662c9ec,de GER,MF,Bochum,22-010,2000,1.6,71,4,21,33,21,5,71,0,1,0.0,0,0,45,275,108,4,1,2,2,3,52,43,82.7,6,Matches
327,Tomáš Ostrák\3ba95f20,cz CZE,MFFW,Köln,22-006,2000,0.2,15,0,4,3,9,2,14,2,3,66.7,3,0,12,74,33,2,1,0,0,2,14,9,64.3,1,Matches
328,Paulo Otávio\1cbe4984,br BRA,DF,Wolfsburg,27-080,1994,4.0,255,18,78,117,76,4,214,6,11,54.5,7,2,143,790,501,23,7,1,5,2,168,151,89.9,12,Matches
329,Reece Oxford\8b6e0db2,eng ENG,DF,Augsburg,23-057,1998,17.0,828,150,543,295,33,18,815,1,1,100.0,1,0,406,2296,955,11,4,0,5,2,452,431,95.4,1,Matches
330,Salih Özcan\15413fa5,de GER,MF,Köln,24-031,1998,14.6,916,34,265,541,177,31,886,12,23,52.2,12,0,551,2781,1374,56,18,3,15,20,599,535,89.3,27,Matches
331,Levin Öztunalı\66385c46,de GER,MFFW,Union Berlin,25-333,1996,5.4,224,14,51,110,82,11,221,6,10,60.0,7,1,136,641,357,17,7,2,14,12,211,137,64.9,25,Matches
332,Gonçalo Paciência\962e54cb,pt POR,FW,Eint Frankfurt,27-194,1994,1.8,90,3,10,43,39,17,89,2,2,100.0,2,0,55,186,92,6,0,2,7,5,108,68,63.0,16,Matches
333,Exequiel Palacios\e82adcab,ar ARG,MF,Leverkusen,23-129,1998,7.4,551,22,190,320,75,1,534,5,7,71.4,5,0,386,1413,689,20,8,0,4,14,388,364,93.8,8,Matches
334,Miloš Pantović\5dc15574,rs SRB,MFFW,Bochum,25-219,1996,11.0,473,22,103,210,184,31,440,6,9,66.7,6,1,258,1168,640,29,13,4,22,15,381,280,73.5,49,Matches
335,Antonios Papadopoulos\13d23b29,de GER,DF,Dortmund,22-154,1999,0.1,9,1,6,4,0,0,9,0,0,,0,0,9,47,2,0,0,0,0,0,9,9,100.0,0,Matches
336,Matondo-Merveille Papela\b4b08774,de GER,MF,Mainz 05,21-024,2001,0.2,17,0,6,10,2,0,17,0,0,,0,0,10,16,6,0,0,0,1,2,11,9,81.8,0,Matches
337,Felix Passlack\5c899683,de GER,DF,Dortmund,23-258,1998,2.2,210,5,41,126,64,5,183,0,3,0.0,1,0,126,656,360,19,7,0,6,2,147,144,98.0,8,Matches
338,Paulinho\53070b63,br BRA,FW,Leverkusen,21-211,2000,5.7,272,9,34,132,143,26,270,18,31,58.1,20,0,222,1457,892,41,20,6,13,13,301,212,70.4,43,Matches
339,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,25-320,1996,12.5,1213,74,393,670,203,17,1133,2,4,50.0,2,0,800,3294,1687,81,19,1,1,5,880,851,96.7,14,Matches
340,Mads Pedersen\582a5247,dk DEN,DFMF,Augsburg,25-163,1996,10.1,454,28,153,172,156,20,379,7,17,41.2,7,2,243,1294,758,30,8,7,13,15,249,204,81.9,20,Matches
341,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,35-104,1986,12.4,744,56,319,315,153,6,636,2,5,40.0,2,0,384,2217,1066,42,15,1,9,7,443,405,91.4,8,Matches
342,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,36-286,1985,1.0,43,36,42,2,0,0,35,0,0,,0,0,28,100,34,0,0,0,0,0,24,24,100.0,0,Matches
343,Ricardo Pepi\a2b1ed42,us USA,FW,Augsburg,19-033,2003,1.9,70,1,10,36,28,11,69,0,0,,0,0,42,167,78,4,1,2,6,3,82,49,59.8,9,Matches
344,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,34-090,1987,2.0,55,51,54,1,0,0,42,0,0,,0,0,27,105,50,0,0,0,0,0,23,23,100.0,0,Matches
345,Nils Petersen\f93e6e94,de GER,FWMF,Freiburg,33-067,1988,1.5,63,7,11,27,28,9,63,2,2,100.0,2,0,24,68,20,2,1,0,7,0,77,35,45.5,5,Matches
346,Jens Petter Hauge\12c35abe,no NOR,FWMF,Eint Frankfurt,22-122,1999,6.5,342,8,38,186,136,20,335,15,33,45.5,16,7,235,877,498,27,9,2,14,14,335,251,74.9,51,Matches
347,Maximilian Philipp\061e8e23,de GER,MF,Wolfsburg,27-347,1994,7.9,340,11,40,176,143,19,310,12,21,57.1,15,1,218,722,374,20,10,1,11,14,304,225,74.0,58,Matches
348,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,26-225,1995,3.9,127,7,15,63,56,13,121,3,5,60.0,3,0,65,288,134,8,3,1,10,4,206,92,44.7,22,Matches
349,Amos Pieper\526ea7cc,de GER,DF,Arminia,24-025,1998,18.9,1000,168,655,357,32,12,971,3,3,100.0,3,0,472,2438,1146,19,3,0,3,3,514,506,98.4,1,Matches
350,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,30-016,1992,12.9,831,44,305,387,186,0,613,3,6,50.0,3,1,390,1918,1165,41,16,0,8,8,434,387,89.2,8,Matches
351,Alassane Pléa\bc6bd723,fr FRA,FWMF,M'Gladbach,28-338,1993,11.8,541,11,35,279,259,50,522,15,30,50.0,18,0,418,1873,1059,68,19,15,25,23,601,425,70.7,116,Matches
352,Joel Pohjanpalo\ea003d07,fi FIN,FW,Leverkusen,27-151,1994,0.1,3,0,1,2,0,0,3,0,0,,0,0,1,0,0,0,0,0,0,0,9,3,33.3,0,Matches
353,Sebastian Polter\3745e8bd,de GER,FW,Bochum,30-316,1991,16.3,506,20,41,252,228,85,479,6,10,60.0,6,0,215,628,327,18,6,4,51,23,711,375,52.7,85,Matches
354,Marin Pongračić\2a6cd437,hr CRO,DF,Dortmund,24-153,1997,5.2,448,51,239,240,9,0,438,2,4,50.0,2,0,319,2076,966,19,4,0,1,1,331,325,98.2,1,Matches
355,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,24-273,1997,14.9,999,158,535,458,82,13,967,3,7,42.9,3,0,615,3851,2112,41,11,1,6,3,669,647,96.7,5,Matches
356,Yussuf Poulsen\d2416c2e,dk DEN,FWMF,RB Leipzig,27-241,1994,6.8,341,9,19,193,144,50,331,5,14,35.7,5,0,201,759,395,26,8,5,30,17,373,249,66.8,66,Matches
357,Manuel Prietl\901c0f97,at AUT,MF,Arminia,30-192,1991,16.4,601,42,183,342,99,17,594,12,19,63.2,13,0,329,1758,921,40,9,2,14,11,342,293,85.7,6,Matches
358,Grischa Prömel\924f9191,de GER,MF,Union Berlin,27-033,1995,15.0,688,23,168,400,159,31,670,6,18,33.3,7,0,415,1908,870,50,11,1,22,19,466,403,86.5,37,Matches
359,Afimico Pululu\32c016f8,fr FRA,FW,Greuther Fürth,22-325,1999,0.1,9,0,2,3,4,0,8,0,1,0.0,0,0,6,12,0,0,0,0,2,0,12,6,50.0,3,Matches
360,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,16-300,2005,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,17,7,1,0,0,0,0,2,1,50.0,0,Matches
361,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,20-145,2001,1.0,46,44,46,0,0,0,38,0,0,,0,0,23,106,43,0,0,0,0,0,20,20,100.0,0,Matches
362,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,24-184,1997,1.7,93,16,52,43,7,2,91,1,1,100.0,1,0,44,295,185,7,3,0,1,1,49,45,91.8,0,Matches
363,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,21-355,2000,0.2,16,0,3,10,5,0,15,1,1,100.0,1,0,10,70,32,2,0,0,0,0,10,10,100.0,1,Matches
364,David Raum\7d450ed3,de GER,DF,Hoffenheim,23-295,1998,18.7,1450,52,379,627,513,45,1194,18,34,52.9,21,2,794,3627,2086,93,20,10,23,11,969,867,89.5,64,Matches
365,Reinier\6b21b7b5,br BRA,MFFW,Dortmund,20-023,2002,0.7,55,0,5,31,19,4,55,2,2,100.0,2,0,35,122,40,3,0,0,2,2,57,39,68.4,8,Matches
366,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,23-186,1998,0.4,15,3,7,8,1,1,15,1,1,100.0,1,0,12,86,28,2,0,0,0,0,11,11,100.0,0,Matches
367,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,32-256,1989,19.0,1129,34,144,577,499,84,1078,26,54,48.1,31,3,760,3871,1926,105,48,12,32,32,1106,833,75.3,141,Matches
368,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,24-102,1997,18.7,768,28,174,404,241,13,723,13,31,41.9,16,0,450,2169,1107,51,19,1,21,26,540,412,76.3,36,Matches
369,Gio Reyna\7fa4e703,us USA,MF,Dortmund,19-090,2002,2.8,203,1,33,87,96,19,190,5,7,71.4,5,0,137,614,336,18,3,4,5,7,170,151,88.8,27,Matches
370,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,21-320,2000,0.0,3,0,2,1,0,0,3,0,0,,0,0,2,17,0,0,0,0,0,0,1,1,100.0,0,Matches
371,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,21-320,2000,12.5,978,128,485,485,48,17,960,1,2,50.0,1,0,596,3439,1333,32,6,1,2,4,662,646,97.6,2,Matches
372,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,23-361,1998,3.0,246,8,63,115,82,9,210,8,8,100.0,8,0,174,627,288,12,5,3,4,7,176,164,93.2,14,Matches
373,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,24-079,1997,12.6,618,21,125,295,250,35,592,11,33,33.3,13,3,388,1653,907,49,17,5,39,34,545,385,70.6,65,Matches
374,Manuel Riemann\9f941969,de GER,GK,Bochum,33-155,1988,20.0,1103,826,1073,45,1,1,858,0,0,,0,0,633,3630,2288,0,0,0,2,1,589,587,99.7,0,Matches
375,Marc Roca\da27e268,es ESP,MF,Bayern Munich,25-077,1996,3.7,287,4,55,173,76,4,279,3,5,60.0,3,0,193,674,371,18,4,0,3,8,208,199,95.7,8,Matches
376,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,31-123,1990,5.3,337,11,77,203,73,8,333,1,1,100.0,1,0,189,842,441,20,4,1,2,4,229,208,90.8,10,Matches
377,Romario Rösch\87ebfdb8,de GER,MF,Mainz 05,22-225,1999,0.0,3,0,0,1,3,0,3,0,1,0.0,0,0,2,0,0,0,0,0,1,0,4,2,50.0,0,Matches
378,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,29-036,1993,11.6,722,37,186,372,213,18,619,18,38,47.4,18,3,453,2307,1383,65,21,6,12,15,492,432,87.8,38,Matches
379,Sebastian Rudy\80f36c88,de GER,MF,Hoffenheim,31-348,1990,6.7,388,13,74,220,113,5,369,1,1,100.0,1,0,197,805,418,9,5,0,5,5,282,251,89.0,25,Matches
380,Georginio Rutter\c64c01fc,fr FRA,FWMF,Hoffenheim,19-297,2002,11.0,387,5,28,160,222,66,383,20,39,51.3,24,2,250,1227,802,44,10,12,37,26,488,286,58.6,80,Matches
381,Julian Ryerson\009a4f60,no NOR,DF,Union Berlin,24-086,1997,8.6,420,24,123,180,142,17,351,7,18,38.9,10,0,225,1345,683,25,14,2,9,8,249,206,82.7,13,Matches
382,Frederik Rønnow\a70b8345,dk DEN,GK,Union Berlin,29-191,1992,1.0,48,46,48,0,0,0,41,0,0,,0,0,32,76,42,0,0,0,0,0,30,30,100.0,0,Matches
383,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,27-331,1994,0.5,54,0,8,28,19,1,50,1,1,100.0,1,0,39,165,90,2,1,0,0,1,42,39,92.9,2,Matches
384,Marcel Sabitzer\e280527c,at AUT,MFDF,Bayern Munich,27-331,1994,5.7,510,18,120,267,142,14,479,0,1,0.0,0,0,351,1351,600,32,8,2,4,10,406,370,91.1,24,Matches
385,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,24-265,1997,8.2,349,11,53,163,161,30,338,9,21,42.9,11,1,237,1216,666,39,11,3,11,13,361,247,68.4,45,Matches
386,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,26-031,1996,9.0,415,24,118,223,92,12,415,3,7,42.9,4,0,260,956,364,19,7,2,12,4,298,250,83.9,14,Matches
387,Leroy Sané\2b114be3,de GER,FWMF,Bayern Munich,26-031,1996,14.7,901,4,68,433,477,96,862,40,74,54.1,42,5,690,3803,2312,114,46,17,37,35,876,699,79.8,151,Matches
388,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,18-118,2003,0.0,1,0,0,1,1,1,1,0,0,,0,0,1,37,36,1,1,1,0,0,1,1,100.0,0,Matches
389,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,26-339,1995,0.2,8,3,3,3,3,0,7,0,0,,0,0,2,31,20,1,1,0,0,0,2,2,100.0,1,Matches
390,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,30-011,1992,0.7,50,2,16,23,14,2,45,0,3,0.0,3,1,25,132,61,3,1,1,0,0,28,25,89.3,3,Matches
391,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,19-042,2002,16.8,1110,39,294,569,315,26,938,18,34,52.9,18,1,685,3326,1603,76,18,5,39,17,714,656,91.9,42,Matches
392,Kevin Schade\52afb588,de GER,FWMF,Freiburg,20-076,2001,8.5,318,14,57,124,160,56,307,11,35,31.4,14,2,187,1157,736,36,10,11,22,17,350,204,58.3,55,Matches
393,Louis Schaub\b50ec54b,at AUT,MF,Köln,27-044,1994,5.2,307,11,73,115,148,24,297,13,21,61.9,14,0,214,1372,888,46,14,9,13,11,251,196,78.1,38,Matches
394,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,26-018,1996,15.7,494,24,48,261,203,97,469,10,27,37.0,11,4,258,945,459,33,7,12,43,24,684,372,54.4,117,Matches
395,Kingsley Schindler\bd527260,de GER,DFMF,Köln,28-214,1993,2.4,143,4,39,63,51,6,119,0,0,,0,0,68,412,221,9,4,2,2,1,92,69,75.0,6,Matches
