,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
122,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,26-339,1995,22,14,1242,13.8,8,4,8,0,0,2,0,0.58,0.29,0.87,0.58,0.87,4.2,4.2,2.7,6.9,0.31,0.19,0.50,0.31,0.50,Matches
123,Thierry Correia\c78b352d,pt POR,DF,Valencia,22-339,1999,10,9,715,7.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.08,0.08,0.00,0.08,Matches
124,Hélder Costa\f13d02a6,ao ANG,MFFW,Valencia,28-030,1994,14,10,890,9.9,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.5,1.7,0.03,0.15,0.18,0.03,0.18,Matches
125,Jaume Costa\808d48f3,es ESP,DF,Mallorca,33-330,1988,14,11,1027,11.4,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.9,1.3,0.03,0.08,0.11,0.03,0.11,Matches
126,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,29-276,1992,23,23,2070,23.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
127,Philippe Coutinho\0ef89a37,br BRA,MFFW,Barcelona,29-244,1992,12,5,503,5.6,2,0,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,2.8,2.0,0.3,2.4,0.50,0.06,0.56,0.36,0.42,Matches
128,Cristo\ad81ba78,es ESP,DF,Real Sociedad,21-287,2000,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.39,0.42,0.03,0.42,Matches
129,Juan Cruz Armada\a56da3ba,es ESP,DF,Osasuna,29-198,1992,12,11,993,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.02,0.01,0.02,Matches
130,Marc Cucurella\1daec722,es ESP,FWDF,Getafe,23-204,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.22,0.23,0.45,0.22,0.45,Matches
131,Jorge Cuenca\0abc51f2,es ESP,DF,Getafe,22-086,1999,20,19,1697,18.9,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.1,0.5,0.02,0.00,0.03,0.02,0.03,Matches
132,Matheus Cunha\dc62b55d,br BRA,FW,Atlético Madrid,22-260,1999,18,3,515,5.7,4,2,4,0,0,3,0,0.70,0.35,1.05,0.70,1.05,2.9,2.9,1.5,4.4,0.51,0.26,0.77,0.51,0.77,Matches
133,Sergi Darder\070a3904,es ESP,MF,Espanyol,28-051,1993,21,21,1780,19.8,1,4,1,0,0,1,0,0.05,0.20,0.25,0.05,0.25,1.8,1.8,2.9,4.7,0.09,0.15,0.24,0.09,0.24,Matches
134,Rodrigo De Paul\162efffd,ar ARG,MF,Atlético Madrid,27-263,1994,21,15,1311,14.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,2.2,2.8,0.04,0.15,0.19,0.04,0.19,Matches
135,Thomas Delaney\fe641c1a,dk DEN,MF,Sevilla,30-161,1991,14,7,703,7.8,1,1,1,0,0,4,1,0.13,0.13,0.26,0.13,0.26,0.5,0.5,0.3,0.8,0.06,0.04,0.10,0.06,0.10,Matches
136,Ousmane Dembélé\b19db005,fr FRA,FWDF,Barcelona,24-272,1997,6,4,398,4.4,0,2,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.5,0.5,1.3,1.8,0.12,0.30,0.42,0.12,0.42,Matches
137,Yusuf Demir\fa265f6d,at AUT,FW,Barcelona,18-254,2003,6,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
138,Memphis Depay\8f696594,nl NED,FW,Barcelona,27-363,1994,16,15,1379,15.3,8,2,5,3,4,2,0,0.52,0.13,0.65,0.33,0.46,8.1,5.1,3.1,8.2,0.53,0.20,0.74,0.33,0.54,Matches
139,Sergiño Dest\5976f83e,us USA,DFFW,Barcelona,21-100,2000,14,12,1077,12.0,0,3,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,1.5,1.5,2.7,4.2,0.12,0.23,0.35,0.12,0.35,Matches
140,Boulaye Dia\244bc2c8,sn SEN,FW,Villarreal,25-087,1996,15,9,874,9.7,4,4,4,0,0,2,0,0.41,0.41,0.82,0.41,0.82,4.4,4.4,1.3,5.7,0.45,0.13,0.59,0.45,0.59,Matches
141,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,25-054,1996,18,10,1016,11.3,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03,Matches
142,Javier Díaz\17a1299d,es ESP,GK,Sevilla,24-272,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Víctor Díaz\3624ce4c,es ESP,DF,Granada,33-244,1988,13,9,782,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.06,0.00,0.06,0.06,0.06,Matches
144,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,24-163,1997,15,4,479,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.19,0.05,0.23,0.19,0.23,Matches
145,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,28-048,1993,19,18,1692,18.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
146,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,34-279,1987,23,23,2070,23.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Djené\a4971d84,tg TOG,DF,Getafe,30-042,1991,21,21,1855,20.6,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01,Matches
148,Naïs Djouahra\3594a357,fr FRA,MF,Real Sociedad,22-080,1999,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.19,0.19,0.00,0.19,Matches
149,Marko Dmitrović\ac295d9e,rs SRB,GK,Sevilla,30-018,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
150,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,31-098,1990,2,1,163,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,21-041,2001,4,3,272,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
152,Domingos Duarte\93090f69,pt POR,DF,Granada,26-338,1995,9,7,684,7.6,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
153,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,32-253,1989,12,11,928,10.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
154,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,26-116,1995,20,19,1616,18.0,0,1,0,0,0,9,1,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06,Matches
155,Unai Dufur\c261b5dd,es ESP,DF,Osasuna,23-041,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
156,Hugo Duro\37e103f8,es ESP,MFFW,Valencia,22-093,1999,19,15,1234,13.7,6,1,6,0,0,2,1,0.44,0.07,0.51,0.44,0.51,3.1,3.1,0.7,3.7,0.22,0.05,0.27,0.22,0.27,Matches
157,Hugo Duro\37e103f8,es ESP,DFMF,Getafe,22-093,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.84,0.00,0.84,0.84,0.84,Matches
158,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,27-320,1994,20,16,1498,16.6,3,1,3,0,0,3,1,0.18,0.06,0.24,0.18,0.24,1.1,1.1,0.1,1.2,0.07,0.01,0.07,0.07,0.07,Matches
159,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,29-280,1992,22,20,1602,17.8,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,2.8,2.8,2.1,4.9,0.16,0.12,0.27,0.16,0.27,Matches
160,Emerson\df8b52a5,br BRA,DF,Barcelona,23-028,1999,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
161,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,24-255,1997,9,6,547,6.1,3,1,2,1,1,0,0,0.49,0.16,0.66,0.33,0.49,3.3,2.6,1.2,3.8,0.55,0.20,0.75,0.43,0.62,Matches
162,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,28-321,1993,4,3,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
163,Aarón Escandell\67669ce7,es ESP,GK,Granada,26-137,1995,4,3,284,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,32-162,1989,17,5,559,6.2,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.9,1.3,0.07,0.14,0.22,0.07,0.22,Matches
165,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,30-037,1992,23,23,2070,23.0,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.7,0.5,2.8,3.3,0.03,0.12,0.15,0.02,0.14,Matches
166,Estanis\ace50e9f,es ESP,FW,Barcelona,18-171,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,24-021,1998,17,11,1006,11.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6,0.05,0.09,0.14,0.05,0.14,Matches
168,Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,20-056,2001,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.3,1.3,0.6,1.9,0.20,0.09,0.29,0.20,0.29,Matches
169,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,36-001,1986,14,6,552,6.1,5,0,5,0,0,1,0,0.82,0.00,0.82,0.82,0.82,2.7,2.7,0.2,2.9,0.44,0.03,0.47,0.44,0.47,Matches
170,Fali\72a84002,es ESP,DFMF,Cádiz,28-183,1993,19,16,1237,13.7,0,2,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
