,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
267,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-047,1986,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
268,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-308,1996,2.6,0,9,0,0.0,3.40,0.00,0.00,,18.5,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
269,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-096,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
270,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-019,1996,7.7,0,14,3,21.4,1.81,0.39,0.00,0.00,17.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
271,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-020,1987,1.2,0,2,1,50.0,1.62,0.81,0.00,0.00,9.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
272,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-104,1997,10.9,1,12,2,16.7,1.10,0.18,0.08,0.50,23.8,1,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
273,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-114,1997,10.6,3,15,7,46.7,1.41,0.66,0.20,0.43,14.3,0,0,0,2.9,2.9,0.19,+0.1,+0.1,Matches
274,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-010,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
275,Imran Louza\e1df6989,ma MAR,MF,Watford,22-286,1999,4.9,0,4,0,0.0,0.82,0.00,0.00,,25.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
276,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-247,1989,16.8,1,8,2,25.0,0.48,0.12,0.13,0.50,20.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
277,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-278,1998,16.7,0,10,0,0.0,0.60,0.00,0.00,,26.2,4,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
278,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-274,1993,12.1,5,28,10,35.7,2.31,0.83,0.18,0.50,12.4,1,0,0,4.5,4.5,0.16,+0.5,+0.5,Matches
279,Lyanco\b5bf1770,br BRA,DF,Southampton,25-010,1997,6.1,0,4,0,0.0,0.65,0.00,0.00,,14.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
280,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-049,1998,9.4,4,27,6,22.2,2.87,0.64,0.11,0.50,20.9,2,1,1,2.9,2.1,0.08,+1.1,+0.9,Matches
281,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-080,1996,15.9,6,46,21,45.7,2.89,1.32,0.13,0.29,19.2,7,0,0,5.1,5.1,0.11,+0.9,+0.9,Matches
282,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28-343,1993,17.7,0,13,4,30.8,0.73,0.23,0.00,0.00,12.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
283,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30-355,1991,10.1,7,31,10,32.3,3.06,0.99,0.13,0.40,17.7,5,3,3,5.8,3.5,0.11,+1.2,+0.5,Matches
284,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-166,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
285,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-307,1992,19.0,8,62,21,33.9,3.26,1.10,0.13,0.38,13.0,0,0,0,10.3,10.3,0.17,-2.3,-2.3,Matches
286,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-282,1994,11.8,1,4,2,50.0,0.34,0.17,0.25,0.50,15.5,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
287,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32-357,1989,11.3,0,8,0,0.0,0.71,0.00,0.00,,22.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
288,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-206,1994,10.0,0,13,7,53.8,1.30,0.70,0.00,0.00,18.0,2,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
289,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-164,1993,2.0,0,1,0,0.0,0.50,0.00,0.00,,4.1,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
290,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-068,1995,2.4,1,5,2,40.0,2.12,0.85,0.20,0.50,12.3,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
291,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-238,2001,10.4,4,25,7,28.0,2.40,0.67,0.16,0.57,14.4,0,0,0,3.3,3.3,0.13,+0.7,+0.7,Matches
292,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-162,1992,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
293,Adam Masina\de0f152c,ma MAR,DF,Watford,28-040,1994,9.6,0,4,0,0.0,0.42,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
294,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-096,1993,5.6,1,3,1,33.3,0.53,0.18,0.33,1.00,28.3,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
295,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-228,1997,4.2,1,9,6,66.7,2.13,1.42,0.11,0.17,11.7,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
296,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,33-194,1988,8.5,0,5,1,20.0,0.59,0.12,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
297,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-187,1991,18.0,0,22,3,13.6,1.22,0.17,0.00,0.00,9.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
298,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-181,1996,16.6,7,36,10,27.8,2.17,0.60,0.17,0.60,15.3,0,1,1,5.6,4.8,0.13,+1.4,+1.2,Matches
299,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,22-188,1999,18.8,3,39,7,17.9,2.08,0.37,0.05,0.29,17.4,3,1,1,6.0,5.2,0.13,-3.0,-3.2,Matches
300,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-127,1987,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
301,James Mcatee\96593e89,eng ENG,FW,Manchester City,19-116,2002,0.0,0,1,0,0.0,22.50,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
302,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-081,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,Liam McCarron\076bb352,sct SCO,FW,Leeds United,20-341,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-070,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
305,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-116,1994,18.4,3,23,5,21.7,1.25,0.27,0.13,0.60,24.4,0,0,0,0.7,0.7,0.03,+2.3,+2.3,Matches
306,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-146,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-034,1992,20.3,0,23,3,13.0,1.13,0.15,0.00,0.00,19.0,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
308,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-081,1999,19.7,0,26,9,34.6,1.32,0.46,0.00,0.00,24.0,2,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
309,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-065,1996,17.1,1,18,5,27.8,1.05,0.29,0.06,0.20,22.0,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
310,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-141,1989,16.0,2,12,2,16.7,0.75,0.12,0.17,1.00,7.3,0,0,0,1.2,1.2,0.10,+0.8,+0.8,Matches
311,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-209,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
312,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29-347,1992,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
313,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21-346,2000,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
314,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30-310,1991,6.3,0,7,0,0.0,1.10,0.00,0.00,,26.4,3,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
315,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-038,1986,6.8,0,6,1,16.7,0.88,0.15,0.00,0.00,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
316,Yerry Mina\6d5701f2,co COL,DF,Everton,27-141,1994,7.2,0,5,0,0.0,0.69,0.00,0.00,,8.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
317,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-026,1995,1.1,2,3,2,66.7,2.84,1.89,0.67,1.00,10.0,0,0,0,1.5,1.5,0.50,+0.5,+0.5,Matches
318,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28-335,1993,19.4,1,15,5,33.3,0.77,0.26,0.07,0.20,13.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
319,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-163,1999,22.9,0,2,1,50.0,0.09,0.04,0.00,0.00,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
320,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-310,1999,14.8,0,22,3,13.6,1.49,0.20,0.00,0.00,16.4,2,0,0,2.1,2.1,0.09,-2.1,-2.1,Matches
321,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-077,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
322,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-103,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
323,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,23-032,1999,16.0,7,41,19,46.3,2.57,1.19,0.15,0.32,17.3,4,1,1,6.1,5.4,0.13,+0.9,+0.6,Matches
324,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-182,1992,15.7,2,33,11,33.3,2.11,0.70,0.06,0.18,15.5,0,0,0,3.3,3.3,0.10,-1.3,-1.3,Matches
325,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-156,1986,19.4,2,13,6,46.2,0.67,0.31,0.15,0.33,23.8,3,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
326,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-126,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
327,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,26-352,1995,9.1,1,17,4,23.5,1.87,0.44,0.06,0.25,22.8,1,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
328,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,24-041,1998,7.1,1,10,3,30.0,1.41,0.42,0.10,0.33,16.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
329,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22-258,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,28-023,1994,8.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
331,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,25-057,1996,14.0,0,11,2,18.2,0.79,0.14,0.00,0.00,17.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
332,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,25-045,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
333,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-063,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
334,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,24-335,1997,18.0,2,25,8,32.0,1.39,0.45,0.08,0.25,26.2,3,0,0,0.7,0.7,0.03,+1.3,+1.3,Matches
335,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-157,2000,6.3,0,2,0,0.0,0.32,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
336,Saúl Ñíguez\c14bc029,es ESP,MFFW,Chelsea,27-082,1994,1.8,0,1,0,0.0,0.55,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
337,Eddie Nketiah\a53649b7,eng ENG,MFFW,Arsenal,22-257,1999,0.7,0,1,0,0.0,1.38,0.00,0.00,,3.0,0,0,0,0.3,0.3,0.35,-0.3,-0.3,Matches
338,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-321,1990,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
339,Mark Noble\ff527768,eng ENG,MF,West Ham,34-279,1987,1.1,1,0,0,,0.00,0.00,,,,0,1,2,1.5,0.0,,-0.5,0.0,Matches
340,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-259,1996,8.0,1,16,5,31.3,2.00,0.62,0.06,0.20,27.1,5,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
341,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,27-338,1994,22.6,1,18,6,33.3,0.80,0.27,0.06,0.17,11.7,0,0,0,2.3,2.3,0.13,-1.3,-1.3,Matches
342,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-264,1988,10.2,1,3,1,33.3,0.29,0.10,0.33,1.00,11.1,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
343,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-061,2001,6.2,2,8,5,62.5,1.29,0.80,0.25,0.40,17.3,1,0,0,0.7,0.7,0.09,+1.3,+1.3,Matches
344,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-233,2002,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,6.5,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
345,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,18-344,2003,0.3,0,1,0,0.0,3.21,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
346,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,24-041,1998,11.2,0,16,5,31.3,1.42,0.44,0.00,0.00,17.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
347,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-299,1995,0.5,2,5,3,60.0,10.98,6.59,0.40,0.67,12.2,0,0,0,0.7,0.7,0.14,+1.3,+1.3,Matches
348,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-180,1993,8.0,2,18,3,16.7,2.24,0.37,0.11,0.67,20.1,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
349,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-281,2002,1.4,0,4,1,25.0,2.93,0.73,0.00,0.00,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
350,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-192,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
351,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-243,1993,15.7,1,29,6,20.7,1.85,0.38,0.03,0.17,21.9,2,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
352,João Pedro\e8832875,br BRA,MFFW,Watford,20-138,2001,9.1,2,31,10,32.3,3.40,1.10,0.06,0.20,15.7,1,0,0,2.0,2.0,0.07,0.0,0.0,Matches
353,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-258,1995,5.6,0,16,5,31.3,2.85,0.89,0.00,0.00,16.4,3,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
354,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-128,1993,6.6,0,3,0,0.0,0.45,0.00,0.00,,15.4,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
355,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-203,1993,2.4,0,6,4,66.7,2.45,1.64,0.00,0.00,14.3,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
356,Sonny Perkins\87f12e30,eng ENG,MF,West Ham,18-001,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
357,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-142,1997,10.8,0,9,2,22.2,0.83,0.19,0.00,0.00,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
358,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-071,1995,11.1,0,12,2,16.7,1.08,0.18,0.00,0.00,24.0,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
359,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-269,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
360,Jordan Pickford\4806ec67,eng ENG,GK,Everton,27-341,1994,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Erik Pieters\1ef37668,nl NED,DF,Burnley,33-188,1988,4.2,0,6,0,0.0,1.41,0.00,0.00,,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
362,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-258,1993,21.7,1,17,8,47.1,0.78,0.37,0.06,0.13,8.9,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
363,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-113,1995,8.8,0,17,9,52.9,1.94,1.03,0.00,0.00,21.5,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
364,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,28-333,1993,8.0,1,22,4,18.2,2.75,0.50,0.05,0.25,16.8,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
365,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-298,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
366,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-319,1990,21.2,6,31,11,35.5,1.46,0.52,0.13,0.36,14.2,0,2,2,5.3,3.8,0.12,+0.7,+0.2,Matches
367,Christian Pulisic\1bf33a9a,us USA,FWMF,Chelsea,23-146,1998,8.4,3,12,7,58.3,1.43,0.83,0.25,0.43,10.1,0,0,0,2.4,2.4,0.20,+0.6,+0.6,Matches
368,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,23-325,1998,4.8,0,7,6,85.7,1.47,1.26,0.00,0.00,16.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
369,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-129,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-273,1998,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
371,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,20-259,2001,14.8,5,21,8,38.1,1.41,0.54,0.24,0.63,17.8,0,0,0,2.6,2.6,0.12,+2.4,+2.4,Matches
372,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,24-103,1997,8.1,4,18,10,55.6,2.21,1.23,0.22,0.40,17.2,1,0,0,2.3,2.3,0.13,+1.7,+1.7,Matches
373,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-228,1996,12.7,0,22,8,36.4,1.73,0.63,0.00,0.00,22.2,6,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
374,David Raya\98ea5115,es ESP,GK,Brentford,26-149,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
375,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,27-342,1994,14.9,0,19,5,26.3,1.28,0.34,0.00,0.00,19.7,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
376,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-057,1996,16.0,1,14,4,28.6,0.87,0.25,0.07,0.25,15.1,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches
377,Declan Rice\1c7012b8,eng ENG,MF,West Ham,23-028,1999,23.0,1,17,5,29.4,0.74,0.22,0.06,0.20,22.9,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
378,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-069,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
379,Richarlison\fa031b34,br BRA,FWMF,Everton,24-277,1997,12.3,4,26,5,19.2,2.12,0.41,0.15,0.80,15.7,1,0,0,3.2,3.2,0.12,+0.8,+0.8,Matches
380,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-155,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
381,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-154,1989,14.6,0,10,3,30.0,0.68,0.20,0.00,0.00,22.0,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
382,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-141,1995,3.2,0,1,0,0.0,0.31,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
383,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-030,1999,9.8,1,31,12,38.7,3.16,1.22,0.03,0.08,18.4,0,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches
384,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,27-337,1994,16.5,1,8,4,50.0,0.49,0.24,0.13,0.25,17.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
385,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-112,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
386,Rodri\6434f10d,es ESP,MF,Manchester City,25-234,1996,19.4,3,23,8,34.8,1.19,0.41,0.13,0.38,18.2,0,0,0,1.4,1.4,0.06,+1.6,+1.6,Matches
387,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,30-342,1991,12.3,2,26,9,34.6,2.12,0.73,0.04,0.11,19.3,0,1,1,2.8,2.1,0.08,-0.8,-1.1,Matches
388,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-197,1989,6.3,1,18,4,22.2,2.86,0.64,0.06,0.25,13.5,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
389,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-232,1999,10.1,1,5,2,40.0,0.50,0.20,0.20,0.50,17.6,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
390,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-290,1998,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
391,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-140,1991,20.2,0,17,2,11.8,0.84,0.10,0.00,0.00,22.8,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
392,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-006,1985,16.4,8,64,20,31.3,3.89,1.22,0.09,0.30,14.8,4,2,2,9.5,8.0,0.13,-1.5,-2.0,Matches
393,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-148,1989,7.9,1,17,5,29.4,2.15,0.63,0.06,0.20,11.2,0,0,0,2.0,2.0,0.12,-1.0,-1.0,Matches
394,Danny Rose\89d10e53,eng ENG,DF,Watford,31-224,1990,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
395,Jon Rowe\8c12f884,eng ENG,MFFW,Norwich City,18-287,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
396,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,28-345,1993,23.0,2,27,7,25.9,1.17,0.30,0.07,0.29,16.6,0,0,0,1.8,1.8,0.07,+0.2,+0.2,Matches
397,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-034,1991,5.3,0,11,2,18.2,2.08,0.38,0.00,0.00,19.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
398,José Sá\903b6e8b,pt POR,GK,Wolves,29-025,1993,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
399,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,24-336,1997,20.9,5,45,19,42.2,2.15,0.91,0.11,0.26,18.8,0,0,0,3.9,3.9,0.09,+1.1,+1.1,Matches
400,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-322,1990,19.4,2,14,6,42.9,0.72,0.31,0.14,0.33,12.9,1,0,0,2.2,2.2,0.16,-0.2,-0.2,Matches
401,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-159,2001,18.2,6,47,15,31.9,2.58,0.82,0.13,0.40,15.6,0,0,0,4.7,4.7,0.10,+1.3,+1.3,Matches
402,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-241,1992,20.1,16,82,35,42.7,4.07,1.74,0.17,0.40,15.0,1,2,3,13.2,10.7,0.13,+2.8,+3.3,Matches
