,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
492,Juan Sánchez\ff4f78e1,es ESP,MF,Sevilla,18-180,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
493,Manuel Sánchez\ffacd3d5,es ESP,DF,Osasuna,21-171,2000,15.1,23,1.52,19,1,1,0,2,0,2,0.13,2,0,0,0,0,0,Matches
494,Oier Sanjurjo\466824fb,es ESP,MF,Osasuna,35-262,1986,5.3,3,0.57,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
495,Sergio Santos\cf59e05f,es ESP,DF,Real Madrid,21-039,2001,0.1,2,16.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Alvaro Sanz\eaefa2d0,es ESP,MFFW,Barcelona,20-362,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
497,Joan Sastre Vanrell\f9acf8bf,es ESP,DF,Mallorca,24-287,1997,2.9,3,1.05,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
498,Esteban Saveljich\79f2a5f5,me MNE,DF,Rayo Vallecano,30-267,1991,17.2,6,0.35,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
499,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,31-034,1991,13.1,5,0.38,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
500,Valentino Scotta\98529579,es ESP,DF,Sevilla,20-185,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
501,Aleksandar Sedlar\a35134ae,rs SRB,DFMF,Mallorca,30-060,1991,4.3,2,0.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
502,Javier Serrano\0a8fd9cb,es ESP,MF,Atlético Madrid,19-026,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
503,Nicolás Serrano\2ad0e5e5,es ESP,MFFW,Athletic Club,18-343,2003,2.2,3,1.39,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
504,Salva Sevilla\75bd85ea,es ESP,MF,Mallorca,37-330,1984,7.2,23,3.17,17,5,1,0,0,0,2,0.28,1,1,0,0,0,0,Matches
505,David Silva\e2716bd0,es ESP,MF,Real Sociedad,36-034,1986,9.1,29,3.20,24,1,2,0,2,0,3,0.33,2,0,0,0,1,0,Matches
506,Jonathan Silva\f2308b33,ar ARG,DFMF,Getafe,27-227,1994,2.4,3,1.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
507,Rui Silva\ea83bfa6,pt POR,GK,Betis,28-004,1994,14.0,2,0.14,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
508,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,24-245,1997,19.0,3,0.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
509,Antonio Sivera\9970da54,es ESP,GK,Alavés,25-184,1996,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,Rubén Sobrino\19b776e9,es ESP,FWMF,Cádiz,29-255,1992,13.4,27,2.01,16,1,3,2,2,3,3,0.22,1,1,0,0,1,0,Matches
511,Rubén Sobrino\19b776e9,es ESP,MF,Valencia,29-255,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
512,Augusto Solari\3ca6106c,ar ARG,MFDF,Celta Vigo,30-039,1992,4.6,12,2.59,7,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
513,Roberto Soldado\9d66fbe3,es ESP,FW,Levante,36-260,1985,6.3,11,1.74,7,0,2,0,1,1,1,0.16,1,0,0,0,0,0,Matches
514,Carlos Soler\fed17f5a,es ESP,MF,Valencia,25-040,1997,14.4,45,3.12,22,21,0,2,0,0,3,0.21,2,1,0,0,0,0,Matches
515,Son\037dbd30,es ESP,DF,Levante,27-318,1994,8.3,10,1.20,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,David Soria\8f8c6934,es ESP,GK,Getafe,28-313,1993,22.9,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
517,Alberto Soro\452c3055,es ESP,MFFW,Granada,22-339,1999,5.8,12,2.05,7,1,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches
518,Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,18-054,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
519,Damián Suárez\ba5004e1,uy URU,DFMF,Getafe,33-290,1988,19.3,52,2.69,37,10,0,0,2,3,7,0.36,3,1,0,0,2,1,Matches
520,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,28-036,1994,18.0,52,2.88,30,13,4,3,1,1,6,0.33,3,2,0,1,0,0,Matches
521,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,35-018,1987,14.5,25,1.72,18,0,0,3,2,2,4,0.28,2,0,0,1,1,0,Matches
522,Mario Suárez\7106f0a0,es ESP,DFMF,Rayo Vallecano,34-352,1987,1.0,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
523,Suso\4e219ad2,es ESP,FW,Sevilla,28-084,1993,4.3,10,2.34,8,0,1,1,0,0,3,0.70,2,0,0,1,0,0,Matches
524,Mamadou Sylla\e5ec95f8,sn SEN,FW,Rayo Vallecano,27-328,1994,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
525,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,27-328,1994,4.4,3,0.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
526,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,26-068,1995,7.6,15,1.97,11,0,2,1,1,0,2,0.26,0,0,1,0,1,0,Matches
527,Tachi\8b625720,es ESP,DF,Alavés,24-154,1997,2.7,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
528,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,26-198,1995,12.4,11,0.88,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
529,Cristian Tello\72a99e38,es ESP,FWMF,Betis,30-184,1991,5.1,22,4.30,16,0,4,1,0,1,1,0.20,1,0,0,0,0,0,Matches
530,Nahuel Tenaglia\66654daa,ar ARG,DF,Alavés,25-355,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
531,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,29-287,1992,20.0,5,0.25,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
532,David Timor\174651c8,es ESP,MF,Getafe,32-117,1989,3.8,3,0.79,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
533,Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,27-117,1994,20.5,44,2.15,31,0,5,3,4,1,4,0.20,2,0,1,1,0,0,Matches
534,Raúl Torrente\4d753a3f,es ESP,DF,Granada,20-347,2001,9.9,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
535,Ferrán Torres\9e1035f8,es ESP,FWMF,Barcelona,21-347,2000,2.0,3,1.50,2,0,0,1,0,0,2,1.00,1,0,0,1,0,0,Matches
536,Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,27-093,1994,6.5,10,1.54,9,0,0,0,0,1,3,0.46,3,0,0,0,0,0,Matches
537,Pau Torres\532e1e4f,es ESP,DF,Villarreal,25-026,1997,20.0,17,0.85,15,1,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
538,Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,32-341,1989,6.2,26,4.19,16,8,0,2,0,0,2,0.32,1,1,0,0,0,0,Matches
539,Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,27-207,1994,18.9,16,0.85,15,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
540,Adama Traoré\9a28eba4,es ESP,FW,Barcelona,26-017,1996,0.7,3,4.50,2,0,0,0,0,1,1,1.50,1,0,0,0,0,0,Matches
541,Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,33-291,1988,14.5,70,4.82,42,18,2,2,3,3,10,0.69,8,1,0,0,0,1,Matches
542,Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,30-117,1991,14.8,36,2.44,29,3,0,1,2,1,9,0.61,6,1,0,0,1,1,Matches
543,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,31-145,1990,10.8,14,1.29,9,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
544,Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,20-011,2002,2.3,6,2.61,3,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
545,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,28-089,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
546,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,24-277,1997,16.7,37,2.22,24,0,4,4,4,1,2,0.12,1,0,0,0,0,1,Matches
547,Myrto Uzuni\01da7812,al ALB,MF,Granada,26-256,1995,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
548,Álvaro Vadillo\61b62b33,es ESP,MFDF,Espanyol,27-152,1994,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
549,Óscar Valentín\592f3158,es ESP,MF,Rayo Vallecano,27-175,1994,14.5,13,0.90,11,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
550,Germán Valera\84f55b4a,es ESP,FWMF,Real Sociedad,19-332,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
551,Martin Valjent\f2c6ac01,sk SVK,DF,Mallorca,26-062,1995,20.3,9,0.44,6,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
552,Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,25-037,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
553,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,24-362,1997,1.1,3,2.76,2,1,0,0,0,0,1,0.92,1,0,0,0,0,0,Matches
554,Manu Vallejo\0bc4e720,es ESP,FW,Alavés,24-362,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
555,Federico Valverde\0959c2a2,uy URU,MFDF,Real Madrid,23-204,1998,11.0,31,2.82,25,0,1,3,1,1,3,0.27,3,0,0,0,0,0,Matches
556,José Luis García Vayá\27dc1378,es ESP,MF,Levante,23-184,1998,8.4,14,1.67,7,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
557,Jesus Vazquez\106c142c,es ESP,DFMF,Valencia,19-040,2003,1.8,5,2.71,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
558,Kevin Vázquez\ee923664,es ESP,DF,Celta Vigo,28-325,1993,6.5,7,1.08,6,1,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
559,Lucas Vázquez\fd51b456,es ESP,DF,Real Madrid,30-225,1991,11.6,38,3.27,31,2,2,1,2,0,1,0.09,1,0,0,0,0,0,Matches
560,Gabriel Veiga\35a6e5c7,es ESP,MFFW,Celta Vigo,19-260,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
561,Unai Vencedor Paris\4112ace5,es ESP,MF,Athletic Club,21-088,2000,16.6,23,1.39,20,1,1,0,1,0,3,0.18,2,0,0,0,1,0,Matches
562,Gonzalo Verdú\1c2c55fc,es ESP,DF,Elche,33-113,1988,11.3,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Mikel Vesga\b0fce72c,es ESP,MF,Athletic Club,28-266,1993,5.1,13,2.53,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
564,Rúben Vezo\c67cd65c,pt POR,DF,Levante,27-292,1994,19.1,11,0.58,7,0,0,2,1,1,3,0.16,0,0,0,1,1,1,Matches
565,Aleix Vidal\04965583,es ESP,DFMF,Espanyol,32-174,1989,13.9,34,2.44,26,4,1,0,2,1,4,0.29,3,0,1,0,0,0,Matches
566,Nacho Vidal\3a9c4b7b,es ESP,DF,Osasuna,27-018,1995,19.6,30,1.53,20,2,4,1,3,0,4,0.20,3,0,0,0,1,0,Matches
567,Dídac Vilà\bad38a94,es ESP,DF,Espanyol,32-247,1989,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
568,Tonny Vilhena\c7069d87,nl NED,FW,Espanyol,27-039,1995,0.9,2,2.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
569,Asier Villalibre\57be54ec,es ESP,FW,Athletic Club,24-134,1997,2.5,4,1.61,1,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
570,Vitolo\db750822,es ESP,MFFW,Getafe,32-101,1989,2.5,6,2.44,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
571,Daniel Vivian\ab7bf91d,es ESP,DF,Athletic Club,22-211,1999,10.6,4,0.38,1,0,0,1,1,1,1,0.09,1,0,0,0,0,0,Matches
572,Šime Vrsaljko\46a8347f,hr CRO,DF,Atlético Madrid,30-032,1992,3.8,6,1.57,5,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches
573,Nikola Vukčević\4442fbcd,me MNE,MF,Levante,30-060,1991,1.2,2,1.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
574,Daniel Wass\d83bbc54,dk DEN,DF,Atlético Madrid,32-256,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
575,Daniel Wass\d83bbc54,dk DEN,MF,Valencia,32-256,1989,17.6,24,1.37,14,7,1,1,1,0,1,0.06,1,0,0,0,0,0,Matches
576,Iñaki Williams\6a99e0b1,es ESP,FW,Athletic Club,27-241,1994,19.7,41,2.08,30,0,3,3,3,2,2,0.10,2,0,0,0,0,0,Matches
577,Nico Williams\afdc14d7,es ESP,MF,Athletic Club,19-214,2002,9.5,31,3.27,18,0,5,3,3,2,0,0.00,0,0,0,0,0,0,Matches
578,Okay Yokuşlu\e49ce451,tr TUR,DFMF,Celta Vigo,27-339,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
579,Joseba Zaldúa\5ca20b7a,es ESP,DF,Real Sociedad,29-232,1992,8.6,9,1.05,7,0,0,0,0,2,1,0.12,1,0,0,0,0,0,Matches
580,Oier Zarraga\968a1c2f,es ESP,MF,Athletic Club,23-038,1999,8.5,17,1.99,12,0,2,0,2,1,1,0.12,1,0,0,0,0,0,Matches
581,Luca Zidane\c818c4d9,fr FRA,GKMF,Rayo Vallecano,23-274,1998,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
582,Igor Zubeldia\5c7845f6,es ESP,DFMF,Real Sociedad,24-318,1997,8.7,4,0.46,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
583,Martín Zubimendi\3ee0dd59,es ESP,MF,Real Sociedad,23-009,1999,15.3,22,1.44,15,1,0,0,4,2,1,0.07,1,0,0,0,0,0,Matches
