,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
131,David Pereira da Costa\59948ef7,pt POR,FWMF,Lens,21-037,2001,7.1,293,351,83.5,4493,1144,161,180,89.4,104,115,90.4,20,41,48.8,2,1.9,+0.1,16,31,15,3,31,Matches
132,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,34-223,1987,21.0,525,768,68.4,18308,11283,71,72,98.6,190,192,99.0,263,503,52.3,0,0.0,0.0,0,6,0,0,1,Matches
133,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,30-174,1991,3.7,50,86,58.1,564,94,42,57,73.7,5,17,29.4,2,3,66.7,0,0.5,-0.5,4,2,2,0,5,Matches
134,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,23-034,1999,18.7,690,848,81.4,13945,4381,215,245,87.8,351,408,86.0,107,158,67.7,2,0.5,+1.5,8,27,9,3,47,Matches
135,Wylan Cyprien\3e092724,fr FRA,MF,Nantes,27-014,1995,7.5,313,384,81.5,6235,1695,121,131,92.4,123,147,83.7,59,86,68.6,1,1.1,-0.1,15,36,4,2,22,Matches
136,Lucas Da Cunha\007faf7a,fr FRA,MF,Nice,20-247,2001,4.4,122,167,73.1,2143,652,66,77,85.7,31,44,70.5,22,38,57.9,1,1.7,-0.7,13,5,6,4,11,Matches
137,Lucas Da Cunha\007faf7a,fr FRA,FW,Clermont Foot,20-247,2001,0.8,20,23,87.0,345,50,10,11,90.9,6,6,100.0,3,5,60.0,0,0.0,0.0,0,1,0,0,1,Matches
138,Damien Da Silva\1ec7e1c5,fr FRA,DF,Lyon,33-270,1988,7.2,466,519,89.8,9909,3388,128,135,94.8,251,268,93.7,83,109,76.1,0,0.0,0.0,0,35,3,0,26,Matches
139,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,23-155,1998,1.8,128,140,91.4,1811,390,71,74,95.9,52,57,91.2,3,4,75.0,0,0.1,-0.1,2,5,3,2,5,Matches
140,Flavius Daniliuc\7ef972c3,at AUT,DF,Nice,20-290,2001,7.1,346,389,88.9,7293,2313,85,92,92.4,203,220,92.3,54,69,78.3,0,0.0,0.0,0,22,0,0,16,Matches
141,Kevin Danso\6e33125f,at AUT,DF,Lens,23-145,1998,18.4,982,1110,88.5,21128,6242,250,272,91.9,556,601,92.5,173,232,74.6,0,0.1,-0.1,1,28,1,0,38,Matches
142,Dante\fd2bc67d,br BRA,DF,Nice,38-116,1983,21.5,1446,1588,91.1,31241,9986,403,416,96.9,802,844,95.0,236,310,76.1,0,0.3,-0.3,3,74,2,0,70,Matches
143,Jonathan David\ce50fd99,ca CAN,FW,Lille,22-028,2000,19.2,318,405,78.5,4872,1232,176,211,83.4,104,130,80.0,26,33,78.8,0,2.4,-2.4,20,26,14,2,40,Matches
144,Konrad De La Fuente\4b77bb89,us USA,FWDF,Marseille,20-210,2001,8.7,188,239,78.7,2956,639,105,118,89.0,69,83,83.1,11,22,50.0,2,1.5,+0.5,11,7,14,4,17,Matches
145,Romain Del Castillo\0be95d34,fr FRA,FWMF,Brest,25-319,1996,3.3,86,124,69.4,1215,318,55,69,79.7,26,37,70.3,3,12,25.0,0,0.5,-0.5,4,5,3,0,9,Matches
146,Romain Del Castillo\0be95d34,fr FRA,MFFW,Rennes,25-319,1996,0.3,11,15,73.3,238,91,4,5,80.0,2,3,66.7,5,6,83.3,0,0.1,-0.1,1,1,2,0,2,Matches
147,Thomas Delaine\8332db56,fr FRA,DF,Metz,29-324,1992,15.6,508,681,74.6,8707,3740,244,280,87.1,220,277,79.4,39,106,36.8,2,2.0,0.0,19,28,16,11,50,Matches
148,Sacha Delaye\e4448c8c,fr FRA,MF,Montpellier,19-294,2002,0.3,6,8,75.0,72,28,3,3,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
149,Andy Delort\d33c706e,dz ALG,FW,Nice,30-125,1991,13.8,239,371,64.4,3660,789,138,183,75.4,72,119,60.5,20,42,47.6,1,2.9,-1.9,22,13,19,4,28,Matches
150,Andy Delort\d33c706e,dz ALG,FW,Montpellier,30-125,1991,3.0,56,96,58.3,1037,258,30,43,69.8,18,30,60.0,8,13,61.5,1,0.7,+0.3,9,2,6,2,5,Matches
151,Moussa Dembélé\e7986081,fr FRA,FW,Lyon,25-214,1996,11.8,159,233,68.2,1899,282,98,133,73.7,35,54,64.8,7,18,38.9,1,1.6,-0.6,11,11,3,0,7,Matches
152,Jason Denayer\47af88b8,be BEL,DF,Lyon,26-228,1995,10.1,635,672,94.5,13702,3819,178,185,96.2,344,354,97.2,109,128,85.2,0,0.0,0.0,0,17,0,0,19,Matches
153,Arthur Desmas\e8c5dd4d,fr FRA,GK,Clermont Foot,27-310,1994,13.0,261,368,70.9,6417,3666,78,78,100.0,97,99,98.0,79,184,42.9,0,0.0,0.0,0,6,0,0,1,Matches
154,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,33-362,1988,12.5,620,831,74.6,10885,2937,312,368,84.8,226,289,78.2,72,138,52.2,3,4.1,-1.1,36,46,34,6,78,Matches
155,Yadaly Diaby\5630a6e0,fr FRA,FWMF,Clermont Foot,21-186,2000,0.7,10,18,55.6,167,11,5,11,45.5,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
156,Ibrahim Diakité\d8c19a60,fr FRA,MF,Reims,18-103,2003,0.0,1,3,33.3,17,16,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
157,Abdou Diallo\fc62f087,sn SEN,DF,Paris S-G,25-283,1996,8.5,523,588,88.9,9363,3413,232,250,92.8,233,253,92.1,52,73,71.2,1,0.6,+0.4,4,29,8,3,46,Matches
158,Habib Diallo\6605d143,sn SEN,FW,Strasbourg,26-238,1995,11.1,179,251,71.3,2517,473,119,148,80.4,43,60,71.7,11,19,57.9,1,1.5,-0.5,8,9,7,3,14,Matches
159,Mouhamadou Diarra\6d0fe035,fr FRA,MF,Strasbourg,18-039,2004,0.0,1,1,100.0,57,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
160,Stéphane Diarra\29939a1d,fr FRA,FWMF,Lorient,23-064,1998,5.2,129,176,73.3,2278,461,68,80,85.0,44,57,77.2,15,28,53.6,0,1.2,-1.2,10,6,5,1,14,Matches
161,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,22-351,1999,3.2,83,106,78.3,1211,373,51,57,89.5,27,36,75.0,4,4,100.0,0,0.1,-0.1,3,7,2,0,15,Matches
162,Bamba Dieng\40774c6b,sn SEN,FWMF,Marseille,21-325,2000,5.9,70,93,75.3,990,142,41,51,80.4,20,22,90.9,4,8,50.0,0,0.0,0.0,0,1,0,0,3,Matches
163,Elhadji Dieye\6a04bb7c,sn SEN,MFFW,Saint-Étienne,19-251,2002,0.4,4,9,44.4,42,27,4,8,50.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
164,Javairô Dilrosun\34a0f5ff,nl NED,FWMF,Bordeaux,23-234,1998,10.8,244,322,75.8,4073,1056,135,151,89.4,64,87,73.6,33,52,63.5,3,1.9,+1.1,17,18,13,2,26,Matches
165,Junior Dina Ebimbe\95bb6ddc,fr FRA,MF,Paris S-G,21-082,2000,2.7,160,174,92.0,2969,518,66,72,91.7,72,74,97.3,19,22,86.4,0,0.1,-0.1,1,16,2,0,5,Matches
166,Tristan Dingomé\92b56413,cm CMR,MFFW,Troyes,30-359,1991,8.4,290,387,74.9,5144,1573,147,179,82.1,90,118,76.3,40,67,59.7,4,1.8,+2.2,15,32,9,3,32,Matches
167,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,20-308,2001,6.4,438,466,94.0,10137,2966,95,100,95.0,249,259,96.1,93,106,87.7,0,0.0,0.0,1,14,0,0,21,Matches
168,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,21-247,2000,17.4,583,786,74.2,10542,2987,281,336,83.6,204,257,79.4,80,142,56.3,3,2.5,+0.5,28,44,29,6,79,Matches
169,Andy Diouf\9b5237b1,fr FRA,MF,Rennes,19-270,2002,0.1,6,8,75.0,105,7,2,4,50.0,4,4,100.0,0,0,,0,0.5,-0.5,1,0,0,0,0,Matches
170,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,24-144,1997,0.3,33,36,91.7,628,107,10,11,90.9,16,16,100.0,5,7,71.4,0,0.0,0.0,0,3,0,0,0,Matches
171,Axel Disasi\ad82197c,fr FRA,DF,Monaco,23-337,1998,17.3,968,1096,88.3,21815,6773,214,229,93.4,573,613,93.5,176,240,73.3,0,0.1,-0.1,2,76,2,0,67,Matches
172,Tiago Djaló\b2336681,pt POR,DF,Lille,21-308,2000,13.8,724,837,86.5,13743,4918,281,307,91.5,339,371,91.4,95,131,72.5,1,0.2,+0.8,2,31,1,0,33,Matches
173,Alexander Djiku\43e7a164,gh GHA,DF,Strasbourg,27-186,1994,16.0,675,798,84.6,15212,5823,178,198,89.9,343,380,90.3,141,200,70.5,0,0.4,-0.4,4,65,11,3,69,Matches
174,Bryan Djile Nokoué\75186a6a,cm CMR,DFMF,Saint-Étienne,19-264,2002,0.6,22,29,75.9,435,125,8,9,88.9,11,12,91.7,3,6,50.0,0,0.0,0.0,0,1,0,0,1,Matches
175,Ouparine Djoco\62124972,sn SEN,GK,Clermont Foot,23-295,1998,10.0,197,303,65.0,6136,3866,30,32,93.8,88,89,98.9,77,179,43.0,0,0.0,0.0,0,1,0,0,1,Matches
176,Jeremy Doku\fffea3e5,be BEL,MFFW,Rennes,19-260,2002,4.4,98,131,74.8,1611,409,53,69,76.8,35,44,79.5,7,12,58.3,1,1.1,-0.1,8,7,8,2,18,Matches
177,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,24-128,1997,11.0,122,175,69.7,1717,285,79,100,79.0,31,50,62.0,8,12,66.7,1,0.5,+0.5,7,8,5,0,11,Matches
178,Brandon Domingues\2a00c6c0,fr FRA,MFFW,Troyes,21-250,2000,2.6,69,92,75.0,1118,345,30,38,78.9,30,39,76.9,5,6,83.3,0,0.3,-0.3,7,3,4,2,9,Matches
179,Anastasios Donis\0f26fd24,gr GRE,FWMF,Reims,25-166,1996,3.6,44,79,55.7,732,140,20,27,74.1,15,32,46.9,5,10,50.0,0,0.4,-0.4,5,2,3,1,3,Matches
180,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Paris S-G,22-351,1999,10.0,245,268,91.4,5197,2693,77,77,100.0,115,118,97.5,51,71,71.8,0,0.0,0.0,0,0,0,0,0,Matches
181,Jodel Dossou\a1dbfcb1,bj BEN,FW,Clermont Foot,29-331,1992,15.5,279,388,71.9,4027,1106,166,198,83.8,89,123,72.4,13,27,48.1,1,2.0,-1.0,18,15,13,6,34,Matches
182,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,18-190,2003,10.0,421,479,87.9,7827,1762,181,204,88.7,175,190,92.1,55,67,82.1,0,0.1,-0.1,3,38,2,0,22,Matches
183,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,22-034,2000,18.9,949,1090,87.1,17733,4330,403,444,90.8,429,481,89.2,110,141,78.0,3,1.7,+1.3,18,99,13,0,117,Matches
