,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1,Max Aarons\774cf58b,eng ENG,DF,Norwich City,22-038,2000,21.9,1254,103,473,534,339,18,1032,25,56,44.6,26,4,741,4372,2674,118,38,8,17,21,782,706,90.3,29,Matches
2,Che Adams\f2bf1b0f,sct SCO,FW,Southampton,25-213,1996,12.4,408,20,64,172,189,56,398,5,13,38.5,7,0,247,940,404,18,6,5,31,30,523,266,50.9,72,Matches
3,Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,20-250,2001,10.3,687,34,245,250,217,22,574,22,38,57.9,26,2,408,1940,1244,66,10,7,14,19,432,380,88.0,26,Matches
4,Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,23-300,1998,10.3,505,62,237,221,77,14,440,7,9,77.8,7,0,244,1540,881,27,9,0,9,4,247,218,88.3,9,Matches
5,Nathan Aké\eaeca114,nl NED,DF,Manchester City,26-358,1995,6.5,549,40,192,321,80,3,530,0,2,0.0,0,0,402,2084,1406,47,9,0,2,1,446,426,95.5,1,Matches
6,Marc Albrighton\b827d5b3,eng ENG,DFFW,Leicester City,32-085,1989,7.1,322,23,90,145,101,5,280,13,24,54.2,14,1,183,673,252,12,4,2,7,9,239,168,70.3,16,Matches
7,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,30-306,1991,8.5,808,23,146,516,201,22,799,3,7,42.9,3,0,591,2576,1343,75,23,4,5,8,620,591,95.3,19,Matches
8,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,23-127,1998,20.7,2009,55,391,944,761,60,1646,19,29,65.5,19,0,1150,4208,2307,110,42,10,10,17,1335,1249,93.6,83,Matches
9,Alisson\7a2e46a8,br BRA,GK,Liverpool,29-132,1992,21.0,811,623,805,7,0,0,683,1,2,50.0,1,0,467,1636,892,0,0,0,0,0,456,451,98.9,0,Matches
10,Allan\cc700722,br BRA,MF,Everton,31-034,1991,17.1,870,53,257,508,152,9,823,13,17,76.5,13,1,536,2634,1376,68,19,2,13,22,495,459,92.7,13,Matches
11,Dele Alli\cea4ee8f,eng ENG,MF,Everton,25-306,1996,0.7,40,5,9,23,13,5,38,3,4,75.0,3,1,27,92,46,5,2,1,3,4,34,26,76.5,8,Matches
12,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,25-306,1996,7.3,331,23,87,172,97,20,321,5,18,27.8,7,2,213,908,446,17,6,0,12,18,262,199,76.0,31,Matches
13,Miguel Almirón\862a1c15,py PAR,MF,Newcastle Utd,28-001,1994,10.9,415,12,92,169,185,32,411,8,19,42.1,12,1,290,1921,926,47,11,4,15,23,351,248,70.7,32,Matches
14,Marcos Alonso\f4290206,es ESP,DF,Chelsea,31-045,1990,15.9,1125,59,323,390,454,42,934,11,26,42.3,12,1,625,2904,1631,81,15,8,18,21,725,627,86.5,61,Matches
15,Steven Alzate\ad1f61f3,co COL,MF,Brighton,23-156,1998,2.8,169,8,48,98,35,2,169,1,2,50.0,1,1,115,484,264,13,8,0,3,3,113,105,92.9,3,Matches
16,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,27-052,1994,10.7,693,124,399,313,15,0,682,3,5,60.0,3,0,471,2012,1237,25,4,0,3,1,497,487,98.0,0,Matches
17,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,25-256,1996,17.4,1343,286,833,555,37,12,1305,2,4,50.0,2,0,846,4777,2370,36,3,0,1,4,967,958,99.1,1,Matches
18,Michail Antonio\ac05f970,jm JAM,FW,West Ham,31-320,1990,22.4,817,12,53,309,507,123,797,24,56,42.9,27,4,607,2939,1695,91,26,21,88,67,1197,632,52.8,182,Matches
19,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,20-205,2001,0.3,12,0,1,2,9,3,12,1,2,50.0,1,0,7,15,0,0,0,0,0,1,9,6,66.7,2,Matches
20,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,28-349,1993,1.0,42,40,42,0,0,0,25,0,0,,0,0,17,49,13,0,0,0,0,0,20,20,100.0,0,Matches
21,Adam Armstrong\68c720b5,eng ENG,FW,Southampton,25-001,1997,13.3,402,6,37,161,239,68,376,14,29,48.3,15,1,281,1663,928,56,17,15,25,21,534,282,52.8,90,Matches
22,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,29-318,1992,4.8,218,13,42,103,95,15,215,3,8,37.5,4,0,163,1249,630,25,10,2,3,6,177,150,84.7,20,Matches
23,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,27-131,1994,4.0,149,130,149,0,0,0,120,0,0,,0,0,85,253,117,0,0,0,0,0,81,81,100.0,0,Matches
24,Harrison Ashby\b391383a,sct SCO,DF,West Ham,20-089,2001,0.1,9,1,3,1,5,0,8,0,0,,0,0,4,21,5,1,0,0,0,0,8,6,75.0,0,Matches
25,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,32-238,1989,11.5,321,5,34,140,167,55,313,2,6,33.3,3,0,169,1024,600,29,11,9,20,5,443,225,50.8,56,Matches
26,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,30-153,1991,15.0,789,10,110,427,333,56,783,29,59,49.2,30,5,618,3790,2177,110,36,18,46,48,728,573,78.7,71,Matches
27,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,30-170,1991,13.0,1007,126,542,431,113,14,937,14,20,70.0,15,2,634,4025,2439,57,17,1,11,9,683,656,96.0,8,Matches
28,César Azpilicueta\53cad200,es ESP,DF,Chelsea,32-167,1989,15.4,1274,92,407,581,334,38,1149,9,11,81.8,9,0,744,2965,1628,84,17,5,8,5,910,855,94.0,39,Matches
29,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,27-217,1994,11.0,362,309,359,3,0,0,249,1,1,100.0,1,0,163,889,567,0,0,0,0,0,135,134,99.3,0,Matches
30,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,24-186,1997,4.7,208,5,31,74,119,18,194,10,17,58.8,11,1,154,929,473,30,3,6,11,18,181,141,77.9,28,Matches
31,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,27-305,1994,2.4,114,26,74,41,3,0,110,0,2,0.0,0,0,62,313,142,5,0,0,1,3,54,53,98.1,0,Matches
32,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,20-223,2001,0.8,23,1,3,10,12,6,23,0,2,0.0,0,0,16,50,16,1,0,1,4,2,34,17,50.0,7,Matches
33,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,28-159,1993,5.1,151,10,22,67,72,31,138,3,7,42.9,4,0,90,343,152,8,2,1,15,6,216,97,44.9,30,Matches
34,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,23-309,1998,9.1,344,12,77,185,115,16,343,10,14,71.4,10,0,245,1243,702,38,12,2,19,8,327,217,66.4,31,Matches
35,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,28-068,1993,1.7,131,0,9,50,86,7,124,4,5,80.0,5,0,94,743,451,18,10,1,1,6,118,108,91.5,20,Matches
36,Ashley Barnes\2691c772,eng ENG,FW,Burnley,32-104,1989,4.3,138,2,13,72,62,22,135,2,4,50.0,2,0,87,275,116,7,3,2,13,8,195,90,46.2,21,Matches
37,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,24-064,1997,12.4,553,8,61,245,306,70,550,16,46,34.8,20,1,434,2696,1817,94,31,22,35,32,598,439,73.4,89,Matches
38,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,19-105,2002,0.5,29,1,7,19,7,0,29,1,2,50.0,1,1,22,104,28,0,1,0,4,2,27,19,70.4,1,Matches
39,Mads Bech Sørensen\30db8574,dk DEN,DF,Brentford,23-035,1999,4.2,267,44,146,107,30,2,223,0,0,,0,0,143,905,620,13,3,0,0,0,158,151,95.6,2,Matches
40,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,25-305,1996,16.7,1007,139,503,503,45,17,962,2,2,100.0,2,0,530,2316,1193,16,0,0,1,1,578,564,97.6,4,Matches
41,Donny van de Beek\50dc94ce,nl NED,MF,Everton,24-299,1997,0.3,43,0,8,29,9,0,43,0,1,0.0,1,1,35,163,78,5,0,0,0,1,36,36,100.0,2,Matches
42,Donny van de Beek\50dc94ce,nl NED,MF,Manchester Utd,24-299,1997,0.8,53,2,19,21,15,4,53,3,4,75.0,3,0,31,59,23,2,0,1,1,4,41,30,73.2,5,Matches
43,Asmir Begović\7b4de647,ba BIH,GK,Everton,34-236,1987,1.0,25,24,25,0,0,0,12,0,0,,0,0,5,24,16,0,0,0,0,0,8,8,100.0,0,Matches
44,Saïd Benrahma\5a04fd92,dz ALG,FWMF,West Ham,26-185,1995,16.6,762,12,100,321,394,67,746,19,47,40.4,22,4,570,3143,1679,77,21,16,31,27,746,560,75.1,109,Matches
45,Rodrigo Bentancur\3b8674e6,uy URU,MF,Tottenham,24-251,1997,0.3,27,2,5,14,10,1,26,1,1,100.0,1,0,20,92,35,3,0,1,0,0,19,19,100.0,1,Matches
46,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,31-070,1990,12.1,429,34,58,199,188,83,409,9,18,50.0,10,1,213,967,447,25,6,8,36,11,611,318,52.0,99,Matches
47,Jóhann Berg Guðmundsson\f72293fc,is ISL,MF,Burnley,31-107,1990,12.2,492,24,85,197,245,27,488,14,22,63.6,15,0,331,1680,815,37,16,5,17,18,383,302,78.9,57,Matches
48,Steven Bergwijn\a29b1131,nl NED,FW,Tottenham,24-126,1997,4.7,187,4,27,77,108,23,184,7,13,53.8,8,0,140,874,578,25,10,6,7,16,215,140,65.1,39,Matches
49,Ryan Bertrand\01226327,eng ENG,DF,Leicester City,32-190,1989,3.7,228,18,71,113,55,4,182,0,1,0.0,1,1,122,544,216,11,3,1,4,5,148,128,86.5,2,Matches
50,Mads Bidstrup\407db0d5,dk DEN,MF,Brentford,20-351,2001,0.5,23,2,9,13,2,0,23,0,1,0.0,0,0,11,37,17,1,1,0,1,2,11,9,81.8,1,Matches
51,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,25-165,1996,13.4,867,56,253,502,188,13,854,24,30,80.0,24,1,616,3746,1820,66,21,4,17,15,599,562,93.8,9,Matches
52,Jarrod Bowen\79c84d1c,eng ENG,FW,West Ham,25-053,1996,22.6,947,19,127,369,513,113,864,20,50,40.0,21,1,619,3823,1647,92,20,24,44,51,907,595,65.6,136,Matches
53,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,19-229,2002,1.6,74,11,40,34,4,2,69,0,0,,0,0,43,177,118,1,0,0,1,3,35,34,97.1,0,Matches
54,Armando Broja\97220da2,al ALB,FW,Southampton,20-154,2001,11.7,365,8,32,166,197,55,363,15,35,42.9,16,2,223,1443,1004,43,18,18,25,38,556,263,47.3,62,Matches
55,Josh Brownhill\47369df8,eng ENG,MF,Burnley,26-054,1995,15.4,671,37,149,373,182,17,654,6,9,66.7,7,0,347,1445,639,35,14,2,12,8,426,373,87.6,26,Matches
56,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,21-000,2001,1.0,83,2,10,19,59,5,80,2,3,66.7,2,0,66,393,245,13,2,0,5,3,70,60,85.7,13,Matches
57,Emi Buendía\66b76d44,ar ARG,FWMF,Aston Villa,25-048,1996,14.4,748,18,101,371,328,44,708,21,31,67.7,21,0,518,2395,1344,74,32,2,22,43,627,519,82.8,77,Matches
58,Dan Burn\b2d31e83,eng ENG,DF,Brighton,29-278,1992,11.4,774,100,392,364,64,12,756,1,2,50.0,1,0,465,2348,1203,27,9,0,6,3,519,498,96.0,2,Matches
59,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,28-338,1993,3.0,113,103,113,0,0,0,71,0,0,,0,0,44,232,93,0,0,0,0,0,45,45,100.0,0,Matches
60,Sam Byram\1bf811d4,eng ENG,DFMF,Norwich City,28-148,1993,1.7,108,11,37,50,26,2,98,0,2,0.0,0,0,53,289,101,5,1,0,3,2,54,51,94.4,4,Matches
61,Willy Caballero\a179d516,ar ARG,GK,Southampton,40-136,1981,2.0,68,54,68,0,0,0,50,0,0,,0,0,37,223,114,0,0,0,0,0,34,34,100.0,0,Matches
62,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,24-332,1997,5.8,164,10,20,71,75,27,154,1,4,25.0,1,1,67,205,71,1,0,0,15,5,243,110,45.3,29,Matches
63,João Cancelo\bd6351cd,pt POR,DF,Manchester City,27-260,1994,22.9,2378,47,384,1311,848,66,2178,35,60,58.3,37,7,1764,7760,4182,240,89,19,14,17,1834,1765,96.2,57,Matches
64,Sergi Canós\1137759d,es ESP,DF,Brentford,25-009,1997,19.0,842,54,232,376,298,45,794,21,40,52.5,23,4,545,3092,1891,99,30,10,17,23,611,489,80.0,48,Matches
65,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,23-349,1998,4.9,215,5,50,109,70,7,210,5,11,45.5,5,0,159,608,289,15,4,0,12,12,205,150,73.2,18,Matches
66,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,24-188,1997,21.8,1205,96,394,535,350,60,992,11,21,52.4,11,1,608,3845,2084,92,28,13,14,28,644,564,87.6,64,Matches
67,Timothy Castagne\197640fd,be BEL,DF,Leicester City,26-068,1995,14.1,877,63,340,403,176,13,763,11,14,78.6,11,0,461,1915,992,43,13,1,14,13,568,492,86.6,33,Matches
68,Craig Cathcart\89e4b358,nir NIR,DF,Watford,33-005,1989,18.3,796,152,436,335,52,6,749,0,1,0.0,0,0,342,1374,624,8,3,0,1,3,405,385,95.1,2,Matches
69,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,34-362,1987,6.7,233,10,42,101,96,27,229,4,4,100.0,4,0,121,259,66,4,2,2,12,3,299,172,57.5,32,Matches
70,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,22-221,1999,10.1,794,52,304,432,99,7,776,8,10,80.0,8,0,542,2224,1104,38,13,0,1,5,568,555,97.7,2,Matches
71,Calum Chambers\dc6f5bdd,eng ENG,DF,Aston Villa,27-022,1995,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0,Matches
72,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,27-022,1995,1.9,122,17,49,61,17,1,108,0,0,,0,0,71,239,106,4,2,0,1,2,73,71,97.3,0,Matches
73,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,25-052,1996,6.0,422,9,93,144,203,28,348,2,5,40.0,3,0,240,1082,514,23,4,5,11,3,295,256,86.8,30,Matches
74,Chiquinho\dc6c2f02,pt POR,MF,Wolves,22-006,2000,0.3,22,1,3,1,19,3,21,1,3,33.3,1,0,14,59,42,2,1,1,1,2,18,14,77.8,5,Matches
75,Hamza Choudhury\7d2d3329,eng ENG,MFDF,Leicester City,24-133,1997,2.5,157,14,73,88,4,1,154,1,2,50.0,1,0,92,273,95,1,0,0,2,3,107,98,91.6,0,Matches
76,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,25-307,1996,11.1,918,115,447,463,52,3,897,4,4,100.0,4,0,587,2521,1351,41,12,0,0,0,633,620,97.9,1,Matches
77,Carney Chukwuemeka\b2f9c73e,eng ENG,MFFW,Aston Villa,18-035,2004,2.1,96,1,15,48,39,11,96,2,7,28.6,4,0,79,322,147,8,2,4,6,3,99,69,69.7,10,Matches
78,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,32-138,1989,11.3,446,78,258,171,34,21,439,3,4,75.0,3,0,248,1151,507,13,4,0,4,0,265,251,94.7,4,Matches
79,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,32-183,1989,9.9,459,19,86,200,185,6,399,2,4,50.0,2,1,219,792,384,11,4,2,6,8,330,252,76.4,25,Matches
80,Nathaniel Clyne\0442183b,eng ENG,DF,Crystal Palace,30-312,1991,1.0,54,2,27,21,9,0,40,0,0,,0,0,19,79,34,0,1,0,2,0,25,24,96.0,0,Matches
81,Conor Coady\2928dca2,eng ENG,DF,Wolves,28-351,1993,21.8,1051,249,687,398,19,12,1025,1,1,100.0,1,0,636,3186,1578,19,1,0,1,1,719,710,98.7,2,Matches
82,Séamus Coleman\0420d84f,ie IRL,DF,Everton,33-123,1988,15.6,938,63,305,444,247,28,761,14,28,50.0,15,0,519,2882,1609,61,22,6,10,19,516,455,88.2,33,Matches
83,Nathan Collins\a8c19eb8,ie IRL,DF,Burnley,20-287,2001,5.0,226,47,127,94,11,7,223,0,1,0.0,1,0,91,465,170,3,0,0,2,1,85,78,91.8,0,Matches
84,Aaron Connolly\27c01749,ie IRL,FW,Brighton,22-014,2000,1.7,34,0,0,14,21,4,33,0,1,0.0,0,0,22,132,42,3,0,0,3,1,65,22,33.8,7,Matches
85,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,30-165,1991,14.2,1018,146,673,378,26,9,994,3,3,100.0,3,0,611,3465,1996,19,2,0,4,2,662,650,98.2,1,Matches
86,Jack Cork\74e12f1e,eng ENG,MF,Burnley,32-231,1989,7.1,253,16,48,149,69,3,251,6,8,75.0,7,0,138,593,258,12,7,1,6,12,152,123,80.9,6,Matches
87,Maxwel Cornet\beb391dd,ci CIV,FWMF,Burnley,25-137,1996,8.5,292,11,50,110,150,32,280,7,19,36.8,8,0,182,791,399,18,7,3,22,19,391,190,48.6,60,Matches
88,Hélder Costa\f13d02a6,ao ANG,MF,Leeds United,28-030,1994,0.2,6,0,1,3,2,0,6,0,0,,0,0,2,6,0,0,0,0,0,0,8,5,62.5,0,Matches
89,Vladimír Coufal\fdf3cb77,cz CZE,DF,West Ham,29-173,1992,17.9,1243,78,371,508,437,24,1018,11,22,50.0,13,0,605,3272,1596,64,27,6,13,12,696,623,89.5,33,Matches
90,Philippe Coutinho\0ef89a37,br BRA,FW,Aston Villa,29-244,1992,1.9,81,0,7,43,40,10,78,2,7,28.6,2,2,58,311,195,9,6,3,4,5,91,62,68.1,10,Matches
91,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,32-058,1989,16.7,1292,67,346,638,381,17,1073,2,10,20.0,2,2,758,3382,1634,62,30,1,3,6,835,800,95.8,14,Matches
92,Charlie Cresswell\4654e5f5,eng ENG,DF,Leeds United,19-066,2002,1.1,84,15,61,29,2,0,84,1,1,100.0,1,0,57,481,309,2,0,0,1,0,60,60,100.0,1,Matches
93,Cucho\71b47ab9,co COL,MFFW,Watford,22-297,1999,7.8,357,8,54,145,189,23,326,16,26,61.5,16,0,233,1311,784,42,15,6,18,10,338,232,68.6,41,Matches
94,Marc Cucurella\1daec722,es ESP,DF,Brighton,23-204,1998,18.3,1413,60,382,630,489,32,1213,19,30,63.3,21,3,866,4199,2633,103,33,4,14,18,966,858,88.8,38,Matches
95,Luke Cundle\cc3b8e78,eng ENG,MF,Wolves,19-291,2002,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
96,Patson Daka\ca45605e,zm ZAM,FWMF,Leicester City,23-125,1998,5.7,177,7,20,80,84,29,172,1,10,10.0,4,0,99,312,201,13,3,3,19,12,231,119,51.5,26,Matches
97,Stuart Dallas\67ca8566,nir NIR,DFMF,Leeds United,30-298,1991,21.9,1342,66,433,642,367,21,1141,10,21,47.6,10,2,768,4771,2764,111,41,10,10,25,834,741,88.8,41,Matches
98,Diogo Dalot\d9565625,pt POR,DF,Manchester Utd,22-330,1999,9.1,638,31,179,321,173,16,533,7,17,41.2,9,0,337,1606,942,51,9,4,10,9,386,348,90.2,27,Matches
99,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,31-126,1990,8.0,269,223,265,4,0,0,170,0,0,,0,0,95,546,294,0,0,0,0,0,94,93,98.9,0,Matches
100,Josh Dasilva\60344e4f,eng ENG,MFFW,Brentford,23-111,1998,0.3,15,3,5,7,4,1,14,0,0,,0,0,10,86,19,0,0,0,1,1,6,4,66.7,2,Matches
101,Ben Davies\44781702,wls WAL,DF,Tottenham,28-293,1993,11.3,699,52,251,371,126,16,661,0,1,0.0,0,0,443,2790,1637,74,25,1,2,4,491,467,95.1,10,Matches
102,Tom Davies\9228b07c,eng ENG,MF,Everton,23-226,1998,1.8,87,2,13,44,31,8,86,0,0,,0,0,47,190,73,3,0,1,3,1,72,58,80.6,9,Matches
103,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,23-363,1998,0.1,7,0,0,5,2,0,7,0,0,,0,0,6,5,1,0,0,0,2,1,11,7,63.6,2,Matches
104,Craig Dawson\3e9e06cb,eng ENG,DF,West Ham,31-281,1990,17.9,898,146,484,419,47,28,881,2,2,100.0,2,0,508,2644,1284,30,5,0,2,5,558,548,98.2,3,Matches
105,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,30-228,1991,13.2,1019,20,96,409,569,62,937,18,30,60.0,18,1,691,2933,1814,92,35,6,19,17,860,759,88.3,92,Matches
106,Troy Deeney\82e34b69,eng ENG,FW,Watford,33-227,1988,0.3,11,2,2,1,8,5,11,0,0,,0,0,3,7,4,0,0,0,1,0,18,9,50.0,7,Matches
107,Fabian Delph\111c3236,eng ENG,MF,Everton,32-082,1989,2.8,161,9,49,100,21,0,159,4,5,80.0,4,0,99,485,198,7,0,0,4,2,100,95,95.0,3,Matches
108,Leander Dendoncker\5a7301ae,be BEL,MF,Wolves,26-302,1995,10.8,519,40,161,270,110,14,512,3,6,50.0,3,0,275,947,392,11,5,0,10,6,385,311,80.8,22,Matches
109,Emmanuel Dennis\2c44a35d,ng NGA,FWMF,Watford,24-088,1997,17.3,665,13,89,262,365,92,644,37,92,40.2,44,14,470,2462,1614,81,22,27,48,38,719,444,61.8,97,Matches
110,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,23-158,1998,7.8,533,29,155,266,157,15,525,9,12,75.0,9,0,357,2106,1158,43,13,1,15,19,397,356,89.7,30,Matches
111,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,22-340,1999,8.2,408,14,67,252,109,8,407,17,21,81.0,20,1,288,1463,780,39,12,1,7,10,331,279,84.3,12,Matches
112,Raphael Dias Belloli\3423f250,br BRA,MFFW,Leeds United,25-059,1996,19.0,1074,29,148,467,518,82,962,40,102,39.2,48,12,739,3404,2163,108,18,23,51,35,948,705,74.4,106,Matches
113,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,24-273,1997,20.7,1848,138,678,1228,78,21,1808,2,4,50.0,2,0,1366,7731,4802,178,16,0,4,2,1502,1482,98.7,6,Matches
114,Luis Díaz\4a1a9578,co COL,FW,Liverpool,25-029,1997,1.0,62,0,4,15,43,11,62,4,6,66.7,4,0,58,244,118,6,0,3,2,6,57,48,84.2,12,Matches
115,Eric Dier\ac861941,eng ENG,DF,Tottenham,28-027,1994,18.1,1228,234,719,556,34,10,1199,0,2,0.0,1,0,772,4766,2747,59,9,0,2,0,885,872,98.5,3,Matches
116,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,28-206,1993,3.0,197,18,62,71,71,8,155,2,4,50.0,3,1,94,324,130,7,1,1,3,4,110,95,86.4,19,Matches
117,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,28-206,1993,13.0,823,52,273,318,284,15,666,6,12,50.0,6,0,399,2075,1141,47,25,2,8,10,429,385,89.7,21,Matches
118,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,30-218,1991,21.0,1691,203,824,883,52,30,1635,1,3,33.3,1,0,1047,4231,2204,57,4,0,3,1,1207,1179,97.7,4,Matches
119,Issa Diop\a712ca2b,fr FRA,DF,West Ham,25-033,1997,8.0,374,55,227,168,6,3,369,0,0,,0,0,202,1250,583,8,2,0,1,1,230,225,97.8,0,Matches
120,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,23-241,1998,4.8,235,7,44,93,110,25,235,13,26,50.0,14,1,172,922,628,28,6,7,17,15,176,142,80.7,18,Matches
121,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,19-039,2003,0.4,13,0,3,7,5,2,13,0,1,0.0,0,0,11,81,43,1,0,1,1,1,20,8,40.0,3,Matches
122,Matt Doherty\d557d734,ie IRL,DFMF,Tottenham,30-026,1992,2.6,174,7,50,58,72,17,153,4,6,66.7,4,0,100,644,391,21,2,2,4,1,101,99,98.0,18,Matches
123,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,24-054,1997,18.4,1180,220,685,526,58,23,1152,2,2,100.0,2,0,814,4877,2708,64,16,0,3,0,886,868,98.0,4,Matches
124,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,29-041,1993,15.7,776,37,194,427,198,29,766,16,30,53.3,16,0,485,2404,1345,51,20,4,14,8,517,437,84.5,39,Matches
125,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,24-124,1997,3.8,150,4,20,65,73,8,137,3,5,60.0,3,0,94,370,178,10,3,2,6,6,140,101,72.1,26,Matches
126,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,20-065,2001,1.4,94,3,37,43,22,2,68,2,4,50.0,2,0,45,281,162,9,4,0,0,1,46,42,91.3,2,Matches
127,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,33-027,1989,10.0,365,304,364,2,0,0,221,0,0,,0,0,148,862,478,0,0,0,0,0,123,123,100.0,0,Matches
128,Shane Duffy\7314bba4,ie IRL,DF,Brighton,30-041,1992,12.9,922,171,601,327,42,18,905,2,2,100.0,2,0,553,2221,1094,16,4,0,2,1,672,653,97.2,1,Matches
129,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,30-138,1991,1.7,80,5,32,39,14,0,63,0,0,,0,0,40,144,70,4,2,0,0,1,35,35,100.0,0,Matches
130,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,30-082,1991,14.0,1122,168,673,480,37,10,1094,2,2,100.0,2,0,746,3655,1822,24,3,0,1,3,856,844,98.6,1,Matches
131,Ederson\3bb7b8b4,br BRA,GK,Manchester City,28-178,1993,23.0,708,590,700,9,0,0,597,0,0,,0,0,430,1776,1138,0,0,0,0,0,426,423,99.3,0,Matches
132,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,24-026,1998,13.0,517,14,56,249,248,68,496,19,45,42.2,23,3,327,1661,1071,56,16,7,32,38,607,365,60.1,91,Matches
133,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19-290,2002,2.8,142,1,24,56,72,16,139,5,11,45.5,6,0,93,419,165,11,3,5,7,4,142,100,70.4,26,Matches
134,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18-313,2003,3.1,250,1,22,121,127,18,243,2,7,28.6,2,0,186,900,537,27,13,2,5,2,204,190,93.1,23,Matches
135,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29-215,1992,2.0,131,7,33,78,29,3,130,0,1,0.0,0,0,100,453,177,4,0,0,3,0,93,90,96.8,1,Matches
136,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,27-191,1994,11.6,486,16,70,227,231,45,483,10,20,50.0,12,1,329,2005,1116,60,25,5,25,27,433,330,76.2,53,Matches
137,Emerson\df8b52a5,br BRA,DF,Tottenham,23-028,1999,14.8,1070,56,339,418,364,33,919,11,16,68.8,11,0,592,2754,1465,73,20,5,9,18,672,591,87.9,57,Matches
